DOY2,HR2,USTAR,H,V_SIGMA,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.501241165,-28.469279796343,0.941266382582586,423.526245040517,4.35053065770317,423.5018145,4.52875048,426.499186788423,4.30617002780926,423.131261755449,4.7049607715,423.905874103358,4.29219855830003,424.2259121,4.237418277,424.178522374552,4.34881889339647,421.6402666,5.315780276,423.555073764706,4.43116467697583,422.7262689,5.9537416575,424.751000855202,4.75510130253316,426.251184598857,4.186629432,3.341763464,1.75712142225486,0.126416521752089,2.71,2.275,1.15,0.93,0.41,1.4798,1.808,1.99835,2.2927,1.87665,2.4284,1.7093,97.58562,60.77,2.194,2.285,1.77,1.345,2.01,3.045,1.5,-2.06,2.9,-0.92,0.45,278.9,323.6,310,319.15,0,-0.04,-0.135,-0.15,0.06,0.16,-0.09,-0.02,0.06,0.075,2.907,3.317,4.061,4.7795,6.045,7.579,8.8465,9.832,10.503,3.321,3.636,4.635,5.275,6.186,7.716,8.841,8.992,10.7005,3.3765,3.7765,4.777,5.349,6.222,7.59,8.67,9.644,10.344,2.205,2.68,3.6535,4.2395,5.316,7.01,8.213,9.68,10.4765,3.143,3.283,4.01,4.987,6.1255,7.8485,8.9585,10.1745,10.668,-2.812,-5.088,-5.108,-40.11
1,0.75,0.472897022,-23.8112550808093,0.912102274962854,423.272454074572,4.36691136906626,421.4764368,4.6454111625,426.460682892568,4.31123674446461,420.51514465,4.44946349838377,423.751311571948,4.28951758508927,421.2415357,4.34294392711227,423.484227979542,4.39397292923683,421.0250477,4.615174614,423.655247982499,4.47973508252292,422.307220090343,4.454878103,424.908089538742,4.76667117352183,423.736862867981,4.66065753958936,3.30922139965695,1.728726631,0.1389895125,2.645,2.21,1.23,0.93,0.405,1.355,1.7375,1.8136,2.3083,1.6215,2.26455,1.3999,97.560075,60.335,2.1409,2.32,1.715,1.225,2,3.03,1.5,-1.83,2.95,-0.92,0.47,281.85,323.05,308.85,318.45,0,-0.04,-0.13,-0.15,0.06,0.16,-0.09,-0.02,0.07,0.07,2.885,3.3095,4.0575,4.7775,6.0465,7.5795,8.845,9.832,10.5025,3.313,3.638,4.611,5.246,6.201,7.714,8.841,8.992,10.7,3.2815,3.7515,4.773,5.3505,6.231,7.59,8.667,9.6505,10.338,2.146,2.656,3.626,4.261,5.3095,7.0105,8.213,9.678,10.475,3.123,3.2455,3.985,4.976,6.1225,7.85,8.956,10.1715,10.6715,-2.814,-5.18,-5.212,-38.59
1,1.25,0.471111790682118,-27.5230539082147,0.88403450033627,423.321803666302,4.36034264458562,421.7071481,4.6071467155,426.954696374548,4.31175677121591,422.0001042,4.1487498205,423.382183913357,4.29227737163668,422.506804774299,3.868086276,423.584027387431,4.36530066296916,420.2024987,4.82705812,423.712562301158,4.40130699356424,421.7353596,4.644687775,425.031091256221,4.66054907159399,424.3483898,6.4573663905,3.2838811745,1.48373720394255,0.124615278,2.525,2.1,1.105,0.89,0.4,1.1688,1.415,1.6357,1.958,1.63815,2.19075,0.91075,97.539665,61.43,2.1379,2.25,1.63,0.91,1.875,2.695,1.45,-1.85,2.9,-0.91,0.45,277.25,323.8,308.65,317.9,-0.02,-0.04,-0.13,-0.15,0.06,0.16,-0.09,-0.02,0.06,0.07,2.917,3.308,4.061,4.781,6.047,7.5795,8.8435,9.834,10.502,3.286,3.639,4.594,5.24,6.218,7.712,8.84,8.9915,10.699,3.206,3.687,4.7535,5.351,6.227,7.5955,8.664,9.658,10.337,2.1395,2.6655,3.608,4.264,5.303,7.0085,8.2135,9.6745,10.4735,3.095,3.2145,3.963,4.968,6.115,7.8515,8.954,10.168,10.6725,-3.065,-5.618,-5.616,-41.35
1,1.75,0.542285430248816,-23.8025876455364,0.93699269,423.545742222758,4.40502099925287,420.9541847,5.634310224,426.997448863725,4.39070464039663,420.0017129,4.545984267,423.95612088395,4.35255436404756,421.266498334375,4.592304356,423.474948609294,4.43684085376881,420.24632205,6.574947558,424.075060129161,4.44872021302766,422.03527395,5.614999674,426.006222091757,4.70603065970478,422.73820055,5.04660028916685,3.36536073380784,1.17141755707463,0.153343745,2.625,2.24,1.21,0.96,0.42,1.1583,1.4995,1.7109,1.957,1.6513,2.0248,1.3021,97.559965,62.46,2.1162,2.18,1.72,1.25,2.015,3.055,1.5,-1.55,2.9,-0.92,0.505,283.8,322.8,309.2,317.65,0.02,-0.04,-0.14,-0.15,0.06,0.16,-0.09,-0.02,0.06,0.07,2.95,3.2595,4.048,4.792,6.0465,7.5795,8.841,9.8335,10.502,3.289,3.641,4.563,5.238,6.235,7.718,8.84,8.9915,10.698,3.2085,3.665,4.718,5.3425,6.225,7.589,8.661,9.658,10.3355,2.1415,2.6845,3.602,4.2175,5.293,7.0065,8.2105,9.6735,10.472,3.111,3.197,3.9505,4.961,6.1065,7.853,8.953,10.1645,10.6725,-3.054,-5.7315,-5.7555,-35.47
1,2.25,0.5525868945,-26.7409993574912,0.97295577,422.926343267884,4.34243502673428,421.529455288401,4.923024197,425.16468427223,4.2967076419897,421.5371493,3.88714446914726,423.207595864696,4.30379278723007,424.19155143125,5.437552605,422.968893047669,4.36521539601273,419.9972447,5.582093076,423.077493725821,4.37372378636525,421.6569397,7.528112436,424.6715063,4.6433464833748,424.66344275,6.811616973,3.35933828076789,0.906255977017395,0.1546313945,2.605,2.16,1.145,0.91,0.43,1.0963,1.542,1.7617,1.9749,1.5676,2.16165,0.89615,97.58021,62.435,2.12685,2.07,1.47,1.33,2.11,2.88,1.55,-1.895,2.85,-0.95,0.525,274.85,322.75,306.5,317.4,0,-0.04,-0.13,-0.15,0.06,0.16,-0.09,-0.02,0.07,0.07,2.91,3.2565,4.047,4.782,6.046,7.5775,8.8395,9.832,10.5015,3.294,3.642,4.528,5.221,6.254,7.715,8.839,8.991,10.697,3.223,3.619,4.7165,5.33,6.2245,7.588,8.657,9.658,10.3345,2.166,2.677,3.6075,4.197,5.2805,7.0045,8.2105,9.672,10.4705,3.1055,3.1665,3.944,4.9535,6.099,7.8545,8.954,10.1615,10.6725,-3.4105,-5.76,-6.14,-40.62
1,2.75,0.533165184143948,-26.2997816715237,1.0319531007846,423.526022974609,4.2063567636833,422.628766754974,5.356108156,425.012700785943,4.1847193270609,421.3622076,4.529376266,423.266643939164,4.16589180956954,422.98713368577,4.529702822,423.90915167198,4.20014048359043,420.6099204,5.577340781,423.781085366056,4.30541442,423.710059822602,6.2123590635,425.457664352892,4.38820664975793,424.3127832,5.747127337,3.34881166,1.23232568558723,0.165442095,2.625,2.12,1.13,0.88,0.405,1.067,1.57,1.7958,1.8859,1.31285,1.9876,0.7484,97.57715,61.82,2.0766,1.925,1.455,1.165,1.91,2.5,1.6,-1.94,2.85,-0.96,0.52,279.85,322.55,305.55,317.9,0.02,-0.04,-0.13,-0.15,0.07,0.16,-0.085,-0.02,0.07,0.07,2.8595,3.24,4.041,4.768,6.054,7.5745,8.838,9.831,10.501,3.306,3.654,4.5,5.233,6.262,7.713,8.839,8.991,10.696,3.194,3.5975,4.7215,5.3115,6.2255,7.587,8.654,9.658,10.336,2.1865,2.646,3.6465,4.168,5.269,7.0025,8.212,9.6715,10.467,3.09,3.114,3.924,4.947,6.0925,7.856,8.955,10.158,10.6735,-3.247,-5.602,-5.6715,-37.495
1,3.25,0.481337641,-33.7618417861719,0.917761288,423.567945686514,4.154751856,422.466678353846,5.814434388,425.034450561158,4.186660791,421.858748565528,6.353647392,424.364956087445,4.18847363,423.53656565,6.3910740185,423.982401041674,4.209004402,420.8718607,6.2245878055,424.62136421668,4.249980741,423.0437659,4.9541125805,425.660803351042,4.325532634,423.8570663,5.218300719,3.106511793,0.995665609,0.138676495235363,2.36,1.9,1.035,0.815,0.38,0.9792,1.512,1.7632,2.1599,1.5196,1.8382,0.966,97.56309,62.4,2.0738,2.065,1.495,1.14,1.935,2.51,1.6,-1.605,2.9,-0.965,0.465,279.85,322.3,305.15,318.8,0,-0.04,-0.14,-0.15,0.06,0.16,-0.09,-0.02,0.07,0.07,2.8015,3.204,4.036,4.762,6.063,7.572,8.8365,9.83,10.501,3.304,3.65,4.482,5.224,6.259,7.713,8.838,8.991,10.695,3.1835,3.6065,4.7295,5.299,6.222,7.587,8.651,9.658,10.335,2.1525,2.6695,3.6375,4.1575,5.259,7.0005,8.212,9.6705,10.467,3.171,3.0715,3.913,4.9395,6.0895,7.858,8.956,10.155,10.6735,-2.952,-5.5635,-5.687,-32.94
1,3.75,0.513315748,-29.8354524434016,0.969474035,424.040389076981,4.19147238727596,422.182076844737,4.417611293,425.290716868502,4.22414939302135,421.9553087,4.436690398,424.36524051924,4.19998666972806,421.5898245,4.02800031101752,424.553938830113,4.25610546501696,421.4628854,5.85678059,424.658758797385,4.28773252320756,425.163525592105,5.871180544,425.960130222516,4.52019565319465,425.481119939185,5.866144101,3.036725837,1.286955518,0.148297681,2.55,2.17,1.12,0.85,0.38,0.8448,1.144,1.3546,1.8298,1.1145,1.8874,0.7741,97.518055,63.055,2.1263,1.92,1.41,1.24,1.93,2.395,1.6,-1.61,2.9,-0.95,0.455,280.35,321.8,306.25,319.35,0.005,-0.04,-0.14,-0.15,0.06,0.16,-0.085,-0.02,0.07,0.07,2.681,3.1345,4.044,4.747,6.064,7.5695,8.8355,9.829,10.5005,3.311,3.675,4.481,5.218,6.256,7.715,8.838,8.991,10.694,3.1665,3.6295,4.707,5.2865,6.2155,7.586,8.648,9.655,10.333,2.14,2.6745,3.6165,4.161,5.255,6.9985,8.212,9.669,10.4655,3.1685,3.1425,3.9065,4.931,6.089,7.8575,8.9575,10.153,10.674,-2.853,-5.535,-5.6295,-33.61
1,4.25,0.467595586015049,-23.3913577914317,0.969262165,423.484522345339,4.24121791621623,422.439798046512,6.525162038,425.916443301847,4.100027665,421.051554154878,5.738745353,423.857825284058,4.105009327,424.22758,4.86601691,423.444431551771,4.21285973971268,420.2376382,6.624162188,423.957183775405,4.24076069837931,422.9127066,5.407797002,425.913021442665,4.70859312625145,423.9228967,5.0539614435,2.95207947677495,1.2964717415,0.1566295935,2.325,1.97,1.02,0.79,0.39,0.8479,0.87,1.0409,1.89685,1.0533,1.71985,0.8987,97.51141,63.33,2.09405,2.015,1.6,1.22,1.96,2.395,1.5,-1.74,2.9,-0.97,0.495,282.35,321.75,306.5,319.75,0.01,-0.04,-0.14,-0.15,0.06,0.16,-0.09,-0.02,0.06,0.07,2.6835,3.1075,4.024,4.7495,6.062,7.566,8.8335,9.8275,10.5,3.318,3.621,4.482,5.213,6.253,7.717,8.838,8.9905,10.693,3.166,3.631,4.7005,5.2765,6.23,7.585,8.647,9.652,10.332,2.0795,2.698,3.593,4.168,5.251,6.9965,8.206,9.6685,10.464,3.2,3.185,3.8825,4.92,6.091,7.857,8.97,10.151,10.674,-3.168,-5.7475,-5.844,-31.38
1,4.75,0.451103627369349,-29.0683078026157,0.927672800534596,424.197379451328,4.60138306959105,421.7078122,5.708188293,426.660517271001,4.28201225593454,421.24383495,5.303764928,423.951411585351,4.59858254054219,421.56361235,6.165943066,424.149586821408,4.40659203636244,419.6022418,6.7701605025,424.292112799408,4.44275748345328,424.745580820513,6.8541006605,426.320992056216,4.75041225418246,425.91839827673,5.16648006562302,3.0137815080124,1.3251948695,0.160676529022812,2.34,2.02,1.02,0.79,0.39,0.8631,1.055,1.2586,1.6885,1.2031,1.6337,0.7869,97.50807,62.84,2.1399,1.805,1.48,1.22,2.025,2.315,1.5,-1.81,2.9,-0.95,0.465,280.05,321.5,305.8,318.3,0.015,-0.04,-0.14,-0.15,0.06,0.16,-0.09,-0.02,0.07,0.07,2.7235,3.1375,3.9845,4.7405,6.0605,7.564,8.832,9.8265,10.5,3.326,3.612,4.487,5.209,6.25,7.72,8.837,8.9905,10.692,3.19,3.623,4.726,5.2755,6.226,7.585,8.646,9.65,10.3285,2.0995,2.715,3.5885,4.169,5.245,6.9945,8.212,9.667,10.4625,3.2175,3.161,3.8635,4.9075,6.0905,7.856,8.976,10.149,10.6745,-3.3765,-5.737,-5.908,-34.995
