DOY2,HR2,CO2,FC,SC,G,H,LE,SH,SLE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,PPFD_IN,NETRAD,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,392.268,2.96915,-0.311651,-5.28909476993189,-48.513975,-7.2111225,-8.0257525,-9.17421,91.3732075,91.7919990574928,7.13800000000003,0.126538278794834,5.78044299898845,-1.45257840809848,-77.5167225,10.6924525,-0.6712915,0.742016346049093,0.242609,0.568342624582778,0.362146986161633,3.1115825
1,0.75,392.611,3.927855,-0.36430775,-5.28806519693626,-52.560275,-4.565105,-7.8371775,-6.091365,91.367195,91.6129709446011,7.03100000000001,0.135476935306347,5.58113679658774,-1.45257840809848,-77.848075,10.656414,-0.666501,0.719727726296549,0.235285,0.641591770520788,0.284276977611624,3.14484
1,1.25,392.753,3.5734,-0.3143565,-5.4552475,-50.2939,-5.2516975,-5.35603,-5.6223775,91.34754,91.7361346121289,6.78075000000003,0.116601132265811,5.43951316680409,-1.45257840809848,-78.718685,10.626271,-0.55313375,0.706033851656457,0.2401895,0.602437320112417,0.330288832680368,3.20218
1,1.75,392.595,2.826295,-0.450211,-5.6177776859555,-44.2398,-5.410405,-6.07312,-7.412495,91.31748,90.9213793047316,6.62900000000002,0.146652991786734,5.36891658539217,-1.45257840809848,-76.341135,10.599863,-0.499321,0.628022292597962,0.199336,0.557584074378026,0.32195341277893,3.13448
1,2.25,393.38375,2.32412,-0.1338925,-5.78320861611504,-56.72825,-7.70979,-4.72871,-5.68526,91.29205,92.9153008638159,6.62025000000003,0.126191648149203,5.30800551057641,-1.45257840809848,-76.0556625,10.5701025,-0.47233425,0.588438227208159,0.237892,0.590823273434864,0.36566608127864,3.0323125
1,2.75,393.01,2.7138575,-0.2458345,-5.89017968481749,-55.6372,-5.43526,-5.69704,-6.82344,91.26395,91.8144321315475,6.45800000000003,0.153073838391804,5.32199568677084,-1.45257840809848,-75.664425,10.5409625,-0.489017,0.724450136310292,0.270762,0.639775741959634,0.371940855513346,3.23054
1,3.25,393.0615,3.2273375,-0.29826525,-6.010071,-63.90565,-8.1066925,-7.5036,-8.59682,91.2618975,90.4010976586132,6.26675000000002,0.135648775856658,5.18209392482651,-1.45257840809848,-74.6005125,10.5130895,-0.57714075,0.727639514588232,0.2589965,0.568907024269505,0.37241001346302,3.267535
1,3.75,392.8345,3.56112,-0.51209,-6.2772163521915,-59.7362,-6.27164,-6.30233,-9.83751,91.2588675,90.9371412764919,6.19875000000002,0.126144895029413,5.06780494699197,-1.45257840809848,-75.7587882513282,10.47219975,-0.58540825,0.693407596329421,0.27087175,0.595283452396602,0.39215284009604,3.098995
1,4.25,393.158,3.22289,-0.33485075,-6.49829886878914,-73.6711,-4.80432,-4.2502625,-3.57973,91.2453575,92.3172121398223,6.18600000000004,0.123539062648217,5.05962607475522,-1.45257840809848,-74.9854208445165,10.419766,-0.650466,0.71386693437923,0.317092,0.710045773172406,0.411966018016049,2.88519
1,4.75,393.71725,3.20057,-0.256698,-6.68882525,-60.8951,-4.15929,-5.21708,-7.912555,91.2724125,91.8702965769114,6.20350000000001,0.140414059023424,4.91111497361431,-1.45257840809848,-75.0679861647247,10.3720908125,-0.52226775,0.704278055052916,0.296846,0.633692168477067,0.440440418206315,3.249705
1,5.25,393.374,2.76007,-0.259397,-6.89236127817139,-61.72115,-5.32786,-6.516155,-5.2801975,91.2848325,92.1906183644832,5.98700000000002,0.120834183905052,5.08975876194324,0.013837725,-74.4917,10.298354625,-0.646833,0.667844293230091,0.299324,0.557287179109658,0.405239435395915,3.48777
1,5.75,393.344,2.73318,-0.3531885,-7.041581,-64.94015,-4.92047,-3.42736,-7.34583,91.29264,92.5035077097495,5.89025000000004,0.103668100072964,5.04692729944028,4.0192495,-67.9044175,10.2240786375,-0.75633725,0.671368313542041,0.246894,0.563140583920655,0.352804981798978,3.500425
1,6.25,393.171,2.184615,-0.471282,-7.02707475,-80.10455,-2.0939,-3.356495,-7.03515,91.3080675,91.4229445344548,5.59150000000002,0.129959609465133,4.86376360803315,37.2883874256821,-40.3301025,10.1623481625,-0.741786,0.684036046519278,0.268528,0.58666869520341,0.357438576074382,3.544125
