DOY2,HR2,USTAR,TA,WS,FC,SC,H,LE,G,RH,PA,NETRAD,PPFD_IN,SW_IN,CO2,VPD,TS_1_1_1,TS_1_2_1,NEE
1,19.75,0.08925,-3.16225,0.208,0.20825,-0.00725,-32.3345,-0.59,-2.655,76.9,87.77575,-31.04,0,0,362.1825,0.215,0.054,1.02125,0.32775
1,20.25,0.073,-3.3825,0.2655,0.15375,-0.01675,-33.815,-0.7875,-2.664,77,87.77575,-28.2725,0,0,361.85,0.2325,0.045,1.01775,0.309
1,20.75,0.0905,-3.533,0.27475,0.317,-0.077,-29.875,-0.8,-2.67825,77.45,87.77575,-31.0225,0,0,361.74,0.2025,0.04875,1.04975,0.339
1,21.25,0.06125,-3.607,0.24575,0.1275,-0.00225,-40.9925,-0.6675,-2.72,79.65,87.77575,-32.8775,0,0,362.16,0.205,0.058,1.024,0.29225
1,21.75,0.083,-3.649,0.2585,0.1,-0.016,-30.42,-0.3,-2.81775,79.3,87.77575,-31.12,0,0,362.39,0.2075,0.048,1.00575,0.192
1,22.25,0.0785,-3.8345,0.25225,0.0395,-0.005,-35.3925,-0.8,-2.842,78.825,87.77575,-30.36,0,0,362.215,0.18,0.0335,0.94125,0.233
1,22.75,0.07625,-3.584,0.27275,0.215,-0.09025,-31.15,-0.605,-2.8225,78.875,87.7,-30.435,0,0,362.025,0.19,0.02125,1.0025,0.326
1,23.25,0.07775,-3.61225,0.26,0.0215,-5e-04,-34.415,-1.4,-2.8325,79.9,87.77575,-32.40175,0,0,362.27,0.175,-0.0065,0.99075,0.279
1,23.75,0.074,-3.8315,0.30125,0.02225,-0.00375,-36.8025,-1.165,-2.87075,79.7,87.77575,-30.505,0,0,362.005,0.17,-0.0255,0.97175,0.23925
2,0.25,0.07025,-2.96,0.254,0.145,-0.027,-27.705,-1.14,-2.348,77.775,87.67525,-31.4375,0,0,365.515,0.17,0.20525,1.091,0.327
2,0.75,0.063,-3.24175,0.21825,0.06925,-0.004,-24.93,-0.51,-2.348,77.925,87.7,-30.705,0,0,365.395,0.18,0.2045,1.05825,0.33225
2,1.25,0.05975,-3.156,0.23425,0.166,-0.075,-23.4025,-1.0525,-2.34875,78.8,87.7,-33.2775,0,0,366.1575,0.175,0.1875,1.05425,0.266
2,1.75,0.052,-3.327,0.27325,0.087,-0.009,-29.605,-0.1725,-2.349,76.15,87.7,-32.1525,0,0,365.94,0.17,0.201,1.062,0.334
2,2.25,0.0505,-3.338,0.30975,0.0845,-0.0265,-30.68,-0.69,-2.35275,75.975,87.7,-31.54,0,0,365.72,0.17,0.18275,1.04325,0.33125
2,2.75,0.05675,-3.27925,0.307,0.14,-0.0025,-28.595,-0.8325,-2.39975,76.375,87.7,-31.6375,0,0,365.8975,0.16,0.17775,1.0155,0.333
2,3.25,0.051,-3.4525,0.285,0.156,-0.0485,-22.6175,-0.68,-2.48525,75.2,87.601,-31.5075,0,0,366.11,0.16,0.18825,1.027,0.306
2,3.75,0.05,-3.46625,0.37625,0.056,-0.015,-23.445,-1.0725,-2.556,77,87.601,-31.4825,0,0,365.7625,0.1725,0.1805,1.04475,0.315
2,4.25,0.04825,-3.626,0.27975,0.13825,-0.04425,-27.0025,-1.0275,-2.61725,76.075,87.601,-28.3175,0,0,366.23,0.16,0.17925,1.02875,0.238
2,4.75,0.059,-3.8095,0.3355,0.1675,-0.0585,-29.43,-1.38,-2.66775,75.825,87.601,-27.81,0,0,366.865,0.1725,0.16575,1.009,0.2835
2,5.25,0.0565,-3.84525,0.266,0.041,-0.055,-30.35,-0.805,-2.70375,75.625,87.601,-27.775,0,0,366,0.17,0.175,0.99425,0.313
2,5.75,0.05625,-4.0505,0.27825,0.1145,-0.02125,-32.479,-0.555,-2.725,74.65,87.601,-27.95,0,0,366.93,0.1725,0.15175,1.00525,0.31575
2,6.25,0.0695,-4.2005,0.308,0.12575,-0.047,-27.23,-1.505,-2.7385,76.425,87.601,-27.575,0,0,366.35,0.1625,0.1655,1.022,0.32275
2,6.75,0.05925,-4.25325,0.33675,0.154,-0.066,-25.17,-0.4125,-2.7385,77.525,87.67525,-29.3725,0,0,366.7,0.18,0.1685,1.01325,0.294
2,7.25,0.073,-4.1405,0.339,-0.189,-0.1045,-26.18,-1.58,-2.73475,76.45,87.67525,-18.1275,3.71825,1.51625,366.49,0.17,0.1275,0.972,-0.231
2,7.75,0.064,-3.48525,0.247,-0.1785,-0.41,-18.67,0.0725,-3.12325,73.55,87.67525,-1.507,26.31,11.2925,366.575,0.1725,0.01825,0.81,-0.4145
2,8.25,0.0655,-2.28975,0.282,-0.525,-0.6445,-14.68,1.715,-3.149,68.57,87.67525,7.75,59.2525,26.5475,365.43,0.205,-0.9355,-0.08225,-0.6175
2,8.75,0.097,-1.668,0.2835,-0.932,-0.669,-7.2475,3.33,-3.1425,64.5775,87.751,15.96,87.625,45.18,365.45,0.22,-1.8475,-1.03175,-1.4835
2,9.25,0.1635,-0.9295,0.282,-1.1995,-0.57025,3.08,10.5825,-2.97775,61.205,87.751,28.84,157.05,74.625,364.77,0.295,-1.55875,-0.784,-1.3805
2,9.75,0.18325,-0.87625,0.3185,-1.445,-0.44275,20.5025,12.36,-2.7685,59.23,87.751,36.78,188.125,101.65,364.83,0.4875,-0.89025,-0.1325,-1.7805
2,10.25,0.182,-0.3805,0.3655,-2.011,-0.373,24.465,12.69,-2.44375,57.3425,87.751,48.96,237.5,119.25,364.64,0.575,-0.29775,0.50625,-2.326
2,10.75,0.1905,-0.1955,0.40975,-1.86275,-0.3815,48.52,12.8375,-2.348,54.8325,87.67525,67.675,314.35,160.6,364.335,0.6875,-0.18975,0.68325,-2.09325
2,11.25,0.2525,0.634,0.538,-2.295,-0.283,53.4775,18.23,-2.347,52.935,87.7,74.025,333.5,163.575,364.08,0.81,0.01425,0.81925,-2.48125
2,11.75,0.253,0.90825,0.6385,-2,-0.233,54.435,17.2825,-2.32925,51.6375,87.67525,83.2,346.25,163.45,363.4475,0.7575,-0.0565,0.764,-2.21
2,12.25,0.26075,0.91075,0.6055,-1.93825,-0.28525,68.7975,21.38,-2.2375,48.88,87.601,85.7,399.25,188.75,362.9025,0.785,0.06625,0.859,-2.11625
2,12.75,0.2885,0.837,0.5985,-2.24425,-0.4085,69.165,24.75,-2.15575,46.8975,87.601,94.85,430.1,215.475,362.4825,0.765,-0.11,0.68875,-2.3805
2,13.25,0.2905,1.191,0.64675,-2.04275,-0.27575,66.4925,21.39,-2.1145,48.38,87.601,88.875,403.7,188,361.8325,0.7825,0.1525,0.95125,-2.32525
2,13.75,0.3105,1.013,0.61025,-1.9525,-0.193,43.695,17.29,-2.112,46.695,87.5,73.45,392.475,177.875,361.605,0.8075,0.24375,1.03525,-2.13875
2,14.25,0.26625,1.44025,0.68675,-1.70625,-0.12075,40.7925,15.26,-2.112,45.5175,87.5,59.7925,303.525,140.425,361.3,0.9025,0.47875,1.2325,-1.7635
2,14.75,0.308,1.4215,0.65925,-1.41525,-0.1195,35.445,15.025,-2.112,45.725,87.52525,54.3875,258.575,106.75,361.195,0.8975,0.478,1.2285,-1.511
2,15.25,0.3145,1.436,0.5545,-1.215,-0.066,24.63,11.48,-2.11175,45.25,87.5505,42.9525,213.225,100.95,361.23,0.66,0.5665,1.3485,-1.11275
2,15.75,0.2855,1.1795,0.36475,-1.17425,-0.02225,13.96,8.105,-2.11175,45.835,87.5505,27.63,136.675,45.005,361.5275,0.6825,0.57475,1.33975,-1.17625
2,16.25,0.202,0.74875,0.38025,-0.7125,0.01525,-0.125,5.2075,-2.1105,47.3075,87.5505,12.2375,89.225,34.835,361.8325,0.4775,0.61925,1.42725,-0.63075
2,16.75,0.23425,0.10875,0.3005,-0.41575,-0.00075,-10.775,2.885,-2.11175,52.0025,87.5505,-6.6605,48.0725,19.2825,362.07,0.5575,0.6575,1.435,-0.2875
2,17.25,0.1255,-0.46975,0.27725,-0.166,0.03,-28.105,1.2425,-2.10775,57.3675,87.5505,-35.875,11.445,4.15375,362.99,0.3675,0.65625,1.45525,0.0505
2,17.75,0.13575,-0.83475,0.3105,0.1265,0.153,-36.1,0.255,-2.1115,61.9775,87.5505,-42.085,0,0,363.85,0.25,0.58175,1.41725,0.397
2,18.25,0.11575,-1.18825,0.349,0.04,0.0725,-39.45,0.155,-2.112,66.3925,87.601,-43.175,0,0,364.1875,0.24,0.51825,1.3595,0.356
2,18.75,0.10075,-1.5725,0.3145,0.134,-0.002,-36.575,-0.4,-2.11275,68.5525,87.601,-39.9175,0,0,363.7025,0.1825,0.46775,1.28225,0.367
2,19.25,0.11125,-1.52125,0.333,0.2845,-0.016,-33.5175,0.19,-2.113,68.61,87.601,-39.875,0,0,363.645,0.1775,0.38,1.20725,0.33725
2,19.75,0.136,-1.694,0.3235,0.144,-0.01325,-43.79,0.03,-2.17075,66.845,87.5505,-38.255,0,0,363.8325,0.155,0.26725,1.16425,0.326
2,20.25,0.09625,-1.74225,0.297,0.1755,-0.0115,-40.53,0.5675,-2.17525,67.4675,87.5505,-37.825,0,0,364.53,0.1775,0.23,1.119,0.3295
2,20.75,0.103,-1.9715,0.30525,0.093,-0.002,-38.135,0.0725,-2.2385,67.3675,87.601,-36.97,0,0,364.98,0.1875,0.203,1.08625,0.204
2,21.25,0.0795,-2.019,0.31425,0.28125,-0.00475,-37.05,0.03,-2.1985,71.275,87.601,-36.8,0,0,364.4925,0.175,0.19425,1.09175,0.38025
2,21.75,0.084,-2.19375,0.328,0.214,-0.027,-29.46,0.2075,-2.1955,73.225,87.601,-36.975,0,0,365.4,0.19,0.215,1.08375,0.338
2,22.25,0.08,-2.462,0.36425,0.24775,-0.0165,-26.695,-0.385,-2.232,72.95,87.601,-34.03,0,0,365.0725,0.1825,0.21225,1.0615,0.331
2,22.75,0.062,-2.626,0.362,0.1,-0.015,-24.5875,0.085,-2.34225,73.95,87.601,-33.6675,0,0,365.77,0.2,0.212,1.0375,0.342
2,23.25,0.0695,-2.7835,0.27475,0.086,-0.032,-22.93,-0.84,-2.3325,74.825,87.601,-35.42,0,0,366,0.1925,0.20475,1.05775,0.3115
2,23.75,0.0705,-2.926,0.2615,0.14125,-0.03925,-20.28,-0.235,-2.3385,74.15,87.601,-32.7225,0,0,365.46,0.1925,0.21725,1.07125,0.326
3,0.25,0.0835,-2.08375,0.38975,0.18675,0.01675,-43.98,0.05,-7.17,71.5,87.801,-44.53,0,0,364.5575,0.76,0.0725,1.00175,0.2915
3,0.75,0.0745,-2.1485,0.3925,0.092,-0.005,-31.18,-0.505,-7.134,69.1025,87.801,-44.4975,0,0,365.13,0.625,0.085,0.96825,0.257
3,1.25,0.09125,-2.11025,0.31325,0.132,-0.078,-41.595,-0.285,-7.09625,69.7525,87.801,-40.8225,0,0,365.1975,0.6975,0.0865,0.97025,0.209
3,1.75,0.083,-2.081,0.3125,0.17075,-0.0655,-44.55,0.09,-7.325,71.525,87.801,-40.515,0,0,364.47,0.765,0.075,0.9605,0.35825
3,2.25,0.0975,-2.35125,0.42875,0.198,-0.0195,-50.87,-0.51,-7.05475,74.925,87.801,-41.7975,0,0,364.97,0.75,0.02225,0.9265,0.3255
3,2.75,0.08975,-2.32625,0.5895,0.16925,-0.03375,-49.39,0.09,-7.08075,74.75,87.801,-41.4325,0,0,364.16,0.695,-0.023,0.9235,0.41925
3,3.25,0.0835,-2.5745,0.42225,0.202,-0.069,-41.5075,-0.6225,-7.03775,75.225,87.801,-40.3625,0,0,364.49,0.745,-0.039,0.8895,0.267
3,3.75,0.076,-2.65225,0.50075,0.129,-0.018,-48.365,-0.115,-6.83975,75.3,87.801,-37.71,0,0,364.1825,0.68,-0.075,0.9075,0.292
3,4.25,0.08325,-2.60075,0.51425,0.279,-0.11,-48.31,0.205,-6.72675,73.725,87.801,-38.5,0,0,364.605,0.73,-0.081,0.94525,0.29975
3,4.75,0.0985,-2.71825,0.4815,0.29,-5e-04,-42.11,0.0675,-6.641,74.125,87.801,-39.1825,0,0,364.49,0.6675,-0.1145,0.8815,0.3615
3,5.25,0.096,-2.8105,0.5045,0.2365,-0.0595,-43.5475,-0.2225,-6.531,75,87.801,-36.3,0,0,364.215,0.72,-0.16175,0.89325,0.257
3,5.75,0.08775,-2.81025,0.45375,0.086,-0.0535,-45.6925,-0.27,-6.35875,74.675,87.801,-36.855,0,0,363.95,0.63,-0.19225,0.85725,0.20625
3,6.25,0.08525,-2.817,0.309,-0.202,-0.1,-37.81,0.005,-6.31475,75.05,87.801,-27.92,0,0,364.06,0.635,-0.196,0.86875,-0.238
3,6.75,0.0795,-2.723,0.313,-0.67125,-0.31,-26.56,1.745,-6.2515,72.2,87.801,-5.2785,16.4575,7.655,363.835,0.7025,-0.26975,0.815,-0.947
3,7.25,0.101,-2.38775,0.26675,-1.0855,-0.61325,-15.48,3.33,-6.08725,70.575,87.801,11.2475,57.18,25.7975,363.5875,0.76,-0.64175,0.55725,-1.489
3,7.75,0.10675,-1.70075,0.10925,-1.51475,-0.688,-6.145,8.455,-5.786,67.5775,87.801,30.4575,112.25,52.3975,363.405,1.05,-1.21875,-0.01675,-1.7045
3,8.25,0.208,-1.04375,0.1895,-2.455,-0.628,8.04,17.36,-4.715,62.3725,87.9,57.975,191.675,92.65,363.49,1.125,-1.34,-0.3905,-2.63675
3,8.75,0.216,-0.073,0.444,-1.88875,-0.6295,36.83,20.9225,-4.14775,59.1625,87.9,85.3,300.575,133.125,363.22,1.15,-0.9445,-0.284,-2.71775
3,9.25,0.266,0.4985,0.56575,-3.1255,-0.431,51.5075,25.22,-3.5065,55.6275,87.801,122.45,390.15,190.45,363.43,1.22,-0.67825,-0.19125,-3.39825
3,9.75,0.3065,0.84875,0.827,-3.059,-0.412,69.02,34.09,-2.582,51.7725,87.9,150.25,441.7,246.075,363.07,1.4875,-0.4875,0.04225,-3.296
3,10.25,0.35525,1.255,0.9385,-2.869,-0.383,74.4125,37.495,-2.26875,50.4125,87.9,165.7,584.175,287.475,362.1425,1.775,-0.11925,0.418,-3.111
3,10.75,0.33125,1.52125,0.84025,-3.409,-0.38925,80.27,38.0725,-2.22325,47.885,87.9,195.9,658.5,309.075,361.39,2.04,0.08575,0.5665,-3.521
3,11.25,0.30625,1.72425,1.03075,-3.539,-0.314,97.565,43.69,-1.98975,44.62,87.9,203.1,652.925,322.25,362.29,1.8525,0.32725,0.7975,-3.865
3,11.75,0.39225,2.005,1.126,-3.42,-0.326,125.11,52.74,-1.84275,41.4625,87.9,242.45,730.5,372.5,361.82,1.9125,0.31925,0.726,-3.75075
3,12.25,0.398,2.08175,1.09825,-3.798,-0.28575,149.3625,56.3125,-1.732,40.2125,87.9,244.725,775.25,388.525,361.1575,2.3,0.373,0.7765,-3.997
3,12.75,0.3825,2.30725,1.06475,-3.597,-0.289,156.4475,57.8675,-1.64975,39.6125,87.801,247.4,795.5,407.15,361.1825,2.3625,0.29725,0.69925,-3.777
3,13.25,0.3775,2.7945,1.0995,-2.9865,-0.242,111.355,52.6025,-1.59225,38.2275,87.801,204.075,696.45,352.525,361.345,2.52,0.463,0.98525,-3.1055
3,13.75,0.408,2.55575,1.022,-3.399,-0.20675,119.55,53.13,-1.495,37.5125,87.801,205.3,663.575,331.4,361.5125,1.97,0.46,0.972,-3.64275
3,14.25,0.41175,2.42975,1.163,-2.809,-0.193,84.945,49.17,-1.21475,38.5225,87.801,151.425,515.6,258.975,360.18,2.1675,0.70075,1.13025,-2.884
3,14.75,0.4495,2.468,1.27475,-2.683,-0.0955,76.835,44.5075,-1.204,39.2625,87.801,143.625,470.95,235.225,359.99,2.1,0.811,1.18575,-2.751
3,15.25,0.4365,2.64,1.424,-2.2795,-0.082,68.645,36.765,-1.13975,38.935,87.801,129.325,412.15,175.125,360.125,1.8325,0.872,1.33775,-2.1955
3,15.75,0.4645,2.176,1.37475,-1.983,-0.074,39.1975,31.88,-1.18825,39.7175,87.801,89.2,290.525,94.4,360.4,1.6475,0.89525,1.361,-1.894
3,16.25,0.4205,1.78325,1.246,-2.104,-0.054,45.355,28.755,-1.3495,42.255,87.801,56.0825,229.25,66.1475,359.95,1.52,0.915,1.4395,-2.047
3,16.75,0.4285,1.35325,1.2125,-1.52,0.026,19.58,20.41,-1.50875,44.2725,87.801,33.0125,161.25,62.935,361.23,1.4425,0.937,1.453,-1.297
3,17.25,0.359,1.35475,0.90025,-1.056,0.19,-1.295,12.54,-1.6735,48.7575,87.7,8.19,77.3,32.9925,361.71,1.3675,0.87125,1.4345,-0.744
3,17.75,0.328,0.94125,0.71425,-0.392,0.238,-22.365,8.0875,-2.04975,51.145,87.7,-17.99,24.315,12.5525,361.7025,1.1725,0.8445,1.427,-0.033
3,18.25,0.276,0.2665,0.4975,-0.183,0.22,-35.23,4.15,-3.2025,55.04,87.7,-43.345,0.1325,1.07325,362.97,1,0.78525,1.37,0.229
3,18.75,0.24675,-0.27425,0.41,0.11175,0.199,-36.6125,1.665,-4.84475,59.125,87.7,-46.77,0,0,363.4,0.8425,0.737,1.341,0.4165
3,19.25,0.2265,-0.641,0.51425,0.254,0.0565,-44.54,0.6125,-6.77025,60.985,87.7,-45.38,0,0,363.765,0.7925,0.6055,1.273,0.422
3,19.75,0.2145,-0.644,0.55425,0.3545,0.0565,-43.2825,2.28,-7.61625,63.145,87.801,-46.6825,0,0,363.525,0.7775,0.50675,1.1985,0.546
3,20.25,0.1865,-0.675,0.5125,0.1515,0.127,-47.0525,0.11,-8.104,66.1875,87.801,-48.8475,0,0,363.46,0.805,0.39375,1.111,0.395
3,20.75,0.19275,-0.7305,0.6045,0.345,0.0955,-43.9475,0.295,-8.5705,65.605,87.9,-47.5025,0,0,363.52,0.7925,0.3355,1.05375,0.559
3,21.25,0.1565,-0.76925,0.41175,0.2345,0.031,-50.6975,-0.35,-8.26975,67.685,87.9,-46.88,0,0,363.64,0.6875,0.258,0.99275,0.5285
3,21.75,0.14325,-0.89225,0.401,0.202,0.03575,-44.95,-0.4725,-8.399,68.52,87.9,-45.2725,0,0,363.725,0.72,0.2495,0.987,0.34925
3,22.25,0.125,-1.21975,0.3775,0.201,-0.006,-42.9475,0.175,-8.32275,71.05,87.9,-43.7175,0,0,363.6875,0.715,0.25275,1.0825,0.36
3,22.75,0.0895,-1.37375,0.303,0.099,0.003,-39.96,-0.9525,-7.7645,70.775,87.9,-43.835,0,0,363.97,0.6675,0.21125,1.0805,0.31325
3,23.25,0.10325,-1.49975,0.383,0.083,0.035,-35.73,0.18,-7.60325,73.075,87.9,-43.8725,0,0,363.85,0.6825,0.1845,1.06225,0.213
3,23.75,0.0775,-1.78425,0.42125,0.093,-0.066,-40.5025,-0.1825,-7.672,73.425,87.9,-45.6525,0,0,364.07,0.7575,0.146,1.04775,0.278
4,0.25,0.10075,0.17475,0.328,0.3845,-0.08575,-43.695,-0.725,-16.22425,70.575,87.7,-43.94,0,0,360.3,0.9325,2.71875,6.50725,0.6925
4,0.75,0.075,-0.153,0.33425,0.37325,-0.01225,-35.97,-0.93,-16.418,72.925,87.7,-43.98,0,0,361.025,0.9525,2.53025,6.322,0.60625
4,1.25,0.0635,-0.262,0.40375,0.4225,-0.0225,-40.14,-0.57,-16.40325,73,87.7,-43.85,0,0,361.8575,0.985,2.273,6.29825,0.6285
4,1.75,0.0775,-0.62025,0.43125,0.241,-0.003,-42.53,-0.53,-16.4125,73.1,87.62575,-41.9,0,0,361.36,0.97,1.99025,6.339,0.546
4,2.25,0.078,-0.682,0.43275,0.225,-0.018,-39.67,-0.57,-16.0025,74.2,87.601,-40.43,0,0,361.895,0.935,1.85225,6.2665,0.497
4,2.75,0.058,-0.595,0.4425,0.2945,-0.03925,-37.63,-1.0325,-16.28725,74.225,87.601,-38.64,0,0,361.3625,0.99,1.65925,6.1455,0.43125
4,3.25,0.068,-0.67825,0.442,0.3335,-0.014,-34.36,-0.59,-16.27625,74.175,87.601,-37.35,0,0,361.7025,0.9175,1.512,6.16025,0.58425
4,3.75,0.0585,-0.7595,0.42075,0.3195,-0.0325,-30.4,-0.02,-16.2945,72.7,87.601,-36.27,0,0,362.1,0.95,1.3685,6.12425,0.491
4,4.25,0.05825,-0.76625,0.43125,0.3585,-0.021,-37.33,-0.83,-15.7175,71.625,87.601,-37.25,0,0,361.56,0.925,1.1275,6.06075,0.562
4,4.75,0.06625,-0.87625,0.3685,0.235,-0.1505,-36.8575,-1.425,-15.618,73.7,87.601,-35.4,0,0,361.63,0.8525,0.91125,5.89525,0.5355
4,5.25,0.05575,-0.92775,0.462,0.451,-0.136,-36.63,-0.735,-15.8945,71.65,87.601,-30.99,0,0,361.4275,0.7975,0.744,5.76025,0.514
