DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,NETRAD,PPFD_IN,PPFD_OUT,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_DIF
1,0.25,463.33464125,10.2434675,2695.36873425,1.603809,16.25056725,-2.32905125,-0.427898,11.637597,3.140555,0.214733,-0.003223,0.608312,0.248977,102.39,96.275,8.9625,1.72696975,18.51481,0.237023,11.99,12.29,12.2025,12.585,12.8,11.68,11.85,12.235,12.46,13.125,11.795,12.095,12.45,12.57,13.08,-24.54842475,0,0,-1.635992,1.709402,323.785118,357.104055,-0.363196
1,0.75,463.253079,10.22423525,2754.0781465,1.742515,7.8016835,-2.624982,0.770994,12.875603,2.790496,0.22577525,-0.00341075,0.56805,0.248132,102.388,96.6,8.93,1.679345,18.467439,0.24237375,11.925,12.2825,12.165,12.5925,12.8075,11.5675,11.8275,12.2175,12.4575,13.14,11.7125,11.9975,12.3775,12.55,13.105,-22.51935225,0,0,-1.576849,1.78055525,324.7293485,356.50264975,-0.363196
1,1.25,462.23811625,10.1736855,2810.321729,1.546856,13.7410805,-3.31308275,0.407735,13.338012,3.01582825,0.229889,-0.00334075,0.5740745,0.2696165,102.3825,97.45,8.73,1.683636,18.3986915,0.262588,11.8175,12.2275,12.11,12.595,12.8075,11.495,11.77,12.2075,12.4525,13.1325,11.675,11.93,12.2875,12.5675,13.1175,-19.72098125,0,0,-1.635992,1.65953,323.778647,355.669743,-0.363196
1,1.75,462.38526775,10.2164085,2849.943265,1.7396005,10.61296475,-3.929697,0.31531525,11.381691,2.909694,0.222344,-0.00311525,0.541583,0.266368,102.397,98.425,8.5825,1.5895585,18.072566,0.290624,11.72,12.165,12.065,12.59,12.795,11.3675,11.7025,12.2025,12.4425,13.1425,11.6475,11.8225,12.2275,12.54,13.1275,-20.12587375,0,0,-1.635992,1.587302,326.53544525,354.9257515,-0.363196
1,2.25,467.124442,10.145237,2859.892433,1.442917,13.12674025,-4.380948,0.6994955,14.040701,3.171418,0.244079,-0.002343,0.593529,0.282632,102.416,98.9,8.4925,1.53697075,18.007078,0.292231,11.665,12.105,12.045,12.57,12.78,11.3075,11.6475,12.1475,12.4275,13.1525,11.59,11.7525,12.1425,12.4975,13.13,-18.6785895,0,0,-1.533742,1.629005,327.526798,354.6818835,-0.363196
1,2.75,463.428188,10.00379725,2872.8393205,1.450622,15.913055,-4.87001175,1.46298975,14.280328,3.138401,0.235804,-0.00264,0.555677,0.2832125,102.413,98.9,8.545,1.39603775,17.920705,0.2869215,11.62,12.05,12.025,12.555,12.7775,11.255,11.57,12.0575,12.4075,13.1675,11.5475,11.68,12.0875,12.4775,13.1325,-17.876621,0,0,-1.226994,1.6941395,326.25695325,353.72277325,-0.363196
1,3.25,464.644491,9.82441175,2885.980232,1.5794325,15.98622225,-4.960042,0.75449275,15.361027,3.101859,0.23441,-0.0036945,0.573555,0.277697,102.403,98.8,8.53,1.377415,17.642791,0.269754,11.5475,11.975,12.005,12.525,12.745,11.1775,11.5125,12.065,12.4,13.16,11.465,11.61,12.045,12.465,13.145,-18.05010225,0,0,-1.47428225,1.526252,326.9189975,353.020937,-0.363196
1,3.75,466.79260375,9.83150275,2971.30370275,1.498499,16.17082875,-5.369894,0.747189,12.0116395,2.90053025,0.22487525,-0.004714,0.58783275,0.25937425,102.38975,98.9,8.36,1.333851,17.49537,0.2678855,11.45,11.9075,11.94,12.5,12.735,11.133,11.4575,12.01,12.38,13.1625,11.4175,11.5375,11.99,12.43,13.1475,-13.70852725,0,0,-1.138716,1.509054,328.515201,352.843306,-0.363196
1,4.25,471.351918,9.564255,2993.140707,1.44064,13.29099325,-5.534747,1.0869395,13.71899675,2.915654,0.224059,-0.00449025,0.566313,0.24384975,102.36925,98.9,8.32,1.388303,17.38763925,0.290147,11.3775,11.85,11.89,12.4675,12.7325,11.065,11.365,11.9725,12.3575,13.1475,11.3525,11.43,11.925,12.4175,13.15,-12.02850775,0,0,-0.928819,1.408451,331.578815,352.714823,-0.363196
1,4.75,469.228478,9.476367,2996.044623,1.8381845,17.9218935,-6.27284,1.1130815,13.78397425,2.92551775,0.23409625,-0.003729,0.58380625,0.264202,102.386,98.9,8.28,1.481684,17.2362385,0.265479,11.295,11.79,11.855,12.43,12.725,10.97,11.305,11.91,12.33,13.1625,11.2475,11.395,11.8725,12.4,13.16,-12.3129005,0,0,-0.95858875,1.405226,330.7029975,351.509381,-0.363196
1,5.25,469.039824,9.4991615,2919.34104675,1.6538275,13.51273,-6.518732,2.028359,13.43108,2.97998975,0.2178795,-0.0040095,0.57111025,0.27073675,102.39175,99,8.1725,1.3975995,17.22469925,0.281862,11.2225,11.7525,11.805,12.39,12.695,10.915,11.25,11.875,12.2825,13.1775,11.1925,11.355,11.825,12.3875,13.16,-12.37685825,0,0,-1.0032835,1.343101,332.37872225,352.035169,-0.242131
1,5.75,465.2976675,9.391614,2871.56250875,1.7812525,15.342368,-6.891524,1.690326,15.398166,3.2773405,0.2461365,-0.003598,0.5948725,0.287858,102.39,99.075,8.1175,1.30736,17.169844,0.27649,11.175,11.7075,11.765,12.36,12.665,10.825,11.17,11.855,12.2475,13.1925,11.1175,11.31,11.7475,12.385,13.1575,-11.75751725,0,0,-0.931677,1.526252,332.0469615,350.495783,-0.363196
1,6.25,471.92013625,9.660368,2859.2654785,1.80511725,21.9472315,-6.696606,2.98449075,13.0043195,3.312708,0.241026,-0.004929,0.5953545,0.279247,102.388,99.1,8.12,1.4487625,16.9728515,0.30751525,11.13,11.695,11.75,12.3675,12.655,10.765,11.0675,11.8375,12.23,13.1775,11.095,11.225,11.7475,12.335,13.1575,-11.1959785,0,0,-1.022495,1.47616425,331.836084,350.02531325,-0.33292975
1,6.75,468.44801225,9.6188845,2878.79996775,1.557839,12.49624775,-7.149001,1.973706,12.066457,3.147359,0.230189,-0.00639375,0.6215125,0.272317,102.408,99.1,8.05,1.41409725,16.8567245,0.28088075,11.075,11.6475,11.71,12.3675,12.6475,10.7075,11.0325,11.7575,12.1725,13.17,11.045,11.1875,11.6675,12.3075,13.155,-11.1870945,0.123153,0,-0.925961,1.404151,332.53931675,351.643971,-0.121065
1,7.25,465.068387,9.696696,2866.370409,1.87566125,12.7494925,-6.8464475,3.32741325,15.031592,3.122382,0.2272815,-0.005154,0.5898595,0.2781295,102.43,99.1,8.085,1.2464125,16.6151615,0.282121,11.045,11.6,11.64,12.375,12.64,10.65,10.9725,11.7175,12.1425,13.17,10.99,11.1375,11.635,12.285,13.155,-8.892422,9.729064,0.598086,2.6329245,1.587302,331.92678775,350.470827,8.71670725
1,7.75,471.175483,9.57001,2868.677898,1.87044975,18.6128975,-6.692204,4.952161,17.1690545,2.94422075,0.23061575,-0.004797,0.59102175,0.28835525,102.44,99.1,8.03,1.446221,16.313486,0.300197,10.99,11.56,11.6075,12.37,12.63,10.58,10.91,11.7,12.1,13.17,10.92,11.05,11.57,12.26,13.17,6.98502975,70.4125615,4.21650725,33.80623675,3.571429,333.222693,351.45853525,57.4455205
1,8.25,478.8479385,9.594806,2866.39238975,1.9879645,18.139893,-6.289653,6.40102275,16.715703,3.11493125,0.248004,-0.0102275,0.63007975,0.28184325,102.45475,99.1,8.003,1.500918,16.4185565,0.321964,10.95,11.48,11.58,12.35,12.61,10.53,10.86,11.66,12.08,13.16,10.91,11,11.53,12.25,13.17,50.007089,220.53571425,10.43660325,107.029652,6.013431,335.20829325,352.36326775,124.697337
1,8.75,484.445845,9.728136,2905.05013925,1.82599775,26.011896,-5.1497885,13.424253,24.3020655,3.325024,0.26605625,-0.009561,0.63687225,0.3011655,102.4745,98.3,8.21,1.755882,16.40110625,0.3364225,10.94,11.42,11.5375,12.32,12.57,10.53,10.8,11.63,12.06,13.13,10.89,10.97,11.49,12.25,13.17,129.808377,427.894089,18.181818,205.61244875,10.115823,335.09504025,354.93289575,181.2953995
1,9.25,480.526775,9.891098,2836.869619,2.05186,17.99988675,-3.3144115,19.68103175,30.3324975,3.698528,0.27535875,-0.0170635,0.6135095,0.3136675,102.50325,97.5,8.85,1.8704015,16.74286225,0.3349135,11.09,11.43,11.57,12.29,12.54,10.57,10.8,11.59,12.03,13.13,10.88,10.93,11.48,12.2,13.17,204.0888455,607.26601,24.401914,290.03758125,14.224664,336.2123745,357.864997,232.3244555
1,9.75,471.0714755,10.0220745,2790.499232,1.67576775,22.4007315,-1.507624,27.310605,37.5378245,3.675089,0.2826605,-0.013872,0.6493985,0.32594475,102.51975,96.9,9.435,2.48629,17.27686425,0.3956,11.25,11.44,11.58,12.27,12.53,10.740987,10.86,11.57,11.99,13.13,10.98,10.99,11.47,12.16,13.16,257.37661675,763.793103,34.2105265,371.118012,18.070818,337.91285625,362.017952,278.3292975
1,10.25,464.71279,10.283199,2757.04178025,1.2718895,19.285083,1.643169,35.12234275,48.28982175,3.78729375,0.284831,-0.015818,0.67959975,0.33115275,102.535,92.375,9.8175,2.87201675,17.740023,0.422811,11.64,11.4,11.635,12.26,12.55,10.98,11.05,11.58,11.98,13.12,11.17,11.11,11.47,12.13,13.16,328.945965,895.9667485,46.08253625,444.7852765,19.342121,338.889591,365.0585075,304.116223
1,10.75,458.793293,10.593067,2706.8421805,2.21076525,22.716927,6.5312555,39.2696695,61.932246,3.995051,0.2952195,-0.02070675,0.718981,0.329867,102.518,89.05,10.46,3.306308,18.0980535,0.43994,11.83,11.53,11.7,12.24,12.53,11.29,11.2,11.57,12.02,13.13,11.42,11.3,11.5,12.12,13.16,372.044538,992.610837,49.162679,495.398773,24.542125,338.1451425,370.047229,358.081114
