DOY2,HR2,LE,H,FC,G,NETRAD,T_SONIC,TA,RH,VPD,PA,USTAR,WS,CO2,H2O,TS_1_1_1,SW_IN
1,0.25,-2.05633652661182,-56.6150371005385,-0.290794818378623,-22.4397725,-82.41248,-13.18544,-13.8406775,48.2203864877271,0.305702411259875,65.3826625,0.5762745,8.030252,394.37920769178,1.87449420318633,-8.8695695,0.000186666666666667
1,0.75,-2.80831989522667,-54.6120747694365,-0.352623475181915,-22.44686,-82.1491575,-13.35726,-13.82378,48.5892451823873,0.300243751953978,65.37913,0.558875325,8.017543,394.370765320564,1.90816668504424,-8.938568,0.000130666666666667
1,1.25,-2.03118028517087,-52.3364699897483,-0.357707617406208,-22.7613225,-82.07616,-13.339875,-13.852455,48.1977528420216,0.300484998490611,65.367795,0.5909313,7.513517,394.338700829956,1.89889398449454,-9.0168425,0
1,1.75,-2.16224734468646,-53.8282724822559,-0.31399375848973,-22.7318875,-81.53279,-13.27632,-13.7865575,47.3033198294394,0.293304158698962,65.37654,0.600449,8.062827,394.004950989668,1.80517749090643,-9.0821975,0.000130666666666667
1,2.25,-2.81137494276742,-51.0842309388601,-0.347908301624739,-23.2753625,-82.9897875,-13.217365,-13.8310925,46.1530788205876,0.284485948116769,65.37031,0.595169075,7.60892,394.159280126329,1.80620765306052,-9.1484095,0.000187
1,2.75,-2.00180304450848,-50.719964415574,-0.288880669100283,-23.18222375,-81.69969,-13.2907575,-13.7863375,45.7100600388832,0.294095593106971,65.36796,0.5547615,8.097906,394.211724770002,1.76980546062081,-9.178928,0.000130666666666667
1,3.25,-1.72089878130634,-56.0379896317739,-0.323807626696261,-22.3433525,-82.15921,-13.31681,-13.916675,44.927726538988,0.292200988414724,65.36439,0.6118564,8.23428425,394.308034567438,1.75963424072506,-9.208552,0.000130666666666667
1,3.75,-1.91914837452514,-56.5203970569111,-0.33923350680471,-22.598345,-82.2311925,-13.33196,-13.856625,48.0033825701068,0.287971835550298,65.367535,0.60550725,8.231743,394.167331535263,1.76018364243742,-9.2923965,0.000172666666666667
1,4.25,-2.42874871921372,-52.4644134519406,-0.347074322625783,-21.82568625,-82.35497,-13.46995,-13.84127,47.1186868660168,0.273837848545311,65.3535875,0.60374925,8.4758855,394.255747366245,1.79278992636647,-9.3210435,0.000187
1,4.75,-1.63005623104644,-56.738804049135,-0.366813534868045,-22.47197375,-81.52055,-13.3561525,-13.9593025,49.2734434980564,0.295605204774196,65.3378075,0.597418925,8.3672695,394.267703122056,1.78185221471005,-9.3919385,0.000130666666666667
1,5.25,-1.81728328204897,-56.6579931018314,-0.447082646088164,-21.5023375,-81.2196725,-13.381625,-13.96245,49.152659051165,0.296929837796404,65.31901,0.6005733,8.1442095,394.474681262567,1.7821237316384,-9.42659425,9.80000000000003e-05
