DOY2,HR2,TAU,H,LE,FC,FCH4,WS,USTAR,T_SONIC,CO2,H2O,CH4,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,PA,LW_IN_1_1_1,LW_OUT_1_1_1,PPFD_OUT_1_1_1,PPFD_IN_1_1_1,RH_1_1_1,G_1_1_1,G_1_1_2,G_1_1_3,SW_IN_1_1_1,SW_OUT_1_1_1,TA_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1
1,0.25,0.0106727125,12.085655,55.50354,12.3157925,50.35676,4.982019,0.3865899,20.37518,773.4021,11.956795,2356.5905,1.298109,1.112055,0.5396958,1.719363,102.8176,376.108666666667,378.624916666667,0.0371749999999995,0.332236666666667,99.963,1.17852416666667,2.24296,0.94392,0,2.45763333333333,14.6004333333333,13.5715,13.4904666666667,13.411,13.2501666666667,12.9921333333333,13.188,12.9484333333333,12.7443333333333,12.931,12.9874333333333,13.0934333333333,12.7254666666667,13.3294666666667,13.3462666666667,13.3882333333333,13.3647333333333,13.4274666666667,13.0117
1,0.75,0.01725361125,26.46527,54.045295,14.77875,42.8659200000001,5.147967,0.3574932,20.2052,753.7097,12.016585,2343.85425,1.346247,1.145638,0.5530855,1.18794,102.7995,375.934,378.561583333333,0,0.332236666666667,99.9536666666667,1.1339525,2.40773,1.98652333333333,0,2.57405916666667,14.4481333333333,13.5534,13.4793333333333,13.4032,13.2526,12.9870666666667,13.1889333333333,13.0096666666667,12.7938666666667,12.9387333333333,12.9724666666667,13.1187333333333,12.7547,13.3179666666667,13.3251666666667,13.3690666666667,13.3491,13.4179333333333,12.9999
1,1.25,0.0123114099999999,23.13301,64.99835,10.146123,62.0744199999999,5.195846,0.367148075,19.91933,776.1071,12.078675,2331.257,1.559045,1.11076,0.551713,1.904164,102.7956,376.002,378.193166666667,0.0542,0.332236666666667,99.9396666666667,1.2618675,3.02178,2.22250999999999,0,2.661955,14.0587,13.5431,13.4740666666667,13.3898666666667,13.2555,12.9792666666667,13.1939333333333,12.9820333333333,12.8417666666667,12.9542,12.9663666666667,13.0745333333333,12.7382,13.3275333333333,13.3265666666667,13.3625666666667,13.3436,13.3945,12.9973
1,1.75,0.045799205,23.341285,44.47538,16.197575,75.9152125,5.704688,0.3971699,19.80173,784.6213,11.9609575,2281.81,1.549367,1.151681,0.578326,1.974675,102.7871,376.760333333333,378.236666666667,0.00689,0.332236666666667,99.9236666666667,1.31647666666667,3.57061666666666,1.96862333333333,0,2.77363333333333,14.0107666666667,13.5197,13.4555,13.3761,13.2594,12.9765333333333,13.1935666666667,12.9945666666667,12.8439333333333,12.9601,12.9213,13.0300333333333,12.7244333333333,13.3047333333333,13.2998,13.333,13.3150666666667,13.3623,12.9903333333333
1,2.25,0.017218125,16.7567,51.51521,9.605207,34.8542599999999,5.139245,0.4146033,19.95788,774.4261,16.43254,2272.92975,1.518492,1.251147,0.5946716,1.375213,102.7787,377.388,379.437333333333,0.0548125,0.332236666666667,99.916,1.19455166666667,3.00465999999999,1.30477666666666,0,2.582495,14.1464333333333,13.4992666666667,13.4389333333333,13.3643666666667,13.2574666666667,12.9702333333333,13.1947,13.0082333333333,12.8325333333333,12.9633,12.8965,12.9985666666667,12.7144333333333,13.2887,13.2793666666667,13.3065666666667,13.2879666666667,13.3271333333333,12.9922
1,2.75,0.01972662,29.8069874999999,53.003455,13.87392,45.8155575,4.999145,0.344303675,20.26046,751.3284,12.17668,2277.362,1.330059,1.041567,0.4764583,1.913437,102.781275,375.577,379.328333333333,0.0333333333333331,0.332236666666667,99.9066666666667,1.23123166666667,2.26784333333333,1.04382,0,2.6258,14.3461333333333,13.4891666666667,13.4321333333333,13.3607666666667,13.2610333333333,12.9794666666667,13.1952333333333,13.0167,12.8399666666667,12.9705666666667,12.8923,12.9695333333333,12.7009,13.2918,13.2793,13.3018,13.283,13.297,12.9941333333333
1,3.25,0.03063449,23.0098,108.2646125,10.7483,58.24865,5.025683,0.3437898,19.77347,753.32825,12.2231425,2243.93775,2.001088,1.243523,0.4562609,1.548033,102.761,375.520666666667,377.73475,0.0343749999999993,0.332236666666667,99.917,1.23800833333333,1.77963,1.07866,0,2.59646583333333,13.8184,13.4807666666667,13.4251333333333,13.3566,13.2596333333333,12.9911,13.1873666666667,13.0214666666667,12.8449666666667,12.9727666666667,12.8901666666667,13.0011,12.7532333333333,13.2946333333333,13.2785,13.301,13.2757,13.2747666666667,13.0053666666667
1,3.75,0.00948045024999999,35.837815,107.8921575,11.71708,37.575625,4.569665,0.335704,20.0224,751.9181,12.20744,2243.401,1.282169,1.1315904,0.4361136,1.522694,102.7597,375.957666666667,376.619166666667,0.0183811241411983,0.332236666666667,99.909,1.19838416666667,1.64689333333333,1.15813,0,2.65079666666667,14.0082,13.4800666666667,13.4264666666667,13.3599333333333,13.2491333333333,12.9943,13.191,12.9705333333333,12.8280666666667,12.9717333333333,12.8919,12.9869,12.7550666666667,13.3010666666667,13.281,13.3029,13.2763,13.243,13.0135666666667
1,4.25,0.02192701,25.06615,61.9779,10.38937,39.1151449999999,4.453259,0.35929035,20.04269,765.8567,11.745015,2263.6135,1.37825,1.189961,0.5346678,1.971018,102.7531,376.678666666667,376.544333333333,0.0116666666666659,0.332236666666667,99.923,1.15132083333333,1.76091,1.32187333333333,0,2.5630825,13.9878666666667,13.4683333333333,13.4112,13.3502333333333,13.233,12.9883,13.178,12.9093333333333,12.7886666666667,12.9564,12.8890333333333,12.9704333333333,12.7545666666667,13.2699666666667,13.2788333333333,13.3009333333333,13.2743333333333,13.2064,13.0144
1,4.75,0.0243346509999999,21.452,40.6124049999999,9.64634,26.24866,4.584825,0.37298,19.5976,794.41775,11.607485,2235.272,1.674721,1.063429,0.5175957,1.276617,102.7392,374.194666666667,376.16,0.000629999999999976,0.332236666666667,99.9496666666667,1.064645,1.78561666666666,1.12487666666666,0,2.17518333333333,13.8957666666667,13.4498333333333,13.3955,13.3388,13.2280666666667,12.9923,13.1701333333333,12.8963666666667,12.7677666666667,12.9489333333333,12.8846666666667,12.9700333333333,12.7686666666667,13.2469,13.2614,13.2832333333333,13.2588333333333,13.1712666666667,13.0233333333333
