DOY2,HR2,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,PA_1_1_1,TA_1_1_1,RH_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN_1_1_1,LW_IN_1_1_1,SW_OUT_1_1_1,LW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_OUT_1_1_1,TS_1_3_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1
1,0.25,-0.048943,-11.2913,8.00959,0.508635,2.445095,0.175237,5.118035,429.481,5.61037,0.621132,0.4651465,0.2286885,0.1903555,101.4,4.6675,76.11935,-9.007665,-10.0825,-9.799665,-8.34167,-2.19511,269.86,1.88008,322.8,-0.0119167,-0.02141855,10.0188,7.77112,8.581,-58.8955
1,0.75,-0.04107765,-9.86639,6.97688,0.5699275,2.46358,0.173456,5.06423,429.487,5.49682,0.546368,0.447811,0.214079,0.201136,101.4,4.51867,75.2933,-9.0685,-10.4227,-9.9735,-8.775665,-2.065235,269.6245,1.9284,321.945,-0.01241665,-0.02055,10.015,7.70098,8.595335,-61.2931
1,1.25,-0.0408771,-8.53446,7.08209,0.492973,2.488365,0.17395,4.805705,430.029,5.63059,0.529817,0.4430675,0.213623,0.2099115,101.4,4.7338,76.60265,-9.555835,-10.78965,-10.007,-8.885165,-2.42685,268.526,1.82696,320.26,-0.0112952,-0.02071305,10.015515,7.60917,8.60717,-60.6641
1,1.75,-0.0440585,-8.776215,6.40819,0.545236,2.45993,0.180594,4.51117,429.785,5.58405,0.5516835,0.4348065,0.215377,0.192586,101.43,4.32403,77.15965,-9.89,-11.002,-10.175,-8.9115,-2.17147,270.585,1.94553,319.07,-0.01215,-0.0211333,10.0197,7.533985,8.619165,-60.62505
1,2.25,-0.0451813,-7.36699,5.006755,0.4828815,2.539,0.186404,4.56827,430.254,5.729705,0.573969,0.442977,0.228499,0.193019,101.5,3.9906,78.87185,-10.196,-11.30265,-10.3435,-8.937665,-2.49666,263.565,2.0578,318.282,-0.01281665,-0.02108275,10.02,7.471565,8.602335,-62.00775
1,2.75,-0.04342695,-9.5916,4.45669,0.470005,2.59853,0.181258,4.625285,430.1975,5.622725,0.529185,0.439879,0.216607,0.1965125,101.473,3.92333,78.6628,-10.30185,-11.60815,-10.45335,-9.402835,-2.37227,264.6285,2.00183,319.412,-0.01195,-0.02293335,10.023,7.452415,8.544335,-62.52035
1,3.25,-0.03975165,-8.9651,3.769865,0.503645,2.553125,0.165546,4.269945,430.379,5.60932,0.5358555,0.466694,0.215993,0.2013145,101.5,3.68377,78.857,-10.50065,-11.86215,-10.7783,-9.645835,-2.35397,266.424,2.0082,319.19,-0.0121345,-0.02211665,10.02515,7.39775,8.488835,-63.9742
1,3.75,-0.0428327,-9.25441,4.4937,0.459485,2.540015,0.18312,4.29229,430.197,5.51327,0.5385065,0.4176725,0.214934,0.179364,101.5,3.43307,80.1895,-10.65085,-12.1055,-11.00215,-9.858165,-2.46773,265.5755,2.01087,318.845,-0.01175,-0.02301665,10.0295,7.33065,8.46417,-63.8616
1,4.25,-0.0519132,-9.212105,4.25394,0.476557,2.57706,0.2028,4.02864,430.0865,5.64955,0.591372,0.447322,0.237515,0.185451,101.5,3.36463,80.7067,-10.753,-12.354,-11.04065,-10.03465,-2.20163,265.217,1.96347,318.2685,-0.0117,-0.0226262,10.0297,7.270085,8.472165,-63.9725
1,4.75,-0.05732545,-7.06072,4.47432,0.4714915,2.678905,0.2099065,4.01078,430.144,5.56729,0.57951,0.468224,0.248769,0.196515,101.537,3.1732,80.77,-10.87365,-12.5922,-11.1975,-10.1125,-2.34093,265.422,1.924795,317.62,-0.01077645,-0.02363335,10.03915,7.20935,8.479665,-62.6819
