DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_2_2,H2O_1_3_2,H2O_1_4_2,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3
1,0.25,0.985169054024888,-17.2763999191914,0.072978390437887,-0.271905446644267,-0.0643710301936658,0.138771283644998,-2.22322740420436,-1.90855192672717,0.0410449280467817,-59.7901255871058,-9.60236418196527,0.200183487796511,0.807,0.464,0.146,-16.86546,-16.9463,-16.843855,-16.884805,-16.834535,84.74377825,42.231,0.21895,-14.952,-14.223,-14.9745,0,-4.43825,0.3,-0.96125,179.985,242.1675,186.695,244.12,-0.29,-0.04,-0.49,-0.4,-0.09,-0.56,-0.11,-0.36,-10.0811,-8.432275,-4.454425,-2.543925,-0.5184,3.7407,4.852725,6.04435,7.7417,-9.5528,-7.7068,-3.9116,-2.755,-0.14905,2.37035,3.3368,4.83305,7.8099,-9.9312,-8.178475,-5.1484,-3.5845,-1.455775,2.737,4.34645,6.17675,8.4044,-9.099125,-7.229675,-4.1171,-2.623025,-0.160825,2.99225,3.809125,5.149775,7.29365,-11.07475,-8.4,-4.623275,-3.072575,-0.973,2.2158,3.6182,5.210325,7.684925,-23.7381,-21.10835,-43.805,-118.43625,1.05086050300828,1.99956162698958,1.95514736366675,1.76296246370507,1.79125277565775,411.989573444273,418.890056082593,415.509756483118,418.983692486079,416.495508916379,418.999342246891,415.747157885595,419.136042462154,415.530242095646
1,0.75,0.845032770134719,-17.769860282961,0.061471477094023,-0.600624815297903,-0.0957155409042648,0.138771283644998,-2.14934474617204,-1.79598188193647,0.0460948561108195,-57.0889892076015,-11.0797510605294,0.216673521021856,0.69,0.467,0.168,-17.32943,-17.2329,-17.282375,-17.28615,-17.44971,84.73024275,41.742,0.223915,-15.01825,-14.299,-15.11775,0,-4.4375,0.2,-1.17925,179.3775,241.6775,186.475,242.94,-0.29,-0.05,-0.49,-0.4,-0.08,-0.56,-0.11,-0.36,-9.9446,-8.44,-4.499525,-2.573725,-0.525,3.7427,4.85245,6.0435,7.7407,-9.43885,-7.681275,-3.952275,-2.777225,-0.148925,2.37035,3.337425,4.83365,7.809575,-9.7724,-8.1171,-5.1957,-3.616675,-1.454975,2.7286,4.34645,6.17575,8.404125,-8.9644,-7.19725,-4.173725,-2.656175,-0.15165,2.99325,3.80885,5.148775,7.29365,-11.153,-8.432925,-4.682425,-3.084575,-0.964,2.219625,3.618475,5.21005,7.68465,-24.65075,-22.4951,-45.4785,-117.08625,0.913025585466314,1.78464996802122,1.77664566584363,1.68983670449688,1.64648646673203,411.988458814444,419.40176023418,416.230655264004,419.464780055599,416.245461912584,419.124710823523,417.907549438154,419.291910873397,416.345668710021
1,1.25,0.888733850084279,-17.8666129706837,0.0441767785622686,-1.40200430125265,-0.0946189784103432,0.138771283644998,-2.36862866135491,-1.23051225464249,0.04232307575676,-58.2934738022368,-8.27600127656019,0.20291290389901,0.833,0.53,0.136,-17.50122,-17.347,-17.41895,-17.4811025,-17.4101,84.733243,41.372,0.194665,-15.17825,-14.599,-15.31025,0,-4.22025,0.3,-0.72025,180.21,238.4625,182.215,240.87,-0.29,-0.05,-0.49,-0.4,-0.09,-0.56,-0.11,-0.36,-9.93725,-8.434925,-4.54675,-2.601875,-0.530875,3.7437,4.85245,6.0432,7.7397,-9.4379,-7.6845,-3.989325,-2.8011,-0.148475,2.371025,3.33615,4.832975,7.808225,-9.80135,-8.100775,-5.2364,-3.646825,-1.455175,2.7262,4.34645,6.175025,8.403125,-9.026525,-7.1912,-4.209275,-2.688125,-0.143475,2.993975,3.809575,5.148775,7.29265,-11.30445,-8.314525,-4.734075,-3.1022,-0.956,2.221625,3.619475,5.21005,7.683925,-25.17475,-23.187875,-47.181325,-115.1285,0.949351010907572,3.05778416290991,3.07995846345235,2.89265864181818,3.02537209075772,412.214123929735,419.844308568801,415.628550304182,419.995439601333,415.701636807927,419.809483651794,416.906073157526,420.013251576906,416.575030403134
1,1.75,1.09314225811529,-18.1201617536574,0.0453223974463843,-1.73674030202788,-0.306276818087665,0.138771283644998,-1.87621732959268,-3.04597062520643,0.0465782905689548,-56.2965415884975,-11.1226340828705,0.235959880064371,0.857,0.539,0.186,-17.8794,-17.7681,-17.8169,-18.105505,-17.86335,84.747502,41.76125,0.18593,-15.8975,-15.04625,-15.725,0,-4.08025,0.3,-0.68025,178.315,236.235,182.51,238.415,-0.29,-0.04275,-0.49,-0.39,-0.09,-0.56,-0.11,-0.36,-10.014275,-8.4727,-4.601825,-2.631,-0.537475,3.7448,4.85245,6.0422,7.739425,-9.538275,-7.7286,-4.03755,-2.8266,-0.148,2.371025,3.33615,4.831975,7.8079,-9.97365,-8.11365,-5.2864,-3.678975,-1.4546,2.7262,4.34645,6.174025,8.40285,-9.196275,-7.2162,-4.245875,-2.720525,-0.135025,2.993975,3.808575,5.1485,7.29165,-11.479975,-8.3429,-4.775825,-3.1259,-0.948,2.22435,3.619475,5.20905,7.682925,-25.262,-19.289525,-46.394225,-116.68225,0.963235541272735,1.89986731091308,1.77523003264623,1.63080399111701,1.56672941888694,412.365067352966,419.606496352204,416.469329925234,419.749661192258,416.291071031312,419.836256301325,417.535523133847,420.071166195998,416.008965364839
1,2.25,1.14433888166863,-18.1382400640551,0.0710299729494707,-1.29556850234206,-0.176911455628833,0.0831342257206537,-3.32167725794004,-4.34537486894373,0.0536860419394245,-56.179078203865,-8.99866896810136,0.247526835144777,0.989,0.54,0.166,-18.067105,-17.9812,-18.062515,-18.256945,-18.06655,84.774355,41.9035,0.22718,-15.69225,-15.0455,-15.81925,0,-4.131,0.3,-0.77475,177.1175,237.7775,182.6275,238.515,-0.29,-0.04,-0.49,-0.39,-0.09,-0.56,-0.10275,-0.36,-10.2233,-8.489575,-4.657775,-2.6595,-0.540925,3.7458,4.85245,6.04235,7.738425,-9.67185,-7.7537,-4.088775,-2.85575,-0.147525,2.371025,3.3355,4.830975,7.807575,-10.20875,-8.1201,-5.335875,-3.712125,-1.455575,2.7258,4.34645,6.173025,8.40185,-9.367575,-7.233975,-4.29005,-2.75465,-0.126575,2.994975,3.80785,5.1475,7.290925,-11.62485,-8.492375,-4.8145,-3.156675,-0.939,2.226075,3.620475,5.20905,7.68265,-26.61595,-24.0595,-47.3526,-118.49975,1.03639230013153,1.79466176577363,1.60984118248179,1.48617264782592,1.51863872103736,412.068064356456,419.491409393007,415.456378631325,419.406154111482,415.545079865941,419.206988825629,416.330116755639,419.898683805511,415.727716027786
1,2.75,0.98064494604872,-18.1653168305723,0.0671810388867271,-0.977108144410487,-0.0272962275042711,0.0419135449627485,-2.48005058048787,-5.89778289442744,0.0390244341809374,-61.4296013160766,-10.1671909687108,0.236468302512654,0.831,0.572,0.196,-18.4923,-18.4259,-18.50532,-18.60865,-18.29289,84.80229225,41.85375,0.21975,-15.8585,-15.20275,-15.95475,0,-4.12375,0.2,-0.8765,178.1875,237.44,182.7075,238.4125,-0.29,-0.04,-0.49,-0.39,-0.09,-0.56,-0.11,-0.36,-10.399625,-8.50765,-4.716025,-2.6831,-0.5406,3.7475,4.85245,6.042075,7.737425,-9.722825,-7.783825,-4.137025,-2.8862,-0.146725,2.371025,3.335075,4.829975,7.8069,-10.393175,-8.169975,-5.3851,-3.742825,-1.455775,2.7217,4.34645,6.173025,8.401125,-9.2788,-7.26135,-4.334525,-2.7814,-0.11695,2.994525,3.807575,5.1475,7.29065,-11.510425,-8.587275,-4.85915,-3.1919,-0.93,2.228075,3.62075,5.208775,7.681925,-26.9899,-20.3916,-46.136375,-114.82025,1.04446638016091,1.60389026353266,1.58874988576582,1.49739885853219,1.4189678859562,412.019648649991,419.122897408953,415.996483985649,419.269016042794,408.8116185368,419.279928702503,417.223610689383,419.053565350019,415.547914361317
1,3.25,1.03217484800161,-18.4299236299465,0.0459208678729559,-0.906501242399964,-0.106698482390896,0.0324969889807107,-4.64143564620989,-4.74432682742878,0.0496186413089752,-66.2288326511345,-9.09285039678181,0.223922309052341,0.934,0.696,0.218,-18.6452475,-18.5142,-18.6799,-18.8140825,-18.323145,84.818034,43.45525,0.2542225,-15.7745,-15.144,-15.8875,0,-4.09,0.2725,-0.76275,180.32,237.2325,185.9,238.0875,-0.29,-0.05,-0.49,-0.4,-0.1,-0.56,-0.11,-0.36,-10.5809,-8.60955,-4.782025,-2.706425,-0.5389,3.7492,4.85245,6.042075,7.736425,-9.7741,-7.8825,-4.183725,-2.918,-0.1466,2.371025,3.335075,4.8293,7.806225,-10.574225,-8.272675,-5.431725,-3.77165,-1.455425,2.7194,4.347175,6.172025,8.40085,-9.1421,-7.355575,-4.37605,-2.8049,-0.10705,2.9938,3.80685,5.1475,7.289925,-11.67105,-8.54215,-4.893575,-3.224675,-0.921,2.2298,3.62175,5.208775,7.680925,-24.484525,-19.6745,-46.7039,-113.321,1.02559535016671,1.29684179146653,1.51338655205014,1.44376754111944,1.47191490301548,413.061076145762,418.970274907894,414.954727518043,418.792894818155,414.948537314743,419.211714454803,415.843044440711,419.333155886455,416.589649472045
1,3.75,1.22683295118355,-18.1497614945035,0.0614894339139529,-2.40949156629085,-0.258171116765375,0.0230804329986729,-3.31753286713109,-3.42584902002807,0.0643076922667496,-55.3606269543542,-8.18612928063298,0.22719790672348,1.104,0.74,0.266,-18.4078125,-18.226875,-18.422,-18.6375,-18.5272725,84.82091325,42.127,0.24167,-15.48725,-15.02175,-15.707,0,-4.214,0.2725,-0.70825,181.525,239.2125,188.015,238.9925,-0.29,-0.04,-0.49,-0.4,-0.1,-0.56,-0.11,-0.35275,-10.67595,-8.7426,-4.850975,-2.731175,-0.5338,3.7502,4.85145,6.041075,7.73615,-9.83725,-8.006525,-4.230225,-2.94385,-0.1458,2.3717,3.334725,4.8283,7.8059,-10.6933,-8.41325,-5.4774,-3.800125,-1.456625,2.7175,4.347175,6.172025,8.39985,-9.351025,-7.492125,-4.417725,-2.830125,-0.1083,2.99335,3.80585,5.147225,7.288925,-11.811475,-8.6972,-4.92095,-3.255825,-0.912,2.231525,3.622025,5.20805,7.680925,-23.74875,-19.420225,-47.24675,-113.964,1.03069566509,1.6381336668602,1.53317949575571,1.42294822030229,1.43618669187164,415.391869506883,418.805109466316,415.076710294591,418.751256316371,415.354171892738,418.828724816848,417.464777602406,418.993850121673,415.633138819416
1,4.25,1.38157261516337,-17.8814282541015,0.0588529927624462,-0.369445642715597,-0.289637762275207,0.0270842556974481,-2.29224620485994,-2.57539719376182,0.0543738984062609,-57.8434326744909,-8.12056730451047,0.218581651051258,1.078,0.69725,0.236,-18.356455,-18.2359,-18.43455,-18.57985,-18.4769675,84.7949855,41.642,0.22096,-15.5665,-14.89175,-15.67575,0,-4.2165,0.2,-0.5155,184.035,240.3075,189.8475,239.8875,-0.293,-0.05,-0.49,-0.39,-0.09,-0.56,-0.11,-0.36,-10.7689,-8.806175,-4.912675,-2.7561,-0.5287,3.7522,4.85145,6.0408,7.735425,-9.82475,-8.062325,-4.278775,-2.969375,-0.145675,2.37205,3.3344,4.82675,7.8049,-10.82465,-8.444125,-5.5258,-3.828325,-1.456825,2.71705,4.3487,6.171025,8.399575,-9.347775,-7.5598,-4.46185,-2.8558,-0.113175,2.9929,3.80585,5.1465,7.28865,-11.956275,-8.8505,-4.948425,-3.287425,-0.904,2.231,3.62275,5.207775,7.679925,-26.2036,-21.47,-47.7495,-114.75825,1.05607079460133,1.66653048032361,1.51069895679742,1.40986545243458,1.45689918066212,412.722851507124,419.270121624377,413.396947119406,419.133958669104,417.059019851433,419.40585491027,414.488849701876,419.420150849285,413.964583357192
1,4.75,0.991366551787143,-17.8580702813687,0.0491459738049097,-0.742566231133011,-0.174165757050798,0.0310880783962232,-1.83882242604153,-2.76436338589687,0.0459464802354479,-50.8574437549434,-6.14785562176079,0.184687191428967,0.794,0.634,0.216,-18.3645125,-18.161525,-18.4026125,-18.772595,-18.818835,84.783038,42.664,0.229575,-15.8475,-14.9955,-15.66925,0,-4.2755,0.2,-0.65025,184.4525,241.0975,191.65,239.9675,-0.29,-0.05275,-0.49,-0.4,-0.09,-0.56,-0.11,-0.36,-10.895275,-8.811525,-4.9646,-2.781475,-0.5235,3.7539,4.85,6.040075,7.734425,-9.8025,-8.069775,-4.332,-2.996575,-0.145875,2.37205,3.3344,4.824875,7.8049,-10.96235,-8.4786,-5.58075,-3.85815,-1.458025,2.71425,4.348,6.1703,8.398575,-9.28965,-7.56815,-4.510525,-2.88265,-0.11805,2.99245,3.80485,5.146225,7.28765,-12.0922,-8.995075,-4.97855,-3.321925,-0.896,2.233,3.62375,5.207775,7.678925,-25.08235,-21.55185,-48.994,-113.8585,1.04423041842822,2.48976345843151,2.34564133778291,2.27554080754441,2.3853653331434,412.920360974859,419.656305277981,416.515589751058,419.651051851518,416.33666731144,419.229222300207,417.41840829123,419.44743203724,414.344838616485
