DOY2,HR2,NETRAD,G,LE,H,FC,USTAR,CO2,H2O,T_SONIC,PA,TA_1_1_1,RH_1_1_1,WS_1_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_OUT,PPFD_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_3_1_1,TS_3_2_1,TS_4_1_1,TS_4_2_1
1,0.25,-81.9324,-32.73465,0.00305,-37.03065,0.0904925,0.12215,389.0419,4.676425,5.992975,87.1214,5.397,25.55075,1.29645,-1.2791,0,241.292625,313.511575,-0.0312,-0.0125,3.3023,4.9145,5.994875,6.58685,7.40185,9.4975,4.015,5.6433,8.9875,9.6075,8.1225,9.82
1,0.75,-81.579575,-33.3892,0.16555,-33.63455,0.0837525,0.11805,389.048,4.6426,5.833925,87.1165,5.049,25.8162,1.335325,-1.3439,0,239.65,312.656175,-0.03,-0.02715,3.044175,4.7995,5.961725,6.605,7.393925,9.49735,3.742075,5.5518,8.9825,9.605,8.1375,9.8225
1,1.25,-81.579125,-32.8176,0.2072,-34.82395,0.07413,0.118975,389.1785,4.63305,5.87105,87.0988,5.01,26.0876,1.2829,-1.39435,0,239.416025,312.023275,-0.0384,-0.019375,2.847675,4.7298,5.959,6.6209,7.4059,9.500425,3.5186,5.4099,8.985,9.605,8.155,9.8175
1,1.75,-82.360975,-32.5528,0.0879,-37.660975,0.06046,0.1157,389.0125,4.622,5.58425,87.0962,4.844,25.3451,1.350125,-1.48695,0,239.725,313.3386,-0.0354,-0.0151,2.654975,4.5837,5.861475,6.6252,7.3975,9.500425,3.304775,5.279875,8.98,9.6025,8.1725,9.8175
1,2.25,-81.696325,-31.5719,0.01235,-39.1542,0.108725,0.11785,389.3437,4.5926,5.536375,87.092875,4.553,24.9826,1.4091,-1.43785,0,239.724175,311.8975,-0.0234,-0.0151,2.561325,4.445275,5.845475,6.6452,7.399275,9.5119,3.2093,5.1918,8.975,9.6075,8.18,9.81
1,2.75,-81.838925,-32.0092,0.181075,-39.68235,0.07615,0.12005,389.4367,4.555225,5.7685,87.089475,4.752,24.8657,1.44675,-1.36,0,239.075025,311.849825,-0.0318,-0.012275,2.3693,4.2941,5.7674,6.6447,7.3504,9.500425,2.89535,5.02685,8.9775,9.605,8.19,9.8125
1,3.25,-80.647075,-32.6158,0.3365,-38.016825,0.0907,0.122475,389.1459,4.5485,5.539825,87.073775,4.611,25.2829,1.328875,-1.35305,0,239.2402,311.0499,-0.027,-0.016675,2.2875,4.1576,5.7699,6.6535,7.3504,9.500425,2.65485,4.92415,8.97,9.605,8.2025,9.8125
1,3.75,-81.611725,-32.4834,0.4022,-39.5297,0.0915,0.1229,389.156075,4.537025,5.59715,87.065175,4.763,24.894,1.39495,-1.20695,0,239.509925,310.758075,-0.027,-0.0258,2.19585,3.98535,5.7699,6.66415,7.3354,9.500425,2.50315,4.8297,8.97,9.6025,8.2025,9.8075
1,4.25,-80.736725,-31.2419,0.1602,-39.0498,0.108075,0.12335,388.659175,4.548825,5.4635,87.0601,4.675,24.6952,1.469,-1.26655,0,240.2836,310.43125,-0.0252,-0.023775,2.1185,3.86885,5.7397,6.6421,7.3104,9.49735,2.41155,4.74895,8.99,9.6025,8.205,9.8075
1,4.75,-80.875225,-31.1269,0.14,-39.9901,0.09645,0.1256,388.4816,4.4703,5.409,87.04675,4.681,25.0239,1.3948,-1.35345,0,239.494625,310.320275,-0.0264,-0.0285,2.05275,3.75795,5.69365,6.62135,7.29785,9.49735,2.3578,4.6496,8.9975,9.6075,8.2075,9.8075
1,5.25,-80.879775,-30.1499,0.1415,-40.9924,0.104675,0.1253,388.647375,4.5337,5.2373,87.0453,4.736,25.0887,1.4513,-1.45435,0,239.918375,310.79225,-0.0264,-0.0214,1.98075,3.68305,5.636,6.6121,7.3094,9.498125,2.354,4.5635,9.015,9.605,8.215,9.81
1,5.75,-82.388475,-30.7849,0.446825,-40.3558,0.092,0.129825,388.0559,4.5117,5.4404,87.05,4.713,25.3637,1.4299,-1.3926,0,239.440075,310.503325,-0.0342,-0.0214,1.90405,3.5645,5.535,6.5993,7.30235,9.491825,2.30835,4.4416,9.03,9.6025,8.21,9.8025
1,6.25,-83.69615,-31.0197,0.2492,-42.9067,0.08535,0.1298,388.7601,4.4364,5.453,87.0568,4.943,24.6463,1.4478,-1.31345,0,237.521125,310.645425,-0.0264,-0.01825,1.87605,3.5096,5.47245,6.5807,7.28665,9.49735,2.17435,4.35745,9.04,9.61,8.21,9.805
1,6.75,-84.082525,-30.152,0.261625,-46.4254,0.0557575,0.1281,388.681,4.4158,5.4611,87.0731,4.77,24.7944,1.6005,-1.40345,0,236.525,310.40425,-0.0276,0,1.9069,3.4356,5.4054,6.5516,7.27005,9.49735,2.17475,4.30285,9.055,9.6025,8.2075,9.805
1,7.25,-82.3589,-29.91,0.0863,-46.014,0.06765,0.1288,388.74515,4.46665,5.373125,87.089775,4.828,24.2079,1.556225,0,0,236.79055,309.993775,0,0,1.8898,3.3663,5.34925,6.54235,7.25735,9.49735,2.1324,4.23385,9.0725,9.5975,8.21,9.8075
1,7.75,-73.52445,-27.63,0.564925,-42.455925,0.0671,0.1258,388.4964,4.4602,5.6497,87.10975,4.811,24.1934,1.38925,12.59565,0,237.00235,311.94135,5.231525,39.1244,1.85415,3.308325,5.2756,6.511375,7.2869,9.49735,2.154725,4.1606,9.08,9.5975,8.2,9.8
1,8.25,-43.83045,-22.8542,1.764,-34.282575,0.02145,0.13415,388.12995,4.457875,5.9676,87.142475,5.385,23.8535,1.23165,51.614125,13.18095,237.10825,318.36355,17.658325,117.302,1.836175,3.24605,5.1945,6.44855,7.249025,9.49735,2.2189,4.08625,9.095,9.59,8.1925,9.8
1,8.75,32.563025,-15.045,7.918875,-10.1382,-0.1891,0.1589,388.8773,4.52035,7.699,87.1683,7.38275,21.77135,0.81145,172.205425,46.51315,239.77835,335.7387,56.675875,329.9498,1.8318,3.190925,5.126,6.421075,7.240225,9.546125,2.239825,4.0135,9.11,9.585,8.19,9.8
1,9.25,92.279175,-7.167,12.049775,13.91855,-0.4138,0.1555,388.9854,4.472275,8.64905,87.187375,9.1,19.128,0.6639,271.57335,65.0036,242.359575,350.8111,82.3885,536.8,1.920925,3.114925,5.0575,6.35255,7.211025,9.603175,2.284825,3.901375,9.105,9.585,8.1825,9.7975
1,9.75,157.20345,4.672,15.89235,39.2046,-0.4865,0.137075,388.8776,4.5117,9.4825,87.214,9.93,18.23,0.63695,358.454325,76.591625,244.449225,360.900775,101.8513,677.6,2.097775,3.064925,4.969875,6.294725,7.187525,9.6543,2.47675,3.790775,9.105,9.58,8.18,9.7975
1,10.25,212.585475,18.4,19.8144,63.0097,-0.544,0.14105,389.664775,4.4708,10.0384,87.23905,10.42,17.8066,0.815275,434.416775,91.13915,247.469775,370.272875,120.8247,831.7,2.49085,3.15525,4.886,6.257325,7.15735,9.667175,2.848925,3.744325,9.105,9.58,8.17,9.805
1,10.75,261.28205,31.97,22.66635,91.732575,-0.499925,0.1629,389.3521,4.4813,10.741275,87.231825,11.05,17.2091,1.0282,511.197675,103.046475,249.432575,377.906375,137.14125,945.18,3.0242,3.225275,4.832275,6.210975,7.1284,9.677825,3.38985,3.757725,9.095,9.5825,8.1675,9.8025
1,11.25,283.94825,45.1593,24.48585,104.9447,-0.56245,0.1629,389.0703,4.5877,10.930225,87.219475,11.31,16.5996,1.203625,539.934675,110.8198,253.499,386.4926,149.712825,1004.8791,3.537775,3.354725,4.7896,6.1647,7.1155,9.698,3.830175,3.868725,9.0975,9.5825,8.1575,9.81
1,11.75,299.384325,53.9876,26.6532,119.35375,-0.42815,0.1627,388.7114,4.6198,11.2817,87.1849,11.7,16.37775,1.2352,578.460775,115.498625,255.737575,391.375,153.2282,1081.35,4.12135,3.521925,4.797275,6.12015,7.098825,9.698,4.49905,3.972875,9.0875,9.5825,8.14,9.81
1,12.25,307.107825,54.9346,27.679175,125.0137,-0.438175,0.17755,388.92455,4.49645,11.6786,87.145775,12.085,15.667275,1.2429,579.101875,119.75565,257.529,396.18115,157.122525,1075.12,4.8527,3.7411,4.7753,6.09875,7.078775,9.698,5.33435,4.133125,9.0875,9.5825,8.135,9.81
1,12.75,315.2567,56.65115,27.5595,133.30015,-0.417725,0.182725,388.95595,4.41625,12.0729,87.1117,12.525,15.3287,1.2916,591.5,121.7217,259.3396,400.314,160.777,1111.61,5.47305,3.986675,4.789375,6.093425,7.06265,9.698,6.054225,4.3923,9.08,9.5875,8.125,9.8075
1,13.25,298.8496,52.00605,25.2712,132.10055,-0.3858,0.168575,388.8592,4.45595,12.385825,87.0725,12.755,15.2974,1.285675,580.4,120.5191,260.7389,402.1,156.43455,1082.0084,6.025075,4.2778,4.778025,6.1041,7.053675,9.7052,6.66335,4.657675,9.07,9.57,8.11,9.79
1,13.75,274.49665,46.266475,23.3056,124.6493,-0.3317,0.1787,389.02035,4.38595,12.64795,87.04525,12.91,14.689325,1.3749,539.124825,117.2,261.5741,401.867425,146.65335,1008.37,6.510925,4.62155,4.862575,6.140625,7.037625,9.7064,7.167525,4.995425,9.07,9.5875,8.0975,9.815
1,14.25,237.355725,35.397775,23.79235,107.74715,-0.2349,0.188325,388.5477,4.3657,12.738275,87.03105,12.97,14.0426,1.38515,480.391175,108.16195,262.45485,399.750475,132.2396,893.3124,6.91695,5.0087,4.8705,6.161725,7.0269,9.698,7.647425,5.3298,9.07,9.585,8.085,9.815
1,14.75,194.58585,23.826,20.9936,94.4178,-0.2345,0.178625,388.7017,4.3507,12.81045,87.0315,13.18,13.8841,1.408375,424.391225,94.44805,262.79875,396.45375,120.045475,775.9075,7.28995,5.2712,4.88175,6.20675,7.0251,9.698,7.8781,5.59775,9.06,9.585,8.075,9.82
1,15.25,139.89405,12.34,17.4313,69.5264,-0.1668,0.17195,388.68975,4.29065,12.84375,87.02845,13.06,14.0923,1.51135,354.673825,82.915975,262.291725,391.22395,101.259225,650.983,7.448925,5.496375,4.98095,6.2247,6.99675,9.698,8.106725,5.84025,9.06,9.5825,8.065,9.82
1,15.75,76.94,0.0903,13.67,44.30025,-0.091285,0.171025,388.9152,4.2999,12.650275,87.031425,12.9,14.099,1.5416,247.6526,62.4174,260.4151,384.1,80.0304,477.2407,7.52155,5.751125,5.055625,6.246675,6.9941,9.698,8.09605,6.08535,9.05,9.59,8.0625,9.8275
1,16.25,22.263475,-13.893,10.4174,14.2879,-0.0219825,0.1644,388.9999,4.3725,12.4433,87.0301,12.5875,14.525475,1.4743,173.70865,43.788425,258.838025,376.5614,58.044625,333.18475,7.476775,6.0159,5.1532,6.250275,6.98515,9.6967,8.08855,6.247675,9.0425,9.5975,8.0525,9.825
1,16.75,-29.7925,-21.1779,6.1547,-5.131,0.05435,0.1434,389.244075,4.37715,12.0397,87.0335,12.09,15.300075,1.335,93.53,25.313,256.72625,365.4853,33.4395,178.356,7.288,6.252925,5.2582,6.242225,6.989625,9.6914,7.98755,6.434275,9.0325,9.6025,8.05,9.825
1,17.25,-71.713025,-33.914475,1.1883,-22.345875,-0.0029925,0.133,389.8301,4.4732,11.1603,87.0381,11.3275,17.135,0.9093,27.73195,8.452225,254.201875,350.39475,10.5475,57.3225,7.14765,6.40385,5.392475,6.282925,6.989625,9.667175,7.775925,6.5704,9.0325,9.61,8.0425,9.825
1,17.75,-87.897625,-43.6535,-0.3169,-31.8982,-0.0122,0.1307,390.35405,4.651675,9.8871,87.0498,9.6,20.373725,0.7776,0,0,251.51095,336.313775,0,4.255075,6.861625,6.52075,5.470125,6.3348,7.03105,9.6184,7.60485,6.7359,9.0225,9.6125,8.0425,9.83
1,18.25,-88.091,-43.6412,0.012955,-30.45,0.1194,0.1098,390.5332,4.7767,8.924,87.0628,8.395,23.06135,1.163,-2.73345,0,249.263475,328.16455,0,0,6.56525,6.50395,5.588625,6.397025,7.064525,9.5864,7.3742,6.83465,9.0125,9.6075,8.045,9.83
1,18.75,-86.5639,-39.568675,0.1148,-37.50835,0.147,0.1142,389.839875,4.814375,8.2255,87.0796,7.62125,23.61025,1.288,-2.153025,0,247.904275,324.883225,-0.03825,0,6.204375,6.497525,5.704525,6.444975,7.110625,9.546125,6.887175,6.8502,9.005,9.6075,8.0475,9.8275
1,19.25,-86.6625,-37.893,0.2702,-35.4225,0.117425,0.1199,389.9487,4.844,7.9215,87.094,7.244,24.12865,1.307,-1.794375,0,246.8982,323.66245,-0.0387,0,5.857675,6.4131,5.82085,6.477475,7.153075,9.53085,6.610275,6.8144,8.995,9.6025,8.05,9.835
1,19.75,-85.7694,-38.63695,0.5495,-37.9141,0.133925,0.1175,389.5681,4.8657,7.561,87.1051,6.87525,24.855125,1.3547,-1.743275,0,246.385975,321.9475,-0.0378,0,5.5197,6.2642,5.8819,6.529975,7.164025,9.53085,6.34605,6.80425,8.995,9.605,8.0625,9.8325
1,20.25,-85.9714,-37.9359,0.3242,-38.4243,0.130725,0.1202,389.2814,4.817,7.468,87.118,6.76075,25.015225,1.3887,-1.77395,0,245.860075,322.425,-0.03555,-0.0107,5.206925,6.1489,5.950325,6.547475,7.188425,9.53085,6.096925,6.71375,8.985,9.5975,8.0725,9.83
1,20.75,-84.68185,-37.2439,0.2613,-37.402475,0.1235,0.1206,388.99675,4.70395,7.449,87.1187,6.64725,24.824,1.422,-1.6548,0,245.19145,320.49135,-0.03375,-0.0125,4.985725,6.0173,5.9225,6.584975,7.2013,9.514625,5.778325,6.619325,8.985,9.6,8.085,9.8325
1,21.25,-84.9427,-36.2347,0.324875,-38.76,0.1002,0.1211,388.6243,4.7275,7.1713,87.1311,6.59325,23.9757,1.307,-1.524325,0,243.4302,319.4265,-0.0336,-0.0169,4.860125,5.86265,5.944275,6.592475,7.218975,9.5023,5.508975,6.564275,8.985,9.595,8.0975,9.8225
1,21.75,-84.2182,-35.306275,0.3265,-37.46385,0.1274,0.1252,388.73425,4.7723,7.0162,87.1423,6.473,24.046,1.3763,-1.6574,0,243.6194,319.0894,-0.0303,-0.0187,4.512325,5.733225,5.95505,6.609975,7.2376,9.5023,5.2608,6.453625,8.9925,9.5975,8.11,9.8225
1,22.25,-84.0478,-34.97665,0.32055,-39.390575,0.1241,0.117575,388.509475,4.7252,6.582825,87.14715,6.0275,23.559725,1.41075,-1.5478,0,242.9356,317.819,-0.03,-0.016225,4.339475,5.6232,5.988325,6.624975,7.26695,9.5094,5.0233,6.3062,8.9975,9.6,8.1225,9.8225
