DOY2,HR2,CO2,FC,G_1,H,H2O,LE,NEE,NETRAD,PA,PPFD_IN,SC,SW_IN,RH,SW_OUT,TA,TS_1_1_1,TS_2_1_1,USTAR,VPD,WS,CO2_SIGMA,CH4,FCH4,SCH4,H2O_SIGMA,G_2,SH,SLE,T_SONIC,T_SONIC_SIGMA,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,477.10565,8.313761,9.9139999999999,15.463965,24.09982775,91.86627,2.347,-3.60575,102.68732,0,1.869773,5.90408334209738,98.7457,4.4825,23.37825,24.3785,24.333,0.49700867,14.1640427111403,4.7528,0.397825198752244,2605.0747,127.34297,13.04349,9.54477701782254,7.67974999999999,0.772398250000001,1.64364307454068,24.3096,0.424653621999544,24.217,23.91,23.69775,24.51,24.51325,24.624,24.46475,24.4585,1.55624542986371,1.18278861035202,0.639578208591635
1,0.75,481.304425,7.71793,9.64699999999987,9.248761,24.1226175,87.5082115,2.302,-3.42556781022842,102.683,0,3.0597,5.90408334209738,98.679985,4.53,23.3772999423764,24.271,24.213,0.51,13.6402240427027,4.7577,0.475805692589355,2743.1656,112.4144,19.630715,8.71197591738725,7.19617499999999,0.537749999189982,3.64772731109358,24.322475,0.364208300260184,24.17925,23.91925,23.69925,24.41925,24.39925,24.51,24.42875,24.4225,1.49562320777562,1.20966753713851,0.635757920007432
1,1.25,480.8426775,6.190125,9.43399999999983,13.75928,24.33061775,97.6003186689906,2.456175,-3.1506631923858,102.64098,0,2.92475,14.7019447216189,99.99,4.526,23.5,24.2125,24.131,0.50669324,14.773708,4.8495,0.413688215373273,2730.19,122.5117,10.318568175,9.36530868156287,6.74287499999998,0.7026288,2.60303361127735,24.4175156642915,0.536318196789899,24.1385,23.9385,23.71925,24.3385,24.34475,24.437,24.4135,24.32775,1.47875876386914,1.04677798416118,0.580923040845159
1,1.75,485.76925,5.00376999999998,9.1889999999998,18.39354875,24.4934,94.2394218811819,2.1019,-3.24025,102.6305,0,4.07669999999999,5.90408334209738,98.237175,4.51,23.5,24.1185,24.024,0.508287699999999,14.46933375,4.6582,0.384049861255996,2972.791,112.436,18.51862,9.49786940172599,6.31939999999999,0.658240861515388,9.72074575,24.3454540774109,0.488755839823818,24.0985,23.97775,23.75925,24.23,24.23925,24.31,24.32875,24.24775,1.44885468493988,1.09007711395316,0.63164353785716
1,2.25,503.99455,15.98255,8.8919999999998,18.457364,24.441567,92.308,2.8416,-2.4657213754409,102.61144,0,4.781062875,5.90408334209738,95.419768,4.7,23.512,24.02875,23.9325,0.515365044999999,15.5941438086667,4.9774,0.460665292115531,3005.41225,154.8427825,9.80252349999999,9.76910492698264,5.98655,0.812391575,2.1025862409319,24.31088,0.514078820339056,24.0685,23.9595,23.77925,24.10925,24.127,24.2255,24.35025,24.1085,1.50934875683728,1.03931928802694,0.616843342553341
1,2.75,531.736375,4.77699,8.5699999999998,16.59863475,24.664034,86.3031356369087,2.347,-2.03373679129426,102.61144,0,4.89519999999999,5.90408334209738,99.99,4.738,23.76625,23.9185,23.838,0.52844072,16.28635675,4.7219,0.477812589205892,2724.5385,203.4115125,13.28492875,9.84981756538319,5.37724999999999,1.1254846,2.0997104,24.1374775000001,0.546250146575415,24.0485,23.97925,23.79925,24.07175,24.05775,24.147,24.19175,24.03625,1.64542975909115,1.05995583509835,0.641744988401706
1,3.25,539.036125,7.34198175,8.47099999999981,14.283165,24.70653,97.0653753269693,2.1832,-1.31334123942865,102.62182,0,6.21837499999999,5.90408334209738,99.99,4.572,23.6265,23.8595,23.813,0.54641275,14.658628,4.9127,0.361958432199161,2775.62,71.6409142500001,5.492877,9.64700871269406,4.7183,0.934433677499999,7.92938849999998,24.3069409756344,0.56550916994944,24.03,23.97925,23.8185,23.9755,23.99775,24.0785,24.127,23.94925,1.63462037077398,1.15100213825643,0.643601630731942
1,3.75,535.5935,8.68607499999998,8.41999999999982,16.04888,24.4820625,93.098296,2.260825,-0.50599999999999,102.601,0,5.786,5.90408334209738,99.99,4.662,23.5,23.778,23.621,0.542304375,15.4339418391432,4.8451,0.437716671884745,2755.6642,121.08048,9.7899522,9.6688236735431,4.37369999999999,0.673947620151914,2.99993505,24.3346849059846,0.498248950605338,24.02775,23.97625,23.827,23.87625,23.88925,23.99775,24.0885,23.867,1.67889993291446,1.23921568592725,0.678108601789738
1,4.25,599.749999999999,13.6805999999997,8.15199999999979,19.21018,24.400951083516,112.129955489507,1.99885,-0.764299999999999,102.601,0,5.7869,5.90408334209738,98.1898304860749,4.63725,23.235,23.634,23.553,0.5249107625,14.229,4.944,0.440961846098549,2706.5725,62.074775,11.27311625,9.76031577465094,4.2601,0.45019431264216,2.21763525,24.27589,0.519528854433879,24.007,23.9755,23.837,23.76625,23.79775,23.86,24.067,23.80025,1.59695348115798,1.08381987932123,0.610755327078483
1,4.75,603.64195,8.23059999999999,7.86599999999978,22.67978325,24.39653,101.0828725,2.055775,-0.557499999999999,102.601,0.202500000000001,4.15049999999999,6.72598436490083,98.523631571388,4.53125,23.5,23.557,23.503,0.4942009,15.1878281341579,4.8166,0.47546857676661,2774.6725,83.26722,9.724802375,9.37752083408528,3.756425,0.906120825000001,3.55303945,24.0008125,0.457786721384537,23.92925,23.94625,23.86325,23.66775,23.7155,23.77925,24.02475,23.62775,1.56494625764952,1.08329969098462,0.636178928630696
