DOY2,HR2,USTAR,TA,WS,NEE,FC,H,LE,TS_1_1_1,TS_1_2_1,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,SC,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1
1,16.25,1.201525,4.797575,5.9423825,1.888815,1.812275,63.158475,17.682725,1.72135,1.6822,99.305375,99.91375,425.0525,62.9599,293.32385,165.774,31.99015,327.061,331.52125,7.7872625,0.91679,2.215625,2.73425,3.83425,4.7381,6.777,8.0955
1,16.75,1.20275,4.50406,5.948195,1.92838,1.791695,33.8902,14.8156,1.7673,1.6805,99.3043,99.90875,424.91875,23.4386,155.0996335,95.98485,23.7993,326.7215,330.971,7.7413125,0.69709,2.219875,2.72325,3.852,4.7269,6.8355,8.074875
1,17.25,1.222225,4.395205,5.9265575,2.1012,2.019425,14.6633,9.91335000000002,1.77575,1.6814,99.3063,99.895,424.86375,5.8304325,53.34586359475,33.002725,19.131775,325.211325,329.61935,7.64425,1.011125,2.233,2.73625,3.832625,4.7405,6.84825,8.0955
1,17.75,1.252315,3.95007999999999,6.1620175,1.82794,1.5827525,16.987675,8.3082875,1.7562,1.6653,99.30545,99.90275,425.19625,1.83924999999999,7.0367725,6.7048,19.51385,326.4163,327.5235,7.476925,1.191075,2.223625,2.73425,3.835625,4.74305,6.833,8.087625
1,18.25,1.25814,4.30383,6.285705,1.86368,1.5706,14.8936,9.49434999999999,1.7334,1.6653,99.311225,99.9025,425.04875,1.96414000000001,0.1045931537,1.8919,6.72242,325.1593,327.942,7.26925,1.0929625,2.23,2.738875,3.82325,4.75495,6.80825,8.0955
1,18.75,1.2344225,4.17987,6.11393,1.89212,1.684175,14.5852,8.82561250000001,1.6961,1.6661,99.3113,99.9175,425.065,2.47702,0.023075,1.4726,3.95425,325.5463,326.82375,7.1877125,1.1558625,2.21425,2.73325,3.832625,4.75495,6.79825,8.087625
1,19.25,1.1955,4.124,6.03121,1.907695,1.6344,16.9207499999999,11.3661,1.66995,1.6725,99.315075,99.906,424.93875,2.6138,0.021,1.66174999999999,3.67665,326.65275,328.80125,7.3818375,0.97794375,2.220625,2.72925,3.82325,4.73555,6.777,8.10825
1,19.75,1.153625,3.9904025,5.845375,1.8538,1.8015875,14.965375,11.3555,1.6584,1.6661,99.31415,99.88875,425.01375,1.7833175,0.02215,2.35725,4.7246,327.25725,327.92,7.4877375,1.15748,2.233,2.73625,3.842625,4.72195,6.787625,8.120625
1,20.25,1.1905,3.6988625,5.865375,1.922595,1.6661125,12.226125,12.791875,1.6508,1.6708,99.31315,99.87725,425.08125,1.78688,0.02335,2.08375,3.9744775,325.5,326.708,7.346375,0.994119,2.215625,2.720625,3.83625,4.72195,6.787625,8.087625
1,20.75,1.2229125,3.5991675,6.0458,1.95576,1.5668125,22.484375,8.283375,1.6492,1.6895,99.31415,99.869,425.65,1.30507499999999,0.022,1.4445,4.831925,324.6238,327.3925,7.35965,1.162425,2.218625,2.710625,3.817625,4.72195,6.820625,8.074875
1,21.25,1.21376,3.656875,5.91776,2.429775,1.90294,17.0488999999997,9.67503999999999,1.6505,1.683,99.317,99.8615,426.0325,2.1008875,0.022125,1.878,4.3103,325.224375,325.6795,7.289425,1.2244,2.222,2.741875,3.83625,4.73555,6.79825,8.087625
1,21.75,1.203375,3.665795,5.93728,2.0243325,1.81195,10.7278,7.94708249999999,1.6368,1.697525,99.316075,99.83925,426.23875,1.7519025,0.023,1.435125,4.729,321.938,326.981875,7.171375,1.082375,2.217625,2.72625,3.842625,4.7245,6.81425,8.074875
1,22.25,1.1810675,3.82271,6.069755,1.827525,1.7211525,12.247525,8.8917825,1.6274,1.665725,99.31715,99.8245,426.4775,2.48541249999999,0.0231221,2.7685,4.839,325.212325,326.231725,7.191125,1.0121675,2.217625,2.727,3.82825,4.7405,6.80825,8.0625
1,22.75,1.25323,3.68663,6.2046,1.992125,1.75015,8.391125,11.765,1.6244,1.6818,99.317,99.82025,426.32125,2.398325,0.025175,2.3712,4.658,322.7325,326.76075,7.1925125,1.13809125,2.19825,2.724875,3.838625,4.72195,6.833,8.074875
1,23.25,1.2069975,3.6284,6.186095,1.8905125,1.75715,14.348575,11.7369,1.64575,1.667,99.31745,99.814125,426.46,3.38675,0.023218773675,2.19066499999999,4.0887075,324.40775,327.31005,6.9494,0.94031,2.208,2.71425,3.80425,4.733,6.79825,8.1
1,23.75,1.241875,3.54004,6.072325,2.37,1.84055,11.2922,10.64125,1.65315,1.673725,99.313675,99.805875,426.19,3.00236999999998,0.0226706502499999,2.2724775,4.13580499999999,323.396175,326.6735,6.982,1.3658,2.208,2.72825,3.837625,4.7075,6.760625,8.074875
2,0.25,1.1759225,3.262555,5.745155,1.98378,1.751125,15.6038999999999,8.72758500000001,1.16485,1.014875,97.7896,99.77115,423.848,0.107083125,0.022026825,3.08125,7.72680999999996,316.5611,326.7777,6.61052,0.91969,1.3572,1.7717,2.6047,3.3967,5.3086,6.4297
2,0.75,1.1970475,3.28829999999999,5.96478,2.15872,2.0226925,18.8968999999999,10.5606,1.1463,1.028,97.6085,99.73525,424.158,-0.0621373,0.0229188,1.8325,9.840895,315.5735,325.6406,6.6682,1.058328,1.36735,1.775,2.61925,3.4,5.28515,6.46985
2,1.25,1.1431,3.259125,5.8319,2.40796,1.7866,14.860825,10.0535,1.1548,1.0136,97.72845,99.6978,424.706,0.319304899999988,0.0241674,2.414,8.948545,318.36425,326.155075,6.6426,1.6362,1.36375,1.775,2.6214,3.39235,5.26985,6.4517
2,1.75,1.0496,3.373325,5.5373,2.116305,2.0042875,13.42675,10.6006,1.1738,1.0214,97.694775,99.6976,424.926,0.47205175,0.022931375,2.855,7.436105,319.359,329.326,6.74312,1.0601275,1.36295,1.77175,2.60935,3.4,5.2945,6.46985
2,2.25,1.112,3.555225,5.875,1.83025,1.8654375,16.68365,6.5896625,1.1563,1.0264,97.88255,99.723875,425.5245,0.811418000000004,0.022995825,2.75151,8.4533875,319.25265,329.4395,6.8127975,1.0037525,1.35935,1.775,2.63075,3.39235,5.2945,6.433
2,2.75,1.099925,3.609275,5.946035,2.04964,2.179125,19.554975,10.164775,1.169,1.0136,98.0475,99.736325,425.571,0.9317685,0.021874,2.1162,8.24304999999997,319.388,332.59765,6.98634,1.02149775,1.3544,1.767,2.61815,3.38515,5.3017,6.48515
2,3.25,1.13636,3.609925,5.762585,2.0556125,2.0538925,16.11375,8.64819999999999,1.1497,1.0052,98.32855,99.75765,425.6965,0.5922105,0.022,2.57740999999998,8.333225,319.116,329.926975,7.054315,1.04608,1.3714,1.775,2.6355,3.4,5.29235,6.46985
2,3.75,1.1963125,3.184,5.7158625,2.55486,2.12315,14.52145,11.704625,1.1583,0.997025,98.505375,99.780475,425.798,0.389671999999998,0.022,2.44802000000001,7.77595499999999,318.677,328.801,7.09697999999999,1.25727,1.358,1.76295,2.62175,3.4,5.2758,6.46985
2,4.25,1.144695,3.080075,5.88828,2.008965,2.3532,10.222675,7.13106,1.1659,1.0102,98.477375,99.78995,425.848,0.438959249999998,0.022925,1.732875,8.6302925,318.026,328.969,6.90070999999999,1.446485,1.36375,1.76295,2.63875,3.4,5.29235,6.46985
2,4.75,1.160865,3.38596499999999,5.77175,2.34253,2.032365,9.14525,7.22334250000001,1.1488,1.0102,98.4772,99.81245,426.2355,1.36448,0.021235,2.43795,11.33505,318.79015,328.80685,6.809225,1.7259,1.3714,1.758,2.625,3.4,5.2758,6.467
2,5.25,1.1917,3.51195,5.962875,2.043525,1.85882,12.95935,7.82102,1.1346,1,98.61805,99.8375,426.354,1.40724,0.022250575,2.45354999999999,9.1673,318.642,327.9243,6.88205,1.2007,1.36735,1.76295,2.6044,3.367,5.29235,6.48515
2,5.75,1.158775,3.4804,5.8537375,2.284,2.07301,14.92065,6.85549249999995,1.1365,1.0102,98.76265,99.8606,425.87625,0.632406999999995,0.0238398,2.53692,9.8721625,318.197,327.93585,6.81735,1.2193,1.3794,1.76735,2.6195,3.39235,5.28515,6.46985
2,6.25,1.1614,3.29684000000001,5.7918875,2.97233499999999,2.70835,15.3366,7.19857499999998,1.1444,1.0036,98.854525,99.879175,425.44375,0.552965249999997,0.023,3.5334325,9.21583,316.8698,326.3944,6.6352875,1.2305,1.367,1.76295,2.6267,3.39235,5.2758,6.4517
2,6.75,1.2047,2.803275,5.86891,2.5093,2.57140999999999,22.57665,8.68055000000001,1.1476,0.95,98.718675,99.90955,425.271,0.443205999999991,0.0895730249999999,2.70579,9.1189625,316.924525,324.5962,6.66067,1.02316,1.36735,1.76015,2.6239,3.4,5.28515,6.46985
2,7.25,1.1359,2.909425,5.87303,2.2993625,2.13184999999999,22.27175,7.13142499999999,1.149,0.9934,98.604,99.9329,425.574,1.65856,6.929,4.83205,12.34455,318.117,327.97925,7.03335,1.2348,1.36015,1.758,2.61295,3.4,5.28515,6.46985
2,7.75,1.19056,3.2785625,6.01277,2.238695,2.1256,21.91415,9.14866000000001,1.1406,0.9966,98.417075,99.9562,425.92525,6.635015,64.82925,42.0742999999999,25.487275,317.3338,327.211,7.246045,1.048715,1.367,1.758,2.61295,3.4,5.26265,6.4517
2,8.25,1.14989,3.09216000000001,6.2355,2.016405,2.0896,25.288175,8.40545749999999,1.1539,0.991249999999999,98.599075,99.97235,425.786,37.5966,203.408075,120.24,37.808825,317.4413,326.7942,7.10579999999999,0.852762999999999,1.3714,1.7544,2.61295,3.39235,5.28515,6.4517
2,8.75,1.2434475,2.97296000000001,6.1544875,2.3926,2.50975,45.9102,11.62825,1.1518,0.994225,98.36525,99.97835,425.968,106.53775,377.5215,211.914,44.668475,317.5483,328.68475,6.92423,0.864081499999999,1.3544,1.742,2.62175,3.38515,5.26265,6.467
2,9.25,1.26768,2.907925,6.2141,2.3993175,2.7921,97.617375,13.2558,1.1144,0.9802,98.49085,100.0123,425.77,168.52575,568.03725,295.882,55.158925,316.2691,326.677875,6.90666,1.2166725,1.367,1.7544,2.60575,3.39235,5.26985,6.4517
2,9.75,1.2451,3.34785,6.14382,2.693,2.98922,145.946,20.43975,1.1001,0.997025,98.641425,100.01725,426.031,231.075,739.08675,376.1472,73.8542249999999,315.4655,329.39575,7.0509,0.810147999999999,1.36375,1.7464,2.61375,3.38515,5.28515,6.467
2,10.25,1.318,4.02633499999998,6.342,2.6836,3.391865,191.33,22.9811,1.0466,1.02145,98.7858,100.01105,426.13875,293.3975,900.1515,459.698,84.3832999999999,316.991525,330.385,6.920725,0.634619749999999,1.37175,1.742,2.625,3.4,5.2517,6.4517
2,10.75,1.32738,4.62687249999998,6.4501725,2.933,3.45223,237.24875,35.8679999999999,1.056,0.997025,98.50445,100.024175,425.725,345.382,1022.2075,520.9398,101.0875,316.06125,333.8385,6.80875,0.47961375,1.36295,1.7508,2.6044,3.367,5.28515,6.4
2,11.25,1.39906,4.857945,6.36912,3.24875,4.2761875,291.6465,38.62025,1.0629,1.00825,98.481725,100.025625,425.5375,388.97575,1177.6275,586.178,112.8495,318.585,335.18,6.912375,0.40550925,1.34235,1.742,2.61455,3.39235,5.2775,6.46985
2,11.75,1.37227,5.60464999999999,6.53186,3.776,4.0269,313.647,37.3954999999999,1.1033,0.983,97.406475,100.00745,425.26125,418.882,1230.9275,630.81,119.2815,318.915,339.09375,6.8877625,0.3295135,1.358,1.7544,2.6231,3.38515,5.2517,6.43685
2,12.25,1.3608325,5.85694499999999,6.358025,2.905245,3.15754999999999,345.107,39.3861999999999,1.1039,0.967,97.123725,99.984075,424.134,434.29125,1257.107025,647.558,125.66,320.239,339.6485,6.99635,0.64392875,1.35935,1.7508,2.60935,3.38515,5.2775,6.4517
2,12.75,1.4324,5.753555,6.719475,2.7167375,2.98698,359.2042,40.0844,1.1522,0.977225,96.9668,99.94145,424.01,446.768,1291.2531,663.99,128.270975,320.05355,340.138,7.11384,0.502055,1.3714,1.76375,2.61815,3.367,5.2605,6.4517
2,13.25,1.45019,5.695835,6.8972025,2.162805,2.6938,352.82125,46.2134,1.1822,1.0119,96.798775,99.901325,424.1425,438.2585,1291.59975,663.7106,131.08225,321.3915,342.7,7.2583375,0.49603325,1.36455,1.74235,2.61735,3.39235,5.2517,6.48515
2,13.75,1.45237,5.8687275,7.19366,2.442225,2.485925,334.026,55.1823999999999,1.1904,0.983,96.67785,99.8688,424.075,418.1106,1254.5575,638.216,123.9,321.61375,345.298,7.2963,0.47817,1.3508,1.7294,2.6311,3.38515,5.2517,6.4517
2,14.25,1.48172,6.42844999999998,7.24041,2.2714,2.286475,322.017625,43.9488,1.1798,0.983,96.633125,99.8505,423.853,401.346875,1195.6475,607.1792,117.45,321.0808,345.453,7.25385999999999,0.524287,1.36375,1.73435,2.61735,3.3758,5.2605,6.46985
2,14.75,1.4492375,6.933825,6.9086875,2.27575,2.44135,283.556899999999,37.87,1.1941,0.995875,96.691475,99.8407,423.7725,359.1428,1069.58945,557.1404,106.07325,320.1042,345.11025,7.2832375,0.64305375,1.35,1.73435,2.5964,3.39235,5.2533,6.467
2,15.25,1.46575,6.9850425,6.88341,2.1404475,2.117625,264.712,36.68675,1.2037,0.9814,97.030825,99.844875,423.4595,313.7185,937.17335,499.838,92.0722249999999,319.93625,344.7355,7.1388475,0.729104,1.3544,1.73875,2.6044,3.383,5.267,6.4517
2,15.75,1.4244625,6.914675,7.09565,2.33158,2.10539,213.0486,30.3048,1.2108,0.9814,97.1325,99.84725,423.2065,253.4995,777.1518,423.0088,78.976,320.864825,343.579,7.1033925,0.983858500000001,1.35935,1.74315,2.5981,3.3758,5.233,6.41815
2,16.25,1.421125,6.87987,6.7915125,2.1733525,2.099,172.660375,34.116025,1.2352,0.983,97.17075,99.8335,423.192,185.042,611.63275,342.5268,63.4553249999999,319.52285,343.2165,7.24544,0.8858565,1.375,1.73435,2.6017,3.3517,5.2517,6.41815
2,16.75,1.410475,6.5882525,6.70915,2.2368,2.0800475,124.888875,19.416025,1.2449,1.01445,97.058275,99.834075,422.732,110.97525,442.409,242.9789,48.18715,318.39715,341.258,7.2126,1.093705,1.36375,1.725,2.60575,3.367,5.26985,6.41815
2,17.25,1.340625,6.62976999999999,6.4757525,1.89534,1.631595,76.56095,15.8998,1.2417,1.011975,97.316525,99.83525,423.21025,42.0656,267.3245,162.242325,33.4635,316.51,340.647,7.1397325,1.05102,1.35935,1.733,2.6025,3.3758,5.2517,6.41815
2,17.75,1.28496,6.35989,6.1538,2.032,1.868,34.18825,14.702,1.2303,0.965725,97.8985,99.807,423.378,5.56375,116.493,75.9196,20.107275,318.257125,338.06975,7.23134,1.24446,1.3544,1.7294,2.59675,3.38515,5.233,6.4
2,18.25,1.301125,6.01139,6.4656125,2.1664,1.599975,24.955,12.1586,1.2325,0.998725,97.7939,99.8008,423.352,-0.18759550000001,24.7013,14.4082,12.1821,318.0825,334.679,7.3102,1.3195725,1.36735,1.76375,2.6008,3.367,5.25935,6.48515
2,18.75,1.2505,5.48512,6.31281,1.943355,1.315,17.1403,12.115,1.2083,0.997525,97.5784,99.8158,423.156,-0.0865999999999979,0.9309505,1.42039999999999,10.736675,320.032,331.74,7.2358,1.360185,1.35935,1.725,2.58795,3.38515,5.24235,6.41815
2,19.25,1.27642,5.03535,6.3851725,2.33218,1.75427499999999,13.51655,9.96081749999999,1.172,0.980525,97.2742,99.83,423.502,-0.631034750000002,0.021,0.538354000000001,5.12829999999999,316.679925,329.86,7.10588,1.16841,1.367,1.7294,2.59235,3.3758,5.20935,6.433
2,19.75,1.249815,4.73316999999999,6.0065325,2.1941175,1.746,15.79575,12.723825,1.1529,1.011975,97.2121,99.8431,423.69,-0.383712500000001,0.019992075,0.71168,5.43573249999999,317.290425,331.6765,7.0806,1.12972,1.35,1.725,2.6017,3.3758,5.217,6.467
2,20.25,1.2360175,4.27129,6.2195125,2.29027,2.0633925,16.94965,9.74720499999999,1.1403,0.997525,97.4272,99.845,423.848,-0.0521511750000078,0.021825,1.13235,4.8277,315.175475,330.40325,6.97176,1.132638,1.3544,1.73795,2.59235,3.367,5.24235,6.4517
2,20.75,1.22869,3.9856,6.16481,2.0612825,1.702,20.3699249999999,8.1051,1.139,0.980525,97.7335,99.8314,423.914,0.654929499999998,0.021,1.17677499999999,5.6996,314.846525,329.275875,6.7504,1.2111725,1.35935,1.73435,2.59675,3.367,5.2275,6.4517
2,21.25,1.16685,3.58265,5.976835,1.993975,1.7298775,21.3859,11.58835,1.1191,0.996250000000001,97.6729,99.8369,424.476,-0.497693999999999,0.020075,1.579525,7.01210249999998,314.6285,327.5499,6.7882,0.9640115,1.358,1.73795,2.6008,3.34235,5.24235,6.433
2,21.75,1.136655,3.4027,6.01275,2.228265,1.8683,19.701675,8.66052,1.1341,0.965725,97.4961,99.8371,423.336,-0.3974325,0.021,1.6525,6.075175,315.305,329.7555,6.8452,1.09612,1.35935,1.74675,2.6,3.3758,5.23685,6.41815
2,22.25,1.17415,3.18594,6.3262,1.7782675,1.672675,20.96365,7.57564249999996,1.1482,0.996250000000001,97.5635,99.8222,423.448,-0.399229999999999,0.021,1.73412999999998,7.07627500000002,314.5732,326.534,6.81324,1.15021,1.3544,1.74675,2.583,3.35935,5.2258,6.433
2,22.75,1.21587,3.14633,6.0443,2.19611,1.6800575,22.2594,8.20438749999999,1.1403,0.9822,97.655,99.8025,423.59,-0.573651750000001,0.021,1.436,7.8776,314.171575,326.5255,6.69828,1.128295,1.35935,1.758,2.58875,3.367,5.24235,6.41815
2,23.25,1.1807325,2.781615,6.050225,2.0698,1.68984,23.01375,12.5372,1.1461,0.98135,97.874,99.7839,423.90775,-0.419026000000014,0.022,1.26565,6.97827749999999,315.2899,326.735,6.5698,1.47419,1.36735,1.76015,2.5964,3.3517,5.2517,6.41815
2,23.75,1.13503,2.92615,5.83005,1.789,1.6437,17.696625,10.0789,1.1703,0.982174999999999,97.7645,99.77225,424.038,-0.381870000000001,0.021025,1.7436,8.80743499999999,314.32625,327.767,6.48225,1.0477,1.3466,1.75715,2.592,3.367,5.218975,6.433
3,0.25,1.14972,11.62415,5.63336,2.48814999999999,2.249935,8.624875,12.08,5.11975,5.0389,99.28835,100.0111,426.69,1.3749825,0.03235,0.931,3.54885,335.0865,355.72535,10.25318,0.955359999999998,2.8737425,2.6406175,2.458125,2.63875,4.192575,5.384925
3,0.75,1.105425,11.765,5.78727,2.3656,2.2113,10.99775,13.447,4.6832,4.90746999999999,99.29985,100.0147,426.714,1.29848,0.029,0.2422,3.369625,336.883,359.8518,10.28316,0.839866750000001,2.8087175,2.6275,2.443575,2.641925,4.2,5.35085
