DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,LW_OUT_1_1_1,LW_IN_1_1_1,NETRAD_1_1_1,SW_OUT_1_1_1,SW_IN_1_1_1,TA_1_1_1,RH_1_1_1,WS_1_1_1,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,PA_1_1_1,PA_2_1_1,PPFD_IN_1_1_1,PPFD_IN_2_1_1,PPFD_OUT_10_1_1,PPFD_OUT_11_1_1,PPFD_OUT_12_1_1,PPFD_OUT_1_1_1,PPFD_OUT_2_1_1,PPFD_OUT_3_1_1,PPFD_OUT_4_1_1,PPFD_OUT_5_1_1,PPFD_OUT_6_1_1,PPFD_OUT_7_1_1,PPFD_OUT_8_1_1,PPFD_OUT_9_1_1,TS_1,TS_2
1,0.25,-0.00867435,-13.42225,0.774721,0.06660315,2.59015,0.106922,4.241475,390.1445,4.435555,0.4276975,0.441905,0.131915,0.510161,315.00075,250.08335,-69.35001,1.8158835,-1.8514945,4.06238276666667,46.6547795,2.83,-10.97612,-6.076364,-20.4891908711541,-7.996171,86.2402068333333,86.3616666666667,-0.0112036186666667,1,1,1,1,1.2,1,1,1,1,1,1,1,1,6.20666666666666,8.255
1,0.75,-0.008310815,-12.9851,0.550009,0.0718125,2.564875,0.1046425,3.8688,390.0255,4.43408,0.4402175,0.461613,0.1304685,0.4891375,314.4098,249.35315,-68.701305,1.8043325,-1.787333,3.58900983333333,47.4321435,2.8325,-11.26648,-6.246351,-20.93543,-8.634405,86.2540056666667,86.3516666666667,-0.00941070566666666,1,1,1,1,1.2,1,1,1,1,1,1,1,1,5.93444444444444,8.18166666666667
1,1.25,-0.007108025,-13.2935,0.616936,0.075807,2.510015,0.101913,3.754885,390.025,4.37377,0.4441335,0.42711,0.1291745,0.5393935,312.41635,246.92105,-68.43971,1.766902,-1.7660885,3.56721538333333,48.9829446666666,2.745,-11.52343,-6.468536,-21.31879,-9.108573,86.2498865,86.3383333333333,-0.00941540433333334,1,1,1,1,1.2,1,1,1,1,1,1,1,1,5.68555555555555,8.11
1,1.75,-0.005876905,-11.5547,0.572302,0.0668137,2.4155,0.0991869,3.24155,389.962,4.432505,0.477611,0.4425025,0.1236935,0.5181485,311.65955,248.1701,-67.328705,1.784916,-1.767359,3.26264481666667,50.3444193333333,2.565,-11.79899,-6.725251,-21.74148,-9.565846,86.2606261666667,86.34,-0.00941349066666667,1,1,1,1,1.2,1,1,1,1,1,1,1,1,5.48527777777777,8.0475
1,2.25,-0.005541925,-11.82115,0.6267055,0.0655015,2.333335,0.100252,2.890205,390.233,4.42846,0.478616,0.4720245,0.1185105,0.5036135,309.60155,247.5723,-66.866435,1.7693935,-1.7101005,2.91206093333333,49.8737885,2.47,-11.88486,-6.993421,-21.79708,-9.889387,86.2624945,86.3433333333333,-0.0103125813333333,1,1,1,1,1.2,1,1,1,1,1,1,1,1,5.31,7.95833333333334
1,2.75,-0.00484247,-10.0966,0.8074225,0.05011375,2.201235,0.102994,2.73673,389.7215,4.39929,0.511597,0.4519595,0.11744,0.4983715,308.66565,245.2114,-66.5678,1.831666,-1.7590885,2.75165925,51.2272273333333,2.3075,-11.92181,-7.288887,-21.93089,-10.21544,86.2538238333333,86.365,-0.0094141165,1,1,1,1,1.2,1,1,1,1,1,1,1,1,5.15861111111112,7.86083333333333
1,3.25,-0.004058485,-10.7961,0.645618,0.0591841,2.36497,0.09722695,2.687165,389.873,4.42965,0.473991,0.4509245,0.1135255,0.528114,306.77395,245.6119,-65.797325,1.806711,-1.719967,2.3435048,51.7210851666666,2.415,-12.25794,-7.448377,-22.06999,-10.57457,86.2519338333333,86.365,-0.009412435,1,1,1,1,1.2,1,1,1,1,1,1,1,1,4.985,7.76083333333333
1,3.75,-0.003881435,-10.0183,0.4454045,0.0611078,2.41755,0.09038635,2.3817,389.844,4.39962,0.4542895,0.429273,0.1101415,0.5101705,305.6711,244.87075,-65.58527,1.8237245,-1.6454955,2.21298696666666,52.8912473333333,2.5025,-12.34395,-7.646151,-22.49746,-10.83016,86.2432583333334,86.3566666666667,-0.00941202883333334,1,1,1,1,1.2,1,1,1,1,1,1,1,1,4.78333333333333,7.68833333333334
1,4.25,-0.00401373,-10.0493,0.421727,0.0697563,2.204035,0.0970826,1.954365,389.845,4.37091,0.4959695,0.4741985,0.113717,0.5817965,304.7602,244.1396,-65.134915,1.752267,-1.706842,1.76202392333334,54.0702903333333,2.2375,-12.50073,-7.879327,-22.67729,-11.01439,86.2423895,86.345,-0.00753062833333333,1,1,1,1,1.2,1,1,1,1,1,1,1,1,4.55500000000001,7.5875
1,4.75,-0.00343138,-9.053045,0.514649,0.0426625,2.186945,0.09403555,1.934315,389.6305,4.37274,0.475126,0.4750585,0.1095515,0.549479,304.5577,242.67205,-63.909255,1.768169,-1.686078,1.6608021,54.6428671666666,2.175,-12.73895,-8.032843,-22.93126,-11.33184,86.2365403333334,86.3466666666667,-0.00843528516666667,1,1,1,1,1.2,1,1,1,1,1,1,1,1,4.38472222222222,7.46
1,5.25,-0.002459295,-8.77624,0.3085975,0.0552462,2.108875,0.0900976,1.69038,389.4455,4.324195,0.4962665,0.4492105,0.1080795,0.5169245,303.29925,243.3396,-63.804315,1.774923,-1.680507,1.4705578585,54.543397,2.1925,-12.84172,-8.246629,-23.10744,-11.53047,86.2478041666666,86.3533333333333,-0.00941142616666667,1,1,1,1,1.2,1,1,1,1,1,1,1,1,4.27333333333334,7.37916666666666
1,5.75,-0.003307525,-7.72778,0.50824,0.0479506,2.03457,0.0875287,1.50946,389.512,4.33276,0.488176,0.451951,0.1045275,0.536759,301.2698,242.99175,-63.735545,1.7698925,-1.6139575,1.34187143666667,55.3243076666667,2.05,-13.23501,-8.497124,-23.46613,-11.75164,86.2531706666667,86.3733333333333,-0.007530839,1,1,1,1,1.2,1,1,1,1,1,1,1,1,4.11166666666667,7.28
1,6.25,-0.00355015,-7.914005,0.335719,0.0438289,2.033775,0.0912841,1.253995,389.601,4.33771,0.4907395,0.461967,0.1034905,0.537902,300.2165,240.96235,-63.75007,1.864617,-1.563097,1.148735616,58.3438866666666,1.955,-13.30149,-8.647386,-23.56237,-11.9979,86.2620836666667,86.3883333333333,-0.00564693566666667,1,1,1,1,1.2,1,1,1,1,1,1,1,1,3.96083333333334,7.2
1,6.75,-0.00227832,-7.96358,0.230793,0.0368408,1.93734,0.09358685,0.9703795,389.3995,4.29977,0.475387,0.4699625,0.1027235,0.503819,298.6035,240.3086,-63.77061,1.903004,-1.283542,0.770189831666666,59.2713383333333,2.07,-13.389105,-8.7437495,-23.4276697505337,-12.11563,86.2856586666667,86.3983333333333,0.862866012333333,1.5,1,1,1,1.2,1,1,1,1,1,1,1,1,3.79666666666667,7.10666666666667
1,7.25,-0.00248144,-7.60892,0.384285,0.0458479,1.96371,0.0918756,0.547817,389.0185,4.30203,0.482051,0.4710135,0.106934,0.55043,298.9846,240.4576,-56.02137,3.782612,7.939469,0.452280564333333,59.485115,2.12,-13.456075,-8.833773,-23.6149753359819,-12.29709,86.3008546666667,86.41,27.5033923333333,28.2833333333333,1.83333333333333,1.61666666666667,2.45,2.45,1.61666666666667,1.61666666666667,2.33333333333333,2.86666666666667,2.45,2.86666666666667,2.66666666666667,2.86666666666667,3.62916666666667,7.02333333333333
1,7.75,-0.007224215,-6.780705,2.73363,-0.0164526,1.64116,0.10149,0.586793,389.435,4.368775,0.5274165,0.450858,0.127349,0.585182,305.20985,241.2459,-19.87882,23.455885,62.187695,0.7128804515,59.2116763333334,1.88,-13.35628,-8.90987,-23.33365,-12.44681,86.3279106666667,86.4433333333333,163.898476,168.7,21.6666666666667,10,19.5333333333333,20.3666666666667,12.45,12.45,17.5,17.3083333333334,18.6666666666667,27,19.1666666666667,17.9333333333334,3.48083333333333,6.92666666666666
1,8.25,-0.0167926,14.3524,7.044635,-0.2438885,1.12128,0.135997,2.1481,391.136,4.54495,0.483506,0.471928,0.183959,0.478383,318.52935,242.40855,30.87645,38.230145,146.3921,2.18923131666667,53.4775315,1.3275,-12.5839,-8.960723,-22.03983,-12.56979,86.3512501666666,86.4633333333333,381.1056,362.5,42.2416666666667,24.1666666666667,39.6666666666667,40.3666666666667,27.5,27.5,42.5,37.5,41.1666666666667,65.8333333333333,43.7,45.25,3.34083333333333,6.82833333333333
1,8.75,-0.0264194,35.68,11.12965,-0.447758,1.33406,0.164686,3.18624,391.809,4.57731,0.5195,0.517636,0.23401,0.395801,330.59575,246.3619,100.48075,50.22481,241.4968,3.37622635,49.811632,1.455,-11.12836,-8.729104,-18.8896572896916,-12.51263,86.3763585,86.5,595.179785,542.166666666667,57.85,39,59.5,61.825,44.6666666666667,44.5,67.5,69.6833333333333,65.6666666666667,102.933333333334,71.475,76.8333333333333,3.26333333333333,6.72416666666667
1,9.25,-0.03453925,56.0517,14.7241,-0.6383255,1.5372,0.1809915,3.993145,392.3085,4.59173,0.5463695,0.576254,0.2757195,0.4348765,342.07035,249.39625,169.7099,63.02132,334.9439,4.50695705,47.120529,1.7275,-9.112395,-8.276598,-13.64224,-11.95119,86.3948046666667,86.5216666666667,794.525145,716.2,72.225,54.1166666666667,78.2833333333333,82.2416666666666,62.45,61.1666666666667,92.8333333333333,114.666666666667,89.5333333333333,136.616666666667,97,107.866666666667,3.26777777777778,6.61416666666667
1,9.75,-0.0415884,80.5443,18.62395,-0.716291,1.66025,0.198645,4.96657,392.4535,4.5649,0.602179,0.628787,0.305806,0.505957,355.20245,251.8069,229.8758,76.31517,419.0085,5.41356566666667,43.642053,1.8,-6.116523,-7.5381665,-6.705836,-11.298795,86.4181851666666,86.5208333333333,970.866396666667,864.166666666667,85.7666666666667,68.1666666666667,95.1833333333334,102.033333333334,79.1666666666667,76.3333333333333,115.783333333333,153.225,111.833333333333,166.416666666667,120.333333333333,133.766666666666,3.41,6.54
1,10.25,-0.0428415,101.981,21.9691,-0.772075,1.65023,0.2017915,6.19178,392.776,4.53519,0.6649435,0.704413,0.330739,0.5880465,369.037,254.4043,283.3097,88.01375,496.8622,6.5416679,40.9230363333334,1.82,-2.662137,-6.644325,1.60846663481987,-9.993504,86.4335508333334,86.5241666666667,1125.332055,994.25,99.1166666666667,81.6666666666667,109.35,120.366666666667,93.9083333333334,89.25,135.808333333333,181.2,131.308333333334,191.616666666667,140.783333333333,155.833333333333,3.80666666666666,6.46666666666667
