DOY2,HR2,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD,PPFD_BC_IN_1_1_1
1,0.25,-0.05481411375,-0.366727400825,-0.109223832541876,-3.91377821718663,-2.13293298475,0.0414526419,-67.1107409696003,-7.3690712655,0.194312879375,414.36947079,0.4684971983,412.33861761,0.48785914785,414.0862262,412.29134406,0.4510682676,413.68314691,413.103655595,0.4933839887,414.1118211775,412.7863167175,0.484339625125,414.03067239,1.2268609259,-25.938206171,0.028666765061096,0.83,0.6595,0.137,-25.395775,-25.87685,-26.763415,-27.7819675,-29.589105,92.817548,59.9415,0.07347,-29.696,-27.6645,-27.13025,0,-3.83075,0.595,-0.32225,139.625,189.17,144.1775,190.2475,-1.13,-0.42,-0.08,-0.51,-0.023,-0.38025,0.05,-8.2495,-6.498175,-4.533,-3.3185,-1.7782,1.1583,2.959425,4.53835,5.210825,-7.2061,-6.060675,-4.397375,-2.990975,-1.849125,0.423225,2.66535,4.380925,4.904575,-7.098725,-6.4194,-4.574375,-3.2173,-1.96385,0.761075,2.733525,4.323375,5.479525,-6.559675,-5.570425,-4.08495,-2.6453,0.806925,2.690275,4.284725,5.176725,-5.70415,-4.968625,-3.59475,-2.19255,-1.1116,1.19845,3.4025,4.7085,5.2309,-4.1767,-8.226,-8.916875,-82.761,-0.09
1,0.75,-0.17127522781599,-0.3773197874,-0.0391570805187785,-4.70627232580765,-1.4051933041,0.0339265405067389,-73.5289374922358,-6.02294061649793,0.171624598021483,414.2996815925,0.45984569235,412.7676063725,0.4947620752,413.7876442875,412.609286,0.452310891,413.87495775,413.13247198,0.484548328,413.82635075,412.8801601925,0.492138167875,413.91182196,0.904099158699416,-26.21112861625,0.025412353375,0.758,0.5765,0.17,-25.611,-26.411275,-27.130975,-28.3739825,-29.69919,92.776398,61.1135,0.0858,-29.879,-27.56425,-27.244,0,-3.5815,0.6975,-0.43125,140.385,186.015,143.585,187.545,-1.13,-0.42,-0.07175,-0.51,-0.02225,-0.38,0.04975,-8.3568,-6.6207,-4.516775,-3.309575,-1.786875,1.15635,2.959425,4.538325,5.20985,-7.2621,-6.128125,-4.38945,-2.98485,-1.857825,0.423225,2.66535,4.379925,4.9036,-7.150875,-6.47335,-4.60635,-3.21395,-1.96975,0.75915,2.733525,4.322375,5.478625,-6.621675,-5.609975,-4.079975,-2.659925,0.80595,2.68665,4.283725,5.175725,-5.743425,-5.012575,-3.61085,-2.1863,-1.1112,1.19825,3.4015,4.7075,5.2299,-4.277175,-8.484,-8.625225,-82.2945,-0.08775
1,1.25,-0.4969123344,-0.4007015324,-0.7778445098,-3.38223192896137,-2.00972028736839,0.0436591213204764,-53.6288016973006,-7.36041586778335,0.2366776718,414.25597136,0.4564332766,413.85833367,0.7210087395,414.0357234,413.9062574875,0.58100201325,413.89480745,414.15104073,0.73468048805,414.16040064,414.10304685,0.69503719555,414.2291181475,0.924598429608625,-25.4512469875,0.0318070106425377,0.62875,0.5,0.147,-25.478065,-26.14055,-27.57636,-29.1195825,-29.4396375,92.747292,62.736,0.108,-30.35225,-27.05075,-26.98175,0,-3.653,0.6,-0.3625,138.91,185.925,143.2525,185.84,-1.13,-0.43,-0.08,-0.51,-0.013,-0.38,0.05975,-8.466975,-6.7315,-4.49765,-3.298725,-1.7965,1.154425,2.958425,4.53735,5.20885,-7.3106,-6.167725,-4.383575,-2.9768,-1.8665,0.424225,2.66435,4.378925,4.9026,-7.1965,-6.5163,-4.63625,-3.21065,-1.975625,0.757225,2.73255,4.322375,5.4766,-6.665025,-5.6533,-4.077925,-2.673375,0.804975,2.68505,4.282725,5.174725,-5.766525,-5.04165,-3.6251,-2.183875,-1.1123,1.193575,3.400525,4.707475,5.2289,-4.42925,-9.0502,-8.9432,-78.86875,-0.121
1,1.75,-0.4109918769,-0.230503290875,-0.00232411565,-9.63308875481693,-1.40966250552202,0.0406233713282213,-57.86019117,-10.51154309175,0.2389331615,414.06485714,0.4365530339,412.483562275,0.45534365965,413.91365892,412.720151235,0.41295267845,413.625303865,412.88445376,0.4521974542,414.02448361,412.909623815,0.4533026548,414.334780675,1.04788741729767,-26.680572252,0.031806396925,0.75375,0.612,0.167,-26.3312925,-26.58565,-27.6563,-28.656865,-28.72912,92.752056,63.383,0.106795,-29.8275,-26.47975,-27.13875,0,-3.6315,0.69,-0.5225,137.365,186.76,143.5875,184.965,-1.13,-0.42,-0.072,-0.51,-0.0215,-0.38025,0.06,-8.575275,-6.830675,-4.47755,-3.28885,-1.804175,1.1525,2.958425,4.536325,5.208825,-7.359875,-6.206125,-4.378775,-2.97855,-1.8742,0.425225,2.663375,4.37795,4.9016,-7.2478,-6.560025,-4.665175,-3.205175,-1.981525,0.7553,2.732525,4.3204,5.476575,-6.705625,-5.6928,-4.077825,-2.684925,0.80395,2.68405,4.2827,5.1747,-5.8031,-5.071575,-3.63865,-2.19565,-1.1113,1.193275,3.400525,4.7065,5.2289,-4.5422,-9.427625,-8.4612,-79.2655,-0.09
1,2.25,-0.7527578647,-0.297227495997353,-1.66624234008487,-18.3619730517026,-1.732976070375,0.0364693247171008,-56.5831201923708,-7.746682228875,0.185978694440897,413.2613718,0.467596242475,413.4448114,0.450345006,413.966384465,412.962160145,0.40616090555,413.616956995,413.5586576,0.455494579,414.069022225,413.6092639,0.452467077,413.98560756,0.923543320991621,-27.61722322075,0.0285064427204476,0.638,0.564,0.18,-26.569405,-27.7505,-28.4821125,-29.4178325,-31.313795,92.772368,64.62875,0.13457,-29.92525,-27.60825,-27.63125,0,-3.6905,0.5975,-0.42375,137.43,185.715,142.7175,186.235,-1.131,-0.43,-0.072,-0.51,-0.02075,-0.38025,0.06,-8.6516,-6.920075,-4.46035,-3.278025,-1.812825,1.15155,2.957425,4.536375,5.20785,-7.4062,-6.24635,-4.374975,-2.9706,-1.878125,0.425775,2.66335,4.37695,4.900625,-7.313625,-6.609475,-4.691175,-3.200575,-1.987425,0.7534,2.73155,4.320375,5.47655,-6.738275,-5.728375,-4.08065,-2.694525,0.80295,2.6847,4.2817,5.173725,-5.85805,-5.110125,-3.655725,-2.2046,-1.109725,1.192975,3.399525,4.7055,5.2279,-4.7711,-9.665,-8.3447,-78.6015,-0.09
1,2.75,-0.3857130235,-0.40567688445,-2.61198054374471,-26.3718044174944,-1.57257349825,0.0383280435754366,-57.7700578405184,-6.34346678336636,0.1990989947,412.9712231025,0.5247245766,413.521189445,0.46117395395,414.140341815,412.6815456325,0.38803016985,414.39806571,413.256798375,0.45422566415,414.05166235,413.39202869,0.45155850775,414.1482835,0.858929554382395,-25.72089053125,0.0241697751688019,0.755,0.6355,0.15,-25.75378,-26.5362,-27.9158,-28.93577,-30.948125,92.807726,64.631,0.1443175,-30.354,-27.183,-26.812,0,-3.68025,0.5975,-0.2835,136.545,184.535,139.81,185.735,-1.13,-0.42,-0.072,-0.51,-0.02,-0.38025,0.06,-8.732675,-7.002675,-4.44995,-3.270125,-1.820525,1.149625,2.957425,4.535225,5.20685,-7.454925,-6.29775,-4.3722,-2.9636,-1.87445,0.42555,2.662375,4.37595,4.899625,-7.37005,-6.66285,-4.716275,-3.20275,-1.9943,0.751475,2.732525,4.3194,5.47555,-6.78065,-5.763925,-4.090325,-2.70415,0.801925,2.68435,4.280725,5.172725,-5.935625,-5.160425,-3.6756,-2.2164,-1.10855,1.200275,3.399525,4.7055,5.226925,-5.0042,-9.7507,-9.0128,-80.2265,-0.09
1,3.25,-0.5033051063,-0.22658564285,-1.16088801651257,-6.03083108871939,-2.15307072625997,0.0361000452028324,-59.8652721068173,-9.5393584558,0.2043578766,414.771600185,0.51164464524656,413.79852764,0.438699936075,414.36509164,413.4903297,0.3823939505,414.1436516,413.97826348,0.436184045075,414.162926815,414.2450073925,0.4366870153,414.23255933,1.02507510018079,-26.022051134,0.0315911117561403,0.7265,0.54875,0.1555,-26.025745,-26.481725,-28.066675,-29.13707,-31.362405,92.821728,64.653,0.13368,-31.30775,-27.6645,-26.90175,0,-3.66025,0.6975,-0.42475,137.3,182.71,140.09,182.68,-1.14,-0.42,-0.07,-0.501,-0.03075,-0.38025,0.06,-8.822375,-7.077425,-4.446375,-3.2642,-1.8292,1.1477,2.956425,4.534275,5.206825,-7.49915,-6.32235,-4.370475,-2.9498,-1.870775,0.425875,2.66235,4.37495,4.898625,-7.444975,-6.7163,-4.7414,-3.215675,-2.000225,0.74955,2.7325,4.3184,5.474575,-6.83155,-5.805175,-4.09905,-2.5692,0.800925,2.683375,4.279725,5.171725,-6.086425,-5.241975,-3.6931,-2.2282,-1.10755,1.1869,3.39855,4.7045,5.225925,-4.9104,-8.54675,-9.016,-80.2645,-0.09
1,3.75,-0.38584681385,-0.302168373,0.0532141967,-5.82195271645824,-3.81065888435,0.03346694635,-129.32359864775,-7.688868039375,0.183849032672411,414.179746349056,0.463930239925,413.682417775,0.4365469355,414.040594,414.1523403625,0.389726191625,413.69579878,414.68574769,0.42370736405,414.08191361,414.40001649,0.41992477975,414.1586064675,1.03657031474883,-27.29160967,0.029449763717741,0.734,0.54,0.15825,-26.40756,-27.04715,-28.498175,-29.515005,-29.2872425,92.82396,66.037,0.112785,-30.2035,-27.292,-27.50125,0,-3.6535,0.5,-0.3305,137.06,186.62,139.4925,185.2025,-1.13,-0.42,-0.08,-0.51,-0.0215,-0.3705,0.06,-8.9169,-7.1511,-4.4438,-3.259275,-1.837875,1.14675,2.956425,4.53435,5.20585,-7.532675,-6.35355,-4.370725,-2.945775,-1.868075,0.426425,2.661375,4.373975,4.897625,-7.4835,-6.759875,-4.76645,-3.227625,-2.00505,0.747625,2.73055,4.3174,5.473575,-6.866675,-5.8414,-4.10125,-2.5757,0.7999,2.68335,4.278725,5.170725,-6.25825,-5.30875,-3.71265,-2.2375,-1.1081,1.1829,3.39855,4.7035,5.2259,-5.268475,-9.99145,-10.271,-78.1325,-0.09
1,4.25,-0.212934228020117,-0.2188008086,-0.12530402409509,-5.59307582511611,-4.4975892222,0.0359591997342971,-56.2946820014407,-6.047447770675,0.212254043211295,414.345011830763,0.46622048385,414.0717425525,0.43304238355,414.079223,414.0482088,0.416869454625,413.850176185,414.28307376,0.4185885328,414.140382755,414.2488446,0.4116379282,414.0374477,1.0407202815,-27.544111163,0.025902298064061,0.71875,0.5255,0.16,-26.80104,-27.519675,-28.508475,-28.3042625,-29.85286,92.843432,63.014,0.13428,-30.15775,-28.023,-27.93475,0,-3.28175,0.5975,-0.28025,136.7,185.585,139.38,186.4675,-1.141,-0.43,-0.07,-0.501,-0.0215,-0.3805,0.06,-8.992825,-7.215975,-4.44315,-3.254325,-1.84655,1.144825,2.95545,4.53335,5.20485,-7.5676,-6.38615,-4.38075,-2.9506,-1.8654,0.42675,2.66135,4.372975,4.896625,-7.497375,-6.783825,-4.789475,-3.2386,-2.005175,0.746675,2.731525,4.3168,5.472575,-6.88645,-5.867025,-4.112225,-2.5832,0.798875,2.682375,4.277725,5.169725,-6.43665,-5.3354,-3.729475,-2.244775,-1.1081,1.1836,3.39755,4.7035,5.224925,-5.31675,-10.264875,-10.444875,-76.6705,-0.09
1,4.75,-0.532072691139833,-0.182415207925,-1.31944467369306,-4.02343453396754,-3.04682752002111,0.047539918075,-53.3651993685045,-8.0779200899,0.1779162897,415.114298115,0.480611923225,414.0609032275,0.441757140675,414.17952819,413.74366064,0.410789974375,414.19289265,414.0392531325,0.440261289225,414.212629005,414.08420539,0.43801297,414.318244935,0.919066289476241,-26.8863513315,0.0257027421713987,0.8295,0.581,0.16,-26.612765,-27.3458,-28.45602,-28.63066,-30.22994,92.859746,63.39025,0.1272775,-30.33125,-27.6565,-28.03975,0,-3.4435,0.2975,-0.24225,137.675,183.785,140.3725,183.2475,-1.131,-0.4205,-0.08,-0.51,-0.02075,-0.38025,0.06,-9.0599,-7.253475,-4.4434,-3.250375,-1.85525,1.1429,2.955425,4.532325,5.204825,-7.775725,-6.421775,-4.396625,-2.94945,-1.862725,0.4263,2.660375,4.37295,4.895625,-7.665025,-6.7881,-4.810425,-3.250525,-2.0033,0.744775,2.72955,4.3164,5.471575,-6.88505,-5.8821,-4.124225,-2.70085,0.797875,2.68235,4.276725,5.168725,-6.452725,-5.333625,-3.746475,-2.2547,-1.10765,1.184325,3.397525,4.7025,5.223925,-5.358,-10.261925,-10.458625,-76.56375,-0.09
