DOY2,HR2,USTAR,TA,WS,FC,H,LE,G,RH,PA,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT
1,0.25,0.553,18.32,4.70499999999999,5.47299999999999,13.125,100.8,31,100,102.905025,5.32175,1,1,1.175,1,3,380.075,391.075
1,0.75,0.561975,18.3175,5.0625,6.39579999999998,16.9999999999999,180.825,23.125,100,102.905025,5.045,0.0249999999999915,1,1,1,4,378.075,390.125
1,1.25,0.5659,18.3175,4.88275,5.5577,24.3249999999999,46.2,25.025,100,102.905025,4.9415,1.02499999999999,1,1,1,3,378.125,391.075
1,1.75,0.597,18.315,4.784,9.68549999999998,5.94999999999999,113.4,24.05,100,102.905025,4.816,2,1,1.09999999999999,1,3.02499999999999,381.125,394.025
1,2.25,0.6179,18.7025,4.49874999999999,20.81,27.5999999999999,50,25.025,100,102.905025,4.489,0.0249999999999915,1,1.95,1,3,381.25,394
1,2.75,0.523525,18.6075,4.797,6.69709999999998,23.1999999999998,45.1,26,100,102.905025,4.661,1.02499999999999,1,1,1,3.02499999999999,385.2,396
1,3.25,0.5865,18.5075,4.65275,2.705125,6.425,55,26,100,102.905025,4.3075,1,1,0,1,4,383.05,396.025
1,3.75,0.58875,18.7,5.18125,5.266,14.2,64,23.05,100,102.905025,4.18125,2,1.02499999999999,0,1,4,385.125,396.025
1,4.25,0.5534,17.9175,4.67,3.386775,18.1749999999999,49.7,24,100,102.905025,3.855,0.0499999999999829,1,1.2,1,3,383.2,394.025
1,4.75,0.437,17.72,4.08425,6.22877499999998,24.7,43.8,23.025,100,102.9025,3.865,1,1,0.0499999999999972,1,3,383.15,391.1
1,5.25,0.51855,17.52,4.0235,6.273,27.525,42.85,23,100,102.9025,4.021,1,1.02499999999999,1,0.0499999999999972,3.02499999999999,376.1,391.075
1,5.75,0.511525,17.71,4.00325,3.4948,12.425,38.1500000000001,22.025,100,102.9025,3.93175,1,1,1,1,3.02499999999999,380.125,392.025
1,6.25,0.519875,17.61,4.40275,4.245975,10.9,25,21,100,103,3.7365,2,1,1,0.0499999999999972,4,386.05,393
1,6.75,0.5058,17.705,4.1155,10.09055,32.5,25.4,20.025,100,103.002525,3.582,2.02499999999999,4.02499999999999,2,1,4.05,385.075,393
1,7.25,0.51825,17.605,4.306,3.55415,20.5,41.4,21.025,100,103.002525,3.758,7.04999999999998,50,40.075,12.05,23.3,387.05,393
1,7.75,0.52385,17.705,4.50625,9.98339999999999,19.35,55.7750000000001,22.025,100,103.002525,4.07475,46.1,166.275,134.025,61.05,89.075,388.025,394
1,8.25,0.6215,17.715,4.4125,3.096775,75.4,82.7499999999999,23.05,100,103.002525,4.29375,97.1499999999999,338.125,235.025,108.075,114.1,389.05,394.075
1,8.75,0.6548,18.0225,4.71975,4.057,100.125,119.2,28,100,103.002525,4.80975,132.1,501.075,315.075,148.1,94.3999999999999,391.075,398.1
1,9.25,0.622125,18.525,4.971,9.64882499999998,137.875,171.1,34,100,103.101,5.64675,192.125,658.1,415.2,181.1,109.025,391.075,403.125
1,9.75,0.598399999999999,19.0225,4.74025,1.7776,138.875,167.6,41,100,103.002525,6.743,239,793,481.125,205.1,123.025,382.325,408.2
1,10.25,0.598,19.62,4.90225,5.6776,175.35,140.6,54.2249999999999,100,103.002525,7.60925,285.125,927.2,550,223.275,133.025,378.15,413.125
1,10.75,0.65045,20.01,5.371,6.19072499999999,194.35,143.1,72.075,100,103,8.78,336.175,1049.025,608.175,250.075,143.2,387.05,419
1,11.25,0.645849999999999,20.6025,5.657,6.57735,216.05,172.575,88.05,100,102.9,9.96975,358.175,1101.325,646.1,251.175,153.15,385.075,422.1
1,11.75,0.6732,21.01,5.64025,3.08909999999995,226.85,163.5,100,100,102.803475,11.2085,377.125,1155.35,668,252.15,162.1,387.025,426.15
1,12.25,0.7222,20.815,6.102,3.51725,247.2,177.25,103.025,100,102.801,10.92025,381.125,1175.2,675.225,264.025,164.05,385.025,426.05
1,12.75,0.720599999999999,21.12,5.732,3.58575,227.75,155.7,98.025,100,102.702525,10.9895,371.1,1156.3,658.2,268.1,161.025,383.075,429.075
1,13.25,0.723799999999999,21.7,5.67175,3.8458,225,173.375,90.1999999999999,100,102.702525,12.7175,352,1121.05,644.025,261,154.1,390,427.025
1,13.75,0.6582,21.9,5.59825,3.24389999999999,199.6,135.05,74.2249999999999,100,102.702525,13.3625,318.125,1039.225,597.05,250.1,148,390.05,426.075
1,14.25,0.614,22.305,4.83275,2.745,174,123.6,63.05,100,102.7,13.7955,271.15,920.525,537.05,235.05,134,385.025,427.025
1,14.75,0.6403,22.205,5.01674999999999,5.8325,141.05,122.7,52.1,100,102.7,13.86675,220.125,778.2,461.025,214.05,118.05,388.1,421.025
