DOY2,HR2,TA,RH,WS,PA,PPFD_IN,PPFD_OUT,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,VPD,T_CANOPY,TS_1,TS_2,TS_3,TS_4,TS_5,TS_6,G,SG,USTAR,H,LE,FC,SC,NEE,H2O,CO2,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,-5.412175,23.0175,0.30725,84.699,0,-0.041,-110,-4,0,194,281,0.08725,-7.1385925,0.01725,1.281325,2.8456,4.1435,4.434225,7.6595,-55.497775,-15.452,0.014749915254,-55.8625,-5,-0.803936925,-0.246924712,-0.83805394425,2.0823775,341.212,0.2294758962952,0.22360679775,0.0702025640557
1,0.75,-5.7121,23.68945,0.255325,84.6935,0,-0.041,-110,-4,0,193.725,280,0.06,-7.2258575,-0.0583749999999999,1.0545,2.74305,4.10075,4.445325,7.65975,-56.31785,-14.804475,0.0237578992126875,-58.32675,-6.1605,-0.9735033,-0.36881875,-1.1127951021,1.885595,340.987,0.224218672217325,0.22360679775,0.0702025640557
1,1.25,-5.9275,24.36,0.2458,84.68115,0,-0.041,-109.275,-4,0,193,280.82125,0.06,-7.4309075,-0.201,0.919,2.640025,4.05525,4.449175,7.6695,-56.306,-14.500375,0.02535701210612,-55.6505,-6.1605,-1.106011,-0.446854,-1.0656888,1.9186075,340.597,0.22360679775,0.22360679775,0.06104203881513
1,1.75,-6.1275,23.945,0.219275,84.703825,0,-0.061,-109.55,-4,0,190.725,279.3915,0.08,-7.8591575,-0.31825,0.8425,2.54265,4.01975,4.452175,7.66925,-58.64495,-14.47645,0.014749915254,-56.61,-6.040125,-1.1239305,-0.45634525,-1.261066978475,1.9656925,339.33,0.230107651342725,0.22360679775,0.0632455532034
1,2.25,-6.355,25.0175,0.1745,84.709,0,-0.041,-110,-4,0,189.725,278.78275,0.0445,-8.22,-0.4475,0.75425,2.4525,3.95975,4.46725,7.66925,-59.79715,-13.28665,0.014749915254,-59.338,-5,-1.256856025,-0.628054,-1.144482372,1.8206,339.904,0.230217288664,0.244948974278,0.0702025640557
1,2.75,-6.7593,25.17455,0.242625,84.6969,0,-0.041,-111,-4,0,189,277.42775,0.03725,-8.3533575,-0.53825,0.65975,2.3335,3.8835,4.4738,7.6595,-56.269075,-12.991525,0.021017742130415,-64.019,-5.0918,-1.3249182,-0.47784175,-1.3208112884,1.903685,337.0545,0.24464019307535,0.214476105895,0.0632455532034
1,3.25,-6.7,25.078725,0.24435,84.70845,0,-0.041,-111,-4,0,188,277,0.02,-8.58125,-0.6385,0.53625,2.21725,3.81,4.478,7.6595,-54.078375,-13.1098,0.0231784382563,-64.158,-8.3379625,-0.98614065,-0.56545,-1.1532917655,1.7824975,338.32625,0.244948974278,0.22360679775,0.0607972038831
1,3.75,-6.855,25.046375,0.23,84.717,0,-0.041,-113.275,-4,0,189,275.10925,0.0645,-8.8965925,-0.75125,0.43725,2.119,3.75625,4.4829,7.6595,-54.156475,-12.770225,0.026,-58.053,-6,-1.081806,-0.3591584265,-1.0570049259,2.004935,336.975,0.2383241337525,0.22360679775,0.0702025640557
1,4.25,-6.955,25.6175,0.24725,84.7,0,-0.021,-112,-4,0,188,275.07975,0.02,-8.9226075,-0.88925,0.3645,2.04075,3.69525,4.486075,7.65,-55.356625,-12.738775,0.0179106113798,-56.6309,-6.0521625,-0.998778,-0.36772725,-1.00036034175,1.914625,335.36525,0.22360679775,0.22360679775,0.0631843444703925
1,4.75,-7.0275,26.045,0.28175,84.68295,0,-0.041,-110.275,-4,0,189.45,275,0.03,-8.81325,-0.913,0.3345,1.92725,3.637,4.48725,7.65,-55.46465,-12.412925,0.0231784382563,-60.9735,-7.174845,-1.498854375,-0.39588468,-1.01890008,1.8355125,335.80525,0.22360679775,0.22360679775,0.0632455532034
1,5.25,-7.6,26.2075,0.25285,84.68675,0,-0.041,-110,-4,0,186.725,274,0.05725,-8.82975,-0.992,0.2557,1.83175,3.55425,4.48725,7.64,-55.5986,-13.114475,0.0231784382563,-61.05,-7,-0.970695,-0.5091527535,-0.9607407975,1.7890625,335.551,0.244948974278,0.22360679775,0.0702025640557
1,5.75,-7.51,25.836375,0.26,84.70225,0,-0.061,-109,-4,0,187.7,274.21025,0.01725,-9.0841425,-1.1065,0.17855,1.72725,3.48425,4.48615,7.64975,-56.303725,-12.305025,0.020053565375285,-62.9523,-6.4015,-2.0615,-0.6147077355,-2.202739,1.8402625,336.059,0.2429504014862,0.2193149117394,0.063593403746015
1,6.25,-7.51725,26.813975,0.175075,84.710225,0,-0.0525,-108,-4,0,188,273.5945,0.01725,-9.2206575,-1.2155,0.1035,1.64,3.407,4.485325,7.64,-54.946825,-12.48235,0.0227811334742625,-67.2275,-7.084,-1.060533975,-0.4429316065,-1.17225012767025,1.80175,335.26,0.22360679775,0.22360679775,0.0632455532034
1,6.75,-7.6825,26.1813,0.19725,84.73225,0,-0.041,-108.55485,-3.5938,0,187.725,272,0.03,-9.3851425,-1.25375,0,1.5545,3.337,4.483225,7.64,-56.93865,-11.465,0.014749915254,-69,-8.25525,-1.2984114,-0.46153625,-1.2818556168,1.7261,335.901,0.22360679775,0.22360679775,0.0632455532034
1,7.25,-7.648675,25.1074,0.14,84.75,0,0,-104,-1,0.24765,187,271.725,0.01,-9.40795,-1.35925,-0.12275,1.46625,3.2625,4.4794,7.63975,-55.794375,-10.667075,0.010455305689965,-54.7815,-4.787375,-1.097953725,-0.52166004,-1.079165801175,1.72373,337.31075,0.232379000772,0.22360679775,0.0607972038831
1,7.75,-7.028125,25.2943,0.22435,84.7745,15.9186,1.929325,-93.275,7,2,184.725,278.76125,0.00725000000000001,-7.7165,-1.15575,-0.19,1.41,3.19525,4.474575,7.63975,-48.275,-28.737875,0.0252855690068,-45.348075,-8.00865,-1.89102375,-0.377444,-1.89597533235,1.707855,337.935,0.223879647506025,0.2,0.0632455532034
1,8.25,-5.0275,22.34515,0.103625,84.802475,54.670275,5.422675,-53,24.725,4,187,292.39375,0.00725000000000001,-3.71875,-0.77925,-0.11825,1.238,2.98875,4.449175,7.6295,-40,-3.8827,0.0347676573844,-26.64,-1.2321,-1.9042,-0.31409,-1.726703792,1.78776,345.86375,0.22360679775,0.22141562025045,0.0859802302858
1,8.75,-2.670225,18.2175,0.08,84.811025,102.86425,9.49155,-1.61575,45.222125,7,191,300.71775,0.02,-1.5341425,-0.359075,0.1845,1.3235,2.8915,4.454075,7.61,-36.275,-0.896,0.03215,-11.85,1.2321,-2.059325075,-0.470771295,-2.04754488275,1.7680875,349.2515,0.23270026885485,0.22360679775,0.1114526313765
1,9.25,-1.020925,15.0625,0.10835,84.8597,146,16,30.725,68.96785675,9.847,193,308,0.13725,-0.000583574999999826,-0.0722749999999998,0.293625,1.3825,2.85,4.41725,7.5995,-30,-0.0624249999999997,0.032,0.9056,1.2321,-1.391970525,-0.344115297,-1.341774225,1.802665,348.905,0.2771133225286,0.2653257363448,0.1370416158266
1,9.75,-0.155,13.6,0.3556,84.869775,177.6585,19.216075,44.59135,87.0875,12.432,196.45,315.95875,0.28175,1.802,0.38955,0.54425,1.55525,2.9035,4.38725,7.5895,-23.381575,1.1884575,0.06575,7,3.6963,-1.474175,-0.254501592,-1.4844735279,1.84931,354.1685,0.354030565053425,0.373128245377975,0.19865904021975
