DOY2,HR2,TAU,H,LE,FC,WS,USTAR,T_SONIC,CO2,H2O,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC_SIGMA,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,TA,RH
1,13.25,-0.0525,19.5854,13.9636,-0.3002675,1.78598,0.265109,-0.806572,371.1215,2.286955,0.915179,0.929732,0.411877,0.238599,170.8,55.28581,268.8562277,315.5117386,374.6,-0.078,73.99
1,13.75,-0.0519,12.3431,13.5646,-0.3902275,1.97469,0.253281,-0.410008,371.026,2.37103,0.882575,1.02017,0.421975,0.193741,186.8624,48.48949,279.2035401,315.5864526,430.2,-0.008,73.86
1,14.25,-0.0474,14.3714,14.2397,0.107879,1.83723,0.267701,-0.264472,371.756,2.49503,0.915878,0.955318,0.425196,0.216073,155.2329,36.38438,280.9007548,315.7139304,406.2,-0.076,72.66
1,14.75,-0.0571,11.0218,15.1543,-0.239909,1.92662,0.257186,-0.262192,372.268,2.34975,0.886984,1.02668,0.40793,0.1701695,153.3242,42.41661,278.4222446,318.3207783,388.7,0.058,74.45
1,15.25,-0.0604,6.42864,12.6933,-0.0601,1.85838,0.259396,-0.4624075,371.3035,2.55154,0.882296,0.940202,0.39848,0.13206,111.3916,25.8568,278.4547043,316.6256499,270.6,0.133,73.96
1,15.75,-0.0498,4.62469,9.17863,0.0626,1.71938,0.247738,-0.124479,370.388,2.57401,0.865903,0.879166,0.369978,0.14791,77.23631,16.85211,281.6501606,317.3232948,193.7,0.061,73.88
1,16.25,-0.0383,1.13534,5.94354,0.167831,1.55794,0.240586,-0.0811,369.2295,2.47366,0.793182,0.790693,0.369742,0.12546,50.44804,12.55006,281.3522782,317.4780013,126,-0.065,73.65
1,16.75,-0.0297,-2.281815,5.64389,0.103502,1.56234,0.182011,-0.1125615,369.731,2.420215,0.7281605,0.7531485,0.3285925,0.1128095,28.41891,8.7213305,281.1952882,316.2009748,73.485,0.133,74.145
1,17.25,-0.0203,-1.1424945,4.749765,0.0608,1.307865,0.1998205,-0.3369365,369.443,2.40883,0.6737055,0.558857,0.2992455,0.1385055,9.0912035,3.4183175,281.56350415,315.82372775,31.84,-0.1225,75.375
1,17.75,-0.010925,-2.202745,3.60621,0.206074,1.222815,0.1920985,-0.382186,368.941,2.29698,0.642933,0.5295475,0.27288,0.128137,0.82603425,1.3079375,282.84486245,316.02136975,4.139,-0.2605,75.79
1,18.25,-0.01075,-1.25108,3.231165,0.219039,1.193505,0.1606165,-0.338234,368.972,2.293935,0.631687,0.5017305,0.2798075,0.109632,-0.82614695,0.67884635,280.74750145,316.0453018,0.3125,-0.3585,76.275
1,18.75,-0.01185,-1.54398,3.251,0.279031,1.09766,0.168306,-0.518533,369.844,2.2925,0.602018,0.5232445,0.263256,0.119716,-0.81288085,0.6373503,286.19494465,315.409243,0.017,-0.3675,75.24
1,19.25,-0.00992,0.358903,3.873285,0.230531,1.2942,0.167198,-0.487065,370.0575,2.292395,0.620305,0.493537,0.285262,0.114425,-0.88480375,0.64205205,283.9061982,315.5542582,0.0205,-0.6195,77.215
1,19.75,-0.0143,-1.09029,6.49026,0.253153,1.42475,0.164394,-0.536576,370.3405,2.32778,0.615611,0.560901,0.304482,0.102088,-0.7897365,0.6186461,286.8313015,315.5604555,0.019,-0.719,78.14
1,20.25,-0.0155,-0.995059,5.391765,0.287262,1.50748,0.210987,-0.541126,369.552,2.386145,0.687017,0.629752,0.329397,0.106977,-0.81686105,0.6002371,281.4828746,315.5990233,0.017,-1.006,80.235
1,20.75,-0.0171,-2.93461,5.48303,0.3197985,1.40535,0.18485,-0.80919,369.94,2.4246,0.702713,0.643793,0.327971,0.114269,-0.72734565,0.56857705,285.6996049,315.9693751,0.0175,-1.0595,81.05
1,21.25,-0.0192,-1.58987,4.80881,0.19019,1.29605,0.175036,-0.8067925,370.202,2.29369,0.647683,0.670695,0.296478,0.159929,-0.70753425,0.61852075,284.9296379,315.824578,0.0175,-0.8365,80.395
1,21.75,-0.0146,-2.757655,4.23424,0.2626125,1.33746,0.185303,-1.21013,369.5825,2.05247,0.663315,0.665932,0.312192,0.1409555,-0.7588724,0.67346525,286.6020965,314.8725592,0.017,-0.8315,80.9
1,22.25,-0.0242,-1.07708,5.47774,0.158623,1.5575,0.174555,-1.23852,369.1335,1.98349,0.761812,0.729005,0.303425,0.121605,-0.83436105,0.64673975,283.4322719,314.59065325,0.015,-0.7045,82.1
1,22.75,-0.0123,-0.374236,5.40781,0.1334955,1.46322,0.164538,-1.2289,368.722,2.07135,0.641061,0.593534,0.302726,0.107691,-0.8504266,0.658636,283.2050265,313.69850255,0.019,-0.8025,81.7
1,23.25,-0.0148,-1.82563,5.98258,0.112274,1.31232,0.156967,-1.25226,368.743,2.05072,0.673137,0.637987,0.300105,0.09,-0.89272385,0.663042,286.9251572,313.2425346,0.022,-0.904,82
1,23.75,-0.01565,-1.25603,5.4066,0.1733365,1.34014,0.1555585,-1.52115,368.262,1.972185,0.726557,0.684202,0.301809,0.105314,-0.9224215,0.6174694,279.2457665,312.5162267,0.0195,-1.043,83.25
2,0.25,-0.0237,-2.29992,3.74464,0.314103,1.22316,0.180179,-3.17729,388.475,2.16413,0.636254,0.571369,0.298396,0.161645,-0.916599,0.8866799,287.5147173,307.1409255,0.023,-2.615,84.8
2,0.75,-0.0247,-1.05533,3.844665,0.357618,1.12133,0.166346,-3.18116,387.542,1.92306,0.684534,0.608019,0.280335,0.146133,-0.977497,0.782506,285.3721371,307.6435604,0.017,-2.338,86.3
2,1.25,-0.024,-2.2861,3.1563,0.0533,1.17865,0.163638,-3.24535,386.386,2.358875,0.692429,0.556626,0.285869,0.132154,-0.9863074,0.8251696,289.2342997,306.6544476,0.019,-2.446,85.1
2,1.75,-0.0274,-3.081,3.8997,0.141588,1.0296,0.146698,-3.31697,385.986,2.22526,0.611931,0.540214,0.28445,0.144766,-0.8901707,0.7969667,292.0466524,305.9344458,0.019,-2.745,85.2
2,2.25,-0.0209,-2.08716,6.74248,0.07835,0.997851,0.151469,-2.47005,385.206,2.56017,0.555026,0.481348,0.256191,0.131493,-0.946794,0.7919307,292.4643618,307.2653148,0.018,-3.283,85.8
2,2.75,-0.0271,-2.084815,6.34789,0.20057,1.1282,0.15411,-3.041195,387.631,2.33201,0.570365,0.526023,0.250705,0.120906,-0.9008983,0.7358633,282.1157226,304.87770725,0.018,-3.564,83.8
2,3.25,-0.0187,-2.60175,4.76963,0.138816,1.10968,0.141922,-3.30353,385.2335,2.238495,0.61083,0.551971,0.282026,0.116981,-0.9241371,0.7208742,293.0245243,304.5179547,0.015,-3.516,84.2
2,3.75,-0.0178,-0.8891325,5.99856,0.0514,1.197565,0.138889,-2.804805,389.6385,1.99411,0.605939,0.517469,0.255103,0.1304505,-0.9765061,0.6332384,293.19156,304.51316165,0.011,-3.656,84.4
2,4.25,-0.0279,-1.2366,5.28379,0.468953,1.2259,0.157173,-2.89841,384.187,1.94216,0.563351,0.489744,0.279173,0.109531,-0.9709784,0.5830669,291.72206045,304.1359158,0.01,-3.552,85
2,4.75,-0.0245,-0.4934705,5.279675,0.0968,1.20437,0.154047,-2.79958,389.524,1.925585,0.587639,0.517473,0.252044,0.1207615,-0.96316425,0.7192704,289.80737135,305.4282652,0.0225,-3.635,84.65
2,5.25,-0.02505,-1.472565,3.41846,0.453774,1.20382,0.160129,-2.83474,386.524,1.886885,0.5832575,0.545112,0.2865825,0.109235,-1.0325035,0.6583343,289.05420745,304.8342182,0.018,-3.7275,85.65
2,5.75,-0.0237,-1.84946,3.484765,0.604699,1.1905,0.167566,-2.423475,383.876,2.014175,0.657191,0.578124,0.284004,0.117482,-1.07956,0.7816269,290.874994,305.7374768,0.022,-3.961,84.7
2,6.25,-0.0155,-1.5282465,2.19323,0.299343,1.43273,0.150966,-2.54723,384.895,2.11668,0.613952,0.578791,0.270017,0.101046,-1.018385,0.7529306,289.0059244,304.1040438,0.018,-3.834,84.6
2,6.75,-0.0131,-2.29367,4.7441,0.146719,1.31347,0.174051,-2.26425,382.382,2.12094,0.65408,0.588501,0.282564,0.095,-1.055376,0.8784357,293.37871485,305.6492591,0.024,-3.812,83.1
2,7.25,-0.0196,-0.337983,4.25942,0.2081525,1.298185,0.184189,-2.33548,383.316,2.22642,0.647803,0.60456,0.280468,0.127704,-0.8606752,0.9518241,288.6721086,306.2787811,0.131,-3.822,82.7
2,7.75,-0.0242,-1.78756,3.39624,0.187378,1.1646,0.155281,-2.835985,383.3775,2.20501,0.642156,0.639125,0.275018,0.129324,0.8812851,2.213705,286.0511605,305.1693727,4.252,-3.749,83.4
2,8.25,-0.0132,-0.089,5.93921,0.075,1.32489,0.21018,-2.81232,382.737,2.24669,0.750933,0.655321,0.332056,0.134045,15.45389,8.227145,287.2415502,305.1524511,39.69,-4.115,83.6
2,8.75,-0.023,1.2159,5.63595,0.224648,1.40209,0.196758,-2.704265,382.448,2.2412,0.823868,0.757034,0.345955,0.147618,43.89096,23.56264,287.85945325,304.68007,109.6,-3.857,82
2,9.25,-0.0476,4.0578,6.26326,0.18563,1.45048,0.235963,-2.95785,382.8965,2.1724,0.856351,0.774069,0.360359,0.1861025,75.30869,39.80229,288.2019765,304.28356715,204.7,-3.145,80.6
2,9.75,-0.0521,6.70744,8.158075,0.286142,1.73353,0.226411,-2.05923,383.363,2.03248,0.898075,0.848703,0.377372,0.208256,112.84285,55.051665,286.6424751,305.4891456,292.05,-3.1485,78.31
2,10.25,-0.04225,5.18768,9.8429,0.129372,1.837655,0.2198085,-2.50805,380.271,2.01094,0.9450595,0.8333965,0.392348,0.191843,170.262,84.36172,281.7674436,304.5913248,435.05,-2.4295,74.195
2,10.75,-0.0504,7.87432,6.5483,-0.0081,1.706085,0.235646,-1.5096265,377.791,2.06174,0.930063,0.893158,0.3832365,0.2139055,194.46025,99.6313,284.0654634,304.2371195,500.3,-1.8015,72.365
2,11.25,-0.0603,10.9712,8.572225,-0.04335,1.99526,0.269886,-1.84141,380.0885,2.00115,1.01203,0.997245,0.41142,0.245962,224.1005,108.4487,284.25045605,304.3794128,567.8,-1.472,71.925
2,11.75,-0.0583,10.1878,11.8707,-0.156958,2.13284,0.237271,-1.59848,382.6925,1.95973,1.01891,1.03766,0.421295,0.229694,245.2465,104.8373,286.75443435,304.3176703,627.35,-1.3975,70.705
2,12.25,-0.0489,8.6846,9.042485,-0.0692,1.91404,0.28794,-1.41495,381.775,1.94066,0.9503955,0.974733,0.3914385,0.20678,271.13095,113.1073,286.2976918,304.32734425,646.5,-1.5365,69.33
2,12.75,-0.0468,8.871815,10.6711,-0.17011,1.92813,0.2745255,-0.833481,381.66,1.9935,0.954814,0.9392355,0.408226,0.2190315,266.0919,118.4846,285.7826678,304.1324808,702.2,-1.27,67.275
2,13.25,-0.046,8.229275,9.19364,-0.1495445,1.84338,0.2752925,-0.7237985,380.926,1.99786,0.9856085,1.036385,0.4274,0.2137605,251.8185,106.93535,286.5178682,306.9903865,670.35,-0.8295,69.005
2,13.75,-0.0602,7.352165,9.103235,-0.0364,1.952405,0.281861,-0.465382,382.329,1.946395,1.036695,1.046355,0.434224,0.199434,222.99955,98.08708,283.1129164,306.5176802,601.5,-0.7945,69.31
2,14.25,-0.0415,9.08177,10.2305,-0.01215,1.94861,0.295538,-0.749341,382.587,1.9481,0.985226,1.00319,0.433518,0.201408,219.1301,86.494305,281.5796099,306.1736063,560.85,-0.705,67.1
2,14.75,-0.06445,6.13535,8.65074,-0.0233,1.867955,0.26303,-0.1579735,382.369,1.75708,0.928665,1.033985,0.391369,0.2131665,193.7542,82.86893,285.7139707,309.57050075,517.65,-0.774,67.075
2,15.25,-0.0582,7.8128,10.6811,-0.0294,1.88081,0.231745,0.1080805,381.892,1.99496,0.957393,0.976427,0.399611,0.2088405,178.2459,76.2687,285.92233395,310.3792952,451.15,-0.4445,66.715
2,15.75,-0.0424,2.26394,9.0506,0.0896,1.8405,0.219735,-0.299629,381.027,2.000545,0.882632,0.958941,0.394254,0.167035,152.9657,64.38071,285.7592645,310.8456156,398.35,-0.4795,69.005
2,16.25,-0.0425,0.998633,7.86605,0.0391,1.82541,0.196281,-0.372951,379.547,2.10456,0.848313,0.886784,0.369439,0.145642,116.5641,48.170055,287.76921375,313.576924,315.85,-0.873,68.285
2,16.75,-0.0409,-2.62077,5.47791,0.04515,1.83917,0.218569,-0.129505,378.5485,2.14122,0.766932,0.833735,0.329189,0.121764,71.737855,35.840035,287.2436237,312.731246,208.75,-0.974,69.7
2,17.25,-0.04,-4.02838,3.82461,0.238024,1.47027,0.193764,0.40806,380.7495,2.11634,0.771743,0.715416,0.322285,0.164897,46.15173,22.78514,287.2702915,314.1120283,123,-0.928,69.2
2,17.75,-0.0268,-4.16287,3.14072,0.220095,1.28865,0.157532,0.698457,381.623,2.13015,0.698252,0.654306,0.309691,0.1597775,19.99506,9.730786,289.3823623,316.3011804,52.94,-0.59,69.27
2,18.25,-0.0233,-0.268906,2.92229,0.168226,0.979025,0.144301,0.679447,380.362,2.26074,0.564859,0.490848,0.244663,0.187245,2.308926,2.362206,288.2835627,313.552796,10.53,-0.451,70.89
2,18.75,-0.0162,-1.44579,1.63075,0.4484305,0.876763,0.117603,0.17511,381.178,2.265505,0.503876,0.502678,0.227495,0.145346,-0.8948897,0.8607423,288.4687848,313.0816895,0.737,-1.077,73.12
2,19.25,-0.01,-1.20288,2.384845,0.329842,0.92107,0.124893,0.133857,381.841,2.42044,0.549448,0.479052,0.242918,0.155723,-1.200333,0.7539161,287.047087,313.6922964,0.014,-1.309,74.37
2,19.75,-0.0111,-1.90952,3.33586,0.394413,0.820788,0.122217,-0.0751,381.066,2.34954,0.491589,0.456761,0.211942,0.2114715,-1.175667,0.8375463,291.2432168,313.4918306,0.007,-1.524,78.88
2,20.25,-0.00943,-3.11724,2.44902,0.290697,0.740552,0.128797,-0.244061,380.888,2.11837,0.474413,0.434188,0.202705,0.197643,-1.160786,0.9182023,288.6790112,312.6164064,0.008,-1.411,79.01
2,20.75,-0.00989,-2.05492,0.9512085,0.156835,0.645981,0.118191,-0.279014,384.023,2.50354,0.537266,0.448569,0.241413,0.2079855,-1.052693,0.9715666,286.1716141,313.7133367,0.011,-1.605,79.23
2,21.25,-0.0072,-1.16349,2.011435,0.351578,0.838143,0.113407,-0.492471,387.956,2.891045,0.509509,0.442613,0.209124,0.194938,-1.094703,0.9510534,282.4035144,313.6754988,0.013,-1.809,81.7
2,21.75,-0.00555,-3.06607,1.86099,0.414148,0.779002,0.142948,-0.605146,388.33,2.26243,0.496238,0.506434,0.227275,0.184062,-1.115249,0.9804768,292.0112124,313.4572718,0.01,-2.472,82.8
2,22.25,-0.0169,-2.48282,1.78364,0.489372,0.894047,0.148613,-0.832564,387.66,2.40758,0.531352,0.516597,0.243335,0.133202,-0.9918988,0.887578,295.1134532,312.8028684,0.015,-2.448,84.5
2,22.75,-0.0196,-2.20215,1.72097,0.21043,0.968586,0.144921,-1.26123,388.759,1.97436,0.553808,0.524738,0.250581,0.189164,-0.9091577,0.8386497,289.233498,311.0267303,0.013,-2.417,84.8
2,23.25,-0.0197,-3.05863,2.033055,0.235052,0.98925,0.157926,-1.5638,385.882,2.194035,0.575851,0.512553,0.254721,0.206129,-0.9234461,0.867858,294.769871,310.9106575,0.014,-2.496,84
2,23.75,-0.0146,-2.18475,0.474883,0.51328,1.05352,0.161396,-2.23426,386.663,2.37193,0.641727,0.514997,0.265393,0.146195,-1.007501,0.7704347,295.4309484,309.637303,0.018,-2.206,83.4
3,0.25,-2.95e-05,-1.176175,4.55125,0.356049,0.598023,0.109996,-0.768147,387.01,2.62974,0.378358,0.3647255,0.1499885,0.203582,-1.594607,1.647411,264.14325175,319.63287415,0.003,-0.025,84.6
3,0.75,-0.000514,-2.486595,4.88594,0.29799,0.6889895,0.1133765,-0.9871085,389.115,2.66051,0.4382415,0.3831705,0.1661935,0.212988,-1.852038,1.638161,264.9033914,318.71593245,0.016,-0.07,85.7
3,1.25,0.001105,-0.967679,3.85986,0.34036,0.872763,0.1425315,-0.980697,392.714,2.64032,0.555103,0.4128565,0.215485,0.188031,-1.846593,1.770631,263.29724935,316.3164923,0.02,-0.111,86.3
3,1.75,0.0008925,-1.8607,2.85946,0.23189,1.0095315,0.1218135,-0.7821585,392.565,2.77396,0.583244,0.4996125,0.2682775,0.170862,-1.776578,1.851534,261.75765765,317.5587247,0.015,-0.37,86.2
3,2.25,-0.00071,-0.8230105,3.516475,0.312419,0.676325,0.155048,-0.8468245,392.327,2.73579,0.4963605,0.385822,0.1850115,0.158304,-1.413548,1.793233,260.36601175,317.36298295,0.009,-0.487,86.2
3,2.75,-0.000964,-0.4129355,4.84235,0.492804,1.148395,0.130851,-1.107223,388.725,2.840435,0.4859875,0.426267,0.226868,0.161004,-1.592136,1.589464,259.23976195,316.08230885,0.013,-0.464,87.1
3,3.25,-0.000879,-1.60789,4.08598,0.395898,0.830806,0.140753,-1.16215,387.24,2.768325,0.42277,0.379802,0.210181,0.1498945,-1.131601,1.553594,258.70908515,313.5343122,0.006,-0.517,88.2
3,3.75,0.000718,-0.352042,2.239795,0.249975,0.659747,0.111962,-1.54477,389.464,2.8471,0.332855,0.349882,0.164933,0.1554885,-1.093555,1.441713,260.74503515,314.8327275,0.015,-0.593,88.7
3,4.25,0.001875,-0.153314,2.545895,0.324962,0.753642,0.1179455,-1.72523,390.281,2.8524,0.45283,0.356809,0.1841675,0.136038,-1.377258,1.23614,268.35548545,315.30291605,0.014,-1.11,88.2
3,4.75,0.00168,0.230808,2.6209,0.1363075,0.78845,0.152883,-1.67933,394.8505,2.95242,0.458995,0.380258,0.189264,0.156788,-1.129032,1.36994,269.4888922,315.84150935,0.014,-0.78,86.7
3,5.25,0.000368,-0.475953,2.88879,0.0608,0.598929,0.114336,-1.75324,391.0745,2.873615,0.467999,0.379168,0.174682,0.140751,-1.303968,1.430893,271.58195195,315.32713875,0.011,-0.46,88.3
3,5.75,0.00112,-0.863351,4.56098,0.627037,0.67273,0.129339,-1.72592,391.1085,3.05537,0.463089,0.489662,0.213326,0.15995,-1.116851,1.428013,271.62410945,315.28503915,0.013,-0.548,88.6
3,6.25,0.000752,-2.343645,3.40033,0.745593,0.656125,0.160465,-1.72554,390.224,3.01577,0.456155,0.430984,0.191274,0.161277,-1.082861,1.461992,277.6540082,312.71282775,0.067,-0.709,87.5
3,6.75,0.000691,-0.273682,7.475205,0.1016955,0.812342,0.146522,-1.50314,389.286,2.883935,0.49774,0.461542,0.213239,0.1537695,-0.1999843,1.72478,270.61066315,316.0390957,2.102,-0.605,87.7
3,7.25,-0.000705,-0.0784,8.578765,0.062,1.21331,0.180735,-0.630477,383.431,3.1227,0.588926,0.464879,0.268068,0.1894845,9.910168,3.517487,264.72551645,319.33615995,23.44,-0.491,85.6
3,7.75,-0.0153,1.96558,18.82155,0.129603,1.42233,0.219196,0.218766,381.754,3.333885,0.797602,0.664424,0.350965,0.233772,40.03186,9.948348,274.35880795,319.31571775,95.1,0.09,84.4
3,8.25,-0.0209,7.57539,17.4244,-0.163481,1.72694,0.243811,0.695081,382.426,3.40791,0.890745,0.816162,0.38883,0.2731335,89.1853,18.67889,274.4129604,320.4479619,205.8,0.451,82.4
3,8.75,-0.0351,9.90791,19.4472,-0.198109,1.86802,0.268262,1.36605,379.568,3.46975,0.915963,0.862994,0.413341,0.2574775,138.6332,28.91105,273.24828255,321.6007413,320.9,1.369,79.21
3,9.25,-0.0635,9.131635,20.0318,-0.1459345,1.91343,0.274304,1.90864,380.951,3.366785,0.994205,1.07328,0.466092,0.254504,210.3221,43.58987,268.510008,323.86038955,505.6,2.09,73.09
3,9.75,-0.0672,17.0716,19.5577,-0.495471,2.20844,0.269786,2.82423,382.019,2.99008,1.0699,1.10771,0.490679,0.268278,289.0427,50.36455,261.3213624,323.1955154,695.2,2.767,69.76
3,10.25,-0.0601,21.7871,21.39455,-0.268785,2.1731,0.294217,3.53347,381.279,2.976615,1.07305,1.16917,0.487679,0.26245,332.1059,60.62012,263.76694235,326.0941267,748,2.956,66.78
3,10.75,-0.0502,21.7188,33.7371,-0.218197,2.41559,0.282456,3.86885,380.526,3.00357,1.10326,1.21179,0.51584,0.235786,397.1187,60.07474,269.22726135,326.0755627,922,3.554,64.37
3,11.25,-0.0836,21.5828,29.8746,-0.481887,2.51863,0.342237,4.1035,381.642,3.11151,1.15926,1.2947,0.519895,0.2568705,394.7635,58.05386,264.0932237,328.6710343,951,3.583,61.56
3,11.75,-0.0634,16.1584,39.3646,-0.0791,2.27047,0.310476,4.5293,381.905,3.01686,1.09367,1.31265,0.487553,0.290264,499.4903,72.20908,267.15092465,329.38120425,1126,4.022,61.19
3,12.25,-0.0687,15.2577,30.24525,-0.905801,2.46029,0.287267,4.90067,381.636,3.20076,1.11357,1.4,0.49354,0.2836205,518.427,71.79379,263.6456262,336.30691515,1208,4.45,59.75
3,12.75,-0.0754,20.9174,38.3186,-0.477391,2.52162,0.301982,5.09133,381.77,3.2935,1.10012,1.4017,0.50768,0.274252,432.715,66.14234,267.05081535,338.6600487,1058,4.625,58.46
3,13.25,-0.0769,22.0495,44.297,-0.681159,2.58049,0.277002,4.92224,381.776,3.50264,1.14185,1.44361,0.512489,0.259902,487.2244,67.73155,270.58972425,341.74893255,1136,4.709,60.3
3,13.75,-0.0988,34.3896,44.6238,-0.818375,2.76632,0.302405,4.85992,381.534,3.45811,1.14234,1.39637,0.490401,0.270545,450.7147,73.68589,261.1460206,340.63580365,1107,4.645,59.26
3,14.25,-0.0727,31.5059,40.3861,-0.600544,2.724925,0.266593,4.802225,381.427,3.23726,1.20746,1.423345,0.542933,0.252285,469.7162,77.2595,263.52304725,340.8954342,1168,4.685,59.06
