DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,1.28038330159631,-0.506419074470898,-3.63133531356485,-1.01126027961396,0.121059481857301,-60.4293313135961,-3.08524550943346,0.491617768585586,414.080134943387,7.0546726108548,419.521688310986,6.23694289920478,418.064243878752,420.10737844093,6.23096590552143,418.361366291756,420.561620165297,6.23264060777533,418.089566645907,421.179373287967,6.38047227397731,418.559749031915,424.562032735337,6.52117369593785,420.064309294964,0.981762820378676,3.42828016576516,0.236533766665304,0.885,0.735,0.31,0.11,2.42145,2.05875,2.19955,1.98605,1.5658,0.78725,96.9365825,83.9675,0.2637,2.56,2.755,3.055,3.265,0.2,-2.2325,0.95,-0.14,324.7,324.3,330,325.5,0.02,0,0.205,0.07,-1.4625,-0.02,-0.1325,-0.03,-0.22,4.0675,4.7115,5.023,5.89175,6.426,6.85725,7.387,9.11725,3.6725,3.5045,4.8395,5.4915,5.39025,6.29325,6.94625,8.179,3.826,4.535,5.03525,5.2765,5.729,6.18425,6.2785,7.37725,8.063,3.67775,4.35125,4.835,5.357,5.3905,5.825,6.41375,7.00525,8.0035,3.4255,4.0145,5.33625,5.789,6.5825,7.1545,7.75025,8.4145,-3.95825,-4.832,-2.9215,-8.935
1,0.75,1.21668809722077,-0.485657310696764,-0.934515863258139,-2.12897429034364,0.0996114071397517,-57.2729976928406,-2.51375690897003,0.494405283492637,413.955041432311,6.96303616268704,419.374937360017,6.31151341069763,417.804110837682,419.777120773089,6.31889263229958,417.975737331613,420.445422078125,6.24439216294353,417.988104583568,421.094466746525,6.45912652855555,418.443159161424,425.036922664692,6.46122455501919,419.290438679969,1.08305374223865,3.6310414884105,0.187685328256212,0.89,0.78,0.28,0.11,2.3299,2.06,2.23945,2.05615,1.615825,1.0903,96.93364,82.95,0.2858,2.68,2.9175,3.27,3.0275,0.2,-2.085,0.9,-0.0575,323.475,324.35,329.7,325.9,-0.0075,-0.0675,0.2,0.06,-1.47,-0.02,-0.13,-0.03,-0.22,4.02325,4.67575,5.01475,5.885,6.421,6.8615,7.387,9.116,3.6115,3.48125,4.822,5.482,5.38875,6.2955,6.947,8.19175,3.728,4.54475,5.01875,5.26525,5.73175,6.18275,6.27125,7.37725,8.0625,3.63875,4.34825,4.8055,5.353,5.38175,5.829,6.41375,7.002,8.0035,3.4565,3.9675,5.3345,5.793,6.5815,7.1535,7.751,8.41175,-4.4725,-5.072,-3.0255,-8.915
1,1.25,0.770883590283716,-0.317382326173068,-0.909180841071993,-1.88116754229581,0.115560944528161,-51.37340644943,-2.57025729980788,0.479276891701653,414.049692627443,7.11382744004756,419.69976477316,6.24841351728886,417.926078734847,420.156932532369,6.27740581239799,417.808982095238,420.316582462786,6.31037983891991,418.286272509091,420.92228845718,6.45388502768162,418.528530330961,423.721991313997,6.57270663007959,421.138856629641,1.05991068550725,3.26442042934457,0.200287977203105,0.94,0.8325,0.315,0.11,2.3209,1.942,2.2126,2.005825,1.4384,0.7653,96.92468,84.325,0.2562,2.4825,2.83,2.86,3.09,0.2,-2.2225,1,-0.1,318.8,324.2,330.2,325.3,-0.03,-0.13,0.2,0.06,-1.4675,-0.02,-0.15,-0.03,-0.22,3.991,4.688,5.021,5.859,6.418,6.84725,7.388,9.1155,3.559,3.472,4.79,5.472,5.387,6.291,6.9465,8.196,3.682,4.509,4.989,5.264,5.7345,6.18,6.264,7.364,8.073,3.596,4.302,4.782,5.341,5.376,5.833,6.412,7.002,8.004,3.434,3.898,5.337,5.791,6.575,7.152,7.749,8.415,-4.29775,-5.052,-2.99325,-7.3025
1,1.75,1.17023978850334,-0.16061201496409,-1.87079151186272,-1.64249226732922,0.108358552834995,-61.3783753644851,-1.49985440657892,0.45092592939984,414.067165062022,7.38602594652701,419.609839875274,6.41124977449361,418.150527293413,420.38011663799,6.45316448382863,418.103480293942,420.673687109391,6.31698808018463,418.150243305696,421.314234394654,6.43683415834402,418.477271422134,424.346221478704,6.53766671266149,419.892319668916,1.00069005058877,3.34295706831506,0.203587518133191,0.92,0.7625,0.325,0.11,2.3782,2.00525,2.2309,1.928175,1.3957,0.7255,96.92897,82.46,0.2478,2.48,2.73,3.06,3.01,0.2,-1.995,0.9,-0.05,321.6,324,331.3,325.4,-0.03,-0.13,0.2,0.06,-1.4675,-0.02,-0.14,-0.03,-0.22,3.987,4.672,5.016,5.85,6.418,6.85375,7.3865,9.11525,3.525,3.478,4.768,5.464,5.385,6.295,6.9465,8.19,3.716,4.506,4.9615,5.271,5.73675,6.1765,6.263,7.364,8.072,3.648,4.309,4.775,5.332,5.38,5.835,6.412,7.002,8.004,3.386,3.885,5.351,5.798,6.578,7.154,7.747,8.414,-4.5895,-6.14,-3.109,-7.13
1,2.25,1.21789368242786,-0.216672153819679,-3.23986469748191,-0.897717780935702,0.111334437312005,-60.4042628601318,-2.69772380468267,0.479229165193208,413.581230519142,7.43397316851319,420.34731677763,6.35843334035861,418.198257022001,420.78638761451,6.48590952287835,418.15843720823,420.528297876213,6.30881976592966,417.939253428743,421.798199617902,6.3170941282227,418.919299160714,424.631192082356,6.68548742898835,419.805872119223,1.14070139333669,3.27476612230154,0.157635981590033,0.95,0.81,0.3425,0.12,2.498,1.974,2.1716,2.0531,1.6975,0.5547,96.93584,83.54,0.21475,2.2975,2.6,2.79,3.04,0.2,-2.1925,1,-0.11,323.8,324.3,330.5,325.7,-0.02,-0.11,0.205,0.07,-1.4675,-0.02,-0.15,-0.03,-0.22,3.971,4.647,5.022,5.841,6.422,6.85925,7.404,9.115,3.51,3.502,4.749,5.457,5.38175,6.299,6.94675,8.184,3.71,4.519,4.942,5.271,5.73875,6.1745,6.256,7.362,8.072,3.646,4.266,4.771,5.323,5.385,5.832,6.409,7.00375,8.00375,3.345,3.882,5.366,5.804,6.576,7.155,7.746,8.413,-4.294,-5.547,-3.0345,-6.3675
1,2.75,1.48074386613339,-0.469048511018644,-2.24032641897004,-0.945378779548221,0.111309006168392,-47.960333271985,-1.56522076101704,0.484264326065883,414.158601211224,7.30437643544404,420.05817609046,6.37930447470166,418.18021043628,420.827110539092,6.4327286519354,418.308653050542,421.235633273956,6.34811307345449,418.237440147327,422.06964780561,6.44306535222643,419.1307984,425.67115429913,6.64156587926147,419.046410142857,1.03982761932705,3.08519860373713,0.194563212757091,0.99,0.8,0.3125,0.12,2.4614,1.966,2.0685,1.86235,1.6771,0.6078,96.95428,84.355,0.2538,2.315,2.33,2.81,3.02,0.2,-1.93,0.9,-0.06,322.5,324.5,330,325.6,-0.01,-0.11,0.2,0.07,-1.4675,-0.02,-0.15,-0.03,-0.22,3.916,4.616,5.029,5.832,6.419,6.85525,7.4,9.115,3.41,3.469,4.743,5.451,5.38525,6.303,6.947,8.183,3.686,4.517,4.932,5.267,5.741,6.1725,6.25625,7.362,8.071,3.595,4.231,4.765,5.314,5.39,5.83,6.406,7.00325,8.0035,3.389,3.844,5.382,5.8,6.576,7.156,7.746,8.411,-4.36625,-6.055,-2.9285,-6.07
1,3.25,0.904244007639884,-0.364130701417546,-1.2750664708412,-0.708799661733638,0.105865621007562,-52.7719691765239,-2.43737719968974,0.475831670119352,413.842920742454,7.19622721258,420.182195622896,6.55153724661873,418.014240816299,421.063435123709,6.45646525289556,418.180322261471,421.130911886483,6.49697081721933,418.276602918367,421.824543279967,6.35572461733407,418.404853099644,426.351029839045,6.43793420651816,423.565718486437,1.0738930073998,3.23812321888397,0.187187410012585,0.88,0.755,0.3125,0.12,2.4598,1.945,2.0322,1.79325,1.6629,0.5332,96.91172,85.985,0.2663,2.3175,2.45,2.8,2.9,0.3,-2.045,1,-0.14,323,323.3,329.2,325.6,-0.02,-0.13,0.2,0.07,-1.4675,-0.02,-0.15,-0.03,-0.22,3.917,4.613,5.032,5.83,6.417,6.85725,7.397,9.114,3.369,3.437,4.741,5.441,5.388,6.305,6.94625,8.184,3.652,4.502,4.9315,5.263,5.7425,6.17125,6.257,7.362,8.07,3.551,4.208,4.747,5.304,5.393,5.827,6.403,7.0015,8.00275,3.4,3.791,5.399,5.795,6.581,7.157,7.746,8.41,-4.141,-5.0155,-2.96,-6.015
1,3.75,0.8030126431969,-0.682700115002641,-3.36757859452285,-0.657577269772458,0.13350192820702,-50.4022765318334,-2.15061594211544,0.588231289457428,413.835615353289,7.18472666137465,419.897621031449,6.56033735937042,418.433331465303,420.463828610046,6.39291816031801,418.308343110514,421.145172823546,6.4543587249094,418.586828534699,421.901553389769,6.35865989184379,418.480532086377,424.732701837885,6.28668164703321,420.787297792864,1.19581896978944,3.02577245544542,0.183293218997666,0.93,0.7575,0.33,0.12,2.386825,1.8615,1.9203,1.74005,1.74335,0.5233,96.92195,88.13,0.228,2.25,2.4,2.6725,2.9625,0.2,-2.07,0.9,-0.1875,322.125,323.475,329.325,325.35,-0.0025,-0.06,0.2,0.06,-1.47,-0.02,-0.135,-0.03,-0.22,3.9225,4.6415,5.0345,5.837,6.408,6.86325,7.401,9.114,3.4445,3.3925,4.73675,5.43325,5.386,6.30075,6.94575,8.18525,3.6475,4.49625,4.92925,5.26875,5.74375,6.171,6.2655,7.37525,8.07575,3.546,4.207,4.7345,5.30675,5.3905,5.82825,6.40575,7,8.0035,3.40625,3.78275,5.42125,5.79,6.58625,7.15575,7.747,8.41775,-4.3555,-5.1,-3.01,-6.39
1,4.25,0.693823795978027,-0.329702970338734,-3.42170354483778,-1.57170930310091,0.119871564653531,-45.9623069140942,-2.61106066150069,0.509479172523563,414.08266693802,7.1289469479973,419.202960554561,6.44568422638915,417.973024345545,420.52789209029,6.42591235734092,418.040211171053,420.606771890769,6.4425698856147,418.304807756006,421.3254741145,6.46487244538839,418.864539639286,424.550720215032,6.53257398639405,429.872499138997,1.11537698154418,2.79830971307123,0.2041994838122,0.94,0.745,0.3025,0.11,2.0469,1.63,1.8228,1.6987,1.497,0.4687,96.92986,87.33,0.22925,2.245,2.23,2.49,2.86,0.2,-2.165,1,-0.16,321.6,322.6,329.6,325,-0.02,-0.13,0.2,0.07,-1.47,-0.02,-0.1,-0.03,-0.22,3.87,4.642,5.036,5.848,6.4,6.85125,7.40375,9.11325,3.431,3.408,4.731,5.434,5.391,6.295,6.944,8.182,3.621,4.476,4.9015,5.254,5.74525,6.1695,6.257,7.363,8.07,3.483,4.201,4.709,5.306,5.382,5.823,6.403,6.997,8.003,3.324,3.762,5.43625,5.785,6.586,7.154,7.747,8.41,-4.92,-5.597,-3.243,-7.1
1,4.75,0.84990238822422,-0.369731496870354,-3.53274036519872,-1.54943334906365,0.119729712855706,-40.2425428133721,-4.22021621941579,0.518043659770468,414.259076139421,7.17375860984255,419.83846616635,6.28755225703945,418.096561037495,420.301156793469,6.32267429379129,417.943743771429,420.789790204842,6.37930967170222,418.135626035693,421.441198081603,6.43616764884262,418.441740642424,426.90901418678,6.50607383980638,422.143025728194,1.07101920526919,2.89124119702859,0.203573457901129,0.9,0.7225,0.295,0.11,2.0393,1.575,1.6808,1.411775,1.09545,0.2612,96.93475,85.635,0.2085,2.135,2.2875,2.51,2.77,0.2,-2.14,0.9,-0.08,322.6,322.7,329.6,325.3,-0.02,-0.12,0.2025,0.0625,-1.47,-0.02,-0.09,-0.03,-0.23,3.816,4.64,5.03,5.859,6.409,6.85225,7.404,9.1125,3.453,3.368,4.731,5.43,5.393,6.29,6.944,8.173,3.569,4.405,4.887,5.25,5.7455,6.1695,6.25575,7.363,8.084,3.484,4.181,4.703,5.311,5.376,5.82,6.403,6.995,8.003,3.261,3.805,5.452,5.78,6.591,7.155,7.747,8.41,-4.91075,-6.0665,-3.124,-8.545
