DOY2,HR2,USTAR_1_1_1,TA_1_1_1,WS_1_1_1,NEE_1_1_1,FC_1_1_1,SC_1_1_1,H_1_1_1,SH_1_1_1,LE_1_1_1,SLE_1_1_1,G_1_1_1,G_2_1_1,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA_1_1_1,CO2_1_1_1,VPD_1_1_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,H2O_1_1_1,G_2_3_1,TS_2_1_1,TS_2_2_1,G_2_2_1
1,0.25,0.09305,-6.420075,0.727548384,-0.086675,-0.24402711925,-0.0276965,-26.42775,-0.996175537,-0.56882,-0.192812545,-8.011175,-7.9225,3.471525,2.1310275,59.87,97.03600688,347.165,0.44465,-60.757755,4.696773965,-2.955676534,0.166926354,256.4285602,292.1260304,3.8201858685,-7.7640175,-0.7484225,0.411356375,-8.26485438
1,0.75,0.10692101,-6.889675,0.7598787975,-0.34088,-0.36322805725,-0.0402,-27.792,-0.767300046,-0.62869804,-0.297821641,-8.607975,-7.95775,3.33755,2.06889,59.223592945,97.0221237275,348.3675,0.44628,-61.21590704,2.997157672,-3.27485,0.1968211085,255.5351984,290.298729825,3.88892567125,-7.91769975,-0.661,0.3998964,-6.20041745275
1,1.25,0.09943475,-6.46355,0.853581228,-0.1962175,-0.23307134325,-0.02955,-22.4025,-0.846485718,-0.6178,-0.215929189,-9.138775,-7.99505,3.2140175,2.010045,58.0992368225,97.0178262325,377.3348489,0.4587975,-60.875362645,2.498977952,-2.945125,0.2154779,255.230958775,293.1395693,3.77379128375,-8.03714275,-0.84419,0.387958025,-7.24617641175
1,1.75,0.097175,-6.0441,0.8386504635,0.149315,-0.185818947,-0.016892,-21.559,-0.7611695915,-0.6472,-0.17038359725,-9.501775,-8.139481305,3.0871225,1.9556225,58.063,97.0087912,377.01002125,0.47223,-61.359304025,3.945375807,-2.9308760645,0.2240519,253.4900237,294.1607399,3.725969822,-8.19321075,-0.9222175,0.390873275,-3.6053891475
1,2.25,0.1071,-6.3131,0.8376037465,-0.10132,-0.177902319,-0.046825,-19.045255,-0.62996559025,-1.162275,-0.245665485,-9.761725,-8.171,2.9829725,1.9043775,59.068515,97.00449547,383.626909775,0.49327,-61.44274905,2.65246613775,-3.10622057775,0.201760825,253.520684,292.067775725,3.649175,-8.233669,-0.69867,0.38450655,-3.9634203565
1,2.75,0.113171124,-6.4491,0.83370414,-0.15712,-0.22725604375,-0.0541,-18.60552,-0.668819209,-0.53594,-0.290578652,-10.02785,-8.08154874725,2.8890825,1.8578625,60.51425,97.01993254,378.21624725,0.58457,-57.22195605,3.954048753,-3.066821072,0.24873781225,255.11029015,290.4695,3.6939,-8.3382575,-0.677695,0.377613575,-2.691444088
1,3.25,0.10927190775,-6.866315,0.791399408,0.13183,-0.0435,-0.026475,-17.972585,-0.58053,-1.00679,-0.22753356025,-10.248,-8.185,2.78725,1.817885,61.075375,97.00740522,380.1170153,0.55648,-56.04617035,2.910665315,-3.19827415825,0.155000975,254.332985,288.948439775,3.744163287,-8.4436005,-1.0514,0.3714578,-1.3844155115
1,3.75,0.10969348775,-7.28685,0.7278031585,-0.09065,-0.46081364375,-0.03712925,-18.963,-0.6593348315,-0.768105,-0.16611968325,-10.36825,-7.90855,2.688425,1.783135,61.97975,96.9957975,378.39,0.547315,-54.370806655,2.124480203,-3.06813756025,0.20409709725,254.7149872,288.391245075,3.645020633,-8.5906175,-0.74011,0.364408725,-2.316286195
1,4.25,0.1092025,-7.4931425,0.7955341735,0.152076971,0.03862425,-0.0472,-15.6786072175,-0.73444039875,-0.68206,-0.20194089275,-10.42575,-8.0887,2.6124275,1.752715,61.4288975,96.98357618,311.0658731,0.55918,-54.86673261,1.642803662,-3.47365555925,0.2520564,250.82119815,288.411426975,3.6135478135,-8.71820575,-0.84277,0.358822075,-6.240739511
1,4.75,0.1034438095,-7.6126,0.76459417925,-0.134325,-0.2786766105,-0.04075,-16.463,-0.5669225,-0.82481,-0.17319454425,-10.57375,-8.038425,2.52443,1.7192,63.100846615,96.998204245,373.586765,0.51457,-52.008713607,2.174956041,-3.44075,0.231728938,249.534391125,287.874303625,3.528505058,-8.814087,-0.9474725,0.3518113,-4.02630693275
1,5.25,0.12054702725,-7.46975,0.793807331,-0.20527,-0.300603839,-0.039411,-17.403,-0.543754781,-0.7432552845,-0.103339131,-10.790525,-7.977,2.4630875,1.68241,64.17,96.997264235,380.31476555,0.5037375,-53.6624668675,1.2070645845,-3.3420071705,0.260745,249.548334975,287.262675,3.487247848,-8.87954375,-0.79833,0.34441575,-3.13325639825
1,5.75,0.11335191875,-7.42595,0.7766768215,-0.075575,-0.245772883,-0.0321,-16.378,-0.5889177875,-0.71586405225,-0.276988954,-10.9128,-8.315,2.4236275,1.64597,63.8603343625,96.998271,381.660220675,0.51993,-55.71087751,1.203222604,-2.99938408375,0.237530288,247.76842945,285.226425,3.59805721525,-9.0491305,-0.89911,0.3430541,-2.67708967975
1,6.25,0.11361406125,-7.2634725,0.784530307,-0.36297,-0.4089211735,-0.0439,-18.252335,-0.616823917,-0.77681,-0.187283795,-11.016025,-8.45,2.38641,1.60965,66.401745,97.026356305,376.9134714,0.468935,-58.2454431325,1.02569036775,-3.04940600075,0.260285585,248.3839,285.4293037,3.724275,-9.0882615,-0.81089,0.342646925,-2.95217949475
1,6.75,0.11378,-7.117,0.8975874,0.09599,-0.235173697,-0.03385,-19.612,-0.546430019,-0.5928275,-0.235506108,-11.155,-8.409875,2.3528025,1.57231,66.405195495,97.038,380.281771225,0.4576975,-55.06721152,0.7704282,-3.24576033475,0.221429352,247.822125,284.774832725,3.60189,-9.171503,-0.8515,0.339541,-5.357635437
1,7.25,0.117969227,-7.4386,0.9359605155,-0.165255,-0.191055357,-0.023204,-19.536825,-0.449338537,0.19013094,-0.28428967875,-11.308,-8.5243,2.317205,1.53609,65.971,97.06200896,370.6425,0.452415,-50.279495087,0.6545586,-3.17901381225,0.26358322725,250.097538,284.765798125,3.529162662,-9.200114,-0.9616075,0.339843875,-3.0548412875
1,7.75,0.115897041,-7.5903,0.97349064,0.057275,-0.169771733,-0.04312175,-15.37755,-0.333895651,0.046045,-0.16557826775,-11.50275,-8.52875,2.278855,1.50116,65.7434475,97.0468599325,380.2828869,0.4952975,-42.543405622,8.37575468925,1.261325,1.118097,252.2248084,283.802725,3.6168387,-9.277748,-0.79222,0.338649025,-6.5354916205
1,8.25,0.130306821,-7.730075,0.899810054,-0.4072825,-0.39953133025,-0.0505,-8.21768,-0.15824723,1.62107913775,-0.10682797,-11.352,-8.49305,2.2324875,1.4983975,66.19,97.1043810875,377.7516581,0.494995,-31.8839068435,34.4284883375,17.69375,4.172596221,252.5,287.397433625,3.704625094,-9.351629,-0.76269,0.335405875,-9.77316764175
