DOY2,HR2,USTAR,TA,WS,NEE,FC,SC,H,LE,SLE,G,TS_1,TS_2,TS_3,RH,PA,CO2,NETRAD,PPFD_IN,SW_IN,SW_OUT,LW_IN,LW_OUT,H2O,TAU,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,0.950147,6.653,10.427454045,2.8747839860725,2.84956,0.26899461108,4.861781,55.24075,2.63364919251,1.4227880947,0.663,0.598,0.288,96.28372097,84.85035,424.920126326,0.054,0.632874999999999,1.173,3.2283384,316.6121,329.5,8.493332067675,0.0521122925,2.6014683527925,2.07197334308,1.1102801600175,7.651562575,1.4127174492625,0.5,0.852500000000001,1.7525,3.5,5.2
1,0.75,0.93652425,5.822,10.3605,2.94993944444,2.7956855,0.282181972084999,-1.53032614105,72.150555,3.77324104861,2.6621517651,0.642,0.573,0.285,96.1616487,84.83755,430.68982866175,1.326,0.552699999999999,0.85,3.1198803,318.1,329.36463,8.5761420427,0.0658502999999998,2.475647872135,2.112712590165,1.11018560498,6.916258,1.313264506075,0.5,0.852500000000001,1.7525,3.5,5.2
1,1.25,0.921541375,5.431,9.733907120145,2.56676661111,2.6915285,0.2433834027625,1.77585923088001,71.2966975,2.40092110336,4.0469414226,0.621,0.559,0.274,97.41248822,84.8218,424.241443648,2.518,0.631624999999998,0.603,2.9518191,317,329.46714,8.582475010945,0.0789859524999999,2.503473032525,2.0172816772625,1.0547655704,6.67307685,1.62479628942,0.45,0.852500000000001,1.7525,3.5,5.2
1,1.75,0.96844195,5.236,10.46352080355,2.7345835000125,2.71154125,0.105719166675,-0.979371225000001,78.4602,1.33850778322997,2.3855973625,0.632,0.563,0.276,97.708989222,84.7989,421.3540337055,3.991,0.637699999999998,0.507384,3.237,318.5,330.28722,8.52360138645,0.057190875,2.5239973330125,2.1337916276875,1.0497768568125,6.34466789999999,1.40838220226,0.4,0.852500000000001,1.7525,3.5,5.2
1,2.25,1.0311072275725,5.511,10.430975,2.905235638885,2.968313,0.240582222235,6.05714868343249,74.543915,1.28441767776499,1.386692015,0.616,0.573,0.269,96.971190176,84.79192,420.049897281,0.592,0.687024999999997,0.4,2.9782008,319.3,330.49224,8.426110082135,0.03664322,2.58377795772,2.19511752606,1.090464888605,6.33266537500001,1.2833695055,0.42625,0.87625,1.7525,3.5,5.2
1,2.75,0.92631125,6.19432500000001,10.08257426845,2.85831355556,2.69891625,0.284344497975,-1.308295,73.14873,1.73626358517,3.1116393361525,0.631850000000001,0.5635,0.282425,96.14985074645,84.787675,440.2206759325,1.894275,0.7628,0.4921,2.96972067,319.4,330.90977575,8.522235928755,0.042867325,2.48471039326,2.15062494372,1.0856252245,7.03153184999998,1.437384915675,0.452500000000001,0.9,1.7525,3.5,5.2
1,3.25,0.890928,6.03269999999997,9.54962449999999,2.9541184722475,3.01784025,0.17164125003,-0.272986400000029,65.090615,2.1359759943225,2.15260179214,0.640249999999998,0.541799999999999,0.29705,96.83151497805,84.78265,427.229960162,1.81054999999998,0.6092,0.795949999999997,3.19089168,319.79762,331.721473,8.8737365583275,0.0411297249999998,2.55759149682,2.134053580115,1.03140848472,6.74432872499998,1.1715025918,0.452500000000001,0.87625,1.72625,3.5,5.2
1,3.75,0.90165625,5.44889999999996,9.51133,3.22255722222,3.1718025,0.19049754535,-1.09436,61.450845,1.003971945405,1.653154055835,0.646599999999998,0.579299999999999,0.30155,97.724080137,84.7795,426.4915206385,2.84442490999999,0.590199999999998,0.973699999999996,2.85922225,319.708965,331.4043195,8.701078367495,0.03568811,2.3958185812625,1.9958456392625,1.0703799924,6.11554839999999,1.161890338325,0.452500000000001,0.852500000000001,1.7,3.5,5.2
1,4.25,0.92261245,5.98054999999999,9.0743365,3.1842722916825,3.18449,0.224515036604999,-1.25358756800001,60.0853275,1.2404940998125,2.4226065902725,0.653099999999999,0.582125,0.294175,98.483763991675,84.771925,424.1281574925,1.86769648499998,0.509599999999999,1.04365,2.8821828075,320.1140775,331.573896,9.19200276955,0.02756142,2.369383485435,1.9541409249725,1.0853626280475,6.45265350000001,1.5338106348975,0.47625,0.87625,1.72625,3.5,5.2
1,4.75,0.8782725,5.52049999999998,9.12849853455,3.13025316668,3.61029,0.13960329169,9.64087249999998,82.1397357789,0.842640758524997,2.64764549968749,0.6646,0.5596,0.29245,96.188306922,84.756,422.56788742125,2.594425,0.759799999999996,1.1498196,2.98205,322.426695,332.15546475,8.77874743257,0.0767092275,2.3521409030225,2.0969804800975,1.0655642666875,7.39475,1.44344388495,0.5,0.9,1.7525,3.5,5.2
1,5.25,0.87982225,6.16274999999999,9.606781342715,3.4191346110825,3.411125,0.339279547675,7.76568182649995,70.68529,2.99684023398,3.50619734138,0.66835,0.5588,0.285025,97.067935404175,84.763775,429.34449852375,2.266526425,0.788399999999994,0.924049999999999,2.9209183125,321.4991375,329.84374775,8.7366971035075,0.03786588,2.4342243678,1.87278559052,1.073402225095,6.93690905,1.138316617015,0.45,0.85,1.7525,3.5,5.2
1,5.75,0.903364425,5.84547499999999,9.6057645,3.0133354444,3.003482,0.155838527795,2.53387344296998,54.82523,0.869519668742498,2.11021379953,0.669175,0.5655,0.2852,98.70334534415,84.7747,430.515804678,3.32386706999999,0.768999999999995,1.050375,2.91085,323.3497475,329.50474175,8.80849256473,0.036420905,2.4249866904775,2.0140992917825,1.09333707224,6.01149784999999,1.37221581135,0.4,0.8,1.7525,3.5,5.2
