DOY2,HR2,TA_1_3_1,RH_1_1_1,TA_1_3_2,TA_1_4_1,TA_1_5_1,TA_1_6_1,T_BOLE_1_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,G_1_1_1,G_1_1_3,G_1_1_4,G_1_1_5,G_1_1_6,T_BOLE_2_1_1,CO2_1_2_1,CO2_1_1_1,H2O,NETRAD_1_1_1,SW_IN_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_1_1,TA_1_2_1,WS,NETRAD_1_1_2,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT_1_1_1,NETRAD_1_1_3,SW_OUT_1_1_2,PPFD_IN,PPFD_OUT,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TA_1_3_3,PA
1,0.25,-6.01955,76.6045,-7.646,-7.93305,-8.5984,-9.15505,-5.4527,-3.6116,-1.82645,-1.32785,-0.8956175,-5.8959,-12.56375,-15.68375,-22.9305,-22.827,-5.4527,362.3975,380.65,2.795,-73.80875,-1.305875,0.012572,-7.105,-41.186,-0.5341225,-0.1589875,-18.1405,-0.7026,-1.5292,-1.054988,-5.10025,-10.413,0,-55.51625,-2.445875,-3.231725,-1.68985,0,-89.744,-4.268,0,-6.15175,-0.6017675,-0.56785,-0.1310925,0.8092,1.734975,-3.634775,97.142
1,0.75,-6.42655,76.362,-7.55695,-8.06805,-8.8123,-9.3185,-5.613875,-3.8018,-1.6406,-1.3304,-0.8782875,-5.88,-12.93625,-15.27625,-23.3455,-21.9025,-5.613875,362.2425,379.5575,2.6262,-76.015,-1.246825,0.01295625,-6.153375,-49.7445,-0.6836,-0.22496,-17.14,-0.9647875,-1.4036,0.82615,-5.2978,-10.388,0,-57.158,-2.2801,-3.229875,-1.8194,0,-85.68725,-4.255875,0,-6.083875,-0.5714075,-0.54861,-0.1553375,0.78347,1.7221,-3.83975,97.1025
1,1.25,-7.1038,75.676,-7.55435,-8.66515,-9.086375,-9.46625,-5.8522,-3.8481,-1.5735,-1.3717,-0.8484,-5.792625,-12.9025,-15.08875,-23.00875,-21.6675,-5.8522,362.845,380.4,2.692,-79.5325,-1.25045,0.01425875,-5.432825,-46.531,-0.6704725,-0.13964,-18.015,-1.1766,-1.4498,0.338728,-5.278375,-10.13815,0,-61.6225,-2.29625,-3.1615,-2.03815,0,-86.5105,-4.24625,0,-6.117425,-0.5342475,-0.49391,-0.050413,0.80792,1.751325,-3.9219,97.0745
1,1.75,-6.7811,75.044,-7.5249,-8.7047,-9.218225,-9.6528,-6.2426,-4.0071,-1.73215,-1.4247,-0.8114725,-5.698875,-13.33125,-16.1575,-22.25375,-21.93375,-6.2426,362.8,380.45,2.5989,-80.15325,-1.3818,0.01390125,-5.757625,-45.68775,-0.579675,-0.2369,-18.77125,-0.909775,-1.8326,0.36106,-5.344375,-10.258,0.0013155,-60.7305,-2.101625,-3.1522,-1.649475,0,-87.0715,-4.177625,0,-6.1964,-0.55076,-0.5546675,-0.07065225,0.7731975,1.775025,-4.076325,97.063
1,2.25,-6.92805,74.11925,-7.46235,-8.584775,-8.6757,-9.189375,-6.57415,-3.816575,-1.7613,-1.461975,-0.79804,-5.8276,-14.386,-16.31,-21.156,-23.1805,-6.57415,363.45,380.705,2.716,-82.741,-1.332,0.0098278,-5.012875,-46.41375,-0.83078,-0.20526,-18.863,-0.70233,-1.5032,0.37685,-5.740125,-10.11095,0,-59.872,-1.387875,-3.0692,-1.863,0,-86.86425,-4.1442,0,-6.30115,-0.55292,-0.53912,-0.049602,0.79798,1.8162,-4.00525,97.03875
1,2.75,-7.058,77.67,-7.12295,-8.564,-9.315375,-9.8283,-6.77,-3.90525,-1.66175,-1.4893,-0.7696875,-5.853375,-14.635,-16.085,-20.89875,-22.805,-6.77,362.91,379.52,2.666625,-85.4,-1.151,0.011478,-8.485,-47,-0.407455,-0.23396,-17.74,-0.7127575,-2.0258,0.62881,-5.754,-9.7264,0,-59.5675,-1.368225,-3.0716,-1.71735,0,-89.33875,-4.234375,0,-6.2052,-0.5264025,-0.509975,-0.03121825,0.810625,1.829775,-3.984525,97.021
1,3.25,-7.03735,75.36375,-7.2598,-8.3591,-8.556325,-8.87415,-6.9013,-4.21075,-1.5717,-1.526,-0.7518475,-5.837375,-13.5825,-16.2955,-19.93625,-21.81375,-6.9013,363.25,380.045,2.6535,-81.91375,-1.1425,0.0145595,-7.5748,-46.0525,-0.3662575,-0.18572,-17.13,-0.685445,-1.5356,0.73104,-5.74815,-9.7617,0,-61.7865,-1.562025,-2.946075,-1.719,0,-88.8115,-4.068875,0,-5.9957,-0.5177875,-0.4985725,-0.02230275,0.811355,1.852025,-4.100075,97.001
1,3.75,-7.14455,74.6075,-7.70915,-8.88025,-8.855925,-9.15845,-6.9568,-4.0311,-1.5957,-1.5636,-0.7493325,-5.923625,-13.695,-16.0695,-21.168,-21.93625,-6.9568,363.35,380.6575,2.631625,-82.927,-1.191175,0.01381625,-6.561,-39.3195,-0.768025,-0.21462,-17.104,-0.6208175,-1.766325,-0.5786275,-5.803625,-9.7299,0,-62.45575,-2.1899,-2.88315,-2.2024,0,-87.737,-4.28975,0,-5.91855,-0.50951,-0.485745,-0.0367065,0.8277,1.85245,-4.015475,96.998
1,4.25,-6.9602,73.033,-7.83935,-8.557,-9.162175,-9.535575,-6.916875,-4.36625,-1.8124,-1.5948,-0.77026,-5.952625,-14.7725,-16.058,-22.036,-21.804,-6.916875,363.2,380.9,2.579875,-84.1635,-1.130025,0.009405375,-6.3006,-46.3905,-0.56618,-0.19696,-17.09875,-1.105925,-1.5339,0.6157325,-5.6388,-9.5892,0,-62.325,-1.25655,-2.8136,-2.1439,0,-87.23275,-4.107125,0,-5.97445,-0.5186,-0.4847,-0.059052,0.83202,1.8282,-4.23295,97.02275
1,4.75,-7.330625,74.16,-8.00945,-8.65025,-9.198325,-9.4739,-6.8253,-4.122375,-1.819125,-1.6415,-0.80385,-5.9602,-15.3745,-16.30375,-21.8155,-21.63,-6.8253,363.16,380.8725,2.5792,-84.59,-1.0432,0.0111745,-7.2948,-44.5125,-0.481875,-0.26692,-18.05725,-0.94845,-1.736925,1.2384,-6.0575,-9.676875,0,-61.36075,-0.77705,-2.7729,-1.46575,0,-85.309,-4.049375,0,-5.89665,-0.50643,-0.47015,-0.04662,0.825385,1.82025,-4.3753,97.06
1,5.25,-7.487,76.386,-7.97505,-9.100425,-9.262075,-9.46345,-6.704375,-4.500125,-1.755375,-1.728125,-0.7864,-5.9843,-15.188,-16.2025,-20.5915,-21.404,-6.704375,363.6,380.5125,2.563125,-83.22,-1.0455,0.01242,-6.26005,-46.0745,-0.3407125,-0.1998575,-16.99025,-1.0249875,-1.7678,0.6,-6.005375,-10.012,0,-56.91675,-0.7764,-2.7052,-1.757125,0,-87.44,-3.862625,0,-5.881,-0.497235,-0.47621,-0.0227335,0.84078,1.79505,-4.2472,97.1075
1,5.75,-7.535,76.426,-7.98965,-8.9852,-9.16145,-9.53005,-6.6218,-4.373,-1.789,-1.684375,-0.77191,-6.0129,-15.80125,-16.79,-20.149,-20.556,-6.6218,364.7425,381.3625,2.5701,-82.668,-1.0298,0.013425,-7.8185,-51.468,-0.26675,-0.23111,-17.59575,-0.91452,-1.657425,0.42054,-6.2525,-9.776625,0,-55.73375,-0.809325,-2.605275,-1.0569,0,-89.885,-3.9275,0,-5.955325,-0.477885,-0.43966,-0.027967,0.85731,1.80165,-4.45295,97.169
1,6.25,-7.757125,76.258,-7.9397,-9.0568,-9.254675,-9.7111,-6.60375,-3.613875,-1.770375,-1.72625,-0.795805,-6.02005,-16.0325,-17.509,-20.281,-20.394,-6.60375,364.7175,380.6525,2.61465,-81.957,-1.0094875,0.00980475,-7.0489,-40.7075,-0.5583,-0.339835,-16.884,-0.754795,-1.660125,0.7259,-6.3175,-9.673125,0,-54.3375,-1.0778,-2.515025,-1.247025,0,-87.64375,-3.861,0,-6.1255,-0.439405,-0.41654,-0.010322,0.85807,1.78985,-4.6516,97.20275
1,6.75,-7.569,76.2285,-8.043875,-8.649425,-9.0732,-9.57835,-6.647875,-4.316,-1.844125,-1.768,-0.80437,-6.04585,-15.70125,-16.883,-22.594,-20.166,-6.647875,363.5325,380.405,2.67455,-78.147,-0.99956,0.007055875,-7.619125,-46.268,-0.9853475,-0.24072,-19.8085,-1.05872,-1.9859,-4.5719325,-5.918875,-9.851375,0,-54.38475,-1.15385,-2.481725,-1.613025,-0.0017395,-86.56075,-3.85075,0,-6.1765,-0.43798,-0.40856,0.017122,0.84874,1.83295,-4.967575,97.2215
