DOY2,HR2,CO2,FC,H2O,SC,H,LE,SH,PA,T_SONIC,PPFD_IN,TAU,USTAR,WS,G_1_3_1,G_2_3_1,LW_OUT,SW_IN,SW_OUT,SLE,RH_1_1_1,RH_2_1_1,TA_1_1_1,TA_2_1_1,VPD_1_1_1,VPD_2_1_1,LW_IN
1,0.25,383.96398235,0.602549775,8.9757412905,-0.0582,-52.1969485,-3.9433972,-6.52799347925,97.0485438975,17.44867935,-0.001,-0.12726360425,0.20655299825,1.63122046625,-13.4,-6.206,375.8,-3.9865,1.0035,-3.7687458935,38.91,44.74541336,12.45,13.635230875,5.747567674,5.690045926,305.175
1,0.75,383.7454188,0.504119393,8.7906534,-0.101924068,-64.84039153,-1.505281223,-5.89032232375,97.035317705,16.9393901,0,-0.1426067205,0.23063298375,1.69081022775,-13.4025,-7.02225,375.225,-3.9965,0.976,-2.988531747,38.90199322,46.54187186,12.1051944,13.25,5.17376928,5.001827044,304.025
1,1.25,384.58635765,0.680980428,8.523521395,-0.0876,-70.4467553725,-2.38885499975,-5.01038886775,97.01732824,16.695183825,0,-0.1523134525,0.236575064,1.8216503205,-13.41,-8.06475,372.4,-4.01675,0.94625,-2.453753687,41.5330428125,46.84813181,11.6241755,13.1221349,4.9864167545,5.0831878635,301.65
1,1.75,384.1972472,0.724133671,8.5667693765,-0.150169953,-72.679627,-5.129774136,-3.836413781,97.006655335,16.67487475,-0.001,-0.15806966975,0.28668434275,1.94002724475,-13.44,-8.9025,372.825,-3.79475,1.0535,-3.2598956625,41.9778447275,47.585867305,11.465,12.7975,4.97972318375,5.1219497585,301.75
1,2.25,383.8268532,0.466871774,8.5621640175,-0.130968901,-74.7591303275,-1.88452100675,-4.55062941775,96.999103925,16.27853155,0,-0.1682901815,0.240547153,1.99385570275,-13.49,-9.0825,369.075,-3.7525,0.9405,-3.505351377,41.43,47.99621026,11.072193275,12.225,4.807834231,4.8540834905,301.2
1,2.75,384.00230535,0.5145888815,8.6294211715,-0.187741688,-80.15990103,0.35516200875,-3.35991892775,96.9807741075,16.11661675,0,-0.15080476075,0.25925794025,1.94352463625,-13.5275,-9.29,367.85,-3.57475,0.9745,-2.5446864475,43.54031452,49.54181668,10.83947945,11.95,4.864961749,4.6674716915,301.6
1,3.25,383.2068288,0.4641456945,8.6544961825,-0.08955,-74.54011403,-2.041463737,-5.52408401425,96.970972685,15.630112525,0,-0.17757495825,0.20194206275,1.5715371405,-13.6225,-9.65,366.825,-3.7125,0.979,-4.4505275075,42.40702396,51.27607112,10.1220418,11.769072925,4.531724679,4.823853374,299.775
1,3.75,383.8278119,0.2890337205,9.0479718985,-0.1768129545,-76.706226095,-0.988269771,-3.9393861215,96.957684855,15.40350205,0,-0.15988724725,0.26005141975,1.9564260475,-13.6625,-10.2225,365.65,-3.641,0.87425,-2.423890775,44.15924023,53.46722381,9.96589705,11.46652625,4.220886189,4.1065089365,297.825
1,4.25,382.91672275,0.46469454,8.7285877775,-0.2560490215,-80.25520944,-0.97675932525,-2.89255321575,96.9521497675,15.535039425,-0.001,-0.18398490375,0.25382789025,1.97544257525,-13.9325,-10.65,364.85,-3.4405,0.922,-3.5498000845,43.72129632,53.019310985,10.1950575,11.1975,4.142712329,3.8404001025,298.275
1,4.75,383.05899655,0.416287554,8.976323435,-0.176568657,-74.48424321,1.00226857975,-3.610981527,96.9564589375,15.138797875,-0.00025,-0.17732506425,0.257706858,1.9035243765,-14.1375,-10.82,365.725,-3.56775,0.931,-3.0029713105,43.169074745,54.857230055,9.79516285,11.0075,4.07893866975,3.864704149,298.525
