DOY2,HR2,FC,CO2,CO2_SIGMA,LE,H2O,H2O_SIGMA,H,T_SONIC,T_SONIC_SIGMA,WS,USTAR,W_SIGMA,U_SIGMA,V_SIGMA,TA,VPD,RH,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD,SW_IN_1_1_1,PPFD_IN,PPFD_OUT,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,PPFD_DIF,TAU,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,G_4_2_1,G_4_3_1,G_4_4_1,G_4_5_1,NETRAD_1_1_2
1,0.25,-6.58604,382.9391902,0.547747625,-8.938273,3.526985,0.0172409175,-52.85,5.5083425,0.074991425,0.320851,0.038956,0.0446225,0.1649392,0.17361915,-0.1102075,0,44.3935,98.6015,3.7825,4.71265,5.957775,7.551125,8.8336,-28.84615,-78.763325,-3.34968,0,0,0,0,234.914,309.342,0.332,-0.69277165,6.378275,7.47655,8.80675,9.909,10.97675,6.8578,7.389225,8.61125,9.75225,10.63675,7.500225,8.18225,8.94925,9.9735,10.75475,-17.851675,-27.8211625,-22.3434775,-4.2765,-4.16555,-2.55585,-1.150625,-1.038575,-83.329
1,0.75,-10.64455,380.2693303,0.546778325,-11.456,3.7454607,0.018727275,-53.50858,5.6691095,0.08146045,0.294371,0.04630955,0.045844925,0.162953025,0.168011075,-0.26857375,0,43.291325,98.6,3.6705775,4.55778,5.8641425,7.5090675,8.842715,-28.57675,-78.963375,-3.34968,0,0,0,0,236.218,307.981,0.332,-0.7653885,6.279025,7.3842,8.7245,9.8445,10.969,6.753925,7.3119,8.559,9.74675,10.65225,7.41515,8.12225,8.9635,9.95125,10.76475,-17.155765,-27.43264,-22.4970175,-4.24115,-4.2066,-2.648025,-1.188325,-1.06225,-80.7045
1,1.25,-5.706075,384.4351371,0.5411418,-13.825475,3.656616075,0.017180275,-53.695925,5.551,0.081982,0.30526025,0.047802875,0.04961085,0.18432715,0.180362125,-0.548875,0,42.375275,98.5915,3.49763,4.43948,5.77844,7.4217125,8.8468225,-27.9774,-79.338,-3.34968,0,0,0,0,233.384,307.8355,0.332,-0.7057804,6.145375,7.2817,8.6345,9.78225,10.96675,6.664375,7.235975,8.48675,9.7235,10.65675,7.384175,8.0225,8.9445,9.92125,10.7725,-17.0819375,-28.144535,-22.6045,-4.263325,-4.18905,-2.724675,-1.232225,-1.068325,-80.89225
1,1.75,-6.511015,382.25627,0.555626,-10.28523,3.49891615,0.0189063,-48.3137,5.528725,0.08019475,0.3010075,0.04301725,0.0457455,0.177394,0.17435825,-0.6046275,0,42.897075,98.6015,3.417155,4.392205,5.7272775,7.34197,8.83058,-27.971725,-79.066,-3.34968,0,0,0,0,236.978,307.98,0.332,-0.6465258,6.0516,7.179475,8.5445,9.729,10.95675,6.579775,7.179125,8.41225,9.6935,10.63225,7.346875,7.900025,8.86675,9.89675,10.747,-17.205035,-28.33248,-22.6177525,-4.31075,-4.26935,-2.7894,-1.272175,-1.09805,-81.41475
1,2.25,-4.88324375,382.44101525,0.552716,-23.0222,2.9596705,0.01920809,-57.6524,5.20302,0.0757307,0.30849025,0.042533425,0.048227675,0.176432625,0.184973125,-0.70285,0,44.0773,98.6,3.256355,4.2265225,5.6990025,7.28265,8.807645,-28.5555,-77.6258,-3.34968,0,0,0,0,233.668,308.75975,0.332,-0.448332425,5.97295,7.082775,8.46225,9.708,10.94675,6.512025,7.097275,8.329,9.6735,10.63675,7.2792,7.833975,8.81125,9.85675,10.75475,-17.230765,-28.7418875,-22.7234625,-4.432325,-4.362025,-2.838025,-1.29505,-1.1244,-83.8765
1,2.75,-6.32082,382.9672569,0.533423275,-8.867508,2.6615259,0.0190000375,-55.6045,5.1431975,0.0681299,0.314449,0.0464739,0.0491428,0.1770336,0.1793528,-0.9114,0,44.18675,98.59125,3.0312,4.1071,5.6359,7.25236,8.80286,-27.8908,-76.77685,-3.34968,0,0,0,0,232.98175,308.34,0.332,-0.5308314,5.908425,7.00385,8.39225,9.698,10.9445,6.44735,7.03405,8.26125,9.659,10.629,7.217325,7.78085,8.7445,9.8135,10.76475,-18.1244625,-29.0097725,-23.55944,-4.510625,-4.425375,-2.903725,-1.325775,-1.131825,-81.52675
1,3.25,-4.5986875,381.625246,0.5102321,-7.7542,3.097265,0.02008716,-52.82803,5.156925,0.0772643625,0.3209975,0.04451275,0.0494475,0.165335875,0.17420375,-0.94581225,0,43.07475,98.59125,2.899005,4.00005,5.5723,7.19188,8.7817975,-27.6578,-75.7408,-3.34968,0,0,0,0,231.629,307.9085,0.332,-0.4967922,5.7915,6.8938,8.29125,9.679,10.93675,6.328575,6.9367,8.2045,9.629,10.6245,7.13905,7.73045,8.65675,9.77025,10.7515,-18.33793,-29.1961,-23.7646,-4.475,-4.5071,-2.97325,-1.366625,-1.13735,-81.54975
1,3.75,-4.7611375,377.112821275,0.4984898,-9.225906,3.155126125,0.01778475,-52.02796,5.077776,0.07418355,0.224571,0.04673475,0.04715549,0.17755985,0.18368025,-1.0359,0,43.0484,98.567625,3.01222,3.97292,5.52814,7.14262,8.7799,-28.554425,-77.5038,-3.34968,0,0,0,0,230.477,306.30925,0.332,-0.6238708,5.6304,6.7219,8.17475,9.63125,10.93225,6.14655,6.788475,8.10025,9.62225,10.63,6.992925,7.67175,8.58125,9.71475,10.74925,-18.4610075,-28.418575,-23.649445,-4.51435,-4.493825,-3.038825,-1.403175,-1.1423,-79.94475
1,4.25,-7.91746,383.758714325,0.519456,-6.403315,3.1322267,0.0175506,-52.94848,4.8622425,0.0903605575,0.30548305,0.049281125,0.051356575,0.1803838,0.18624075,-1.07837,0,43.3055,98.556,2.9034,3.92106,5.4899,7.09242,8.77666,-28.29525,-78.15695,-3.34968,0,0,0,0,230.754,306.7845,0.332,-0.664957,5.44825,6.56925,8.066,9.577,10.92225,5.98345,6.65425,8.02375,9.60225,10.62225,6.8199,7.5724,8.4935,9.71125,10.74475,-17.8313975,-29.3743,-24.8978125,-4.5813,-4.50595,-3.053325,-1.438275,-1.1504,-79.53475
1,4.75,-6.9623,379.6696865,0.511495,-19.007025,2.6204549,0.018959,-54.499,4.91951,0.08027565,0.281821525,0.05134965,0.048088,0.173841875,0.183126275,-1.05553,0,43.12175,98.51975,2.6945,3.8258,5.4346,7.04354,8.77642,-28.8513,-77.0556,-3.34968,0,0,0,0,231.14925,306.5165,0.332,-0.51893855,5.317025,6.49645,7.957325,9.5205,10.91225,5.843975,6.539675,7.97515,9.5645,10.62,6.6665,7.444575,8.419,9.71,10.7425,-17.4587,-29.710265,-24.9247,-4.612275,-4.513325,-3.109125,-1.500425,-1.1841,-79.6
