DOY2,HR2,USTAR,TA,WS,FC,H,LE,TS_1,RH,PA,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,CO2,FCH4,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,0.23899052725,-15.9270575,3.67620025,0.32665174925,0.0043053,1.400579949,-6.4744,79.314365,95.803765,0.50099923,0.3336927,0.53065485,-0.079137165,0.002,0.457,213.245,222.3475,2.601370796,-2.355175,-1.52543525,-1.2117545,-2.53157725,375.66113095,15.7056705,-1.933262,-1.551116,-1.153464,-0.33820995,-0.05339031,-2.507736,-2.0925935,-1.4829825,-0.94962545,-0.6581041,-3.3239735,-2.9562505,-1.8380295,-1.555295,-1.3636795,-1.4342095,-1.287157,-1.334464,-0.41900225,-0.23853355
1,0.75,0.2659487365,-15.909,3.77111925,0.34029046425,7.4588309035,0.801824186,-6.4815,79.171845,95.826,0.4729,0.1189075,0.55293,-0.083692125,-0.0045,0.5015,213.2,221.4925,2.566042987,-2.3575,-1.492632,-1.189307,-2.530521,375.7408698,16.96924725,-1.90051725,-1.54006675,-1.23334825,-0.335247125,-0.105486175,-2.54023475,-2.07168475,-1.4698055,-0.9809394,-0.74508695,-3.34963325,-2.96077875,-1.8729975,-1.560173,-1.39503925,-1.45060075,-1.31846725,-1.34593875,-0.49662735,-0.3343264
1,1.25,0.2525526425,-15.873,3.7440655,0.3080774585,4.310990809,0.86086824675,-6.49,79.5199775,95.772775,0.40262138,0.100476,0.564894725,-0.05046541,0.0225,0.58825,214.7825,221.3125,2.6999136265,-2.3565,-1.492575,-1.193163,-2.533384,373.5326872,11.7353075,-1.980223,-1.56276875,-1.285362,-0.41047305,-0.17598325,-2.56976725,-2.16155275,-1.61520725,-1.139801,-0.888184025,-3.486945,-3.2049655,-2.00825775,-1.69621625,-1.51303725,-1.639792,-1.437349,-1.4620565,-0.666039175,-0.4343501
1,1.75,0.25159012025,-15.65606,3.884963,0.241938754,5.876167058,0.75105169575,-6.497,79.4095,95.7975,0.36652488,0.234334,0.58379055,-0.016923905,0.004,0.50175,214.725,221.2975,2.7407207155,-2.3427,-1.496047,-1.194623,-2.530745,375.3778201,16.8795515,-1.94902,-1.60887875,-1.31617575,-0.4859154,-0.206603375,-2.65543125,-2.2246875,-1.69285675,-1.236267,-0.9640601,-3.5929685,-3.300314,-2.05642275,-1.6565155,-1.53244275,-1.71658125,-1.538253,-1.62325725,-0.655342925,-0.462794675
1,2.25,0.2667886055,-16.1481,3.7626,0.301206933,8.7766373205,0.964275572,-6.5028,79.0652725,95.793015,0.397958475,0.20038085,0.50934535,-0.0514218725,0.01725,0.5235,217.7425,221.4175,2.63268317975,-2.3055,-1.501277,-1.199181,-2.533575,374.070739675,19.45474375,-2.01754325,-1.730028,-1.3698025,-0.535336425,-0.28890395,-2.733255,-2.29190675,-1.7490005,-1.3155355,-1.0226475,-3.54958275,-3.3575205,-2.09485,-1.79904225,-1.554238,-1.7420025,-1.583751,-1.70001325,-0.661913,-0.497902975
1,2.75,0.26787558475,-16.19381,3.80730825,0.30841287325,3.38414749425,0.56682338375,-6.50385,79.12825,95.78557,0.4111773075,0.27465,0.603594975,-0.0736624175,0.00275,0.5155,218.0275,221.935,2.885114866,-2.2995,-1.50273,-1.20017,-2.542702,374.86477435,27.13758525,-2.1287935,-1.7632865,-1.3767175,-0.554011875,-0.3298235,-2.8062805,-2.3277165,-1.740065,-1.2763685,-1.05143775,-3.5459325,-3.34912925,-2.101821,-1.797001,-1.59321375,-1.81239775,-1.59555875,-1.71534875,-0.682632625,-0.545955575
1,3.25,0.244377224,-16.61458,3.79274,0.2772003545,3.444832348,0.4527147545,-6.50665,79.43086,95.6755,0.39283283525,0.48928,0.557978,-0.0702009375,0.009,0.40325,218.045,224.0675,2.918665118,-2.3187,-1.498486,-1.205997,-2.534649,374.7161283,26.374460625,-2.135555,-1.797064,-1.38196575,-0.5673824,-0.27525355,-2.788747,-2.30793275,-1.74136625,-1.252447,-1.053292,-3.53625,-3.383784,-2.160907,-1.819397,-1.60307225,-1.8464265,-1.613697,-1.77795225,-0.702582425,-0.514089525
1,3.75,0.2493520415,-16.50988,3.66238025,0.229340446,2.9984761265,0.412080972,-6.51425,79.3176025,95.697,0.459378662,0.337798925,0.5743925,-0.01823468,0.01225,0.55975,218.655,226.01,2.9409255245,-2.3606,-1.497496,-1.207533,-2.528676,373.088907675,25.611336,-2.1374135,-1.6878185,-1.312752,-0.466239525,-0.21033805,-2.70894925,-2.2545575,-1.7070505,-1.2896085,-1.07005775,-3.534889,-3.39851925,-2.21205975,-1.79241825,-1.604095,-1.74378875,-1.5948985,-1.733823,-0.636428025,-0.46386615
1,4.25,0.26101568,-16.383,3.799456,0.27138,3.274143424,0.963477076,-6.52875,79.41127,95.8808625,0.4333533365,0.2022625,0.569755,-0.0210564125,-0.00275,0.39725,214.8475,223.7475,2.8178822735,-2.3581,-1.490544,-1.21321,-2.5361,374.44671445,29.179045,-2.0632835,-1.649406,-1.34204625,-0.4948347,-0.2063515,-2.6726255,-2.19386425,-1.68278025,-1.2395205,-1.040691,-3.4105605,-3.3044325,-2.14496,-1.73407225,-1.6031905,-1.76312275,-1.5735855,-1.70711775,-0.521100675,-0.411965475
1,4.75,0.275425323,-16.40445,3.8128,0.36501983,5.89199474425,1.133619926,-6.54545,79.6505,95.74,0.39269690025,0.2699625,0.517835,0.00073855875,0.01275,0.385,214.2925,223.33,2.8601928815,-2.3627,-1.49157,-1.215771,-2.5525,375.2897646,18.22885175,-1.95844,-1.64186475,-1.2607945,-0.372409625,-0.1657184,-2.68440625,-2.190163,-1.6298325,-1.08781875,-0.80762435,-3.31216,-3.20202675,-1.99158375,-1.731954,-1.487868,-1.70410825,-1.48139475,-1.55203925,-0.502565475,-0.437309875
1,5.25,0.26203233075,-16.01834,3.915016,0.29425836575,6.409055161,0.582046831,-6.54705,79.75838,95.7743125,0.351907145,0.0187225,0.60528605,-0.05565738,0.01725,0.4535,215.41,223.755,2.89760271925,-2.3664,-1.4604,-1.21875,-2.5654,373.9822884,18.1195405,-1.888897,-1.573475,-1.205588,-0.273417525,-0.0846421925,-2.59322625,-2.14433875,-1.55350525,-1.0595375,-0.740316375,-3.2858805,-3.0152495,-1.87216,-1.6022515,-1.387897,-1.556111,-1.3587405,-1.430635,-0.47340065,-0.35228395
1,5.75,0.250881451,-15.24799,3.7255805,0.347268886,1.91692448725,0.45695858125,-6.520625,79.0743575,95.7471525,0.4284879745,0.5155425,0.55357,-0.01362,0,0.3615,216.105,224.0775,2.71187476175,-2.36055,-1.4347955,-1.22229325,-2.5734075,374.652580275,29.010859,-1.88910375,-1.586373,-1.1957125,-0.3006516,-0.055297985,-2.557761,-2.13416825,-1.55114925,-0.984257,-0.6873685,-3.30441725,-3.02484425,-1.84271725,-1.56609475,-1.4131275,-1.5586425,-1.3656915,-1.35822025,-0.500633775,-0.3150417
1,6.25,0.23269182,-15.184415,3.92068075,0.3187860505,3.172681321,0.351779503,-6.51995,79.56693,95.742,0.4327627375,0.26359,0.6067175,-0.0378239625,0.008,0.37075,215.925,223.01,2.71514767975,-2.365925,-1.4435425,-1.222203,-2.57640425,373.6150076,21.0171315,-1.92976925,-1.5593665,-1.2099705,-0.2787341,-0.08179903,-2.554269,-2.1465095,-1.51601675,-0.97449005,-0.66527645,-3.20523125,-2.92855925,-1.88947475,-1.546715,-1.37463275,-1.53676825,-1.340967,-1.351601,-0.5007379,-0.3300045
1,6.75,0.274346782,-15.0282625,3.7006955,0.2995903275,2.628218212,0.216189884,-6.523925,78.90475,95.6971875,0.428502005,0.274865,0.524134525,-0.12203,-0.0035,0.34675,217.015,222.6875,2.88409967575,-2.3663,-1.4486985,-1.22977275,-2.5951,373.6570671,24.719545,-1.94178775,-1.509685,-1.1915345,-0.354744875,-0.0970723025,-2.526777,-2.081843,-1.52217,-0.9986726,-0.7651569,-3.1755085,-2.9956485,-1.90419375,-1.4822755,-1.291861,-1.541016,-1.34823525,-1.40903025,-0.459121675,-0.27902565
1,7.25,0.307702267,-14.98576,3.895416,0.31322,0.33995030575,0.507462585,-6.530275,78.8287575,95.712,0.39566968175,0.4662425,0.58782765,-0.00356963575,0.029,0.49625,214.9475,223.22,2.9066721835,-2.373525,-1.449498,-1.23774125,-2.607853,373.3230308,30.522632,-1.92516025,-1.53741125,-1.21662675,-0.3841202,-0.1463896,-2.52318775,-2.09323575,-1.58293325,-1.0289435,-0.779774625,-3.2599795,-3.00175275,-2.01278675,-1.553037,-1.37900675,-1.54181475,-1.31320075,-1.428783,-0.49510215,-0.330337075
1,7.75,0.29414804625,-14.4091075,3.82795975,0.24768935375,1.727840521,0.441418107,-6.535575,78.873,95.674,0.424925023,0.476971725,0.565751175,-0.0143434425,0.01325,0.4845,217.2675,223.6075,2.852122374,-2.375875,-1.441782,-1.24066175,-2.60284125,373.963585,26.39274625,-1.93956375,-1.58971925,-1.19509525,-0.33317975,-0.0836931025,-2.5588515,-2.125094,-1.5545095,-1.05616725,-0.7571171,-3.26868275,-2.98898525,-1.9935315,-1.553821,-1.3171225,-1.5680375,-1.3814475,-1.442471,-0.470020075,-0.272184175
1,8.25,0.252775,-14.28864,3.6988,0.258488908,2.560126048,0.676114795,-6.537525,79.03379,95.695,0.4258015275,0.416768375,0.5324341,-0.058827135,0.0145,0.36175,216.1075,223.4675,3.178479598,-2.3736,-1.43135175,-1.24276525,-2.60166675,373.1793931,23.6199835,-1.93057525,-1.521337,-1.18450075,-0.343105375,-0.0721427725,-2.51048725,-2.040216,-1.5163235,-1.0586565,-0.734327775,-3.254196,-3.0055735,-1.93847625,-1.55469525,-1.301839,-1.53482325,-1.37158475,-1.346023,-0.480282325,-0.290406875
