DOY2,HR2,WS,U_SIGMA,V_SIGMA,W_SIGMA,TA,RH,PA,T_SONIC,CO2,H2O,FC,NEE,H,LE,USTAR,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,G_1_1_1,G_1_1_2,G_1_1_3,G_1_1_A,TS_1_1_1,TS_1_1_2,TS_1_1_3,TS_1_1_A,TS_2_2_1,TS_2_2_2,TS_2_2_3,TS_2_2_4,TS_2_2_5,TS_2_2_6,TS_2_2_A,TS_2_3_1,TS_2_3_2,TS_2_3_3,TS_2_3_4,TS_2_3_5,TS_2_3_6,TS_2_3_A,T_SONIC_SIGMA
1,0.25,12.9184,4.45195,4.364865,1.08968,-9.08088430000001,94.295065,104.710375,10.4459,594.490715,4.8222575,1.669445,1.669445,20.7668874999999,2.762375,1.6128575,1.628605,264.05125,262.10525,0.0323,0.04025,-3.134625,-3.017825,-1.247775,-2.862675,-4.589225,-4.762275,-4.65295,-4.66815,-8.61823,-4.95813,-9.88467,-8.21521,-5.44566,-5.98994,-7.192,-7.84341,-4.45256,0,-7.44529,-3.99789,-4.383775,-6.2418,1.2421275
1,0.75,12.8147975,2.811395,2.47876000000001,1.33812499999999,-8.79426190000001,93.8309375,104.72505,10.4618,594.9614,4.38015,0.630655,0.630655,5.29241499999999,5.89685,2.28416,2.1662325,261.9915,263.24925,0.0249,0.0507925,-3.1774,-2.8921,-1.447725,-2.790325,-4.595375,-4.769025,-4.6578,-4.674075,-8.63132,-4.96383,-9.8827,-8.2133,-5.45068,-5.99282,-7.20075,-7.85189,-4.45843,0,-7.44996,-3.997235,-4.38767,-6.24495,0.601215
1,1.25,12.814745,2.799525,2.9699675,0.826199999999998,-7.55663800000003,94.28447,104.68815,10.71714,596.919565,4.36131,0.757475,0.757475,54.38585,12.00664,1.008175,1.927645,260.73525,262.599,0.01629,0.0495049999999997,-3.17585,-2.805275,-1.494225,-2.836275,-4.599525,-4.7715,-4.66155,-4.677525,-8.64632,-4.97399,-9.87744,-8.21327,-5.44397,-5.99775,-7.2097,-7.87419,-4.45836,0,-7.4486,-4.006405,-4.39457,-6.25463,2.48014
1,1.75,12.4563,2.7617425,2.74455,0.7312025,-7.7835121,93.929845,104.6376125,11.41201,607.422985,4.3059,0.8119,0.8119,20.9971,3.65362000000001,0.7553225,2.3828375,257.50725,262.74275,0.0149975,0.0534600000000001,-3.28485,-2.651525,-1.368375,-2.835,-4.603775,-4.77425,-4.6653,-4.681075,-8.66083999999999,-4.97197,-9.86989,-8.20711,-5.45821,-5.99834,-7.2191,-7.87621,-4.4669,0,-7.46516,-4.009465,-4.394845,-6.2592,2.62762
1,2.25,12.954685,2.7393325,4.10467,2.10759,-7.08859112499999,93.7397,104.6299,11.7318375,605.0025175,4.145245,0.96809,0.96809,1.86479499999998,27.9056125,1.9660125,1.7917075,260.9193,262.75165,0.0224,0.0305649999999999,-3.136275,-2.749,-1.299425,-2.734675,-4.614775,-4.778575,-4.6715,-4.6883,-8.66514,-4.98039,-9.86608,-8.2083,-5.46632,-6.0072,-7.22643,-7.88739,-4.46447,0,-7.47322,-4.009725,-4.399595,-6.26678,1.38878
1,2.75,13.0068425,2.5963275,4.40270249999999,1.50679999999999,-6.69812085,93.107265,104.6232875,11.98224,593.7819475,4.103565,2.1038,2.1038,14.57,2.843415,0.7889625,1.1941,262.64875,262.95725,0.0211225,0.0500399999999996,-3.14965,-2.91545,-1.413075,-2.858,-4.640725,-4.78145,-4.676775,-4.69965,-8.68816,-4.98385,-9.87764,-8.22337,-5.46496,-6.02162,-7.23769,-7.89623,-4.46835,0,-7.47895,-4.014015,-4.40545,-6.27287,0.36848
1,3.25,13.09784,2.30698,2.88533249999999,1.18735,-6.36840000000001,93.23313,104.6377125,10.63816,589.455635,4.253995,4.97150749999998,4.97150749999998,39.6692849999998,4.13921749999998,0.699655,1.679535,260.50675,262.1045,0.0202299999999999,0.02543,-3.12675,-2.36555,-1.4088,-2.76615,-4.6545,-4.786275,-4.681075,-4.7073,-8.69406,-4.99238,-9.88953,-8.23433,-5.47268,-6.02546,-7.2484,-7.90824,-4.46961,0,-7.47589,-4.011075,-4.41047,-6.27943,2.45599
1,3.75,13.30692,2.849485,5.17802499999999,1.04846249999999,-6.55720435000001,93.93922,104.66848,9.94201,589.6688,4.266285,0.767739999999999,0.767739999999999,13.14605,2.03265249999999,1.70094,2.45872,258.4345,261.794,0.02172,0.0339225,-2.9151,-2.5604,-1.30495,-2.650025,-4.6653,-4.792275,-4.68335,-4.713675,-8.71223,-4.99559,-9.88403,-8.24946,-5.4752,-6.03699,-7.25735,-7.91369,-4.4653,0,-7.4864,-4.016475,-4.411855,-6.28499,0.8446025
1,4.25,13.267,2.96255,3.533965,0.78884,-6.83721955000001,89.92942,104.72406,9.33115,588.6459425,4.0567825,3.0661175,3.0661175,20.7225349999999,6.37425,1.638065,1.747835,258.48575,260.56075,0.019825,0.0241599999999999,-2.945775,-2.353525,-1.37915,-2.72895,-4.6715,-4.804675,-4.6854,-4.720525,-8.72736,-5.0009,-9.88683,-8.25543,-5.47664,-6.04338,-7.26649,-7.9267,-4.4685,0,-7.49593,-4.021145,-4.420075,-6.29151,3.413555
1,4.75,12.9250525,3.772435,2.551015,1.3794,-6.93415510000002,91.395885,104.7222,8.32384750000001,587.9080625,3.8207,2.931305,2.931305,43.9024,4.29615499999998,0.996559999999999,1.7057,260.370375,260.893,0.0249,0.038505,-3.158825,-2.404025,-1.535175,-2.826025,-4.677325,-4.823575,-4.6867,-4.7292,-8.73894,-5.00315,-9.88955,-8.25708,-5.47794,-6.04708,-7.27367,-7.9391,-4.47194,0,-7.5044,-4.025405,-4.4253,-6.29938,3.4412925
