DOY2,HR2,FC,SC,NEE,LE,USTAR,H,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,7.9027773584931,5.02807219233639,4.29404675632155,30.4753147033098,0.929952536473394,25.6389824788906,1.59867861340318,434.151995119063,22.1099062495445,441.703735845327,22.8450517801684,439.946297218911,447.873722197607,22.8400451755815,441.102537824816,446.264543386965,22.7070013431287,444.798944257961,449.529859734035,22.7051601131102,446.758719562091,460.140576134039,21.2771679045903,448.75186596245,496.013707227326,22.8459843869243,500.154276506629,4.99268239618374,21.104893882255,0.414801228408673,4.6835,4.0765,2.0335,1.1645,0.5325,19.17444,18.0542,17.75338,19.2869125,17.820825,18.238575,18.0429675,103.055593,98.04675,7.3851625,17.9045,17.32525,17.421,17.4005,20.6075,1.805,-0.0100000000000009,3.2,2.071,406.01,410.575,404.96,399.2,-0.0395,1.341,0.39075,0.38,0.49,0.1545,0.97025,21.7495,20.326,14.11115,11.1027,13.63545,11.5727,14.0412,15.71675,16.1002,16.837625,13.8372,13.79705,13.307925,13.2328,13.15025,13.8738,13.3518,13.9591,15.8809,15.27725,14.25915,14.1734,14.20975,14.42795,14.7521,15.23945,17.1259,14.3653,14.2398,13.4461,14.11515,13.82415,14.1273,14.30345,14.71945,15.31065,11.0473,13.8913,13.52185,11.6532,2.8055,12.8958,1.24999999999999
1,0.75,3.91633544662173,4.5867935735383,2.87929753588888,35.5500768397294,0.958724693187501,15.1790316583927,1.40679242324229,435.062677084445,22.8303419422176,440.886209417108,22.1874848446562,441.431237325774,448.840242057759,22.4899796500522,442.222776964982,448.185088742579,22.3013708611489,449.801379792692,455.598937326929,22.515184005715,451.69219764531,459.187603321779,20.4931464170226,453.457412837473,510.855262180762,23.0194886571364,499.082695668638,4.92612836886661,21.2785935296825,0.430465915374152,4.6695,4.10825,1.88125,1.11175,0.53975,19.5888,18.193275,17.76074,19.5867825,17.7501175,18.53019,18.25383,103.038205,97.816,7.181415,17.9975,17.218,17.48075,17.1635,20.71875,1.7,0.11325,3.1,1.9505,408.105,412.45,405.36,398.36,-0.03,1.252,0.4,0.38,0.48,0.1515,0.9355,21.556,20.452,14.04575,11.0802,13.6489,11.5507,14.0505,15.71115,16.12225,16.84035,13.821825,13.7682,13.304175,13.241375,13.143225,13.871,13.3443,13.9506,15.8845,15.1949,14.30005,14.18435,14.2006,14.4312,14.753725,15.2364,17.12485,14.38355,14.20695,13.43445,14.1039,13.8164,14.1071,14.25275,14.71185,15.30175,11.0336,13.83915,13.5433,11.6614,0.878375,13.67695,2.1195
1,1.25,4.86405888070968,2.21978998301653,2.87009535883363,36.1265160380797,0.875950858803723,14.1169343766819,1.38049647919235,433.88052045425,22.3936599159922,442.742335450651,22.8840260558519,437.936203642292,446.579980304304,23.1017338719619,440.961759107811,451.751008869231,22.8106792406329,442.307638391234,455.858045235741,22.9144180124336,454.60936000983,460.883364364792,22.1424582938721,455.11430995858,499.905096601606,22.8936910844784,507.690980403632,4.76202333949103,21.3600917306708,0.415599381340722,4.6115,3.9185,1.78425,1.026,0.4885,19.530155,18.084475,17.61804,19.64483,17.604315,18.35069,17.8970325,103.009288,97.8325,7.101985,18.1085,17.19325,17.612,16.9595,20.555,1.705,0.185,3.1,1.876,412.72,411.745,404.94,397.7,-0.03,1.272,0.39,0.37225,0.49,0.17,0.905,21.69075,20.526,13.9822,11.0811,13.6575,11.5723,14.0564,15.7172,16.0856,16.83735,13.787025,13.72055,13.29295,13.25095,13.1352,13.8688,13.3373,13.9398,15.8743,15.10565,14.3069,14.1963,14.2005,14.4354,14.748225,15.23335,17.1229,14.2471,14.1744,13.4335,14.0696,13.796475,14.0752,14.207,14.7631,15.28985,11.0481,13.77685,13.5658,11.6685,0.7051,14.528875,2.13
1,1.75,3.96555318143637,4.18827177886327,4.79539020679601,32.2331384062813,0.953998452572259,29.8447468883411,1.44310694237655,441.940190664223,23.149869999193,444.042620406762,22.9742731040531,438.596364645163,449.664346166901,23.2874524458535,443.440798070332,449.864685758137,23.0848084168832,446.605284990838,459.704980286986,23.1800254137596,456.558872027996,470.595546054571,22.5562617766451,462.304402905551,494.179762279094,22.8517172061052,543.162635117522,5.21459938840796,21.6126154895794,0.437710098455382,4.998,4.3935,2.09675,1.1445,0.52,19.84271,18.244475,17.65596,19.8828625,17.564545,18.4690625,18.0812325,102.997615,97.745,6.980315,18.20775,17.396,17.5915,17.2215,20.5575,1.705,0.171749999999999,3.1,2.244,411.83,413,404.72,398.7,-0.03,1.252,0.39,0.38,0.49,0.207499999999998,0.89925,21.46075,20.876,13.9326,11.0908,13.6542,11.5567,14.0471,15.71365,16.0693,16.83785,13.7609,13.6724,13.283575,13.25985,13.129025,13.8672,13.3301,13.9343,15.8745,14.99665,14.2328,14.2098,14.20675,14.44065,14.748,15.2303,17.1209,14.1208,14.1326,13.39715,14.06435,13.7847,14.0657,14.223,14.7158,15.2824,11.0976,13.7215,13.58445,11.6763,2.259825,14.1283,2.58225
1,2.25,7.82246291293653,2.00420591679942,2.2751646952989,43.2531776101862,0.972267008473488,21.2526073858714,1.45261057185769,443.700302843318,23.6422060745914,448.443150933575,23.2342830678683,439.042233657533,450.997183110805,23.3889509945022,440.186974765007,454.798227196765,23.2580136753834,451.736330214398,464.550209852779,23.3071425492677,445.214823897398,466.969649654681,22.9861429313811,463.629189557735,495.39501189283,22.8469004676545,507.915291105313,5.43115433371555,21.5737904282482,0.450001723328175,5.18175,4.36575,2.064,1.16,0.59275,19.9147075,18.3702,17.786415,19.9383,17.65124,18.61904,18.254795,103.0052805,98.28,6.98395,18.022,17.238,17.665,17.0585,20.805,1.7,0.14575,3,2.34175,406.8625,413.2975,404.34,397.64,-0.03,1.31025,0.39,0.38,0.49,0.205499999999999,0.903,21.1825,20.844,13.95615,11.1167,13.63795,11.5343,14.04945,15.71495,16.05865,16.84395,13.7522,13.61725,13.2705,13.2698,13.11815,13.8662,13.3235,13.9302,15.8804,14.86685,14.13815,14.2109,14.21385,14.44485,14.720875,15.22725,17.1199,13.9823,14.09035,13.38595,14.05975,13.76575,14.0602,14.1948,14.71665,15.2662,11.1978,13.653125,13.58365,11.6839,2.354,14.5819,2.77225
1,2.75,3.23829265128436,3.39413370070624,5.00121327439842,32.0813583642579,1.12372226278442,30.3935277790745,1.94339584737303,442.586370344391,20.9414383800713,450.775482295776,23.4338725671652,444.56199023339,451.911502799044,23.5756179895983,444.110296357713,456.933965777395,23.4352487568097,454.865929851174,461.746610124293,22.2997766557131,453.889928978728,465.187333979592,23.0562541617053,450.686177365018,492.267771088516,22.7291241636584,488.074981206927,5.779236194118,21.3431765953499,0.425616600320609,5.66175,4.95075,2.274,1.38375,0.5885,19.6962575,18.5747,17.90835,19.745795,17.52504,17.9524,17.5109425,103.02147575,98.695,6.70001,18.28925,17.118,18.24125,16.4115,21.18,1.7025,0.0940000000000003,3.1025,2.0875,401.8825,413.085,403.58,396.2,-0.03,1.26275,0.39,0.39,0.49,0.17,0.882,21.01175,20.636,13.9401,11.1515,13.61765,11.518,14.0568,15.70895,16.06415,16.8338,13.7337,13.5728,13.26005,13.279375,13.11105,13.867,13.3134,13.9193,15.8668,14.79825,14.06575,14.1578,14.221,14.44915,14.739225,15.22325,17.1189,13.8862,14.05975,13.38505,14.058,13.7438,14.05845,14.21085,14.6909,15.2734,11.2836,13.690175,13.5495,11.6914,1.7736,13.968475,2.658
1,3.25,6.25771510966883,4.66753694361482,5.70929884688295,32.895929571842,1.03561315997243,25.8008746060947,1.93097241000342,441.209867467795,21.0078492169609,449.055339449321,21.2582335283147,448.220419063569,449.206152522439,21.6218127250058,441.374708413853,454.321421912227,21.4438925206412,449.723524319168,456.773589947123,21.5442000176532,456.130864449365,462.790167200315,20.9476185213463,467.299962229167,495.056095424586,22.0725911000823,512.452013227337,5.2693663936465,21.2421857210117,0.523430254658723,5.37525,4.69375,2.174,1.1675,0.5685,19.3547275,18.8276,18.2007075,19.5112075,17.50194,17.73849,17.367875,103.01007925,99.88875,6.7086825,18.418,17.072,18.41875,16.657,21.205,1.8025,0.15225,3.2,2.37725,409.1425,412.46,402.98,395.76,-0.03,1.32075,0.39,0.38,0.48125,0.328999999999991,0.86725,21.40075,20.704,13.76565,11.1901,13.6331,11.4956,14.07945,15.70345,16.06995,16.834525,13.68265,13.53015,13.249125,13.29135,13.093775,13.8668,13.3064,13.9099,15.8628,14.7192,14.0041,14.15265,14.2282,14.45355,14.743425,15.2202,17.11695,13.8079,14.02515,13.391,14.0602,13.716475,14.0573,14.197,14.64845,15.2531,11.3443,13.719475,13.51095,11.7006,1.6415,14.1403,2.5985
1,3.75,7.03627845544722,2.42724453165135,1.88880778047419,24.0484309310921,0.92779474960173,11.7828439429017,1.66765000954123,443.091169195232,20.5960384343168,447.589226656417,22.2518141833157,446.474683137769,448.899567028647,22.1259076479323,450.962511602173,451.365721655113,22.3830250591464,450.937518116351,458.364057236242,21.581859630551,454.057757133447,464.443046723201,23.4884781780793,452.143704406748,498.568462470722,21.8640938281282,479.761619190179,4.96261577205166,20.1367127678606,0.502457372090572,4.92175,4.1865,2.062,1.10625,0.581,18.55489,18.789425,18.0630475,18.62696,17.36122,16.3249175,15.8697025,103.01120775,100.38575,6.4814925,18.149,17.05,17.745,16.422,20.06125,1.8,0.0689999999999995,3.1,1.97675,407.6375,413.2175,399.76,393.28,-0.03,1.27,0.39,0.38,0.49,0.323499999999991,0.83825,21.14075,20.588,13.42415,11.2371,13.6748,11.4651,14.08045,15.70805,16.05095,16.839975,13.576175,13.4713,13.233325,13.310275,13.073725,13.8632,13.2964,13.8979,15.8544,14.6125,13.94115,14.16695,14.23455,14.45895,14.742425,15.21715,17.11595,13.75645,13.98815,13.37925,14.0476,13.6821,14.0429,14.17825,14.64685,15.22185,11.4121,13.741925,13.4682,11.715,3.18675,13.42125,2.7425
1,4.25,4.07198190218935,2.05043221820312,2.8146130338656,25.9953138524656,0.914748857549332,14.7711009399144,1.47177029901823,444.450434172476,19.8261753807906,450.36259389427,22.4783922961891,449.580674656623,451.634513206529,22.3505276846901,450.383266844481,454.023900602064,22.6016257557547,449.15059150659,459.345643887468,22.87201896886,452.727780007889,464.529109982282,23.4429631945906,487.366032976465,493.386461396289,22.2160193125833,519.502144393694,4.83799747656332,20.227409369052,0.419986618607494,4.86675,4.21075,2.062,1.22375,0.5755,18.6308575,18.816375,18.071835,18.6923975,17.31025,17.35999,15.4249375,102.974842,100.988,6.4054625,18.1675,16.954,17.7175,15.681,19.9925,1.8,0.1435,3.0025,2.08525,402.765,413.325,393.2,388.24,-0.03,1.2635,0.4,0.38,0.49,0.1475,0.83775,20.7655,20.534,13.361,11.2954,13.6833,11.475,14.09355,15.6953,16.12825,16.838975,13.4867,13.3907,13.20915,13.315525,13.05545,13.8526,13.2903,13.8899,15.8501,14.46115,13.85385,14.1861,14.2418,14.4633,14.73615,15.21315,17.11495,13.7083,13.9544,13.3373,14.0044,13.62525,14.0063,14.14575,14.70455,15.24785,11.4813,13.7607,13.4254,11.7275,2.890075,13.432125,2.9375
1,4.75,4.28264948995771,1.94853072363937,2.29514170884093,26.6864385568568,0.884902160028007,14.2727325066767,1.61079316990277,443.550220965521,19.9666040745505,447.794565859361,22.9995481445999,445.201123354987,451.443566173853,23.0464606462687,448.089740660302,454.07913995446,23.0511989820488,454.101252694442,459.399780946314,23.1059369723553,457.732882833664,470.424476495835,23.4247202908285,469.228227242421,492.172709368531,22.4216855695353,478.015947945401,4.58858019620519,20.4834998210981,0.448074489797135,5.33,4.43725,2.136,1.12625,0.58125,18.883155,18.813525,18.2858575,18.88884,17.281835,16.3726125,15.3715425,102.981505,100.9425,6.0773125,18.06,16.958,17.7,16.019,20.05125,1.7,0.0909999999999999,3.1,1.75549999999999,414.415,411.97,393.88,386.2,-0.03,1.24175,0.38075,0.38,0.49,0.68249999999999,0.81725,32.6462500000001,20.456,13.3726,11.3685,13.67345,11.4405,14.09,15.69785,16.05305,16.840425,13.415275,13.32025,13.1877,13.3222,13.0529,13.8378,13.2815,13.8838,15.8469,14.3557,13.8138,14.1961,14.248,14.4676,14.7377,15.2101,17.11395,13.66225,13.9291,13.35615,14.01955,13.583125,14.01065,14.1559,14.61475,15.23795,11.5547,13.829275,13.383,11.74,4.03895,12.943,2.922
