DOY2,HR2,CO2,CH4,H2O,FC,FCH4,G_2_1_1,G_3_1_1,H,LE,PA,RH,T_SONIC,TA,VPD,LW_IN,LW_OUT,SW_IN,SW_OUT,NETRAD,PPFD_IN,TS_1_1_1,TS_2_1_1,TS_3_1_1,TAU,U_SIGMA,V_SIGMA,W_SIGMA,USTAR,WS
1,0.25,410.479475,2014.19575,0.477784125,0.1058682375,11.0543575,-13.14532,-21.0616675,-42.104355,-11.5016225,99.59766,69.13956,-25.164675,-30.911625,0.110801425669205,141.1549,189.66165,-6.25550772206246e-18,-6.91720986045752e-18,-64.6966725,-4.15046144154607e-21,-7.34879999999998,-7.98279999999998,-7.77999999999999,-0.233139625,0.560085752196504,0.426418726207361,0.242461509185863,0.1809496,4.324221
1,0.75,410.6444,2011.22,0.480086,0.1058682375,13.50654,-13.2479025,-21.43669,-43.36148,-3.3763195,99.6031,69.366035,-25.1614,-31.129025,0.0942516459186226,140.465475,188.919275,-2.12503625807159e-18,-1.9515895530729e-19,-65.5758825,-2.45586615144543e-20,-7.32579999999998,-7.96299999999997,-7.77999999999999,-0.2267006,0.686737736951607,0.387658733388599,0.216975314117354,0.2058026,4.536336
1,1.25,410.71255,2012.0375,0.481644475,0.1058682375,10.25811225,-13.7464175,-21.592665,-37.3079125,-7.9885595,99.60539,69.7763175,-25.1213,-30.581975,0.087122053336113,139.8464,194.3573,-2.49806745046002e-17,-9.0801931945661e-20,-75.5953325,-1.56129215653751e-18,-7.31919999999999,-7.95999999999997,-7.77579999999998,-0.219255925,0.653614518691623,0.4202674142171,0.221793383813778,0.20142265,4.41359275
1,1.75,411.1081,2013.32225,0.489337575,0.1058682375,9.74771225,-14.55975,-21.630275,-46.1850925,-10.000595,99.6233275,69.927075,-25.00015,-29.71375,0.052641410917506,139.44975,194.918,-3.46754112782229e-21,-6.93905272258484e-18,-79.265525,-9.3173624197973e-21,-7.3275,-7.96999999999997,-7.76602499999997,-0.2146531,0.519199605213953,0.450455956610218,0.245582123260504,0.208319625,4.39499875
1,2.25,410.708125,2012.42,0.505057925,0.1058682375,2.48047275,-14.87803,-21.58604,-55.454755,-5.6201475,99.61385,69.82373,-24.89345,-29.694,0.0469716732105815,139.3555,193.8168,-4.16334560676721e-18,-5.20417042793043e-19,-68.66683,-6.61744490042422e-24,-7.19999999999999,-7.78792499999997,-7.61567499999997,-0.320636125,0.542563618414663,0.414174518751859,0.204238170453405,0.18551685,4.17417825
1,2.75,405.64225,2011.63191666667,0.94735,0.1058682375,2.15050719791667,-14.92073,-21.50256,-54.0939125,-7.9567625,99.2470375,70.06711,-19.798625,-29.9042,0.0654737453636398,139.3945,193.5416,-6.50524198623446e-20,-1.04084335000894e-18,-63.21779,-8.63024929298461e-18,-7.19999999999999,-7.78687499999997,-7.60569999999997,-0.296475,0.296432630332192,0.269947267526413,0.126443131056427,0.0989624375,2.36035125
1,3.25,404.5107375,2010.84383333333,0.9398405,0.10172072875,1.82054164583333,-15.45066,-21.32592,-46.8959525,-5.805132,99.2596625,71.18864,-20.157875,-30.0195,0.0967155725041438,140.0853,192.6491,-3.36102673470506e-19,-1.04083408558608e-18,-61.5564,-4.16337340003579e-18,-7.19999999999999,-7.78249999999996,-7.60094999999997,-0.321881,0.248051107260913,0.227052432866594,0.122296655263436,0.099534125,1.940045
1,3.75,403.379225,2010.05575,0.9311248,0.09757322,1.49057609375,-15.70479,-22.067215,-43.74456,-7.7212945,99.4324,71.363975,-20.111,-30.23145,0.10155322075653,140.68155,192.1399,-1.21485700459948e-18,-1.90423594454607e-20,-58.91312,-1.91111808724251e-20,-6.96249999999999,-7.4612,-7.59999999999997,-0.2648566,0.222534514266433,0.266835393279813,0.101228224577682,0.07464318,1.742014
1,4.25,402.2477125,2009.26766666667,0.8691952,0.09342571125,1.16061054166667,-15.7715875,-22.2139875,-47.186745,-5.2601195,99.42159,71.317725,-20.8845,-30.897125,0.100478074207009,140.872125,190.27875,-7.86046575051992e-19,0,-54.8536125,-4.2351647362715e-22,-6.92999999999998,-7.47434999999999,-7.46499999999996,-0.25986155,0.266724962931259,0.24563731866394,0.08200055370095,0.05299119,1.5548845
1,4.75,401.1162,2008.47958333333,1.429774,0.0892782025,0.830644989583334,-16.4954,-22.9370625,-49.80683,-0.5474078,98.35746,70.3672625,-15.291,-31.139875,0.093156301552257,140.8795,189.50025,-1.90819582357449e-17,-4.33680868994202e-19,-62.6545,-1.79570984817912e-19,-6.93764999999998,-7.47499999999999,-7.46499999999996,-0.3973056,0.67616137240955,0.461164291051091,0.272586401053376,0.2276826,4.625812
1,5.25,403.5037125,2007.6915,0.830113375,0.08513069375,0.500679437500001,-17.0696875,-23.7203875,-51.324795,-4.81916425,99.430455,70.45205,-21.29585,-30.9515,0.0916586139531014,140.9345,190.751125,-6.35274710440725e-22,-5.47522097105181e-18,-65.7994375,-9.3173624197973e-21,-6.94484999999999,-7.47499999999999,-7.46499999999996,-0.238790175,0.339834281259278,0.292474791991121,0.143478698413604,0.104052555,2.3215525
1,5.75,405.891225,2006.90341666667,0.8186932,0.080983185,0.170713885416667,-17.69834,-24.42762,-54.9080225,-8.126791,99.43679,71.0559,-21.435325,-28.5244,0.101534579334855,159.8038,198.431,-2.71050543121376e-21,-1.0842021724855e-20,-59.71868,-1.81603863891322e-19,-6.94499999999998,-7.31664999999999,-7.47249999999996,-0.283712375,0.362301575959158,0.320483007568934,0.152360807536771,0.08880598,2.0209495
1,6.25,405.5933625,2006.11533333333,0.80479115,0.0629454861375,-0.159251666666666,-17.7899125,-24.75814,-59.4579175,-3.79399175,99.444435,71.0061725,-21.519925,-27.1023,0.103913840979137,176.689275,209.313325,-6.17995238316738e-19,-5.92923063078012e-18,-58.7774525,-5.38712954453733e-20,-6.95999999999998,-7.33399999999998,-7.47999999999996,-0.309681125,0.322652523345696,0.325200918456925,0.147840841759651,0.0816468725,1.8652535
1,6.75,405.2955,2005.32725,0.810704225,0.044907787275,-0.489217218749999,-18.0142275,-25.016515,-58.047585,-6.68242125,99.4515875,72.0115575,-21.331325,-27.258075,0.101911180277869,176.54885,208.3089,-3.9979955110403e-19,-9.21571846612679e-20,-57.214695,0,-6.95999999999998,-7.32279999999998,-7.47999999999996,-0.351189925,0.36220973602415,0.311868545806344,0.120622169313988,0.0756545025,1.76528225
1,7.25,404.9976375,2004.53916666667,0.810485,0.0268700884125,-0.819182770833333,-18.1169525,-25.048035,-48.5906525,-9.295765,99.4749,72.47482,-21.3456,-27.375775,0.103268666924725,180.2351,206.82325,-1.84314369322536e-19,-7.37257477290144e-19,-53.18072,-7.9959910220806e-19,-6.95999999999998,-7.30379999999995,-7.47999999999996,-0.3802124,0.32953867424852,0.261288990176711,0.0980383170605123,0.07276908,1.93199
1,7.75,404.699775,2003.75108333333,1.1958625,0.00883238954999999,-1.14914832291667,-18.564395,-25.1312,-46.7895125,-0.556394805,98.3393275,72.378845,-18.54065,-27.7192,0.0999639337083503,176.65415,204.72245,-6.52256026967281e-17,-2.03830008427275e-18,-60.01899,-4.0766001685455e-18,-6.84562499999999,-7.27862499999996,-7.37499999999998,-0.3677729,0.509174258633554,0.339070560370066,0.210310262182816,0.177249175,3.6352305
1,8.25,403.994245833333,2002.963,0.860435825,-0.00920530931250001,-1.479113875,-18.49629,-25.03948,-49.8178225,-3.883235,99.47981,72.193895,-21.281375,-27.7205,0.0982716477320371,178.0292,204.7419,-7.80625564189564e-19,-8.40256683676267e-19,-60.50546,-7.19910242530377e-18,-6.83137499999999,-7.24562499999997,-7.37499999999998,-0.238020775,0.227652947293288,0.257659701538519,0.0826467301156383,0.0722540325,1.84169425
1,8.75,403.288716666667,2002.17491666667,0.8238822,-0.027243008175,-1.80907942708333,-18.4537325,-24.885245,-40.9283,-5.828346,99.43512,72.22718,-22.03995,-27.8844237309337,0.115425822934942,177.17938757453,204.214084030083,-8.41340885848753e-18,0,-53.4725535991729,0.001271046,-6.82574999999999,-7.22762499999997,-7.37499999999998,-0.22137635,0.365024884903863,0.318166858456752,0.135845757309486,0.104802,2.600638
1,9.25,402.5831875,2001.38683333333,0.8429177,-0.0452807070375,-2.13904497916667,-18.4227,-24.4066,-35.00271,-4.18278125,99.44105,72.7667,-22.3805,-28.0873389549214,0.11077247506554,163.684111806338,204.166665893707,0.5724235,0.3715915,-36.9854755400025,0.9807625,-6.82499999999999,-7.22499999999997,-7.37499999999998,-0.2434903,0.404737412295287,0.31130527279186,0.176033718660797,0.1191854,2.820168
1,9.75,401.877658333333,2000.59875,0.884430875,-0.0633184059,-2.46901053125,-14.2447184933795,-20.6704671960918,-29.22759,-6.824494375,100.4146,72.9245805506297,-22.340025,-28.2507342698114,0.0850394405983544,148.732694762606,203.912016104602,4.4060005,3.45876025,-41.087845,9.5774225,-6.84999999999999,-7.24999999999997,-7.38999999999998,-3.70668555,0.38018287387149,0.279646695142049,0.131634314696148,0.107240475,1.914237
1,10.25,401.172129166667,1999.81066666667,0.93927275,-0.0813561047625,-2.79897608333333,-13.982,-20.39835,-23.45247,-9.4662075,100.065175,72.68015,-22.092,-28.1805,0.0873391175275423,142.091,200.0625,15.77105,11.887,-42.01695,35.33805,-6.81999999999997,-7.22499999999997,-7.37499999999998,-0.23342725,0.450849704274093,0.412033573220099,0.155118029470452,0.123071,2.89611
1,10.75,400.4666,1999.02258333333,1.47946,-0.099393803625,-3.12894163541667,-13.735025,-19.72464,-14.96568,-14.653784,97.82796,72.58626,-16.6436,-31.058,0.119206162690158,139.2752,191.39055,29.902925,22.846995,-41.04706,68.7293025,-7.04574999999997,-7.51269999999996,-7.51539999999997,-0.5014706,0.537916218793632,0.448549023873007,0.198462442200933,0.1657284,3.152906
1,11.25,394.552475,1998.2345,1.11614175,-0.080217264,-3.4589071875,-13.4571750000001,-24.2437775,-18.813905,-4.760723,97.786765,69.4655574999999,-18.67505,-25.3634,0.168856034577656,157.41235,212.718775,51.92987,37.9784825,-31.3619500000002,115.582925,-7.22592499999997,-7.70229999999999,-7.61322499999998,-0.301786975,0.249600869801137,0.167349865783523,0.05034674740237,0.0402603825,1.742039
1,11.75,409.170625,1997.44641666667,1.056898875,-0.1383703912,-3.78887273958333,-13.17558,-23.84764,-24.7178,0.6733254,100.4759,69.07156,-21.1097,-24.7872,0.17332017933736,157.0138,214.4296,63.39972,48.91198,-22.26118,153.3488,-7.38194999999996,-8.01764999999997,-7.77929999999998,-0.190611725,0.433688512632529,0.283982685812831,0.158093661263302,0.137956825,3.562717
1,12.25,409.15765,1996.65833333333,1.0332354,-0.1965235184,-4.11883829166667,-13.0708325,-23.3360325,-20.6829125,0.8155971,100.470275,70.0657925,-21.34245,-24.488875,0.175853132670343,158.4507,215.61695,85.5034775,65.0504775,-23.90153,187.855375,-7.35879999999997,-8.00667499999997,-7.76234999999999,-0.20315285,0.449458869939373,0.288839134272046,0.168645254630257,0.147836175,3.728291
1,12.75,409.478725,1995.87025,1.089088775,-0.2546766456,-4.44880384375,-12.85714,-22.881325,-20.10148,0.928272483333333,100.609325,70.50989,-21.03095,-23.8901,0.211840775469818,165.3115,221.8838,104.9775,73.46668,1.04021387845444,228.89965,-7.35499999999997,-8.01999999999997,-7.77799999999998,-0.2394541,0.484583696922994,0.277062938392461,0.161909462918111,0.1386723,3.43942275
1,13.25,410.2203,1995.08216666667,1.0355457,-0.3128297728,-4.77876939583333,-12.672405,-22.33506,-19.5200475,1.04094786666667,100.4423,70.662275,-21.41525,-23.41685,0.222780361093904,165.249,223.86035,108.214,78.480915,7.4614395,246.3441,-7.35499999999997,-8.01889999999997,-7.77694999999998,-0.20255415,0.374707443822371,0.270239227004178,0.126154441595198,0.1143206,2.898107
1,13.75,399.345025,1994.29408333333,0.879716375,-0.3709829,-5.10873494791667,-12.39477,-21.63912,-47.8438525,-0.9378721,99.17911,69.777715,-19.60485,-22.90685,0.231150904372265,165.1128,224.906,106.60055,76.017735,1.7448815,237.6327,-7.35499999999997,-8.01449999999998,-7.76299999999997,-1.7702801,0.585053404997634,0.4827441756493,0.254428210493344,0.21661025,4.80378225
1,14.25,405.6845,1993.506,1.29214,-0.520347375,-5.4387005,-12.241815,-21.301375,-26.4159,-9.54569375,99.6317,68.408705,-19.074,-22.41435,0.232760867789587,165.63865,227.02035,97.14648,63.07765,-1.19117986344442,220.5642,-7.35499999999997,-7.99084999999997,-7.75499999999997,-0.3902815,0.407703329309351,0.34617783549896,0.148716991320035,0.127224,3.027965
1,14.75,409.1952,1986.2265,1.335641,-0.409584325,-8.65809966666666,-12.002065,-20.75283,-44.085855,1.2692835,99.4685525,68.43769,-18.88765,-21.79585,0.236118058081187,166.0435,228.77635,87.414475,58.776455,-10.4982065,189.965,-7.35499999999997,-7.97539999999996,-7.75499999999997,-0.359548625,0.439000653683823,0.340418757117115,0.161368552763796,0.133147,3.2078135
1,15.25,400.40265,1978.947,1.16792925,-0.37792615,-11.8774988333333,-11.446955,-20.0465825,-34.1089375,1.23419475,99.1283775,68.18196,-18.6474,-21.29445,0.207066478051716,168.88555,229.051525,76.424865,54.974005,-18.607425,172.74385,-7.35249999999997,-7.98932499999997,-7.75249999999997,-0.224134375,0.617825425936726,0.439901746982042,0.272879311592518,0.252658325,4.48844375
1,15.75,399.133,1976.948,1.27615,-0.330340625,-15.096898,-11.0295025,-19.59179,-44.352505,-15.97624,99.2982,68.166125,-17.8792,-21.0996,0.183507332954536,176.48505,227.754275,52.378975,35.5271125,-18.4127625,120.081975,-7.35249999999997,-8.00499999999997,-7.75249999999997,-0.226449,0.619754439672655,0.440595596929613,0.271913962787677,0.240918,4.631596
