DOY2,HR2,CO2_1_1_1,FC_1_1_1,G_1_1_A,H_1_1_1,LE_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_1,TS_1_1_1,TS_2_1_1,TS_3_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TAU_1_1_1,USTAR_1_1_1,W_SIGMA_1_1_1,WS_1_1_1,T_CANOPY_1_1_1
1,14.25,396.6,-1.2009575,-3.1675,23.19,16.03,80.2025,40.9875,1.9775,2.5375,3.1425,417.5125,217.2,43.73,236.6425,316.8025,108.3575,1.5275,1.67,1.625,0.05,1.0325,1.9375,-0.4132,0.33956475,0.4242108925,1.2644725,0.29
1,14.75,396.375,-0.85941325,-3.17,7.8575,16.42,80.19,40.9925,1.7325,2.53,3.36,339.2575,166.7525,33.985,234.3675,314.53,75.985,1.5575,1.7175,1.74,0.05,1.0325,1.9375,-0.34299,0.327423,0.40803064,1.52355,0.1925
1,15.25,395.95,-0.260067,-3.17,-8.29,12.955,80.2,43.0175,1.3725,2.37,3.3,210.0225,103.1225,25.625,236.9225,312.6325,38.005,1.8125,1.8725,1.86,0.05,1.04,1.935,-0.341906,0.276824,0.35649264,1.24206,-0.125
1,15.75,395.95,0.1515015,-3.17,-15.5975,6.65,80.1925,45.4825,1.4125,1.995,2.5225,151.4725,73.3325,15.66,236.1175,309.265,6.0825,1.8975,2.0725,2.02,0.05,1.04,1.935,-0.29883025,0.24855975,0.28448423,1.128685,-0.4575
1,16.25,395.575,0.642541,-3.17,-34.46,4.54,80.19,53.8925,0.91,1.77,1.9,64.5975,27.08,4.9575,234.6125,306.9375,-35.3975,2.075,2.2525,2.1,0.05,1.04,1.935,-0.238981,0.140778,0.19140794,0.700855,-1.6575
1,16.75,395.375,-0.00382975000000001,-3.17,-41.4725,0.95,80.19,59.0075,-0.515,1.125,0.25,17.4525,2.49,0.6675,233.72,304.0375,-72.2425,2.2925,2.4475,2.29,0.05,1.04,1.935,-0.216629,0.109026,0.140944565,0.75673375,-2.3725
1,17.25,396.8,0.0457,-3.17,-51.59,-1.255,80.205,63.6725,-1.0425,0.61,-0.28,0.6825,0,-0.6475,229.1475,299.905,-77.06,2.185,2.35,2.405,0.05,1.04,1.9275,-0.17758025,0.115228,0.12712452,0.937193,-2.93
1,17.75,398.975,0.2033975,-3.17,-49.89,-1.395,80.24,67.365,-1.29,0.5,-0.47,0,0,-0.8975,227.64,298.8025,-75.5575,2.04,2.22,2.19,0.05,1.04,1.935,-0.21110775,0.110444,0.12782292,0.867722,-3.025
1,18.25,401.2,0.186349,-3.17,-48.53,0.63,80.2475,68.9175,-1.51,0.4875,-0.5225,0,0,-0.8675,224.96,297.5075,-75.2875,1.9175,2.2,2.21,0.05,1.04,1.9275,-0.22584,0.10627775,0.1383625325,0.9775375,-3.2425
1,18.75,403.05,0.934327,-3.17,-41.3,-0.9175,80.245,70.475,-1.76,0.385,-0.78,0,0,-0.8175,225.09,296.47,-73.315,1.86,2.2,2.2325,0.05,1.04,1.9275,-0.219504,0.0998624,0.13768614,0.8920855,-3.4525
1,19.25,403.9,0.69620875,-3.17,-40.355,-0.6425,80.2575,71.4225,-1.935,0.3725,-1.075,0,0,-0.7775,225.205,295.22,-74.155,1.5525,2.1,2.195,0.05,1.04,1.9275,-0.1589875,0.11013475,0.1343602825,1.043795,-3.5675
1,19.75,404.2,0.95464675,-3.1675,-35.015,-0.635,80.27,73.9775,-2.07,0.3175,-1.2775,0,0,-0.7875,226.6875,293.48,-73.025,1.45,2.155,2.215,0.05,1.04,1.9275,-0.214929,0.11700325,0.1283650525,0.92381325,-3.925
1,20.25,405.15,0.861297,-3.1675,-65.5325,-1.24,80.3175,75.5925,-2.385,0.3025,-1.6675,0,0,-0.7875,226.0525,292.5125,-70.335,1.4125,2.1375,2.0875,0.05,1.04,1.9275,-0.224409,0.10710225,0.1271709875,0.92041275,-4.12
1,20.75,405.45,0.701758,-3.1675,-64.9,-1.215,80.3025,76.9225,-2.64,0.2725,-1.8975,0,0,-0.7975,225.205,292.1625,-68.1825,1.37,2.135,2.0675,0.05,1.04,1.9275,-0.22467475,0.11016925,0.131103115,0.98966325,-4.3075
1,21.25,404.9,0.918671,-3.1775,-53.08,-0.78,80.32,78.7075,-2.84,0.26,-2.33,0,0,-0.8,223.815,291.6875,-67.8875,1.2475,2.11,2.2075,0.05,1.0425,1.9275,-0.15910125,0.100474,0.12038895,0.950673,-4.6375
1,21.75,405.15,0.79681475,-3.195,-42.045,-1.05,80.295,77.4575,-3.045,0.26,-2.5825,0,0,-0.7975,222.4175,290.6825,-68.66,1.1825,2.0675,2.185,0.05,1.0425,1.9275,-0.1917285,0.10314825,0.1368430375,1.1402225,-4.9675
1,22.25,405.4,0.841781,-3.18,-41.39,-0.66,80.2825,79.04,-3.1975,0.2625,-2.67,0,0,-0.805,223.14,289.355,-65.5925,1.155,2.075,2.1225,0.05,1.04,1.925,-0.246404,0.09978845,0.12750361,1.0288725,-5.265
1,22.75,406.15,0.78263375,-3.18,-55.68,-0.6125,80.28,79.17,-3.5225,0.26,-2.97,0,0,-0.8525,223.7475,288.5225,-66.49,1.165,1.9875,2.135,0.05,1.0425,1.9175,-0.167678,0.110492,0.12397217,1.13608,-5.6225
1,23.25,406.9,0.8529885,-3.18,-46.385,-1.665,80.28,80.475,-3.715,0.26,-3.395,0,0,-0.83,225.825,287.865,-65.28,1.2225,2.1075,2.0825,0.05,1.0425,1.92,-0.120371575,0.10967025,0.12380475,1.075685,-5.71
1,23.75,407.3,0.8138865,-3.18,-34.755,-2.0475,80.255,81.015,-3.94,0.2525,-3.545,0,0,-0.87,223.7825,286.93,-64.0075,1.2125,2.1075,2.1025,0.05,1.0425,1.9175,-0.24034525,0.10348675,0.1122051175,1.0886225,-5.8225
2,0.25,405.9,0.759106,-2.995,-32.825,-1.06,79.94,73.6825,-8.025,0.28,-7.0425,0,0,-0.875,204.7375,272.0975,-72.4225,-2.4325,1.9575,2.0525,0.08,1.0125,1.7125,-0.0596244,0.10639075,0.125441595,1.1592325,-9.635
2,0.75,406,0.4744375,-3,-30.97,-0.49,79.955,74.31,-8.05,0.28,-7.41,0,0,-0.91,207.6725,272.6725,-71.64,-2.5975,1.96,1.9875,0.08,1.0125,1.7125,-0.06423455,0.094200425,0.11641343,1.1201975,-9.6675
2,1.25,406.2,0.72727,-3.0075,-33.025,-1.92,79.96,75.2025,-8.08,0.2725,-7.78,0,0,-0.8775,206.6325,269.8475,-70.4225,-2.71,1.98,2.07,0.0725,1.0125,1.7125,-0.054115725,0.117377,0.11905791,1.047075,-9.935
2,1.75,407.55,0.4496865,-3.0075,-33.6,-1.2225,79.97,74.48,-8.1325,0.27,-8.15,0,0,-0.8275,207.435,268.595,-69.97,-2.885,1.985,2.0225,0.08,1.02,1.7125,-0.0412138,0.0989742,0.11924303,1.20501,-10.0825
2,2.25,407.2,0.562206,-3.01,-30.41,-1.68,79.9675,75.9125,-8.555,0.27,-8.775,0,0,-0.885,208.1725,266.22,-69.8575,-3.0225,1.9475,2,0.0725,1.0125,1.7125,-0.077867,0.11558825,0.1164657175,1.1970875,-10.1325
2,2.75,408.2,0.59814875,-3.01,-24.355,-2.305,79.99,76.2675,-9.1025,0.26,-8.97,0,0,-0.86,208.475,269.6525,-68.875,-3.1725,1.87,1.9775,0.0725,1.02,1.7125,-0.0389854,0.09662185,0.115647665,1.065975,-10.4925
2,3.25,407.2,0.281135,-3.01,-23.7675,-1.9525,79.94,76.71,-9.2075,0.26,-8.615,0,0,-0.86,207.1025,269.7825,-67.6925,-3.3925,1.91,1.9675,0.0725,1.0125,1.71,-0.0954974,0.09993385,0.10440534,1.1215275,-10.6125
2,3.75,407.85,0.5354615,-3.01,-34.5975,-0.495,79.97,77.65,-8.905,0.26,-7.985,0,0,-0.965,208.205,269.6,-67.6275,-3.55,1.87,1.89,0.08,1.0125,1.71,-0.0614654,0.08978835,0.10989844,1.08773,-10.5125
2,4.25,408,0.561509,-3.01,-36.46,-0.8325,79.97,76.82,-8.8775,0.26,-8.13,0,0,-0.9125,206.6025,268.3625,-66.2825,-3.73,1.96,1.9875,0.0725,1.02,1.7125,-0.083452075,0.1056285,0.108799475,1.145665,-10.68
2,4.75,406.75,0.72620175,-3.01,-29.6475,-0.51,79.975,79.1525,-8.945,0.25,-8.375,0,0,-0.885,207.57,267.5225,-66.4575,-3.885,1.9725,2.01,0.0725,1.01,1.7125,-0.18412575,0.09371215,0.11339147,1.168995,-10.885
2,5.25,407.25,0.328953,-3.01,-26.84,-0.41,79.985,78.7725,-9.0875,0.255,-8.555,0,0,-0.8775,204.855,266.19,-66.6525,-3.82,1.975,2.025,0.08,1.0125,1.7125,-0.110266,0.1068625,0.109373405,1.19576,-11.1175
2,5.75,407.625,0.58659025,-3.01,-35.85,-1.015,79.975,78.9325,-9.2025,0.255,-8.5,0,0,-0.88,200.005,266.24,-66.415,-3.9775,1.95,1.9275,0.0725,1.01,1.71,-0.092666075,0.104328,0.11239891,1.160335,-11.39
2,6.25,405.1,0.44545275,-3.01,-26.94,-0.445,79.9625,78.8175,-9.095,0.25,-8.4025,0,0,-0.88,200.6075,266.345,-65.7175,-4.1375,2.045,2.0875,0.08,1.01,1.71,-0.0625151,0.10483725,0.1179235075,1.0086825,-11.195
2,6.75,406.4,0.15660625,-3.01,-20.66,-1.24,79.9825,79.525,-9.3375,0.25,-8.5275,1.44,0,-0.4575,205.935,265.7,-64.4925,-4.305,2.085,2.075,0.08,1.02,1.71,-0.0377156,0.09039315,0.1050046625,1.0811825,-11.4625
2,7.25,406.925,0.558825,-3.01,-24.24,-1.28,79.975,78.94,-9.36,0.26,-8.7,24.1875,7.7775,2.67,204.8625,264.5175,-50.3625,-4.48,2.0075,1.9975,0.0725,1.02,1.71,-0.0331371,0.09673165,0.115475825,0.98398625,-11.2225
2,7.75,408.2,0.54104075,-3.01,-29.15,-0.8225,79.995,76.19,-8.835,0.3025,-7.8425,108.575,55.18,15.56,208.21,267.845,4.59,-4.5425,1.8875,1.9275,0.0725,1.02,1.71,-0.0307089,0.09445995,0.1132064475,0.88657825,-10.2675
2,8.25,407.2,0.25348275,-3.01,-24.86,-4.085,79.94,69.0925,-7.3825,0.395,-6.295,218.87,123.2375,32.57,211.155,274.0325,42.8375,-4.225,1.9,1.8575,0.08,1.02,1.71,-0.0772292,0.0819383,0.132280105,0.5712705,-8.45
2,8.75,402.1,-0.683056,-3.01,-21.9025,-0.25,79.98,60.24,-5.87,0.705,-4.9825,300.7625,171.45,49.965,216.2125,283.0025,82.12,-3.545,1.655,1.6775,0.08,1.02,1.71,-0.142829,0.093360625,0.1297863375,0.4722065,-6.6375
2,9.25,400.8,-0.898052,-3.01,-17.22,5.0575,80,52.66,-5.1375,0.94,-4.46,370.795,206.08,70.4975,218.6825,289.0875,105.8275,-2.66,1.555,1.6425,0.0725,1.02,1.7025,-0.290528,0.114829,0.17331013,0.663422,-5.765
2,9.75,399.9,-1.2743,-3.01,20.29,5.885,79.9825,44.3425,-5.0775,1.025,-4.1725,493.81,268.09,84.9225,225.3475,292.735,132.2125,-0.4475,1.3625,1.305,0.0725,1.02,1.7025,-0.299369,0.17769775,0.25897967,0.970474,-5.3125
2,10.25,398.95,-2.17994,-3.005,48.355,11.605,79.995,40.9875,-4.145,1.38,-3.2,532.565,330.92,101.36,226.4,296.2125,157.5525,0.9025,1.315,1.1125,0.08,1.02,1.71,-0.38599425,0.2885205,0.33848627,1.423585,-4.4175
2,10.75,398.5,-2.399525,-3.005,68.5,15.45,79.9875,37.04,-3.9525,1.695,-2.99,740.94,391.795,113.54,226.9275,298.015,203.8975,0.9975,1.3175,1.185,0.08,1.02,1.71,-0.446464,0.33787475,0.440467415,1.4570175,-4.4725
2,11.25,398.2,-3.0427325,-3.005,84.685,16.355,79.9875,32.7675,-3.835,1.815,-3.17,722.88,395.7425,121.035,231.6025,298.8725,215.9475,1.1075,1.33,1.3425,0.0725,1.02,1.7025,-0.489517,0.38010525,0.49509999,1.6011975,-4.4025
2,11.75,398.375,-3.5965425,-2.9975,92.425,16.0625,79.97,31.54,-3.755,1.96,-3.15,841.64,453.1975,128.2875,235.7125,299.85,242.46,1.29,1.4475,1.4475,0.0725,1.02,1.71,-0.59537075,0.42406,0.59305396,1.68342,-4.05
2,12.25,397.875,-3.4918875,-2.985,109.675,20.795,79.9575,28.87,-3.205,2.165,-2.7,875.65,466.6725,128.705,234.9625,301.8425,257.465,1.475,1.4775,1.5675,0.0725,1.02,1.71,-0.642601,0.414495,0.6298033125,1.6984725,-3.8225
2,12.75,397.85,-3.5427125,-2.98,111.945,18.315,79.935,28.46,-3.11,2.0325,-2.7425,816.565,426.7075,130.175,235.075,302.815,238.67,1.65,1.71,1.7275,0.0725,1.0125,1.7025,-0.638904,0.44919525,0.61988668,1.875655,-3.465
2,13.25,397.7,-3.17089,-2.9775,87.82,25.6075,79.92,26.4025,-2.73,1.99,-2.33,727.3675,400.665,109.9725,236.6725,304.45,211.18,1.665,1.57,1.7175,0.07,1.02,1.71,-0.6884925,0.414715,0.5893208,1.70581,-3.195
2,13.75,397.75,-3.277075,-2.97,70.4325,19.92,79.92,28.595,-2.355,2.02,-2.14,560.0475,291.0125,95.3125,236.8625,305.745,174.97,1.72,1.67,1.74,0.0725,1.02,1.7025,-0.6959015,0.432268,0.58599232,1.55731,-3.1
2,14.25,397.4,-2.264995,-2.96,69.6975,21.265,79.915,27.785,-2.73,1.8725,-2.1725,467.61,248.5,79.6075,235.345,303.66,137.9475,1.7325,1.75,1.77,0.07,1.02,1.71,-0.6210705,0.4284455,0.59387705,1.7830825,-2.8625
2,14.75,397.225,-1.98876,-2.9425,55.7,17.1,79.94,27.6125,-2.815,2.01,-2.18,461.35,236.9125,70.2775,233.2425,302.26,117.63,1.7175,1.7375,1.67,0.07,1.01,1.71,-0.620429,0.423076,0.56515485,1.55481,-3.2425
2,15.25,396.7,-1.28617,-2.935,44.4825,17.45,79.92,29.2725,-2.8475,1.8125,-2.315,396.21,200.7025,52.205,229.105,300.41,94.065,1.7225,1.79,1.8525,0.0725,1.0125,1.71,-0.48121375,0.383868,0.53227851,1.48731,-3.5175
2,15.75,397.1,-1.0626645,-2.9425,23.8325,14.81,79.95,29.56,-2.8025,1.68,-2.31,302.585,154.72,36.625,229.4425,298.6875,64.4925,1.8675,1.985,2.05,0.07,1.01,1.71,-0.544765,0.3580145,0.5091805725,1.2113175,-3.595
2,16.25,397.375,-0.29846,-2.9425,7.985,13.9425,79.96,31.1325,-2.815,2.03,-2.45,208.055,105.3875,22.855,226.9975,295.595,22.9475,1.985,2.0575,2.025,0.0725,1.0125,1.7025,-0.472287,0.332128,0.44313091,1.20444,-3.9425
2,16.75,396.275,0.30811125,-2.9275,-22.72,10.1825,79.955,33.875,-3.0075,1.7175,-2.2925,85.7825,42.215,9.3,226.7425,293.24,-17.4825,1.9875,2.03,2.0475,0.0725,1.01,1.71,-0.4567855,0.25467675,0.3185384175,1.1075625,-4.465
2,17.25,396.9,0.5476795,-2.8875,-33.9625,2.1,79.895,40.2225,-3.1975,1.405,-2.64,23.21,6.7425,2.0325,225.79,290.955,-74.2625,2.045,2.2875,2.24,0.07,1.01,1.71,-0.278933,0.1439025,0.179675035,0.8292455,-5.0525
2,17.75,397.325,-0.26091975,-2.87,-32.6625,-0.91,79.915,50.215,-3.995,1.025,-3.105,1.515,0,-0.585,224.995,288.75,-84.145,1.9725,2.33,2.35,0.07,1.01,1.71,-0.1656045,0.1212245,0.155537005,0.831918,-5.4025
2,18.25,398.9,0.014819,-2.87,-33.21,0.565,79.935,54.9175,-4.55,0.925,-3.965,0,0,-0.885,219.04,286.105,-82.37,1.9425,2.4475,2.3875,0.0725,1.01,1.71,-0.160249,0.1264715,0.153845445,0.937791,-6.02
2,18.75,399.1,0.355548,-2.87,-27.83,-0.8975,80,59.905,-4.8125,0.75,-3.91,0,0,-0.8275,219.2025,285.455,-80.945,1.9325,2.43,2.3725,0.08,1.0125,1.71,-0.10207725,0.116651,0.14335097,0.724636,-6.4875
2,19.25,399.25,0.4887565,-2.8625,-33.2325,0.465,79.98,64.1125,-5.21,0.52,-4.375,0,0,-0.7675,217.9575,283.04,-79.08,1.4675,2.33,2.2775,0.08,1.0125,1.71,-0.0610112,0.123949,0.15726748,0.6550315,-6.63
2,19.75,399.8,0.334381,-2.9,-25.77,0.26,79.99,66.34,-5.635,0.51,-4.81,0,0,-0.7775,212.21,282.56,-78.3125,0.5925,2.215,2.265,0.08,1.01,1.71,-0.05182475,0.116934,0.14362312,0.822781,-6.955
2,20.25,402.45,0.40779,-2.9,-20.045,-0.1675,80,66.7925,-5.645,0.43,-4.98,0,0,-0.7775,208.415,284.095,-78.7525,-0.1,2.1375,2.19,0.0725,1.01,1.71,-0.0499944,0.110716,0.13654706,0.950826,-7.41
2,20.75,400.9,0.367299,-2.9,-17.65,0.285,79.9625,67.855,-6.105,0.39,-5.105,0,0,-0.815,208.69,280.5,-78.46,-0.6275,2.0975,2.105,0.0725,1.01,1.71,-0.06728335,0.11798675,0.1495054875,1.07492,-7.81
2,21.25,402.6,0.69014675,-2.8975,-27.9575,-0.46,79.98,68.225,-6.3375,0.42,-5.58,0,0,-0.82,207.535,277.025,-77.9975,-1.0025,2.035,2.01,0.0725,1.0125,1.71,-0.0960241,0.0998491,0.14134391,1.02206,-8.3275
2,21.75,404.075,0.69459175,-2.9225,-29.0425,0.3625,79.98,69.5925,-6.845,0.4,-5.94,0,0,-0.83,204.96,277.39,-77.0825,-1.3425,1.9675,1.98,0.08,1.01,1.71,-0.06030955,0.107433,0.14043183,0.988983,-8.3975
2,22.25,402.075,0.6573485,-2.9675,-30.715,-0.0525,79.955,69.5075,-6.8425,0.3425,-5.89,0,0,-0.83,203.3725,275.1525,-75.73,-1.685,1.915,2.0625,0.07,1.01,1.71,-0.0455296,0.11501175,0.1384284725,1.00302825,-8.58
2,22.75,403.2,0.6881695,-2.97,-34.7475,-1.5,79.995,69.81,-6.6925,0.33,-6.145,0,0,-0.865,205.485,275.445,-75.09,-1.9125,2.075,2.165,0.0725,1.01,1.71,-0.072105,0.113235,0.13929654,1.04298,-8.85
2,23.25,402.275,0.8204825,-2.985,-23.19,-1.02,79.9325,70.995,-7.2125,0.31,-6.5625,0,0,-0.8175,204.2225,273.805,-74.09,-2.125,2.0275,2.2,0.0725,1.0125,1.71,-0.07627555,0.11413725,0.125066745,1.1049125,-9.1575
2,23.75,404.325,0.6047155,-2.985,-46.31,-1.105,79.93,72.1825,-7.5675,0.29,-6.99,0,0,-0.8675,204.325,271.605,-73.555,-2.275,1.9475,2.05,0.08,1.01,1.71,-0.136438,0.0995783,0.12165895,1.03972,-9.455
3,0.25,406.325,0.4157025,-2.51,-32.23,-1.075,79.96,83.475,-5.145,0.28,-4.94,0,0,-0.6875,212.9225,284.195,-68.8475,0.21,1.77,1.92,0.09,0.9225,1.5725,-0.0823575,0.101731,0.13772291,1.10756,-6.5775
3,0.75,406.2,0.65394825,-2.5075,-26.94,-1.7025,79.93,83.515,-5.1675,0.28,-4.92,0,0,-0.73,212.7,282.89,-68.16,0.73,1.8175,1.925,0.0825,0.93,1.5725,-0.12633625,0.10614,0.12971083,1.03256,-6.7575
