DOY2,HR2,CO2_1_1_1,CO2_2_1_1,H2O_1_1_1,FC_1_1_1,SC_1,SC_2,G_1_1_1,G_1_1_2,H_1_1_1,LE_1_1_1,SH_1_1_1,WS_1_1_1,USTAR_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,NEE_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TAU_1_1_2,CO2_2_2_1,CO2_2_3_1,CO2_2_4_1,CO2_2_5_1
1,0.25,395.2524645,394.225,3.591459,0.23006,-0.277053,-0.1012365,-9.585,-10.445,-52.639838,-0.775587,-6.36318475,2.139463,0.162612,-0.505807,0.4595435,0.3829155,0.2141695,100.9028777,51.9025,1.3,1.118689,5.42163675,7.564,6.85325,-73.9534225,0,0.27819725,-3.741,0.4515,250.725,322.35,-0.55254075,390.816667,390.783333,391.783333,394.283333
1,0.75,395.78,394.5,3.63946,0.061163,-0.390738,-0.14044,-9.77,-10.505,-48.175835,-0.75587875,-5.212361,2.158709,0.17436825,-0.547629,0.448708,0.433008,0.222514,100.9000035,53.9225,1.159,1.0575374325,5.41389325,7.598,6.8335,-74.4626925,0,0.03091,-3.66475,0.4935,248.825,322.225,-0.5134855,389.633333,390.716667,391.466667,394.35
1,1.25,395.934148,394.308333,3.656034,0.2027425,-0.2605685,-0.1570245,-9.87,-10.615,-51.691897,-1.227855,-5.66455175,2.17149275,0.1812435,-0.51122975,0.46012675,0.42023,0.23013975,100.8978165,54.66,0.989,0.988526549,5.0778895,7.629,6.8085,-74.8394675,0,0.1090875,-3.65725,0.461,248.075,321.625,-0.50072125,390.116667,390.533333,391.45,393.583333
1,1.75,395.510554,394.28749975,3.5992395,0.17305325,-0.23684825,-0.154135,-10.165,-10.77,-51.67260125,-0.955666,-5.023948,2.1582185,0.193274,-0.519259,0.453455,0.4306205,0.241048,100.888327,53.26665175,1.089,0.98735086125,4.882544,7.664,6.81925,-74.21481,0,0.13625,-3.5955,0.4305,246.8,321.425,-0.440089,390.133333,390.683333,391.95,393.016667
1,2.25,395.6432465,394.4458335,3.562075,0.192945,-0.2718485,-0.117006,-10.26,-11.02,-52.948268,-1.01882225,-4.594357,2.150829,0.1738645,-0.601018,0.46504325,0.427075,0.2412295,100.9081,53.35,1.096,0.97158725,4.7521615,7.675,6.79775,-73.4056,0,0.32827075,-3.586,0.47825,246.05,320.1,-0.53574075,390.233333,390.8,391.35,393.6
1,2.75,396.589139,393.866667,3.49196625,0.191989,-0.34798,-0.13735275,-10.315,-11.15,-54.57761425,-1.004689,-4.566756,2.14269375,0.185924,-0.577773,0.473272,0.42115175,0.23321,100.901245,52.98,1.212,0.9404332485,4.643486,7.644,6.7975,-73.31049,0,0.014878,-3.56625,0.572,245.55,319.75,-0.54612425,390.45,390.85,392.383333,394.616667
1,3.25,396.551363,394.19166675,3.5220125,0.24465325,-0.2438675,-0.12259325,-10.42,-11.335,-55.739794,-0.616079,-6.335496,2.1019475,0.184983,-0.5916825,0.484197,0.41416125,0.247123,100.854992,53.61,1.057239,0.931472306,4.608282,7.616,6.73425,-73.23724,0,0.1749435,-3.519,0.4645,244.4,318.9,-0.4672125,390.4,390.666667,392.116667,393.933333
1,3.75,396.7212085,394.408333,3.52547575,0.319438,-0.2239145,-0.10765325,-10.59,-11.555,-53.792314,-0.753134,-6.029584,2.19485625,0.1826245,-0.61868175,0.45647525,0.41523825,0.246229,100.8772896,55.02,0.962,0.94548182875,4.480444,7.585,6.705,-73.59949,0,0.352357,-3.498,0.5395,244.2,317.8,-0.5576275,389.95,390.966667,391.95,393.433333
1,4.25,397.061081,394.16249975,3.54925975,0.211543,-0.309213,-0.1251295,-10.68,-11.705,-47.6213515,-0.54523025,-5.702762,2.2190165,0.1924545,-0.511744,0.4664635,0.414745,0.256391,100.8772,55.698865,0.91625575,0.94520603525,4.173956,7.554,6.677,-72.21096,0,0.234115,-3.384,0.461,246.55,317.3,-0.5481415,390.05,390.133333,391.383333,393.233333
1,4.75,397.1176615,393.841667,3.484064,0.10542575,-0.2476265,-0.13788,-10.775,-11.89,-45.832468,-1.13340075,-5.773617,2.159655,0.193913,-0.501433,0.442784,0.418869,0.2537365,100.87564525,57.37853,0.798995,0.9261472555,4.241631,7.528,6.62975,-71.05322,0,-0.02112925,-3.2795,0.4805,246.7,316.95,-0.6329705,389.933333,390.866667,391.066667,393.016667
