DOY2,HR2,LE,H,FC,USTAR,TA,WS,CO2,VPD,H2O,RH,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,G,APAR
1,0.25,-0.19803575,-51.49435,-1.87844,0.221865,-12.48595,1.47178,409.68675,0.322094825,2.891335,70.9598725,-40.772095,-2.988252,0.356089875,230.637125,261.6091,-4.836,0
1,0.75,-0.2199835,-58.7798,-1.4740575,0.19843475,-12.56,1.2066325,409.54125,0.3311896,2.9033725,69.4774,-40.2264,-2.857781,0.427677,228.7774,260.846,-4.6145,0
1,1.25,0.455521,-58.00705,-1.2545375,0.230687,-12.742675,1.22634,409.85825,0.32513935,2.8924575,70.196475,-40.377715,-2.8805105,0.4339267,224.97845,259.948275,-4.631,0
1,1.75,0.324658,-60.0471,-0.9297985,0.24253625,-12.8516,1.3361675,409.8145,0.3208606,2.88761,71.2011,-40.16097,-2.905598,0.421948,228.0371,259.0034,-4.648,0
1,2.25,-0.160982525,-58.28145,-1.2029025,0.220423,-13.03655,1.517015,409.719,0.344045375,2.880405,71.898375,-39.864635,-2.86598175,0.383065175,230.56755,258.31665,-4.67,0
1,2.75,0.84361,-64.414725,-1.91161,0.218607,-12.8257,1.51147,409.187,0.3260135,2.915985,72.5961,-41.67973,-3.012447,0.3850591,228.5693,259.6153,-4.6875,0
1,3.25,-0.202067,-60.5976,-1.85221,0.218536,-13.210375,1.22469,409.268,0.3243976,2.93167,72.72975,-41.05445,-2.82989075,0.303699925,224.9315,258.440475,-4.7015,0
1,3.75,-0.761729,-64.0357,-1.329225,0.205468,-13.209,1.077,409.177,0.3196002,2.8506225,73.2502,-41.06067,-2.810589,0.3683962,227.7597,258.0444,-4.7045,0
1,4.25,-0.040338175,-64.696525,-1.3553475,0.2286195,-13.494625,1.61168,409.272,0.329608325,2.76898,73.1522175,-40.678255,-2.75652825,0.356088425,225.92115,256.99345,-4.713,0
1,4.75,0.399044,-57.21855,-0.9126735,0.218448,-13.5098,1.4423225,409.5165,0.3072647,2.9098,71.9525,-39.07859,-2.807125,0.3378363,228.3965,256.5123,-4.7145,0
1,5.25,0.1356835,-62.99985,-1.4607475,0.23297425,-13.811525,1.1941875,409.425,0.3079376,2.8051125,72.469475,-41.978195,-2.89899075,0.272577325,226.563525,255.384575,-4.729,0
1,5.75,0.307321,-55.5428,-1.73143,0.19149075,-13.2671,0.971356,409.2535,0.2803903,2.90545,72.8559,-42.40596,-2.92389,0.3539952,229.1163,255.7321,-4.72,0
1,6.25,-1.9255775,-59.144825,-1.60224,0.220279,-14.214675,1.0422725,409.014,0.2927352,2.863085,74.2030425,-42.1236525,-2.806364,0.328619825,226.136625,253.993375,-4.8045,0
1,6.75,-0.6829055,-72.08035,-1.26125,0.21039125,-13.5844,1.2142475,409.5585,0.288017,2.918145,73.76189,-39.11589,-2.289998,0.4005008,228.0251,254.1019,-4.6375,0.1765854
1,7.25,-0.9286815,-74.2244,-1.43509,0.2228575,-14.134875,1.331795,409.459,0.3057152,2.888725,72.41139,-28.1923225,2.1400635,1.096039,224.46065,253.2658,-4.602,5.80250175
1,7.75,0.245693745,-76.1499,-1.7572075,0.2065925,-12.5118,1.245325,410.60175,0.3240283,2.84891,69.78979,1.160904,10.41063,3.368949,225.3602,256.5901,-4.6275,26.978475
1,8.25,0.570052,-52.64535,-2.26535,0.23062,-12.350575,1.04849,410.3235,0.371881825,2.76639,65.2263475,14.778515,24.1230575,7.12798175,226.14545,258.30445,-4.673,49.6663825
1,8.75,1.490035,-43.9226,-2.5618175,0.211804,-11.06,0.745845,410.0155,0.3445054,2.74725,64.4005,25.33585,39.35508,9.850257,231.7126,263.747,-4.68325,86.87297
1,9.25,4.32564,-17.667475,-5.289225,0.206495,-11.1306,0.60523,407.3125,0.42644745,2.70009,62.8042475,36.835215,62.067545,14.441135,230.37925,265.999725,-4.70975,126.373525
1,9.75,4.24073,-1.1326325,-5.80724,0.21032025,-11.0851,0.6086235,408.3225,0.4554221,2.682835,62.5568,59.48393,86.79836,18.00022,238.0115,269.6689,-4.70725,160.121525
1,10.25,7.425135,14.14655,-4.91509,0.21932525,-11.41725,0.775194,406.333,0.5057069,2.67666,61.31425,64.3633275,83.42478,21.8994425,236.17175,270.338975,-4.723125,162.86615
1,10.75,6.84367,21.102375,-5.1748375,0.21867725,-10.3017,0.8280915,406.33,0.5873224,2.668915,59.6577,70.17609,100.4739,24.23017,242.5094,275.0665,-4.7355,161.926875
1,11.25,6.495685,26.9661,-4.7018,0.22624475,-9.87905,0.891106,406.2175,0.6452707,2.6662125,54.4600975,69.2313,96.373015,25.0407175,239.3917,276.09425,-4.788125,194.142975
1,11.75,8.5622325,18.507675,-4.589475,0.26551775,-9.0749,1.0404875,405.90725,0.6527654,2.6389,54.1428,70.3326,97.33199,24.76175,247.9941,279.5861,-4.7825,189.59335
1,12.25,8.21893,24.06745,-4.40936,0.305107,-9.116149,1.24422,406.039,0.66697655,2.64645,52.56135,62.086885,88.10126,22.8125325,242.067925,278.633975,-4.899,166.435625
1,12.75,11.586125,20.9384,-4.8704075,0.313662,-8.4351,1.22948,405.74,0.7325952,2.70787,51.8638,73.11656,99.53862,23.97829,247.5244,282.0925,-4.6955,189.297525
1,13.25,8.815035,26.0621,-4.9036,0.3988785,-8.36154925,1.37482,405.361,0.763265,2.738835,50.942425,49.6978375,73.14449,17.926335,241.967875,280.7017,-4.6935,124.106
1,13.75,7.107495,19.372125,-4.1875575,0.37975825,-8.0384,1.3210375,405.73225,0.816706,2.7730425,50.0103,48.88829,65.90804,15.98638,247.4214,281.7708,-4.66925,120.313275
1,14.25,7.79706,4.701025,-4.2550225,0.356945,-8.92434975,1.3985,406.083,0.717020025,2.7542925,50.4385,37.7643325,50.34769,13.1537675,242.3722,279.04935,-4.733875,105.02445
1,14.75,5.5148475,5.6574325,-2.7826425,0.364189,-8.1904,1.345545,407.5475,0.7958323,2.77718,50.46815,25.98786,40.35328,10.35851,245.5722,279.4699,-4.735875,80.1900075
1,15.25,4.30825,-5.91785,-2.750725,0.323307,-8.809525,1.10296,408.962,0.75628345,2.68975,52.94285,9.67196125,23.9568,5.661316,240.287825,275.089575,-4.747875,51.56889
1,15.75,2.508585,-27.9943,-3.15161,0.30381175,-9.0239,1.2288825,410.0085,0.7322203,2.7310225,53.46529,-13.52787,10.74594,3.187186,240.9019,275.0466,-4.755,19.2852225
1,16.25,2.430505,-35.884375,-2.19889,0.26606375,-10.1977,1.3357875,411.2995,0.640652425,2.87846,59.8911725,-34.962045,0.7211731,0.799270225,236.32015,271.45065,-4.750375,2.94753475
1,16.75,1.29608,-46.0705,-1.252165,0.24552675,-9.9875,1.453665,410.899,0.5816359,2.96522,61.534,-42.19163,-2.242566,0.481261,238.7241,271.8725,-4.76475,0.041524485
1,17.25,1.243415,-54.876325,-1.434395,0.235217,-10.7983,1.461285,411.229,0.5059412,3.0112,64.20545,-44.1101775,-3.2357365,0.3681646,232.522025,266.17925,-4.76325,0
1,17.75,2.213925,-55.4315,-1.09097,0.22840375,-10.707,1.6310725,411.2495,0.4953157,3.0410425,63.92879,-42.14293,-3.0777,0.421284,237.1108,268.7444,-4.773375,0
1,18.25,1.41038,-54.2848,-1.03564,0.222127,-11.54225,1.57434,411.037,0.450367125,3.00713,66.3258975,-39.653905,-2.8986875,0.4149111,236.218875,263.252925,-4.854,0
