DOY2,HR2,USTAR,TA,WS,H,LE,RH,PA,CO2,H2O,PPFD_IN,PPFD_DIF,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,FC,SC,NEE,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1
1,8.25,0.051228625,-19.6335,1.0280375,-57.2128,-8.63798,62.9925,96.6,389.23375,0.91808875,1.31527,1.3586125,-82.8817,0.364903,-0.0241748,158.763,224.2275,-0.97398425,-1.57255,-1.180835,-0.45558975,-0.099375,0.233225,0.517625,1.300625,1.8,3.65,5.1008325
1,8.75,0.0564231,-19.796625,1.1936,-59.8928,-7.1319,62.107175,96.6756,389.20375,0.979862,8.2120575,7.27664,-58.8085,4.0401175,0.6307885,158.82225,225.057,-0.39768825,-1.14156,-1.022726,-0.46573975,-0.0824,0.233,0.51055,1.301875,1.8,3.65,5.1182225
1,9.25,0.05854915,-19.84365,0.963528,-48.096425,-7.3848375,62.536375,96.685,388.953,1.0032195,19.539425,18.333075,-20.9684,9.3549575,1.658125,160.22075,228.232,-0.60999325,-1.55096,-1.449345,-0.44438,-0.096875,0.233,0.519,1.303125,1.8,3.65,5.118775
1,9.75,0.067677,-19.58545,0.979725,-44.2786,-7.0782275,60.298,96.66445,389.63425,0.986432,34.67395,32.8605,6.83524,17.91785,2.789865,157.802,231.705,-0.7370925,-2.10777,-1.517645,-0.43133,-0.096875,0.233,0.520125,1.28025,1.8,3.65,5.087475
1,10.25,0.08749735,-18.979825,1.084895,-37.7953,-9.69511,60.07535,96.6907,389.7325,1.085925,45.297275,40.276825,13.29545,21.61065,3.2568475,156.942,235.63975,-0.9018165,-1.61352,-1.3617425,-0.405925,-0.090725,0.233675,0.5426,1.28675,1.8,3.65,5.1
1,10.75,0.14929,-18.6407,0.835488,-28.066925,-10.63735,57.4657,96.6862,389.6525,1.107975,63.41725,60.60445,21.1445,28.9661,5.15067,158.498,237.936,-0.652465,-1.90678,-0.99694375,-0.386155,-0.0822,0.22585,0.51865,1.30125,1.8,3.65085,5.1
1,11.25,0.151648,-17.888475,0.7824075,-25.478275,-12.327,57.287975,96.6912,389.1625,1.141675,74.513775,73.7841,21.6606,34.7111,5.481815,160.349,241.484,-0.9393145,-2.420975,-1.192975,-0.39676525,-0.0930249999999999,0.2326,0.524575,1.2828,1.8,3.649575,5.099175
1,11.75,0.1609745,-17.236525,0.8838125,-13.9716,-18.6415,56.5135,96.6655,389.23425,1.153615,76.296925,72.074975,24.288375,36.57135,6.06473,161.2145,243.7545,-0.9898,-2.56282,-1.914505,-0.363783,-0.075,0.233,0.517,1.275,1.8,3.65,5.0833
1,12.25,0.17973375,-16.93775,0.80456125,-9.91047,-15.5171,53.86525,96.6442,389.011,1.09462,89.60695,80.4056,25.3698,39.0954,7.2939925,161.635,244.56,-1.492,-2.69373,-1.9299275,-0.36375,-0.083,0.233,0.517,1.308,1.8,3.65,5.0833
1,12.75,0.21065375,-16.642,0.70943875,-14.14575,-13.71995,52.6378,96.6227,388.88425,1.0947875,94.97075,93.45775,30.155175,43.45775,6.911,159.75225,246.343,-1.27937,-1.623615,-1.6311375,-0.3471165,-0.1,0.225,0.517,1.292,1.8,3.65,5.1167
1,13.25,0.1937725,-16.496,0.93556125,-15.6862,-20.07145,50.34415,96.5083,388.826,1.13522,86.6905,83.59105,30.7186,41.65525,6.222225,160.728,247.835,-1.224,-1.453425,-1.5676,-0.28937675,-0.09915,0.2254,0.51865,1.29365,1.8,3.65,5.1
1,13.75,0.204889,-16.38805,0.897104,-9.443075,-13.7777,50.8438,96.43845,388.9545,1.153725,70.199775,64.3943,23.341975,35.59225,5.4366025,163.6775,247.7595,-0.973505,-1.4222925,-1.395455,-0.30737325,-0.0826,0.2254,0.51825,1.30125,1.8,3.65,5.1
1,14.25,0.207345,-16.483525,0.86104,-14.389125,-11.26077,49.0153,96.41445,388.802,1.07754,62.3401,61.464325,20.59225,33.65205,5.0907325,163.38875,247.38,-0.8783075,-0.9598735,-1.0601175,-0.317105,-0.083,0.242,0.517,1.292,1.8,3.65,5.1167
1,14.75,0.166425,-16.43345,1.0323,-18.65315,-11.9365,49.91765,96.45395,388.654,1.03456,56.02915,54.941525,18.25845,27.085475,4.2325825,162.10975,247.54575,-0.95955625,-1.322485,-1.173815,-0.3136585,-0.107383325,0.2252,0.525625,1.293025,1.8,3.65,5.0675325
1,15.25,0.173891,-16.1962,0.91330975,-24.230575,-13.3354,48.71935,96.502,388.6545,0.99882275,50.97875,50.167025,11.4167,24.53225,3.5160275,160.5805,247.01175,-0.658213,-1.0916975,-1.005729,-0.319683,-0.0824,0.2182,0.517,1.301875,1.8,3.65,5.1012525
1,15.75,0.1821245,-16.235425,1.15607,-19.93525,-15.780875,46.897025,96.45355,388.83325,1.04202,35.2254,33.8641,-1.9604875,16.46465,2.5968325,158.49825,246.301,-1.1692975,-1.2026125,-1.23545,-0.320117,-0.0818,0.233,0.534275,1.2643,1.8,3.65,5.069475
1,16.25,0.1724225,-16.268025,1.159185,-22.5344,-14.85975,48.3995,96.4351,388.744,1.10002,19.592625,19.198725,-33.5352,9.6160175,1.64545,158.277,245.457,-1.24222,-0.829465,-1.5561275,-0.31837,-0.091775,0.233,0.500425,1.267825,1.8,3.65,5.067825
1,16.75,0.1207305,-16.303075,1.085355,-37.980125,-13.053,49.3418,96.49145,388.814,1.10054,8.5936425,7.967645,-69.098,4.32489,0.725731,158.89,243.7475,-0.850838,-1.16022,-0.9865375,-0.31915,-0.092,0.233,0.525,1.275,1.8,3.65,5.0833
1,17.25,0.074556225,-16.475525,1.1191,-47.3807,-10.66045,50.31945,96.50255,388.9215,1.08213,1.5411675,1.51121,-91.7088,0.26580575,0.0769517,157.15325,241.84875,-0.66720875,-0.699979,-0.6725985,-0.331067,-0.075,0.2254,0.50925,1.2851,1.8,3.65,5.1167
1,17.75,0.0624694,-16.938225,1.18654,-53.880625,-9.22063,51.9014,96.5629,388.994,1.100175,0.03493025,0.0533504,-96.28815,-2.5240825,-0.15921575,163.30475,240.795,-0.528461,-0.64511075,-0.401341,-0.329617,-0.0975,0.233,0.5258,1.297,1.8,3.65,5.0847
1,18.25,0.053008125,-16.93855,1.102725,-59.5832,-7.3157025,53.7227,96.59535,389.074,1.11504,-0.248715,0.0035775475,-96.9342,-2.736225,-0.1471945,159.89625,240.241,-0.70905225,-0.7297535,-0.77961875,-0.33423,-0.083,0.2256,0.519475,1.26175,1.8,3.65,5.0845525
1,18.75,0.046755,-16.943725,1.04318,-60.5545,-10.77975,54.696,96.6,389.056,1.09127,-0.080428,0.0018422675,-95.206075,-2.63206,-0.10695875,163.19125,239.5365,-0.9157815,-0.874986,-1.088005,-0.3442185,-0.092,0.233,0.5105,1.3089,1.8,3.65,5.0847
1,19.25,0.057136475,-16.89075,1.0244525,-60.6342,-9.50525,53.80975,96.6,389.156,1.1038225,-0.01844645,0.00218549,-94.02065,-2.6519775,-0.1721195,160.57625,238.05925,-0.811997,-0.72470775,-0.855895,-0.3532185,-0.090725,0.218875,0.525,1.262425,1.8,3.65,5.085805
1,19.75,0.050681,-17.174925,1.15845,-67.4911,-8.849305,54.3768,96.58715,389.184,1.099235,-0.194609,0.00198563,-92.758725,-2.6070025,-0.2005795,160.10675,236.64725,-0.632318,-0.5929885,-0.607667,-0.3598815,-0.1,0.233,0.517,1.283,1.8,3.65,5.067
1,20.25,0.05142935,-17.14405,0.968808,-61.156,-7.429725,54.7833,96.59175,389.15,1.08643,-0.00560079799999999,0.0017245775,-91.685075,-2.58766,-0.25367625,161.10075,235.92975,-0.5686225,-1.122565,-0.90670575,-0.3641815,-0.092,0.233,0.508,1.267,1.8,3.65,5.1
1,20.75,0.05645505,-17.168175,1.016045,-64.571925,-6.83123,52.181625,96.5789,389.318,1.08218,0.00024779575,0.001405305,-91.6443,-2.6708925,-0.34469225,160.492,236.226,-0.65638375,-1.06377,-1.2926,-0.3698515,-0.09915,0.23345,0.5021,1.29405,1.8,3.65,5.0525
1,21.25,0.0535091,-17.406975,1.12602,-62.473675,-8.931525,55.738125,96.56535,389.268,1.06671,-0.13200725,0.001807575,-91.04475,-2.66993,-0.312034,159.753,235.865,-0.892968,-0.96842625,-1.220005,-0.375217,-0.1,0.233,0.508,1.283,1.8,3.633,5.0833
1,21.75,0.0504146,-17.474475,1.06162,-57.561025,-6.10634,57.0646,96.5081,389.402,1.078715,-0.1575425,0.001841915,-92.43605,-2.583125,-0.39772625,158.79325,234.65875,-1.042792,-1.306455,-1.0768625,-0.380317,-0.103875,0.233,0.510125,1.294,1.8,3.65,5.0853875
1,22.25,0.06190485,-17.6136,1.2354,-68.359375,-9.93555,56.84,96.50255,389.402,1.0769225,-0.01487419,0.001637725,-94.07575,-2.5371375,-0.34853725,160.375,233.605,-0.5962075,-0.9095595,-1.0583,-0.3728515,-0.0992,0.233,0.5097,1.2872,1.8,3.65,5.07197
1,22.75,0.051261525,-17.83335,1.1721375,-70.509,-7.374855,57.613525,96.5,389.41,1.04955,-0.2124355,0.0018551925,-93.9301,-2.473025,-0.35329125,157.35375,233.75,-0.677677,-0.77213125,-0.89497625,-0.3764485,-0.10676665,0.2254,0.51825,1.29325,1.8,3.65,5.053335
1,23.25,0.05113555,-17.7977,1.11391,-70.6048,-10.85545,58.90475,96.650275,389.376,1.05562,-0.0141473575,0.0020239875,-92.3465,-2.5736575,-0.31049525,155.48775,232.84175,-0.5714005,-1.07055,-0.8928665,-0.38358,-0.1068,0.233,0.508,1.28675,1.8,3.65,5.084275
1,23.75,0.0456918,-17.74145,1.1267825,-64.3087,-8.6200025,57.5688,96.6625,389.332,1.05826,0.0012985625,0.00193008,-88.9975,-2.598955,-0.2453475,155.285,230.76375,-0.519928,-0.78162175,-0.7692055,-0.39288,-0.1055,0.2258,0.5195,1.2864,1.8,3.6347,5.0703
2,0.25,0.042945,-18.556,1.104614,-63.20945,-8.961135,41.4178,96.62565,388.98,1.0022,-0.146969,0.0014700875,-93.486,-2.6626625,-0.27386125,150.285,227.57625,-0.5994285,-1.313075,-0.773734,-0.511699,-1.084675,-0.609375,-0.129675,0.662325,1.1,2.85,4.290925
2,0.75,0.0291926,-18.8321,1.14574,-62.893325,-8.216685,43.4681,96.6,389.03,0.97721,-0.157981,0.001536625,-92.29525,-2.6672,-0.25713875,151.47875,225.905,-0.421882,-2.14588,-0.744625,-0.7658015,-1.229025,-0.7925,-0.19625,0.65,1.1,2.819475,4.251275
2,1.25,0.03528485,-18.794325,1.2016125,-66.597,-8.10195,44.940325,96.621275,389.13,0.9553,-0.0276948,0.0013748375,-91.342625,-2.6855375,-0.23394875,154.5675,225.86875,-0.37615,-1.33373,-0.9142355,-0.7739685,-1.2505,-0.761975,-0.19625,0.6426,1.1,2.80375,4.267
2,1.75,0.040274625,-18.54745,0.95828375,-69.653,-10.15995,46.0041,96.6,389.1,0.94334,-0.12793,0.0012113775,-91.84925,-2.7231625,-0.24199,154.3925,224.195,-0.74587225,-2.905225,-1.1554225,-0.7832315,-1.2607,-0.77065,-0.19625,0.6426,1.1,2.85,4.267
2,2.25,0.0434039,-18.62975,1.092285,-70.02435,-9.083875,46.302625,96.6,388.92,0.93476,0.00072922175,0.001418375,-91.524875,-2.7698375,-0.279025,153.68875,223.4575,-0.63512125,-1.4265,-0.941909,-0.799967,-1.24675,-0.76375,-0.1937,0.65,1.1,2.82195,4.25
2,2.75,0.046057,-18.8117,1.0942,-70.7664,-10.632375,44.16525,96.593475,388.75,0.90853,-0.0238736415,0.00123864,-92.19475,-2.8106,-0.24358125,153.3225,223.18,-0.5050235,-2.36737,-1.070425,-0.80882,-1.22,-0.762,-0.1967,0.6428,1.1,2.805,4.2517
2,3.25,0.043690625,-18.97475,1.1136025,-70.336375,-9.139925,42.216325,96.592275,388.76,0.8902,-0.004730425,0.001373305,-91.4346,-2.8223375,-0.34424125,151.382,222.508,-0.3813595,-1.723225,-0.8447725,-0.812783,-1.20635,-0.77925,-0.1975,0.65,1.1,2.81865,4.25165
2,3.75,0.0368445,-19.107275,1.000415,-75.24155,-6.53188,43.10075,96.533925,388.87,0.88991,-0.05184385,0.001271785,-90.94375,-2.7328125,-0.3305925,150.59625,222.325,-0.58104775,-2.19847,-0.8209725,-0.8245685,-1.215725,-0.801175,-0.19625,0.6426,1.1,2.819475,4.251275
2,4.25,0.0448235,-19.131,1.007525,-64.3463,-8.4952625,43.4115,96.56815,388.84,0.8511,0.00036267025,0.0011839825,-94.252125,-2.8271875,-0.182445,148.24875,223.64375,-0.379305,-1.62405,-0.541505,-0.840567,-1.2161,-0.7972,-0.195,0.65,1.1,2.805,4.2517
2,4.75,0.037739825,-19.24035,1.1077925,-68.8028,-10.3365,43.587175,96.5594,388.62,0.82014,-0.00790236149999999,0.00131694,-93.37925,-2.818,-0.2459025,148.19,223.6,-0.387769,-1.165975,-0.572459,-0.8459485,-1.208,-0.7794,-0.1925,0.63675,1.1,2.8075,4.267
2,5.25,0.04086695,-19.366675,0.88445275,-64.0368,-9.2310425,44.0695,96.564375,388.66,0.76061,-0.1661765,0.00135049,-90.8,-2.8796125,-0.16881125,148.73,222.792,-0.390695,-2.3005625,-0.6444645,-0.8462685,-1.1992,-0.7989,-0.1967,0.6275,1.1,2.805,4.25
2,5.75,0.03850855,-19.66075,1.061435,-64.60815,-7.6591775,46.6088,96.5967,389.07,0.7471,-0.00498895400000001,0.001222175,-90.788,-2.8386875,-0.2307425,149.048,221.898,-0.34172,-2.8567375,-0.7789305,-0.84148,-1.21655,-0.79625,-0.1975,0.6424,1.1,2.81865,4.25
2,6.25,0.040064475,-19.94165,1.1481975,-65.341325,-7.078245,47.694375,96.609,388.84,0.73509,-0.2399625,0.00138641,-90.47325,-2.7701875,-0.219705,149.3275,221.79375,-0.383136,-2.21224,-1.0843125,-0.8398485,-1.20425,-0.79675,-0.19625,0.63555,1.1,2.8075,4.25255
2,6.75,0.037555,-19.8102,1.01005,-63.17625,-9.20265,48.579625,96.6324,388.75,0.73984,-0.28476375,0.001813575,-88.12475,-2.75935,-0.248665,150.73875,221.06875,-0.67853425,-1.82752,-0.983675,-0.8432685,-1.197875,-0.790625,-0.19375,0.644,1.1,2.821125,4.25
2,7.25,0.03607005,-20.22235,0.9275745,-56.8578,-7.60001,48.2369,96.6252,388.62875,0.7243495,0.0082282,0.013388,-86.816375,-2.5045625,-0.1903475,150.8125,220.73125,-0.307575,-1.314065,-0.67976825,-0.8410515,-1.2,-0.79565,-0.211975,0.6432,1.1,2.80375,4.25
2,7.75,0.0392775,-20.0516,1.024925,-66.5634,-12.154375,46.732425,96.6522,388.52,0.75535,0.76762,0.713381,-80.503375,-0.4353025,0.056751125,149.6375,220.91,-0.46289775,-2.31468,-0.86843025,-0.832483,-1.1911,-0.7958,-0.203,0.6275,1.1,2.805,4.2517
2,8.25,0.038780525,-19.73455,0.919474,-56.465,-11.66675,46.65,96.6324,389.3885,0.809256,6.66554,6.0426,-56.64475,3.6065625,0.6344425,149.77125,223.0925,-0.36198875,-2.4534525,-0.938553,-0.8354185,-1.190125,-0.7568,-0.20365,0.6426,1.1,2.80375,4.234275
2,8.75,0.051605375,-19.9898,0.9747155,-50.59625,-10.44175,47.393,96.6381,389.3355,0.82499425,21.547,19.8225,-16.1524,10.13237,1.774875,150.489,225.921,-0.31414525,-1.7495975,-0.99233275,-0.83098,-1.197875,-0.78775,-0.20175,0.634125,1.1,2.821125,4.252125
2,9.25,0.073963,-19.249,0.73536,-40.5127,-11.8777,49.0223,96.6208,389.66475,0.900097,40.437125,36.3345,7.93641,17.6623,3.28572,150.73,230.53,-0.5724035,-3.2481,-1.2929,-0.80898,-1.2128,-0.7878,-0.212,0.6428,1.1,2.8347,4.2517
2,9.75,0.1117625,-19.1027,0.83205825,-27.42045,-14.394,46.16665,96.6,389.5825,0.91302325,66.697375,62.5493,18.80905,28.5008,5.648825,150.9025,234.909,-0.685798,-3.4415,-1.9851025,-0.77852,-1.198725,-0.781125,-0.21445,0.619475,1.1,2.834275,4.252475
2,10.25,0.169959,-18.7393,0.8216265,-19.8626,-16.5375,44.20325,96.6,389.7,0.920701,83.3696,77.2457,25.46145,42.30505,7.5571425,153.529,238.694,-0.6418375,-3.0766,-1.63272,-0.7121,-1.183,-0.775,-0.196875,0.643,1.1,2.80625,4.252125
2,10.75,0.18644275,-18.0164,0.9258245,-19.2715,-11.75075,39.6419,96.6513,389.7205,0.949189,108.108,106.68025,38.76115,50.6439,10.2952825,156.61,241.243,-0.9702775,-3.2543625,-1.57924,-0.6267985,-1.183,-0.7806,-0.19625,0.63435,1.1,2.8075,4.25255
2,11.25,0.211427,-17.5046,0.90896,-0.299002,-17.6405,33.841925,96.657,389.70625,0.87939125,138.181,122.19075,48.985525,68.50035,12.775225,158.05375,244.32375,-1.11476,-2.94922,-1.6711825,-0.6489985,-1.1824,-0.797525,-0.205525,0.634275,1.1,2.80375,4.251275
2,11.75,0.1959915,-16.33295,1.091245,-0.571817749999998,-11.824,29.85835,96.65605,389.51925,0.8937105,165.476,144.339,54.9582,72.368625,13.74245,158.1445,247.23875,-1.21599,-4.397345,-2.00229,-0.559667,-1.175,-0.788875,-0.203875,0.61325,1.1,2.80625,4.252125
2,12.25,0.2411465,-16.0594,1.0858975,3.6986,-12.1203,25.8062,96.6,389.458,0.92106525,168.4675,141.33775,65.1147,83.97165,14.9104,157.849,249.268,-0.828238,-2.803745,-1.78605,-0.4781185,-1.20595,-0.7822,-0.20675,0.62585,1.1,2.8025,4.25085
2,12.75,0.209246,-15.99555,0.898178,6.462235,-12.9316,24.997,96.54285,389.24,0.88061,175.6745,160.689,58.38285,75.474275,13.5623,159.4395,250.198,-0.91515,-1.981445,-1.905445,-0.47158,-1.190725,-0.805525,-0.198125,0.619475,1.1,2.819475,4.25
2,13.25,0.1905665,-15.8109,1.1701175,11.9465,-14.2242,24.227375,96.5627,389.22875,0.88302275,162.084,147.95675,59.27105,79.242925,14.319875,160.68175,252.9955,-1.15247,-4.18485,-2.4076875,-0.37213,-1.182,-0.796875,-0.197875,0.634125,1.1,2.80625,4.235125
2,13.75,0.22081925,-15.56845,1.14349,3.44138,-20.4756,26.059625,96.52565,389.2,0.90292,139.944,131.37825,50.12175,66.918225,11.1263,161.6235,253.2405,-1.08746,-2.2980825,-1.996525,-0.360569,-1.191325,-0.797525,-0.215725,0.633675,1.1,2.802475,4.251275
2,14.25,0.1938585,-15.5227,1.0159275,4.91329,-18.0702,23.5839,96.49925,389.378,0.90078275,130.209,128.29875,46.90655,57.6868,9.280795,159.6135,253.738,-1.01872,-4.2567025,-1.6937975,-0.381425,-1.1903,-0.7975,-0.23095,0.62625,1.1,2.8025,4.25
2,14.75,0.234875,-15.3181,0.8844295,1.7776125,-19.331875,25.879575,96.5,389.26075,0.9111295,113.55,115.1225,41.2048,52.392975,8.2574125,156.96,253.616,-1.12968,-1.68197,-1.303035,-0.41750125,-1.2055,-0.803,-0.22,0.6275,1.1,2.805,4.2517
2,15.25,0.24523125,-15.37085,1.21359075,-3.5918125,-13.14625,26.49445,96.50665,389.06375,0.9257385,96.94485,78.466575,34.3755,45.036725,7.2131425,159.0495,253.4485,-0.79937,-1.40385,-1.14281875,-0.50197,-1.20425,-0.81495,-0.23195,0.6143,1.1,2.8075,4.25255
2,15.75,0.238962,-15.24335,1.50262,-5.62907,-15.0074,25.1944,96.5982,389.133,0.93095625,83.19705,79.084025,22.136875,35.2293,6.03515,159.853,253.065,-0.8138835,-1.48174,-1.47406,-0.56823,-1.215125,-0.81325,-0.22185,0.626275,1.1,2.80375,4.23555
2,16.25,0.225572,-15.1508,1.44642,-13.63375,-12.6862,25.559625,96.612025,389.145,0.944008,54.95475,52.30045,13.2827,23.6868,4.156605,153.717,250.8695,-1.0600925,-2.23126,-1.215085,-0.58718475,-1.23865,-0.81405,-0.2153,0.6254,1.1,2.81865,4.25085
2,16.75,0.20645975,-15.144,1.1663125,-25.692425,-10.9616,27.4268,96.645025,388.99,0.973568,28.0111,26.73055,-8.53172,12.64035,2.40488,154.279,249.658,-1.150925,-2.482285,-1.963125,-0.6166745,-1.23875,-0.80695,-0.23875,0.65,1.1,2.80255,4.25
2,17.25,0.179046,-15.43515,1.32772,-24.88045,-13.223,29.1967,96.6952,388.828,0.9899305,14.41815,10.879825,-51.51075,7.207085,1.285065,152.37625,247.567,-0.75470275,-1.98123,-1.1827125,-0.67946025,-1.2136,-0.8247,-0.2208,0.6339,1.1,2.8186,4.25
2,17.75,0.1336585,-15.85555,1.185795,-37.44345,-13.5705,29.878,96.7,388.7635,1.0007815,3.8375125,3.5325,-86.919375,1.442605,0.2882355,152.08875,244.09625,-0.666817,-2.276725,-1.276925,-0.70663475,-1.2361,-0.828,-0.2208,0.6114,1.1,2.8017,4.25
2,18.25,0.099709775,-16.1245,1.3152725,-50.0378,-10.028525,32.4873,96.75795,388.90825,0.9919835,0.089758,0.1403195,-99.218225,-2.31781,-0.13844775,152.91275,241.62125,-0.7528275,-1.1823625,-1.61052,-0.727655,-1.244975,-0.836975,-0.22925,0.60375,1.1,2.802475,4.25
2,18.75,0.07830615,-16.48505,1.3317575,-56.22685,-15.069375,32.64285,96.7945,389.131,0.9904325,-0.09478345,0.00379659,-100.24425,-3.1577075,-0.2420395,152.869,240.03775,-0.79875125,-1.16638,-0.811344,-0.7380755,-1.245,-0.8417,-0.2361,0.6114,1.1,2.8017,4.2347
2,19.25,0.07053305,-16.6664,1.4357575,-57.1097,-8.9944775,32.6035,96.7855,389.264,1.01077,-0.0934825,0.0012369,-100.286,-3.02287,-0.22395775,153.09925,237.8235,-0.6438325,-2.4608375,-1.42885,-0.745745,-1.2297,-0.8425,-0.2361,0.6033,1.1,2.817,4.25
2,19.75,0.0577005,-16.991625,1.0794,-58.574,-8.2052,32.42735,96.706825,389.169,1.028995,0.000835638,0.0016132575,-99.26365,-2.9753825,-0.255176,153.7435,235.695,-0.708542,-1.2282875,-1.042175,-0.7397755,-1.2505,-0.83755,-0.2413,0.6063,1.1,2.8075,4.25
2,20.25,0.0557989,-17.11675,1.366515,-61.6951,-6.705975,32.9834,96.742,389.008,1.009625,-0.07343,0.001619075,-98.8963,-2.9244375,-0.18475,153.71825,235.735,-0.7378515,-0.9362275,-0.87785525,-0.74528525,-1.238875,-0.840625,-0.221875,0.619,1.1,2.80625,4.25
