DOY2,HR2,SLE,USTAR,H,SH,V_SIGMA,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,-0.62688316273269,0.0932850328864855,-166.058669784292,-2.6915626590185,0.531892218866093,0.222473565236507,413.156686959458,0.779140202715803,4.62990781147389e-07,413.218581828668,1.04114909937261,0.432496169982112,413.812960539934,1.11624757732756,0.311799051569937,413.673403197294,1.03936306073877,1.60932680823802,-18.1622572901708,0.10142543903806,1.5025,1.4575,0.9175,-14.9938,-18.533875,-17.5155,-16.2980375,-17.83903,64.91786,13.35875,0.37729,-21.08125,-20.77525,-8.26,0,-4.059,0.5875,-2.14125,-0.73,139.6,225.55,192.55,263.0375,-0.12,-0.04125,-0.31,-0.51,-0.23,-0.26125,0.01,-0.23,-11.832125,-9.99325,-7.971375,-6.693625,-5.8265,-3.82465,-2.182625,0.373875,-0.02975,-6.225475,-4.9565,-3.72965,-2.717375,-1.79225,-0.660975,-0.6988,0.5879,1.029825,-4.107625,-3.7949,-3.1645,-2.42275,-1.82275,-0.251425,0.0724,0.7514,0.95775,-11.52225,-9.5344,-7.47175,-5.808,-4.26585,-0.7664,0.34455,0.2596,-10.0475,-8.18625,-5.70975,-4.403125,-3.7535,-2.05175,-1.0385,0.45875,1.033625,-5.33705,-4.811375,-6.902225,-107.7905
1,0.75,-0.874103156262524,0.0845490229712831,-180.850570782597,-3.01261111674143,0.455460077422846,0.200061372497152,413.286108855391,0.813091963159742,5.44583143436328e-07,413.073733779258,1.04933277355852,0.38500785017526,413.754609043429,1.14051204889863,0.336787942725703,413.850170400878,1.01244380784309,1.40565333912707,-18.320591150581,0.122534809831352,1.235,1.40075,1.18575,-15.0573125,-18.683,-17.48172,-17.00188,-17.9658975,64.90864,12.37625,0.2628,-22.4055,-21.39425,-8.4025,0,-4.1725,0.4875,-2.0725,-0.525,139.65,224.175,191.975,262.675,-0.12,-0.04125,-0.31,-0.51475,-0.23,-0.27,0.02,-0.23,-11.863875,-9.89175,-8.007375,-6.7065,-5.829875,-3.82635,-2.185625,0.373875,-0.03,-6.2684,-4.98385,-3.7369,-2.720625,-1.7896,-0.659975,-0.699225,0.5869,1.029825,-4.102375,-3.79705,-3.18475,-2.42175,-1.826225,-0.252,0.0723,0.7522,0.95775,-11.7051,-9.63245,-7.43875,-5.8175,-4.27695,-0.7674,0.3437,0.2596,-10.1705,-8.269125,-5.75425,-4.411625,-3.75,-2.052125,-1.040375,0.45875,1.03325,-5.549,-4.58675,-6.9195,-108.9395
1,1.25,-1.93840220933826,0.0938492358073525,-189.774254054852,-5.19824888579479,0.278711903515411,0.205817983552743,413.665904717158,0.738462133442819,5.07513080583646e-07,413.367628018343,1.07219896648583,0.480357133301604,414.668135065386,1.1680614742576,0.331690814773535,414.672779684469,1.10287269282248,1.77691503377667,-18.1626037866594,0.119877584583179,1.487,1.825,1.0735,-15.17045,-18.501125,-17.26895,-17.2484625,-17.5928225,64.92220825,12.09125,0.34291,-22.6325,-21.333,-8.545,0,-4.108,0.5,-2.05,-0.50625,138.975,225.4625,197.7375,262.1375,-0.12,-0.05,-0.31,-0.51,-0.23,-0.26,0.01,-0.23,-11.914875,-9.924875,-8.054375,-6.739875,-5.8325,-3.825375,-2.18775,0.372875,-0.030875,-6.341125,-5.01115,-3.756775,-2.7219,-1.787125,-0.65955,-0.699225,0.5869,1.0293,-4.09365,-3.7868,-3.17175,-2.425,-1.82995,-0.252,0.072125,0.7506,0.95775,-12.0961,-9.7409,-7.328,-5.83325,-4.30275,-0.7684,0.3437,0.2586,-10.244125,-8.388375,-5.804375,-4.419125,-3.747,-2.052375,-1.04125,0.459,1.032625,-5.607675,-4.625275,-6.9858,-106.5975
1,1.75,-2.36300205695104,0.0862674762116058,-182.420407677317,-4.15244171436263,0.303016360094417,0.190481542339442,413.427408730897,0.866420074351304,5.23501001118293e-07,412.899258552661,1.0866872899014,0.467890635600523,413.461309002888,1.19433319371613,0.336662486693575,414.505793828284,1.0174382245729,1.27226298854435,-18.132765059875,0.1033974061626,1.42875,1.49,0.855,-17.031905,-18.48175,-17.202355,-16.4673225,-17.75925,64.955307,10.01125,0.249695,-22.54325,-21.23425,-8.67875,0,-4.115,0.4,-2.045,-0.71875,137.625,225.625,197.4125,261.425,-0.12,-0.05,-0.31,-0.51475,-0.2315,-0.26,0.02,-0.23,-11.97325,-10.0055,-8.1135,-6.772875,-5.836875,-3.828875,-2.191625,0.3725,-0.031875,-6.395825,-5.034625,-3.7575,-2.71845,-1.783425,-0.659975,-0.6998,0.5869,1.028825,-4.088575,-3.780825,-3.1735,-2.425,-1.8333,-0.251,0.07225,0.75165,0.9581,-12.39955,-9.9728,-7.379125,-5.853625,-4.31975,-0.7694,0.34355,0.2586,-10.327,-8.49075,-5.837,-4.417875,-3.744,-2.05275,-1.042375,0.4579,1.032625,-5.607525,-4.58955,-7.05995,-106.4145
1,2.25,-4.31583068793131,0.0647183556286107,-183.46458102402,-2.46608026422768,0.327934185556607,0.282604073745252,412.869983326013,0.875503367908853,5.05343984547467e-07,412.868754713899,1.05596011911646,0.563391264095448,413.196199556011,1.29102227266458,0.378867338562111,413.333400856349,1.17861484696599,1.12491199811555,-18.1396493743926,0.103363115878177,1.205,1.34,0.89725,-14.6501175,-18.46,-17.271205,-16.8700375,-18.33559,64.9904695,8.64375,0.318015,-23.14175,-21.68775,-8.82125,0,-4.03125,0.4875,-2.0375,-1.0675,138.325,222.3125,195.325,260.7125,-0.12,-0.04,-0.31,-0.52,-0.23,-0.26,0.01,-0.23,-12.064625,-10.095875,-8.1705,-6.805875,-5.8415,-3.8325,-2.194625,0.372875,-0.032875,-6.44335,-5.0743,-3.758525,-2.718825,-1.7875,-0.66015,-0.70075,0.5866,1.0285,-4.08485,-3.775475,-3.176,-2.4245,-1.83325,-0.25135,0.07225,0.7512,0.9564,-12.5194,-10.11825,-7.42975,-5.87325,-4.337375,-0.77125,0.3427,0.25775,-10.398,-8.575625,-5.863875,-4.416625,-3.74175,-2.053875,-1.04385,0.458125,1.03225,-5.6752,-4.598,-7.0912,-106.5125
1,2.75,-0.82757650085777,0.0594069227620696,-177.266125384405,-6.31099745796332,0.306735569401874,1.40694245015855,413.02026063628,1.06039050888977,5.02099415221081e-07,412.971737990273,1.0428183261247,0.925324316252095,413.233317259296,1.42627505020387,0.732753471992444,413.285581967718,1.27898816088443,1.77560460044891,-18.1502524203202,0.102338855777128,1.319,1.41075,1.00725,-16.359805,-18.385125,-17.59551,-17.35407,-18.27669,65.025839,7.9825,0.257725,-22.32175,-21.37075,-8.95375,0,-3.86225,0.575,-2.24375,-0.73,139.5375,220.7875,198.575,260.3,-0.11,-0.04,-0.32,-0.51475,-0.23,-0.26125,0.02,-0.23,-12.03275,-10.14475,-8.224625,-6.83875,-5.846125,-3.8345,-2.197625,0.3725,-0.033,-6.4633,-5.09655,-3.78335,-2.722325,-1.791275,-0.66015,-0.7003,0.58615,1.0285,-4.079525,-3.7691,-3.1655,-2.42425,-1.836,-0.25135,0.0719,0.7521,0.95675,-12.47935,-10.1538,-7.440125,-5.88775,-4.34575,-0.77225,0.34255,0.25775,-10.474,-8.658,-5.89225,-4.415375,-3.73925,-2.054125,-1.04425,0.45725,1.031625,-5.694725,-4.77445,-7.0554,-105.25775
1,3.25,-0.888390948495702,0.088649327940991,-180.34141140013,-3.50488707083234,0.384341454841881,1.06758335084677,413.010593354644,1.15054963561805,5.00722633153592e-07,412.975509117685,1.04685331281131,0.668370119582513,413.453369005398,1.42856337420924,0.491112516194031,413.446548791985,1.38714158966825,1.89503880703021,-18.1122002243487,0.122947099433373,0.977,1.06325,1.066,-14.9233475,-18.376125,-17.59673,-17.110275,-18.39737,65.05872,10.0675,0.26115,-22.443,-21.25575,-9.09375,0,-4.0635,0.4,-2.24,-0.54375,141.0625,221.2,196.55,259.9125,-0.11125,-0.04125,-0.31,-0.52,-0.23,-0.27,0.01875,-0.23,-12.01725,-10.274375,-8.27875,-6.872375,-5.86125,-3.8365,-2.199875,0.372,-0.034,-6.5456,-5.1131,-3.8037,-2.7265,-1.799825,-0.6607,-0.7003,0.5856,1.028,-4.073525,-3.7648,-3.1715,-2.424,-1.83775,-0.252,0.07125,0.750125,0.9638,-12.2755,-10.12455,-7.404,-5.893625,-4.3515,-0.7724,0.34255,0.2576,-10.53725,-8.7105,-5.919625,-4.413375,-3.737,-2.0545,-1.0445,0.45725,1.03225,-5.5693,-4.7726,-7.2033,-105.942
1,3.75,-1.2353055397295,0.10359671664286,-193.868142237004,-4.30579347989373,0.438039516980832,1.13941206573877,412.82099104019,1.18494686263971,4.98429311649174e-07,412.782895368007,1.07685523203521,0.645162736432905,413.397309522045,1.48970978189952,1.31685630780565,413.296977700412,1.45775022572269,1.8802706139045,-17.8623517311879,0.0992386180724227,1.324,1.41,1.127,-16.066395,-18.3635,-17.694675,-17.2012,-18.812745,65.0160825,9.1025,0.3754725,-22.739,-21.9755,-9.23125,0,-4.077,0.4,-2.1675,-0.48125,140.7625,226.5125,198.15,259.7125,-0.12,-0.04,-0.31,-0.51475,-0.23,-0.27,0.01,-0.23125,-12.032625,-10.389625,-8.331625,-6.90525,-5.88425,-3.8427,-2.20375,0.3742,-0.035,-6.61535,-5.12865,-3.817525,-2.7294,-1.81875,-0.6607,-0.70085,0.5856,1.028,-4.075075,-3.765825,-3.18775,-2.421,-1.8375,-0.252,0.071,0.7559,0.96765,-12.1164,-10.14295,-7.363125,-5.9015,-4.37585,-0.77425,0.3417,0.2576,-10.569125,-8.734,-5.944875,-4.407875,-3.73475,-2.056625,-1.04625,0.457125,1.031625,-5.7973,-4.569475,-7.336575,-106.734
1,4.25,-0.556607573378182,0.109762140052121,-239.275595756192,-2.26173967935357,0.408702951321023,1.09897318293686,412.842658821514,1.43899324526171,4.59034216449277e-07,412.753486723597,0.977254611919252,1.31613870029049,412.889782144773,1.50642122264725,1.36546105969817,413.229819716614,1.27360213265271,1.79036614591659,-17.6447710291293,0.108708830529492,1.334,1.7,1.2575,-16.354355,-18.091125,-17.276935,-17.28198,-18.21513,64.97532225,10.395,0.26153,-22.07675,-21.26325,-9.2825,0,-3.97375,0.5,-2.045,-0.43625,136.425,226.325,198.65,259.7,-0.12,-0.04,-0.31,-0.51,-0.23,-0.26,0.01,-0.23,-12.179,-10.496625,-8.382375,-6.91325,-5.9055,-3.8457,-2.20675,0.3745,-0.036,-6.66725,-5.1429,-3.8258,-2.728175,-1.82705,-0.6597,-0.7024,0.5847,1.0275,-4.07595,-3.7635,-3.191,-2.42075,-1.83925,-0.252,0.0705,0.743875,0.96175,-12.0144,-10.087,-7.36,-5.91075,-4.3928,-0.7751,0.34155,0.25675,-10.588375,-8.743,-5.9595,-4.404,-3.734,-2.056875,-1.04825,0.45625,1.03125,-5.861075,-4.576,-7.2686,-105.99875
1,4.75,-0.251492176512822,0.0870160415335051,-240.065209720485,-3.39531077931088,0.345300032303382,1.35178368254443,412.65910316087,1.2195346582708,4.30005861964628e-07,412.60472571308,0.918846388747756,1.58709116714682,412.9463543902,1.6456060332927,1.28148722554447,412.816482300231,1.69018105018467,1.61075793657847,-17.6126625096807,0.112617818223348,1.2045,1.555,1.039,-17.091,-18.1155,-17.2358175,-17.4651,-18.23349,64.94913825,11.05375,0.2792675,-20.7495,-19.73275,-9.31875,0,-4.121,0.4875,-2.03,-0.48375,134.2875,227.85,195.6,259.6,-0.11125,-0.05,-0.31475,-0.52,-0.23,-0.26,0.01,-0.24,-12.22025,-10.538,-8.429125,-6.918625,-5.925,-3.845125,-2.208875,0.3735,-0.036,-6.7217,-5.1579,-3.843725,-2.734825,-1.8314,-0.6597,-0.70285,0.5856,1.0275,-4.071575,-3.75815,-3.18375,-2.4195,-1.842,-0.252,0.07265,0.7547,0.9656,-11.9226,-10.0407,-7.427875,-5.919875,-4.404625,-0.77525,0.34155,0.2566,-10.642875,-8.743375,-5.968625,-4.401875,-3.73375,-2.058125,-1.049125,0.442125,1.030625,-5.8925,-4.6495,-7.3407,-106.502
