DOY2,HR2,WS_1_1_1,WS_1_2_1,WS_1_3_1,TA_1_1_1,TA_1_2_1,TA_1_3_1,TA_1_4_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,RH_1_4_1,PA,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,SW_IN,SW_OUT,LW_IN,LW_OUT,USTAR,H,LE,WS_2_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,FC,FCH4,SCH4,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CH4_1_1_1,CH4_1_2_1,CH4_1_3_1,CH4_1_4_1,CH4_1_1_2
1,0.25,0.2174298865,0.05826638,0.006172838,-22.681,-23.36936828,-24.3195,-24.63078179,78.9710577,79.10741608,78.33476306,78.97611207,98.9972728,-3.43965,-2.7253395235,-3.090436035,-2.095899054,-0.929739552,0,209.1853318,220.3431088,0.109340554,-4.8953043775,-0.158070373,0.603155,0.3760415,0.3342415,0.159063,0.375849,-0.0998204835,1.385948919,0,394.392,446.92,395.816,446.84,2008.7861835,1917.541803,2012.7426655,1923.34,2195.5
1,0.75,0.21625,0.052385913,0.004838588,-22.6945428,-23.567945945,-24.38639092,-24.385,78.91826068,79.17242346,78.2521363,79.031,98.99144,-3.438615,-2.740315418,-3.031446792,-2.095899054,-0.8131826875,0,209.272991,219.7018368,0.105969381,-6.480351638,-0.047909873,0.606515,0.36946,0.323694,0.152191,0.358598,0.08865868,0.067005698,0.54869964,392.608,446.88,396.148,446.8,2009.1494465,1919.235009,2016.704071,1925.08,2191
1,1.25,0.213050508,0.0521771665,0.008508507,-22.619,-23.6504643,-24.656639,-24.27894216,78.7946851,79.08124724,78.2564964,79.07060015,98.991624,-3.437925,-2.700480769,-3.05105801,-2.095583596,-0.768019382,0,212.2838657,220.3713667,0.10878315,-6.767393898,-0.682375282,0.562501,0.364295,0.3113285,0.1522765,0.369474,-0.121622422,0.357494307,-0.4772133145,393.024,446.64,394.364,446.68,2009.9438635,1914.58,2016.099289,1920.78,2187.5
1,1.75,0.215632214,0.0757006855,0.010510508,-22.454,-23.55538464,-24.3873361,-24.41773179,78.61831056,79.12006324,78.11413829,79.12314078,98.99696,-3.439305,-2.720261114,-3.008653846,-2.095583596,-0.856450636,0,212.1102812,221.2989023,0.110871475,-5.506150763,-0.426867077,0.565997,0.374545,0.3191,0.154692,0.330767,0.114151807,2.323674382,0,391.592,446.52,392.86,446.52,2017.560952,1916.15,2017.74036,1920.0485725,2181
1,2.25,0.223473429,0.065315302,0.008174423,-22.60973632,-23.03117416,-24.29079808,-24.36140279,78.57844,78.85045324,78.28213885,78.71903543,99.00984184,-3.438615,-2.6661477865,-3.027672262,-2.095899054,-0.918712901,0,212.4073912,220.9549598,0.103648903,-4.2309723135,-0.4210970725,0.602601,0.351314,0.313905,0.148412,0.322535,0.095565949,4.289854457,0,390.916,446.44,393.492,446.4,2024.009791,1915.1190095,2018.196747,1918.857588,2181
1,2.75,0.211123581,0.058725589,0.00734109,-22.706,-23.024123675,-24.246737375,-24.265777305,78.633,79.09096496,78.286,79.15277858,99.0184696,-3.438615,-2.7080163,-2.932961199,-2.095583596,-0.835031496,0,212.0230582,221.6101049,0.1036096195,-4.70801557,-0.44863072,0.5673045,0.3651035,0.3155535,0.151665,0.3224435,-0.114090867,4.25961767204167,-0.0764093285,391.608,446.28,393.856,446.24,2019.537209,1914.53,2010.488032,1915.549394,2186
1,3.25,0.21333,0.060810586,0.006422671,-22.63946129,-23.4480457,-24.12914726,-24.44599492,78.49662358,79.29819211,78.406,79.05323975,99.00616,-3.43827,-2.6920638255,-2.958563196,-2.095268139,-0.7980012115,0,211.7268402,221.6151533,0.0985895055,-4.730221887,-0.3514245785,0.5545875,0.3526975,0.299171,0.1448675,0.2932625,-0.093040897,4.22938088708333,0,391.396,446.16,393.348,446.12,2011.736194,1912.531475,2007.300219,1918.4808735,2181
1,3.75,0.20375,0.055055044,0.005839588,-22.45,-23.28763479,-24.25967588,-24.34761909,78.50401458,79.2660546,78.33006276,78.7370967,99.00247908,-3.42585,-2.646348903,-2.9341878675,-2.095268139,-0.827032396,0,211.8140923,220.9734868,0.103429835,-3.832764934,-0.10577374,0.562988,0.339184,0.293773,0.143558,0.285901,-0.145119119,4.199144102125,0,392.232,446.04,392.42,446.08,2014.960614,1914.2614075,2009.759937,1918.86,2179.5
1,4.25,0.2032865585,0.0537205845,0.006506505,-22.76568391,-23.51039507,-24.405697815,-24.50462538,78.35087306,78.97883662,78.12183298,78.792999,99.01352092,-3.43827,-2.6190534565,-2.85632337,-2.095268139,-0.811629316,0,212.8217316,220.2019086,0.102332442,-3.4914364645,-0.118535297,0.556528,0.346011,0.2989385,0.1428895,0.265261,-0.104425351,4.16890731716667,0,391.848,446.08,393.564,446.12,2005.779075,1913.60649,2003.224003,1920.83,2180
1,4.75,0.20208,0.047964205,0.005338879,-22.98621996,-23.58313671,-24.54095969,-24.686826,78.37349535,78.93733628,78.06025298,78.83549185,99.02272,-3.419295,-2.621283965,-2.91525,-2.095268139,-0.863864492,0,212.6504517,219.8962267,0.09652973,-3.61352776,-0.350029895,0.573584,0.340634,0.307598,0.139739,0.276979,0.000563247000000001,4.13867053220833,0,392.244,446.04,394.292,446.04,2003.75631,1908.95,2011.528167,1916.4812135,2188
1,5.25,0.20208,0.053720372,0.005005004,-23.0555005,-23.539006135,-24.53434763,-24.38384507,78.546997,79.046,78.011,79.19302225,99.01168,-3.43344,-2.6512827,-2.8819158665,-2.095268139,-0.8621396125,0,212.6426909,219.6947631,0.10765779,-4.246118186,-0.2995462995,0.599714,0.354535,0.3221355,0.151284,0.260176,-0.198325931,4.10843374725,0,392.864,445.92,394.052,445.96,2012.435513,1911.21,2023.960728,1915.3113105,2180
1,5.75,0.20667,0.056806795,0.006465005,-23.006662705,-23.486165435,-24.59772684,-24.28321171,78.65948815,79.42383037,78.16417186,79.388,99.00984184,-3.43827,-2.649038462,-2.878742989,-2.095268139,-0.88770389,0,211.8847897,220.1288705,0.121230337,-6.519679804,-0.15161546,0.608069,0.37638,0.329177,0.164056,0.319005,0.029765924,4.07819696229167,-0.15349698,392.408,446,393.488,446,2011.5270585,1914.54,2005.382129,1915.4614905,2176
1,6.25,0.20333,0.0459628285,0.004712837,-22.966471815,-23.131800025,-24.501337375,-24.15029903,78.767362715,79.37607999,78.22747146,79.409998,99.01536,-3.439305,-2.6972657655,-2.867507894,-2.095268139,-0.897637795,0,212.1441251,220.2056626,0.1183386645,-4.697744572,-0.31033811,0.5962105,0.380033,0.3110585,0.148766,0.291071,-0.1375181345,4.04796017733333,-0.146118754,390.976,445.96,391.932,446,2010.5455725,1908.717548,2009.053999,1912.4314075,2173
1,6.75,0.20417,0.052969209,0.0043793785,-22.773,-23.28061313,-24.25815112,-24.191673595,78.63070215,79.54231171,78.51707568,79.358,99.01167908,-3.43896,-2.700304921,-2.883653846,-2.095268139,-0.8754886195,-0.020209581,212.5499565,220.6998541,0.117432599,-4.58491403,-0.2754046565,0.6577055,0.39479,0.314215,0.1574225,0.311619,-0.333787015,4.017723392375,0.311444884,392.056,445.96,393.388,446,2016.22521,1909.96798,2012.977071,1915.6862995,2181
