DOY2,HR2,CO2,FC,H,LE,TA,T_SONIC,T_SONIC_SIGMA,RH,VPD,PA,NETRAD,PPFD_IN,TS,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,373.765525,0.486136,-38.7086225,-3.003188,-0.8187067,0.320706315,0.140259825,33.854085,1.104995,93.2692125,-52.1233,0.00280870875,0.4,2.5383265,0.20454015,0.4230015,0.6046108,0.21200965
1,0.75,373.7239,0.588864,-43.97962,-0.8177838,-0.631079375,0.412915075,0.152529825,33.7574375,1.05410025,93.26139,-48.47302,0.00172044125,0.4,2.735234,0.2190753,0.452279675,0.5564694,0.218781
1,1.25,373.890325,0.50953825,-43.37152,-2.3092155,-0.4351706,0.62856065,0.14358975,35.1030275,1.0821938,93.26723,-50.21468,0.004091528,0.4,3.0816855,0.2194968,0.4575613,0.5857341,0.23504965
1,1.75,374.77515,0.517636,-42.8193825,0.47591285,-0.2399061175,0.7187088,0.11968345,35.86492,1.104286,93.2747,-53.24228,0.004068264,0.4,2.75799125,0.23598825,0.4405062,0.619376675,0.24303225
1,2.25,382.6603,0.587943,-40.3571475,0.837152,-0.15867995,0.85107545,0.134989125,36.33843,1.1382695,93.287195,-49.6805025,0.00268368375,0.4,3.0104235,0.2281601,0.47939145,0.5955328,0.24190785
1,2.75,375.2115,0.484493,-41.9031275,0.431509925,-0.1484058325,0.86379045,0.130768575,35.19247,1.2208495,93.2933275,-54.80457,6.3607e-05,0.475,2.76946375,0.23228485,0.489108475,0.594181325,0.231898175
1,3.25,373.5446,0.436864,-37.69803,0.2026901,-0.006428844,0.708732,0.135209875,35.329675,1.1100205,93.29355,-52.4064725,0.0004463069,0.450000025,2.4577325,0.2370285,0.47526255,0.6293523,0.24026455
1,3.75,373.270575,0.453208,-37.1798825,-0.1730907,-0.1483720775,0.861299025,0.1278962,34.828845,1.12354,93.3029575,-51.7082225,0.00115113075,0.402499975,2.347631,0.2047471,0.43550155,0.597438825,0.221612275
1,4.25,373.486725,0.42236825,-35.322595,-0.797596525,-0.098337345,0.827835625,0.137172175,34.709335,1.0476445,93.2975725,-52.0742125,0.001976156,0.4,2.556949,0.22883415,0.519493475,0.64809165,0.231769275
1,4.75,372.495175,0.46493225,-36.0170725,-0.6508079,-0.162599915,0.7575691,0.14063445,33.70233,1.12755125,93.289225,-51.06066,0.00127900475,0.4,3.14991775,0.258359625,0.4971523,0.6712946,0.253170725
1,5.25,370.6651,0.44757,-37.0651475,-1.16264275,-0.3325324025,0.69262815,0.141129275,33.53344,1.284526,93.3069025,-49.71085,0.001271685,0.4,2.603933,0.265586775,0.4957036,0.6570928,0.2267461
1,5.75,373.135525,0.4203085,-43.0685175,0.5752168,-0.03648956,0.77709,0.1358681,33.81322,1.283081,93.31332,-49.9787,0.00153514,0.375,2.7912785,0.2418063,0.48049265,0.6229412,0.24402825
1,6.25,370.6509,0.5890825,-43.133345,1.376976,-0.1994768,0.6251844,0.1386986,32.72992,1.241042,93.29308,-48.23229,0.001525945,0.389166675,3.35263,0.24760995,0.5246231,0.63464525,0.24760815
1,6.75,369.7721,0.4740425,-42.79341,1.053265,-0.1259738325,0.820652325,0.14201535,32.89017,1.33519825,93.339975,-55.35272,0.0168642625,0.39166665,2.633954,0.2474536,0.5338362,0.735595675,0.239232475
1,7.25,368.53465,0.424633,-36.7362825,1.389464,-0.0200770485,0.8903303,0.1388844,32.7199125,1.318806,93.3981,-54.50429,1.407325,0.41916665,2.657278,0.225221,0.5506944,0.6832877,0.2526523
1,7.75,369.741175,0.469404,-34.687665,4.5867455,-0.070900925,0.7478424,0.139062,32.100635,1.12695325,93.43207,-47.04942,16.10999,0.40916665,3.183193,0.2495862,0.5376202,0.6536139,0.2462523
1,8.25,371.68415,0.446203,-27.252005,5.826254,-0.04732891,0.98840385,0.144651925,31.11043,1.4098645,93.471625,-26.18715,54.34289,0.377631575,3.269574,0.2503959,0.533722925,0.7006176,0.25423515
1,8.75,372.5894,0.4721255,-30.1739825,8.5397335,0.119525655,0.9455451,0.099864655,31.8753,1.305604,93.4791,-15.72108,92.81302,0.4,3.70825875,0.28243695,0.57000835,0.83721795,0.2728842
1,9.25,373.9185,0.3969615,-25.26749,9.77857825,0.3901026,1.02996665,0.0950551,31.2486075,1.44811125,93.51032,-6.34241725,133.0027,0.391666675,3.585518,0.26475375,0.5307269,0.63762085,0.26825025
1,9.75,373.9437,0.1534235,-20.35054,10.4047675,0.4367462,1.22852225,0.105460925,31.74424,1.4304485,93.45305,-1.0200243,164.7337,0.4,2.8266635,0.226256925,0.526071525,0.62023775,0.2309649
