DOY2,HR2,G_1_1_1,G_1_2_1,H,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TAU,RH,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT
1,0.25,-3.125,-2.6955,-27.475834855,4.2182442285,0.251107049,1.0815663702,1.06261519495,0.3754401365,-3.36588315,0.42104286365,-0.06145,70.855,-6.27,-0.6415,-1.2995,0.073,-3.0695,-47.745,-2.6635,0.292,223.95,271.35,0,0
1,0.75,-3.1495,-2.67,-34.41834378,4.508948982,0.281542848,1.1838010703,1.0368966438,0.3999002263,-3.0941865,0.354399739,-0.0801,70.025,-6.495,-0.677,-1.315,0.076,-3.077,-44.14,-2.517,0.25,225.5,270.9,0,0
1,1.25,-3.1425,-2.6915,-33.32774051,4.319787656,0.27643479,0.8878992246,1.0310405613,0.3583782638,-3.2425506,0.3633371644,-0.0775,70.86,-6.3305,-0.6735,-1.272,0.043,-3.1285,-45.18,-2.533,0.258,226.45,268,0,0
1,1.75,-3.1465,-2.7115,-33.43990355,4.372911142,0.227934812,1.0078575073,1.0349703976,0.3361354623,-3.2434967,0.3833320154,-0.052,69.215,-6.463,-0.658,-1.2825,0.0695,-3.113,-45.09,-2.569,0.286,225.4,268.6,0,0
1,2.25,-3.2265,-2.7335,-31.49926821,4.4777364945,0.2671195495,1.1401011145,1.12849235845,0.3780184541,-3.51209465,0.36432077865,-0.0691,69.08,-6.4105,-0.663,-1.272,0.0695,-3.143,-47.2,-2.7355,0.256,222.65,267.4,0,0
1,2.75,-3.2555,-2.764,-37.83587298,4.40753379,0.2679840805,1.1467188455,1.02660407345,0.36428853505,-3.57265545,0.35612408765,-0.07135,70.09,-6.832,-0.6815,-1.246,0.041,-3.174,-52.11,-2.7295,0.2095,223.35,266.35,0,0
1,3.25,-3.2555,-2.7975,-37.35175369,4.881525903,0.301032031,1.1189169299,1.0938514881,0.3753988905,-3.4779476,0.3298230162,-0.0878,68.11,-6.6875,-0.673,-1.244,0.0565,-3.188,-51.43,-2.7075,0.2055,225.8,265.05,0,0
1,3.75,-3.3045,-2.819,-35.5245365,4.759483173,0.280872585,1.1747981729,1.1076254529,0.3922456641,-3.483229,0.3348578146,-0.0764,68.575,-6.2605,-0.6635,-1.26,0.069,-3.211,-51.89,-2.571,0.1795,221.35,266.4,0,0
1,4.25,-3.308,-2.8205,-38.06455411,4.516634494,0.246630882,1.0571290593,0.9939049809,0.3402704748,-4.0647778,0.3517377546,-0.0599,68.19,-6.1135,-0.68,-1.275,0.058,-3.1825,-46.485,-2.4965,0.206,226.65,270.3,0,0
1,4.75,-3.308,-2.819,-35.89520615,3.662162975,0.23342783,0.9268140644,1.0226254358,0.3388975701,-4.2646105,0.3436784777,-0.0547,68.27,-6.1815,-0.6785,-1.2755,0.0495,-3.2005,-42.605,-2.711,0.2315,228.45,269.2,0,0
