DOY2,HR2,TAU_1_1_1,H_1_1_1,LE_1_1_1,FC_1_1_1,WS_1_1_1,USTAR_1_1_1,T_SONIC_1_1_1,CO2_1_1_1,H2O_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,PA_1_1_1,TA_1_1_1,TA_2_1_1,RH_1_1_1,RH_2_1_1,SW_IN_1_1_1,LW_IN_1_1_1,SW_OUT_1_1_1,LW_OUT_1_1_1,NETRAD_1_1_2,SW_IN_1_1_2,PPFD_IN_1_1_1,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_1_2,TS_1_2_2,TS_1_3_2,NETRAD_1_1_1,TAU_1_2_1,H_1_2_1,LE_1_2_1,FC_1_2_1,WS_1_2_1,USTAR_1_2_1,T_SONIC_1_2_1,TA_1_2_1,PA_1_2_1,RH_1_2_1,CO2_1_2_1,H2O_1_2_1,U_SIGMA_1_2_1,V_SIGMA_1_2_1,W_SIGMA_1_2_1,T_SONIC_SIGMA_1_2_1,TAU_1_3_1,H_1_3_1,LE_1_3_1,FC_1_3_1,WS_1_3_1,USTAR_1_3_1,T_SONIC_1_3_1,TA_1_3_1,PA_1_3_1,RH_1_3_1,CO2_1_3_1,H2O_1_3_1,U_SIGMA_1_3_1,V_SIGMA_1_3_1,W_SIGMA_1_3_1,T_SONIC_SIGMA_1_3_1,PPFD_OUT_1_1_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_1_2,TS_3_2_1,TS_3_2_2,TS_3_3_1,TS_3_3_2,SW_DIF_1_1_1,T_CANOPY_1_1_1
1,0.25,-0.0557551,-9.09632,2.70362,0.341768,3.28977,0.2009205,7.69206,404.218,5.70653,0.560577,0.462375,0.228291,0.233751,98.277,0.3764165,-0.018,76.8,75.2,-1.483,255.06,0.661067,302.0935,-46.92,2.88427,0,-17.7555,-17.472,-20.573,-18.85235,4.6175,3.834,2.424,4.7295,3.973,2.6795,-57.2082,-0.0548653,-5.864975,1.04103,0.209566,5.803675,0.181587,9.076045,10.07525,98.0658,51.12455,391.533,6.298495,0.606384,0.503253,0.22767,0.2240095,-0.0600705,-3.134255,1.00978,0.182146,7.66902,0.17865,8.14814,8.78798,97.4943,62.95905,383.3585,7.07505,0.584237,0.501236,0.208751,0.204393,0,5.08332,5.89115,6.0635,6.839,8.048835,9.72983,6.2182,6.1785,5.7023,5.59977,5.06325,4.77203,2.348935,-1.330735
1,0.75,-0.0519023,-8.59952,3.033875,0.3407485,3.33891,0.1920375,7.529865,404.746,5.659915,0.5825345,0.483013,0.2317445,0.2319025,98.2633,0.2095665,-0.295,77.2955,75.85,-1.50933,254.4135,0.672133,301.9585,-46.62,2.9086,0,-18.97,-18.49,-21.91,-19.79765,4.585,3.7445,2.268,4.702,3.9215,2.5705,-56.7283,-0.05996005,-6.098605,1.42875,0.235075,5.70893,0.1816205,8.96437,9.76739,98.0877,51.1929,391.733,6.29891,0.616001,0.4922845,0.2292365,0.219178,-0.0526507,-3.19594,1.18353,0.161867,7.685185,0.170894,8.04692,8.761405,97.4943,63.34815,383.242,7.024685,0.577707,0.4928,0.206054,0.203731,0,5.039715,5.883,6.073035,6.845585,8.036665,9.722835,6.21955,6.184715,5.7019,5.59997,4.996735,4.711935,2.228165,-1.35173
1,1.25,-0.0492706,-9.589075,2.596095,0.378687,3.33748,0.191468,7.410295,404.8,5.65617,0.5596125,0.480953,0.2331955,0.2309225,98.244,0.012916665,-0.331,78.35,77.6,-1.348,253.9985,0.685333,301.525,-46.64,2.83823,0.005,-18.19,-17.96,-21.14,-19.1803,4.554,3.656,2.215,4.707,3.8585,2.465,-55.54,-0.0547781,-5.64502,1.27664,0.223927,5.63599,0.190237,8.72407,9.56922,98.05455,51.2714,392.393,6.20794,0.6016255,0.483292,0.2300825,0.2127305,-0.0538871,-3.79725,1.17356,0.1627145,7.79254,0.1818305,7.90735,8.67213,97.4943,63.3482,383.25,7.0702,0.5916405,0.495052,0.2194545,0.205315,0,5.013285,5.8732,6.068185,6.8522,8.03265,9.723,6.2162,6.21,5.6949,5.59065,4.9136,4.6226,2.219515,-1.409035
1,1.75,-0.0535687,-8.665075,2.61295,0.364374,3.34168,0.192004,7.280385,404.8195,5.66645,0.5703695,0.4883445,0.2299315,0.2204265,98.2367,-0.03963335,-0.522,78.85985,78.4,-1.404,252.0985,0.6586,301.15,-46.36,2.71107,0,-19.16365,-18.86515,-22.3325,-20.113,4.557,3.5975,2.081,4.69,3.799,2.453,-55.16,-0.0540856,-5.43199,1.868635,0.261381,5.64868,0.194343,8.57979,9.55003,98.0586,51.9518,392.722,6.232135,0.609604,0.490648,0.228962,0.219234,-0.053151,-4.12999,1.33416,0.188666,7.59637,0.180327,7.80328,8.59854,97.4943,63.76745,383.073,7.06158,0.585514,0.500857,0.219595,0.211563,0,4.97562,5.85965,6.0609,6.854535,8.034515,9.722,6.2349,6.2381,5.69525,5.5925,4.822435,4.585935,2.203115,-1.504665
1,2.25,-0.0511804,-9.3251,2.68548,0.383627,3.396,0.1981635,7.1798,404.804,5.67129,0.58497,0.4854105,0.2339825,0.220773,98.238,-0.1781,-0.619,78.5,78.3,-1.2778,251.8715,0.657,300.655,-46.33,2.77507,0.025,-18.76015,-18.32,-21.629,-19.71415,4.538,3.5245,2.0135,4.6735,3.749,2.3355,-54.99,-0.0582062,-5.83711,1.82074,0.218941,5.60073,0.1906465,8.42378,9.41317,98.0603,52.1752,393.003,6.23023,0.6319975,0.5072435,0.238022,0.213367,-0.05496805,-3.57025,1.17352,0.1666505,7.61035,0.183445,7.61675,8.54281,97.4943,64.0356,383.423,6.97214,0.5945035,0.5107335,0.2307995,0.2043345,0,4.9438,5.8433,6.0634,6.8661,8.028235,9.71883,6.2268,6.24225,5.69415,5.57707,4.7786,4.524215,2.16005,-1.44215
1,2.75,-0.0522167,-7.84371,2.915095,0.356266,3.36176,0.1931925,7.10675,404.403,5.63521,0.568118,0.465251,0.23922,0.21772,98.236,-0.3174,-0.926,78.7,78.8,-1.314,251.955,0.7105,299.8615,-46.45,2.77417,0.021,-19.33,-19.5,-22.48635,-20.52465,4.503,3.4595,1.942,4.6355,3.695,2.3135,-55.52,-0.05554255,-5.87663,1.99722,0.254483,5.62643,0.185165,8.30359,9.35965,98.08745,52.48245,393.03,6.26345,0.591382,0.48225,0.242877,0.213741,-0.055097,-3.529615,1.42584,0.179466,7.60121,0.18055,7.50527,8.38108,97.4943,64.4287,383.686,6.93125,0.5695755,0.5028185,0.2277185,0.202995,0,4.90482,5.8334,6.05675,6.869385,8.026965,9.716335,6.2186,6.24635,5.6756,5.5657,4.723335,4.495435,2.08708,-1.528785
1,3.25,-0.051818,-8.20839,2.73055,0.358501,3.336365,0.1972985,7.0659,404.72,5.547425,0.5649755,0.464419,0.242584,0.217349,98.235,-0.34435,-0.918,79.1713,79.1,-1.321,250.9,0.606633,299.0385,-46.26,2.89157,0.014,-18.64,-19.025,-21.62,-19.8687,4.455,3.4015,1.855,4.6175,3.636,2.278,-55.3056,-0.0576314,-6.0958,2.09485,0.2588085,5.634495,0.192203,8.41271,9.252265,98.0882,52.5205,392.844,6.2126,0.619417,0.4886265,0.24404,0.213635,-0.05350075,-3.32985,1.322585,0.1631845,7.54541,0.175989,7.396215,8.27732,97.4943,64.8144,383.023,6.9337,0.581671,0.517273,0.223188,0.1977025,0,4.84145,5.825585,6.0544,6.874665,8.03388,9.71383,6.21155,6.24895,5.62085,5.54423,4.717715,4.444485,2.301135,-1.8283
1,3.75,-0.05119385,-8.29388,2.49095,0.3458195,3.277845,0.1917325,6.92771,404.817,5.525015,0.5762565,0.4839675,0.23877,0.218132,98.221,-0.7062665,-1.155,79.914,79.6,-1.4172,249.365,0.669,298.735,-46.31,2.97683,0.052,-19.785,-19.59,-22.335,-20.7,4.392,3.3515,1.779,4.616,3.5945,2.2235,-55.31,-0.053354,-5.32948,1.95056,0.226873,5.54289,0.185488,8.14697,9.186765,98.0883,52.7457,392.592,6.19079,0.6280625,0.510852,0.2332525,0.213771,-0.0542172,-3.945375,1.53764,0.142297,7.50353,0.176975,7.2877,8.2355,97.4943,64.5063,383.401,6.94101,0.601346,0.507124,0.219229,0.202223,0,4.80305,5.815565,6.0391,6.877585,8.0329,9.7115,6.20645,6.2322,5.566885,5.5337,4.678015,4.391365,2.2961,-1.836415
1,4.25,-0.04773115,-7.77779,2.55619,0.383831,3.212365,0.186442,6.86906,404.997,5.51539,0.588632,0.4865805,0.2295635,0.2238885,98.2,-0.746,-1.276,79.9497,80,-1.477,248.845,0.556833,298.75,-45.83,2.867285,0.062,-18.81535,-19.1135,-21.79,-20.175,4.3655,3.2995,1.7335,4.601,3.5475,2.188,-53.97,-0.0523286,-6.157085,1.67819,0.235671,5.465955,0.1845975,8.11434,9.19308,98.0596,53.07315,393.2695,6.170415,0.606671,0.507662,0.2333175,0.216095,-0.0500668,-3.43983,1.35799,0.137325,7.57238,0.176056,7.21039,8.18624,97.4943,64.63045,384.095,6.96521,0.603414,0.511695,0.21138,0.204792,0,4.76792,5.80303,6.03155,6.876115,8.0352,9.71017,6.210415,6.21855,5.540135,5.53117,4.627235,4.36937,2.27585,-1.82047
1,4.75,-0.0472961,-7.91794,2.19966,0.347311,3.26288,0.1897125,6.73308,404.737,5.461645,0.562532,0.4865205,0.22726,0.2169555,98.2,-0.835,-1.317,80.5,80,-1.414,249.555,0.573,298.4735,-45.78,2.8823,0.014,-19.91,-20.02815,-22.3015,-20.9,4.3475,3.2375,1.662,4.576,3.499,2.1295,-53.43,-0.0524309,-5.68535,1.84139,0.2664545,5.5317,0.188936,7.92624,9.044985,98.07225,53.21515,393.3035,6.171815,0.614804,0.505754,0.230513,0.215737,-0.05192465,-3.620995,1.46134,0.171729,7.4808,0.178128,7.173855,8.080625,97.4943,65.432,383.973,6.999605,0.587473,0.516958,0.210869,0.19843,0,4.735485,5.77815,6.0269,6.876015,8.026165,9.704835,6.21125,6.2008,5.5562,5.51973,4.573835,4.31915,2.258885,-1.83122
