DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,SC_1,G_1_1_1,G_1_1_2,G_1_1_3,H_1_1_1,LE_1_1_1,SH_1_1_1,SLE_1_1_1,WS_1_1_1,USTAR_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,TS_1_1_1,TS_1_2_1,NETRAD_1_1_1,PPFD_IN_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NEE_1_1_1,PA_1_1_1
1,0.25,380.576068,1.741472875,-7.61582859999999,-8.2798464,-31.158655,-27.4615,-30.5085,-90.3193888,-54.28896655,-5.171393,-2.880589,0.127313625,0.015161125,-0.607401,0.1022105,0.12468875,0.01445525,44.548864,-11.532065,0.001122625,-12.333148375,2.87705,4.2316,-114.088830225,-0.3293853,-2.66325,0,167.97364,244.69942,-2.96958765,100.1071122
1,0.75,390.596843575,1.707344,-2.534637075,-7.70923575,-31.198633,-26.8305,-29.876,-79.608827,-8.70848235,-4.403792,-2.152436675,0.09971495,0.017485325,-0.67035695,0.097657275,0.108798975,0.012739525,42.74899525,-12.2151915,0.000661,-12.818319775,2.85115,4.2352,-113.7881838,-0.330473,-3.31674445,0,167.43132,243.95856,-2.6638215,100.042327875
1,1.25,393.4711714,1.686619925,-1.799915875,-12.5971765,-31.127086,-26.9135,-29.34,-81.11050375,-25.070763875,-5.0345656,-1.32339695,0.120067,0.018132025,-0.870349075,0.0979421,0.080997525,0.014359,44.39654325,-13.05871475,0.0007641,-13.256260375,2.8253,4.2276,-115.085969525,-0.322626375,-2.869789025,0.000465150000000001,166.762015,245.132145,-7.9903209,99.96695615
1,1.75,391.34796685,1.78337895,-7.589126,-6.72909705,-30.8483915,-26.4269185,-28.821,-65.99572125,-9.46497,-4.6422335,-2.185732725,0.07705955,0.01845965,-0.71848415,0.08859455,0.10984435,0.01475115,44.996114,-13.132393,5.61e-05,-13.3918062,2.79865,4.210425,-115.486206425,-0.358605575,-2.98974,-0.0486659,164.06716,245.05505,-9.54596285,99.98952175
1,2.25,361.1941529,1.75547215,-3.385376,-11.56379775,-30.49912575,-25.9028185,-28.289,-74.140760875,-71.72974415,-5.18568875,-2.101098,0.0917557,0.017321175,-0.6582637,0.11210705,0.141749375,0.01283915,46.989085,-11.525104,0.00103715,-13.60372735,2.77255,4.189925,-116.416344175,-0.3338097,-2.718827575,-0.1790316,163.280825,247.085925,-8.71491475,100.00347775
1,2.75,371.3032485,1.742198,-6.735284825,-8.056071,-31.7483935,-25.47204575,-27.85075,-76.80374165,-80.0065829,-3.03570825,-1.714544475,0.133875,0.018256,-0.5147856,0.088651,0.101457,0.014663,47.595952,-10.80321975,0.00022495,-13.934791,2.74735,4.16865,-116.6321355,-0.330343125,-2.6959057,-0.29801055,163.8531625,253.1975225,-6.83589065,100.0062806
1,3.25,389.3937358,1.7006197,-1.379694875,-7.374861,-30.12465875,-25.0806985,-26.124,-67.21233595,-19.6068677,-3.4829695,-1.901157,0.1043744,0.0152241,-0.5058321,0.12172755,0.12243885,0.016831,46.47683025,-11.12585675,0.0002645,-14.1053245,2.721775,4.186284875,-115.558319875,-0.316561425,-2.96809205,-0.0791091,164.0352475,254.561465,-1.3921351,99.982391
1,3.75,385.867766,1.52369505,-6.9313338,-14.9097594,-30.90382325,-25.86415225,-25.71375,-68.39258115,-6.60479515,-5.5930855,-3.27625905,0.15193745,0.013702,-0.49956305,0.11407145,0.1178317,0.01527765,49.353198,-10.892682,0.001629775,-14.09324695,2.697425,4.17364,-115.236854575,-0.35264365,-2.695585375,-0.321086125,163.92945,253.816825,-8.59233795,100.0075731
1,4.25,386.5986777,1.4825804,-6.66255155,-7.98510865,-31.44619875,-25.22574675,-26.23775,-79.974779275,-8.100985825,-3.627104,-4.50715925,0.14108945,0.01947035,-0.55460655,0.11019365,0.11818465,0.01624335,49.57589925,-10.75074025,0.00181,-13.79165605,2.672,4.1564248,-115.105782825,-0.3236195,-2.98477265,-0.1166676,163.348015,250.11772,-13.984968125,100.0396971
1,4.75,369.5414085,1.467380325,-5.62393895,-3.0169404,-30.381795,-25.555314,-26.691,-74.0096538,-9.753462775,-3.1822023,-1.948384275,0.141719125,0.013386075,-0.4518419,0.102212275,0.10959215,0.0178226,50.031125,-10.804838,0.0016148,-13.3265918,2.6466,4.1453,-115.1714,-0.3476657,-3.1460808,-0.1828146,162.307625,251.1988,-6.24786665,100.07054975
1,5.25,378.918995775,1.5881961,-1.4893484,-10.204548575,-29.594815,-25.385665,-27.278,-75.368286025,-7.77585945,-3.481729825,-4.06846425,0.0744536,0.0196915,-0.6829535,0.1220251,0.1201754,0.0156067,46.45791875,-10.880692,0.0016046,-12.5974366,2.6172,4.14265,-116.20382975,-0.35239415,-2.974254,-0.1171966,161.524825,252.9472,-1.7042276,100.0845972
1,5.75,379.5899555,1.555922875,-3.5642422,-12.756887425,-29.092089,-25.552815,-28.225,-60.636323575,-14.8392392,-3.4175982,-7.26533524999999,0.19672775,0.020803375,-0.54832295,0.103167,0.10398225,0.0147415,45.7181925,-10.877802,0.0011198,-12.123708375,2.5924,4.14355,-116.0911602,-0.321905725,-2.7976836,-0.0955728,161.607425,251.648125,-8.8362167,100.071994
