DOY2,HR2,CO2,H2O,CH4,FC,FCH4,G,H,LE,WS,USTAR,TAU,V_SIGMA,W_SIGMA,PA,RH,TA,VPD,T_SONIC,T_SONIC_SIGMA,TS_1,TS_2,TS_3,TS_4,TS_5,NETRAD,PPFD_IN,PPFD_OUT,SW_IN
1,0.25,392.6439896,4.0629575,1892.5063686,-2.30023645,-45.915873875,-23.183894525,-25.185792775,-9.08704305,0.187902125,0.029002075,-0.203946325,0.13808995,0.029111775,100.34375,66.6987,-0.2806085,0.067534,2.090191375,0.1075637,6.76514835,7.138824325,7.624314325,8.157885675,8.963738175,-87.204929975,-0.30850445,-0.31619,-3.92975
1,0.75,390.19424,4.21793475,1911.060815875,-2.1555348,-87.1385186,-22.940819425,-17.8242225,-20.01501475,0.20471275,0.029857225,-0.192266675,0.1457616,0.0289186,100.27275,65.2211,-0.37881725,0.059808425,1.95630125,0.10288145,6.7298255,7.089921825,7.568879325,8.16010915,8.96172835,-86.4901406,-0.29088765,-0.31619,-3.83525
1,1.25,393.041561,4.13036525,1933.685197,-0.0494817999999999,-61.9581024,-22.667422375,-18.9570771,-5.414183725,0.2703677,0.02886555,-0.21137065,0.134432875,0.032459175,100.2165,68.1733,-1.1175855,0.047305875,1.20612425,0.10067145,6.659478175,7.04192085,7.5263155,8.155455,8.96637165,-86.02024635,-0.31028,-0.31619,-3.66525
1,1.75,392.3755651,3.6824016,1923.3941444,-3.2844164,-80.524884725,-23.153532375,-21.544773175,-27.8631798,0.155811375,0.031872525,-0.221602,0.140725225,0.03345325,100.17925,71.7449,-1.2821475,0.0320845,0.6081732,0.100463625,6.578990175,6.982191825,7.494953175,8.14552,8.9658505,-86.51690115,-0.293737875,-0.31619,-3.49625
1,2.25,389.539848375,4.0793715,1930.554469425,-0.652476725,-42.355538625,-23.603454125,-23.6938172,-9.5804155,0.21653055,0.02726815,-0.236114675,0.125553075,0.02967895,100.1935,70.0938,-1.2517625,0.0322482,0.788002125,0.101335,6.530202675,6.94840835,7.473400175,8.137785,8.96347585,-84.8526408,-0.303177325,-0.31619,-3.351
1,2.75,390.0128753,4.0651143,1943.4246776,-2.596231,-68.59164995,-24.1311412,-20.30217665,-6.99821875,0.1648251,0.0359729,-0.252207475,0.1604073,0.032836575,100.186,73.37395,-1.52523,0.0544953,0.174865625,0.102179,6.460147,6.8958798,7.4249734,8.1073268,8.969873,-82.06162,-0.31028,-0.31619,-3.52
1,3.25,393.53648915,4.0898311,1943.18389125,-0.61168295,-67.9781898,-24.185539,-18.898594875,-38.3630313,0.17584795,0.033841725,-0.239845625,0.14985865,0.037092025,100.174,74.645125,-1.36426,0.048481,0.5842231,0.097798,6.382453,6.8469932,7.3891798,8.094667,8.9662534,-82.3056334,-0.31028,-0.31619,-3.594
1,3.75,389.7570225,3.9693589,1944.8530463,-1.214271,-58.8449875,-25.0422724,-20.2917076,-6.751356,0.236256125,0.02658225,-0.21698115,0.1256017,0.02859235,100.1875,71.206,-1.64435,0.0386594,-0.764099299999999,0.0989871,6.293703,6.79310845,7.35114,8.07310655,8.97252645,-82.14084515,-0.31028,-0.3155236,-3.4765
1,4.25,392.0518044,3.85010905,1946.4451318,-1.879449,-83.9710805,-24.83802565,-26.929474225,-15.21761105,0.18583605,0.02861475,-0.2111388,0.129609,0.0351914,100.161,72.391,-1.950125,0.03331485,-1.597992,0.0970581,6.180398,6.74148,7.32540355,8.044495,8.9699501,-79.67500015,-0.28934545,-0.31619,-3.449
1,4.75,385.294096,3.423654,1932.95982025,-1.09965215,-38.004876675,-25.258225675,-24.647988125,-2.605278875,0.232564725,0.0229798,-0.176643,0.1092404,0.0285046,100.1385,71.98645,-1.8792125,0.019854175,-1.4037893,0.0997867,6.0544825,6.678426775,7.299288,8.0316205,8.96929595,-81.921303025,-0.31028,-0.314286,-3.46025
1,5.25,383.05571915,4.23749605,1928.8909114,-1.8329715,-71.387965825,-21.75118395,-25.4536344,-10.9119474,0.23675345,0.029921875,-0.2398314,0.13865925,0.027641525,100.0689,72.68065,-1.9864325,0.0204556,-2.111344625,0.088204675,5.989384775,6.61926595,7.273455,8.02982,8.97132595,-83.9158452,-0.31028,-0.314286,-3.60025
1,5.75,393.40332275,4.2539055,1942.7351752,-3.4532541,-49.334077925,-20.0405527,-28.31183115,-20.147157875,0.17530285,0.034135775,-0.2844578,0.1620988,0.0311902,100.34925,68.4872,-2.23178,0.0220302,-2.741286525,0.09551695,5.92918,6.5540699,7.230103,8.017453,8.9708969,-83.339260325,-0.2462615,-0.3156188,-3.65175
1,6.25,388.18924035,3.838853525,1933.6797876,-1.7303252,-75.34581015,-20.1917835,-28.398065225,-9.3233596,0.203454,0.0354661,-0.1620274,0.1629459,0.0355822,100.358,69.8728,-2.0563925,0.0358166,-3.603467,0.097246275,5.963789925,6.499305,7.188857425,8.00231,8.96541935,-83.0211268,-0.301868825,-0.31152375,-3.452
1,6.75,392.56319525,3.796850325,1931.96900485,-3.252552825,-76.1973565,-19.35638705,-20.55322125,-11.0341231,0.32207525,0.0345308,-0.27286785,0.14846925,0.034207375,100.319,68.416625,-2.460735,0.04147675,-5.2770925,0.0952874,5.861562575,6.416544425,7.135790575,7.983985075,8.973536925,-81.0623238,-0.064579725,-0.315332975,-3.383
