DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,CO2_1_3_1,H2O,NETRAD_1_1_1,NETRAD_1_2_1,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT,PPFD_BC_IN,TA_1_1_1,TA_1_2_1,TA_1_3_1,RH_1_1_1,RH_1_2_1,RH_1_3_1,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,0.23575,0.11525,-0.235,-40.11,0.292,-0.1935,402.882,376.63,380.325,2.4085,-68.9325,-6.118,-2.30975,-0.169,225.225,275.375,0,0,0,-8.34,-8.535,-8.515,73,77.6,82.95,1.704,98.598,0.1275,-0.39825,-0.219,0.5055,2.0025,3.72575,-0.493,-0.5085,-0.067,0.506,1.8095,3.85,-3.5205,-3.58875,0.34625,0.5611
1,0.75,0.2125,0.161,-0.277,-37.679,0.275,-0.2345,403.1025,376.6725,380.1375,2.3665,-67.6565,-6.485,-2.3085,-0.13975,223.33,275.475,0,0,0,-8.3425,-8.5725,-8.615,73.2,77.9,83.1,1.70525,98.5615,0.1135,-0.395,-0.228,0.5065,2.0045,3.7245,-0.4965,-0.50875,-0.059,0.506,1.8105,3.851,-3.5445,-3.61925,0.334,0.541625
1,1.25,-0.048,-0.016,-0.202,-40.238,0.298,-0.226,404.983,376.375,379.555,2.3085,-68.005,-6.11,-2.214,-0.172,220.1,275.3,0,0,0,-8.49,-8.68,-8.5875,73.6,78.175,82.7,1.67725,98.547,0.1175,-0.39925,-0.2335,0.50425,2.00625,3.72675,-0.4995,-0.50925,-0.0665,0.50375,1.812,3.848,-3.564,-3.637,0.3714,0.595275
1,1.75,0.236,0.101,-0.28,-41.1035,0.3,-0.218,402.93825,376.415,379.57,2.33175,-67.2215,-6.226,-2.213,-0.208,220.7,274.9,0,0,0,-8.56,-8.68,-8.53,73.8,78.4,82.425,1.688,98.558,0.1275,-0.40575,-0.2185,0.50375,2.0015,3.72725,-0.498,-0.507,-0.0655,0.509,1.82125,3.85025,-3.558,-3.687,0.364275,0.599725
1,2.25,0.278,0.1365,-0.3515,-39.5575,0.3,-0.181,403.067,377.1025,379.7,2.33725,-67.285,-6.215,-2.262,-0.18725,221.3,274.8,0,0,0,-8.51,-8.775,-8.57,74.075,78.4,82.2,1.712,98.562,0.1315,-0.412,-0.225,0.50475,2.00675,3.73175,-0.4995,-0.50675,-0.07175,0.509,1.8155,3.851,-3.543,-3.707,0.3518,0.592775
1,2.75,0.20775,0.1285,-0.29875,-37.89075,0.2885,-0.1935,402.9335,376.3825,379.2,2.3275,-65.5405,-6.118,-2.21,-0.17875,220.9,274.5,0,0,0,-8.595,-8.785,-8.69,74.5,79.3,82.6,1.641,98.583,0.127,-0.4135,-0.234,0.50575,2.00225,3.7305,-0.5005,-0.51,-0.0755,0.515,1.8205,3.85525,-3.581,-3.713,0.34955,0.5573
1,3.25,0.217,0.121,-0.266,-39.4445,0.28,-0.23975,402.998,376.6875,379.04,2.3625,-70.25,-6.067,-2.243,-0.188,219.7,274.1,0,0,0,-8.735,-8.945,-8.69,74.275,78.9,82.8,1.655,98.5685,0.1335,-0.4155,-0.237,0.5035,2.0045,3.72975,-0.504,-0.51125,-0.0705,0.5125,1.82325,3.851,-3.602,-3.758,0.3538,0.58275
1,3.75,0.168,0.09475,-0.26875,-36.936,0.27925,-0.21525,402.994,376.8375,379.6,2.3545,-70.1,-6.054,-2.232,-0.212,217.6,273.8,0,0,0,-8.74,-9.025,-8.83,74.625,79,82.6,1.662,98.561,0.131,-0.42025,-0.235,0.5025,2.003,3.728,-0.51625,-0.511,-0.07475,0.514,1.81675,3.85475,-3.611,-3.798,0.3478,0.577
1,4.25,0.221,0.148,-0.342,-39.80225,0.2965,-0.246,403.1595,376.4575,380.1,2.35525,-70.6,-6.254,-2.248,-0.18325,217.6,273.3,0,0,0,-8.815,-8.98,-8.86,75,78.6,82.2,1.699,98.5685,0.126,-0.418,-0.238,0.49825,2.0055,3.728,-0.515,-0.5105,-0.08125,0.508,1.8185,3.8655,-3.574,-3.831,0.36275,0.5894
1,4.75,0.24725,0.152,-0.334,-38.249,0.31,-0.198,403.249,376.39,381.53,2.336,-69.89,-6.507,-2.24525,-0.24225,216.9,272.675,0,0,0,-9.0225,-9.045,-8.9,75.2,79.1,82.4,1.708,98.587,0.1135,-0.41875,-0.2445,0.49475,2.0055,3.729,-0.5245,-0.515,-0.08175,0.5085,1.8185,3.8615,-3.595,-3.822,0.373775,0.596475
