DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,RH,WS,SW_IN,LW_IN,PPFD_IN,PA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,VPD,SW_OUT,LW_OUT,T_CANOPY
1,0.25,0.0272039,-0.83442195,-0.8923607,-0.08188515,-40.08402875,-1.56966755,-5.81311945,-0.5556368,349.44687835,1.5440844,-26.88256325,59.9778,0.193,0,144.451,0,96.509165,-18.55600133125,-3.13220035,-2.64516405,-2.472954425,-2.07829425,-68.60424225,0.1827856537,0,200.8127125,-21.517759
1,0.75,0.0256857,-1.0887358,-1.075816425,-0.1038865,-40.6176512,-0.973439,-6.3697629,-0.543919575,350.4089148,1.471152,-26.7426,61.2106,0.19115,0,144.214,0,96.490235,-18.7586126905,-3.175118175,-2.684766075,-2.4692778,-2.07516465,-68.0156695,0.18460785305,0,201.9971275,-21.445654
1,1.25,0.02863785,-1.6181801,-1.2302862,-0.14611405,-35.7424455,-1.1201786,-8.274493,-1.028890825,349.18175215,1.4260325,-26.761593,62.92505,0.193,0,144.7935,0,96.463325,-18.85974512775,-3.23121655,-2.732937,-2.493222925,-2.095811875,-63.549997,0.1924516117,0,201.8579225,-21.65066
1,1.75,0.0261962,-0.78676785,-0.80114735,-0.0930499,-37.36200795,-1.07247595,-6.764299575,-0.8887274,346.812494625,1.3642472,-26.962248,63.82315,0.193,0,143.8535,0,96.4327925,-20.01042283825,-3.177777875,-2.690513775,-2.467963425,-2.076000325,-64.379688,0.189522010075,0,199.1245975,-24.0255955
1,2.25,0.0299364,-0.62166055,-0.694527625,-0.14053995,-36.9364605,-1.02124075,-6.86891425,-0.39313675,346.83524775,1.2726785,-26.69861775,62.28,0.17880131,0,144.73425,0,96.45090565,-19.94019255975,-3.144308925,-2.664794925,-2.45917315,-2.070557775,-67.89026,0.18931160475,0,197.4152225,-22.051582
1,2.75,0.0351232,-0.6331864,-0.6923588,-0.11918875,-38.379807725,-1.03925375,-8.4963282,-0.553348,342.30873025,1.3000628,-27.01635,61.4435,0.193,0,144.217675,0,96.474755,-18.863410731,-3.246890675,-2.7525427,-2.51584455,-2.080409675,-68.6362075,0.19076817735,0,198.9263425,-21.878864
1,3.25,0.030229,-0.8122659,-0.666226,-0.12142185,-35.79320135,-1.4569,-7.327338825,-0.330159225,344.867208025,1.3234317,-27.0147,61.5075,0.18863125,0,144.14825,0,96.48783,-19.33737872475,-3.3091762,-2.807680875,-2.565588275,-2.071493375,-65.92325125,0.18441650575,0,201.52373,-21.73715575
1,3.75,0.029018825,-1.03222755,-1.0677784,-0.1026049,-34.86048845,-1.3226629,-6.41275285,-0.4356202,350.24139275,1.36397675,-27.001325,62.51605,0.19299375,0,143.0945,0,96.44556,-20.3477643255,-3.278164575,-2.77990585,-2.540781825,-2.064705125,-64.7205315,0.189000475375,0,199.5599275,-24.251725
1,4.25,0.0352176,-0.855279175,-0.853354,-0.0722751,-36.887008,-1.2697245,-4.9895691,-0.442920625,351.081691975,1.360116925,-27,62.989,0.1921,0,142.9255,0,96.41831,-19.8290879655,-3.314372875,-2.81258255,-2.5743271,-2.050092475,-67.8263325,0.186217243675,0,199.0710975,-24.22199
1,4.75,0.0317115,-1.03180115,-1.037430725,-0.093359,-38.589017425,-1.19509125,-5.32891405,-0.4066772,352.1928432,1.3344912,-27,64.331,0.18925625,0,142.918,0,96.39548,-20.02139423325,-3.348913125,-2.843505425,-2.60120785,-2.03625255,-66.90365175,0.185087370575,0,198.7820875,-24.2863165
1,5.25,0.024251,-1.0539985,-1.21994035,-0.0643342,-34.81114005,-1.255530925,-5.28151275,-0.454615925,351.813051575,1.300252125,-27.15273175,64.37,0.1921125,0,142.3715,0,96.38433,-20.24013532275,-3.37017875,-2.8629307,-2.62325555,-2.03332595,-67.874204,0.182857591725,0.055642263,198.6350475,-24.87007475
1,5.75,0.03149315,-1.01403725,-0.841179875,-0.11165575,-33.726981375,-0.9852295,-5.2594205,-0.459102625,351.7168487,1.3452655,-27.025,61.5149,0.1921125,0,143.07,0,96.384175,-20.086448397,-3.42804915,-2.912853025,-2.6665073,-2.046496525,-66.02016,0.180397119775,0.03483132725,198.3691225,-24.785592
1,6.25,0.031609,-0.92561355,-0.81790975,-0.06530325,-36.935422,-0.9518762,-6.299978625,-0.375314875,351.8904065,1.221264725,-27.75338984725,63.5115,0.19299375,0,141.98375,0,96.38846,-20.38733163175,-3.460254275,-2.942612875,-2.695189875,-2.071441275,-67.29608,0.183904199975,0.078849695,199.5250575,-23.55410925
1,6.75,0.028543475,-0.8929348,-0.8744836,-0.115016,-36.996574525,-1.10150875,-5.13677095,-0.7340476,352.09886195,1.13625365,-28.015475,63.59,0.192125,0,142.68775,0,96.42495,-20.10567660075,-3.5370733,-3.0103843,-2.760171475,-2.13148895,-67.180476,0.1816517833,0,201.4828075,-22.12772875
1,7.25,0.0301801,-1.189471,-1.495968975,-0.0957111,-40.969692,-1.4231607,-5.595323,-0.88227265,352.27900465,1.4266263,-28.56345,62.9340115,0.19148125,0,143.51125,0,96.4484625,-19.532644801,-3.688786825,-3.143685775,-2.881805075,-2.242048525,-66.880966,0.18457041825,0.0784652275,200.29965,-24.310845
1,7.75,0.032793575,-1.360335375,-1.22311055,-0.1094104,-41.6018034,-1.1401094,-4.562648175,-0.3430154,352.406509975,1.4803803,-28.187525,61.882,0.18984375,1.38365795,144.58375,3.3785025,96.4602,-20.77248795275,-3.71045905,-3.174094975,-2.9130001,-2.27074875,-65.59801725,0.18027877295,1.644366925,200.25162,-22.6779935
1,8.25,0.03234075,-0.83169475,-0.907005,-0.090892175,-38.3807913,-0.9030712,-4.4829963,-0.3205501,351.656121125,1.44027275,-28.0255,61.84,0.19103125,10.89805,148.5565,26.409425,96.434,-19.21827044675,-3.788309475,-3.25449635,-2.999754725,-2.363335425,-58.8349605,0.18698176205,10.85994835,201.60882,-22.0441405
1,8.75,0.031196375,-0.9838192,-1.14586705,-0.156139825,-32.8865507,-0.8710607,-3.97067035,-0.2107984,351.8695137,1.51853795,-27.356375,60.84535,0.193,23.1922,148.4234125,63.8016845375,96.458725,-19.7927078985,-3.8384026,-3.312853125,-3.061191725,-2.43063125,-49.96175075,0.203201818025,25.32640375,206.317685,-21.5915165
1,9.25,0.03536795,-0.8961034,-0.898352925,-0.121523125,-29.70804275,-0.500587,-2.62093775,-0.2499086,351.033550775,1.5016482,-26.8130590185,57.2855735,0.15414375,46.107933498,148.707705,111.16375,96.489575,-20.0837501465,-3.861343775,-3.34979785,-3.105195075,-2.486350275,-35.78146975,0.221905100425,39.9024825,214.0649075,-19.4606825
1,9.75,0.045204625,-1.0221888,-0.970222875,-0.18914785,-28.60549995,-0.42731425,-0.7431921,-0.2154598,351.038899,1.44228725,-26,55.995425,0.2017875,57.0047,154.631,160.2798422375,96.537785,-21.25240399825,-3.822093475,-3.325585025,-3.08474425,-2.475483525,-22.77453,0.248684028575,59.487798,219.1612375,-18.0921985
1,10.25,0.0418846,-0.897829625,-0.90572625,-0.229504375,-25.6248458,-0.5616603,-0.5409207,-0.227889625,352.4698548,1.46113595,-24.98795,55.99325,0.26346875,70.983665,156.215615,191.9085987625,96.57921,-20.8840434985,-3.888341825,-3.4194393,-3.2124559,-2.650587225,-12.0352625,0.285234558625,79.73589475,223.527685,-17.379028
1,10.75,0.052236075,-0.89689075,-0.9407689,-0.12515755,-24.9109642,-0.6988196,-0.3671003,-0.2988508,353.7993382,1.47648,-24.17125,54.83,0.296823375,93.3004025,156.91275,219.96254005,96.58528635,-20.9200244125,-3.8992179,-3.454484125,-3.262993375,-2.728006225,-2.9278904,0.304029177825,94.426581,227.4349875,-17.084788
1,11.25,0.059144825,-1.6165151,-1.3802025,-0.105774825,-24.738592,-0.53277575,0.216733,-0.2066879,354.9930951,1.45503215,-23.9454,51.10725,0.40203782,95.8067,156.998,240.469,96.54575815,-20.32565537725,-3.834064875,-3.418031675,-3.24273615,-2.74133685,4.5243956,0.340382789525,107.0101655,230.476595,-16.85311975
1,11.75,0.06260775,-1.1384803,-1.157769875,-0.167411,-23.4249388,-0.48046405,0.13960795,-0.177,355.9492863,1.4750116,-23.110925,51.0715,0.455728125,98.851125,157.958,266.25375,96.503477975,-21.34423981,-3.620077275,-3.252702675,-3.09706535,-2.60931505,1.704634225,0.3679639268,114.1793675,233.2773175,-16.3426275
1,12.25,0.0618435,-1.0110685,-0.9142667,-0.17909475,-29.80755025,-0.44076085,0.9638752,-0.1957145,355.4775983,1.446127,-22.15649270675,49.5664,0.5135633675,99.133375,158.631,307.297480245,96.4883125,-20.40621485525,-3.51248825,-3.172966775,-3.0383506,-2.57858175,8.269943125,0.42428876505,113.7220775,235.6005425,-16.081914
1,12.75,0.0694805,-1.0901716,-0.9948243,-0.118776925,-25.3955314,-0.532644825,0.280461875,-0.27607005,354.6573886,1.46287235,-21.463475,49.56645,0.751488405,94.794,161.625,272.14174947,96.4685275,-20.093297953,-3.364803425,-3.0524751,-2.932639375,-2.49293955,6.56819665,0.4455216572,101.686214,236.9341425,-15.46276
