DOY2,HR2,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,G_1_1_1,G_3_1_1,G_5_1_1,NETRAD,H2O_1_1_1,H2O_1_1_2,H2O_1_1_3,H2O_1_2_2,H2O_1_2_3,H2O_1_3_2,H2O_1_3_3,H2O_1_4_2,H2O_1_4_3,CO2_1_1_1,CO2_1_1_2,CO2_1_1_3,CO2_1_2_2,CO2_1_2_3,CO2_1_3_2,CO2_1_3_3,CO2_1_4_2,CO2_1_4_3,CH4_1_1_1,CH4_1_3_1,CH4_1_4_1
1,0.25,1.44382541672679,-4.06723401893191,0.309914094776306,0.0448534498095369,-0.0502232485452725,-0.104040445941482,-1.32186216234106,-0.612392651084115,0.0831187246559053,-21.282242848055,-3.6157922757818,0.415948911830932,1.37,1.1,0.24,-4.208175,-4.903,-5.1609,-6.2982,-7.564475,83.24079,63.545,0.90005,-7.0225,-5.9725,-5.98,0.1,-4.0075,0.8,-1.4675,-0.13,215.325,281.675,239.1,280.8,-0.19,0.02,0.03,-0.0375,-0.06,-0.31,-0.03,-0.13,-2.33,-1.77625,-0.44825,0.581,1.4065,4.498,7.8385,8.36,8.867,-1.54925,-1.221,-0.39625,-0.0525,1.292,5.1525,8.60675,9.32025,10.06875,-1.95375,0.33925,-0.1485,0.258,2.48775,5.33025,7.7125,9.575,-1.95425,-1.2765,-1.33075,0.6105,1.65825,5.321,8.775,9.394,-1.85275,-0.8255,-0.1655,0.37075,1.63725,-4.281,-5.38825,-4.457,-72.96,2.98601714825527,3.54718289872485,3.64271718626361,3.425632629081,3.59039759144111,3.25945495320923,3.7518327097649,3.10096411291829,3.89941273574984,410.049354395407,414.193066198889,410.867982630904,415.238176676694,411.116552250196,415.061824069298,411.680732305412,415.228376933755,412.122100978114,1970.59105927071,1977.36021356596,1963.97352456851
1,0.75,1.39341248102425,-4.46212663765462,0.297827480420362,0.0279593152759784,-0.0699337606276177,0.0545170217384988,-1.19255787126754,-0.901250569520621,0.0878199337820532,-21.1689500327004,-3.474792002377,0.440477054158074,1.41,1.13,0.25,-4.8183,-5.352,-5.735025,-6.6824,-7.8914,83.2509025,62.685,0.83495,-7.1175,-6.0875,-6.34,0.1,-3.97,0.8,-1.4675,-0.115,215.1,281,238.4,280.9,-0.18,0.0125,0.03,-0.04,-0.06,-0.31,-0.03,-0.13,-2.375,-1.83375,-0.46,0.582,1.4075,4.498,7.83775,8.35925,8.866,-1.62075,-1.32475,-0.41525,-0.06325,1.29,5.163,8.60675,9.31925,10.068,-2.014,0.31075,-0.178,0.248,2.48775,5.33025,7.7115,9.57425,-2.1035,-1.35025,-1.458,0.6035,1.66275,5.3215,8.775,9.393,-2.02125,-0.86325,-0.15475,0.37125,1.64625,-4.86125,-5.171,-4.908,-72.1175,2.91262025349866,3.45317116901405,3.61206987031198,3.20882377515508,3.66160914019711,3.05367457731572,3.74176301291583,3.03156726189037,3.68254722799156,409.260872767105,415.274320812897,410.623200184157,415.708369825519,410.332335009403,416.088578472195,411.594340149166,416.169993312007,412.063429963678,1980.97458808799,1965.26102272859,1967.22922567339
1,1.25,1.46384312757235,-4.63657290716748,0.292015465558161,0.0447781811096217,-0.0733276272076686,0.0458608516704107,-1.12365634499921,-0.852441507373858,0.0705767696504641,-16.9216988473286,-3.36679326481801,0.394393220352071,1.375,1.14,0.23,-4.63995,-5.582,-5.463875,-6.41865,-8.0773,83.2552725,64.81,0.85065,-7.3575,-6.33,-6.19,0.1,-3.9975,0.75,-1.48,0.02,213.925,280.225,236.7,280.2,-0.19,0.02,0.0325,-0.04,-0.0625,-0.31,-0.03,-0.13,-2.439,-1.9375,-0.4805,0.582,1.40775,4.497,7.8375,8.35875,8.865,-1.76025,-1.451,-0.42475,-0.06575,1.29675,5.1635,8.60675,9.3185,10.0675,-2.22,0.2865,-0.23375,0.253,2.4875,5.32925,7.71125,9.573,-2.22975,-1.428,-1.59975,0.597,1.668,5.32025,8.77475,9.392,-2.08975,-0.945,-0.1535,0.37025,1.64875,-4.63975,-5.475,-4.63125,-72.53,2.95265018228269,3.15904121484454,3.94982773147317,3.16009874927942,3.83595957491109,3.14246968528826,3.75126450530861,2.9159409821382,3.70135364691915,408.889710650255,414.592246460526,409.687096018926,414.96468208035,409.900353538424,415.489962625961,410.528700261156,415.749732142026,410.353332514331,1980.62409200208,1967.53143851821,1973.74951640027
1,1.75,1.46920798089138,-5.21066111181466,0.370208140977325,-0.0469114827361843,-0.0407895918198307,-0.232880628274297,-0.786844636972549,-0.999241782270566,0.0893045050739903,-19.6111138843128,-3.01482383934795,0.402578833370804,1.355,1.1275,0.26,-5.03685,-5.58,-5.608,-6.7237,-8.171275,83.2352375,64.42,0.86505,-7.31,-6.4275,-6.65,0.1,-3.9475,0.7,-1.49,-0.0025,215.225,279.325,238.6,280.3,-0.19,0.02,0.04,-0.05,-0.0625,-0.31,-0.03,-0.13,-2.571,-2.025,-0.4945,0.582,1.40775,4.496,7.83675,8.35725,8.865,-1.94025,-1.66725,-0.4245,-0.0695,1.293,5.163,8.606,9.3175,10.06675,-2.255,0.1925,-0.27275,0.25875,2.4875,5.32825,7.71025,9.602,-2.367,-1.52375,-1.74325,0.58625,1.674,5.319,8.7745,9.391,-2.1645,-1.029,-0.15275,0.368,1.6485,-4.899,-6.246,-5.171,-71.445,2.90991738511617,3.29121324074988,3.74856360917843,3.21582532364729,3.32965554902279,3.15934846472188,3.35397339966604,3.09571111900725,3.68044075296258,408.328614102841,414.295670556271,410.345114836697,415.16982012222,410.268199436479,415.823673971714,410.870185429989,416.038040060226,410.541116965578,1958.69999883845,1963.34692352715,1958.07648125134
1,2.25,1.34931248534897,-5.13557840840134,0.334056061132419,0.0119777818733837,-0.0384324667929152,-0.150873340426459,-1.01698596479972,-0.66895948304396,0.0849599190426229,-25.3727624505749,-3.75905045441993,0.420605911796368,1.38,1.08,0.23,-5.020475,-5.818,-5.5617,-6.868675,-8.60395,83.24459,63.51,0.7991,-7.725,-6.915,-6.58,0.1,-4.1725,0.75,-1.455,-0.12,214.75,278.825,239,279.7,-0.18,0.015,0.04,-0.0475,-0.07,-0.31,-0.03,-0.1225,-2.645,-2.09225,-0.51125,0.58375,1.407,4.4945,7.8365,8.35625,8.86375,-2.115,-1.94675,-0.44025,-0.069,1.29025,5.15425,8.605,9.31675,10.067,-2.36675,0.1645,-0.3125,0.25025,2.488,5.3275,7.70925,9.57025,-2.51425,-1.6315,-1.86475,0.58,1.6775,5.31775,8.7745,9.39075,-2.24175,-1.1105,-0.1515,0.36675,1.64825,-4.9215,-6.712,-5.155,-70.85,2.80518600808591,3.23848610289279,3.55350930069162,3.25058476975918,3.43692393054364,3.04674327709072,3.76436544333481,2.78746548330599,3.79516743745311,408.750544940072,414.488062754015,410.376177275333,414.726887851104,410.706650930248,415.176440004184,410.594144631447,416.443829185962,411.28651911029,1961.16241547797,1959.0235873443,1957.32254752486
1,2.75,1.42194619837645,-5.18505114872811,0.322824527142469,-0.091750107972825,-0.0796163115471639,-0.0926376536750338,-1.23494477695767,-0.56670829410497,0.0806259170925687,-16.8101259021831,-4.38658829380203,0.400321647875149,1.39,1.11,0.24,-5.29495,-5.92,-5.7114,-7.1672,-9.08255,83.24815,64.69,0.7345,-8.1425,-7.075,-6.91,0.1,-4.0975,0.8,-1.4875,-0.115,214.125,277.5,238.2,276.8,-0.1725,0.02,0.03,-0.05,-0.07,-0.31,-0.03,-0.13,-2.721,-2.09775,-0.531,0.58425,1.407,4.4935,7.8365,8.35525,8.863,-2.2015,-2.25625,-0.46225,-0.083,1.28775,5.154,8.605,9.31575,10.06575,-2.4965,0.1345,-0.35775,0.2355,2.4885,5.3265,7.70925,9.56825,-2.522,-1.70675,-1.989,0.5755,1.6825,5.3165,8.7765,9.38975,-2.2945,-1.217,-0.15075,0.368,1.64725,-5.099,-7.25,-5.3765,-69.55,2.868209501626,3.10157444803084,3.47844859473675,2.98648709050994,3.45748748712736,2.7806449265508,3.45203473860917,2.64086592023353,3.32803894625856,408.606710627508,415.370232024958,410.239851174606,415.151970733171,410.605676503984,416.003992236349,410.91931168636,416.53569398068,410.912069129182,1962.6165251084,1960.18623354088,1958.32049319758
1,3.25,1.34839861487726,-5.11874173185922,0.29520104940371,-0.0722123894673541,-0.0709252276288486,-0.199908967327424,-1.46528319744322,-0.428849514171133,0.0850184531698299,-19.0618455161452,-2.18631037621476,0.359794038981878,1.31,1.08,0.24,-4.96005,-5.755,-6.1417,-6.879325,-8.867,83.23688,64.42,0.72755,-7.9125,-7.0975,-7.02,0.1,-3.7875,0.8,-1.4075,-0.0875,213.975,277.15,239.1,276.2,-0.1825,0.02,0.04,-0.06,-0.0625,-0.31,-0.03,-0.13,-2.832,-2.1455,-0.55375,0.584,1.407,4.4925,7.8365,8.35425,8.862,-2.27475,-2.57975,-0.4895,-0.09975,1.28575,5.15475,8.60525,9.31475,10.065,-2.638,0.12275,-0.378,0.22525,2.48925,5.3265,7.70825,9.56825,-2.66325,-1.766,-2.11475,0.57375,1.6895,5.316,8.77925,9.3885,-2.3885,-1.34825,-0.1605,0.36925,1.64725,-5.792,-8.43325,-5.36,-70.2375,2.80062911419516,3.23033496635626,3.30226755063455,3.20755028622386,3.23973447579923,2.83336024904749,3.25091692506393,2.91377923304424,3.22500008008174,408.83257933141,415.957782380249,410.234628743973,416.298054067559,410.84417310749,416.376105844738,410.86859312617,416.390284055761,411.025568372665,1963.39246643725,1955.51241666474,1958.65158031461
1,3.75,1.20498684714568,-5.08488803693546,0.282401128364345,-0.142855802695459,-0.0910268302903901,-0.195499032807839,-1.55300551242881,-0.673411565699036,0.0930693248080414,-18.8810536945621,-3.41642415785635,0.375092301676152,1.3075,1.08,0.25,-5.2147,-5.852,-6.1051,-7.0557,-8.924625,83.21662,63.72,0.73945,-8.085,-7.16,-7.23,0.2,-3.86,0.8,-1.47,-0.04,214.025,277.425,238.1,276.5,-0.19,0.01,0.0325,-0.05,-0.0725,-0.31,-0.04,-0.13,-2.878,-2.23675,-0.581,0.58425,1.407,4.4915,7.8355,8.3525,8.861,-2.38875,-2.8415,-0.49725,-0.09925,1.285,5.1555,8.60525,9.31625,10.06375,-2.84175,0.058,-0.431,0.216,2.48975,5.3255,7.70725,9.56925,-2.726,-1.80975,-2.16125,0.57125,1.696,5.3155,8.78,9.386,-2.4605,-1.49575,-0.18275,0.36875,1.647,-6.199,-8.2635,-5.583,-69.97,2.78385388358855,3.23124650973306,3.32322855691974,3.25457740720874,3.34333349194142,2.92963866028622,3.24284548934528,2.93663651801885,3.1835252833938,408.320985906664,415.023162370941,410.930510608281,415.457805239102,410.877418470061,415.819729280515,411.584731768261,415.732121806783,412.186030441643,1965.19530846427,1964.77887421877,1952.91403486633
1,4.25,1.17881178895875,-5.40381522221793,0.309573321835965,-0.0532655330844713,-0.118311535197302,-0.414013050590708,-0.778663617531768,-0.556724970092492,0.0802892692388706,-18.3855781926717,-3.04190655310639,0.383796748799757,1.22,1.03,0.255,-5.36425,-6.326,-6.1663,-7.0956,-8.837475,83.2025425,64.84,0.798075,-7.84,-7.01,-7.47,0.1,-4.1025,0.7,-1.4875,-0.09,212.925,277.125,237.4,276.7,-0.1825,0.01,0.0325,-0.05,-0.0625,-0.31,-0.03,-0.13,-3.011,-2.33775,-0.6125,0.58075,1.40625,4.491,7.8355,8.35325,8.86,-2.52975,-2.9995,-0.50925,-0.10725,1.287,5.156,8.605,9.31375,10.06325,-2.97575,0.01525,-0.469,0.19175,2.491,5.32475,7.707,9.5675,-2.92275,-1.85825,-2.228,0.569,1.70225,5.315,8.78025,9.386,-2.3965,-1.58625,-0.2095,0.35725,1.64625,-6.266,-7.977,-5.683,-69.42,2.97271891336689,3.04919677306123,3.31398189286239,2.93265519103673,3.22179505676151,2.9292718890637,3.3272732925804,2.73543097971088,3.4071335732209,408.563278075955,415.330749505069,409.954668172333,415.76938355366,410.124068814985,416.42867369363,410.655147596806,416.665638351291,411.537522255466,1960.50542734034,1955.72820070792,1959.05658271436
1,4.75,1.28102135425218,-5.50099591890387,0.300919222674283,0.0245584753241924,-0.0317792467908546,-0.121812981010594,-0.461164120777934,-0.762142980055183,0.0854851012684,-20.7481449236924,-3.25088038793606,0.387173339575001,1.32,1.06,0.25,-5.777725,-6.351,-6.2716,-7.1318,-8.908275,83.22576,65.0425,0.7305,-7.6925,-6.84,-6.62,0.1,-3.68,0.8,-1.4725,-0.055,214.925,278.125,238.9,276.7,-0.1725,0.01,0.0325,-0.0575,-0.07,-0.31,-0.03,-0.13,-2.943,-2.416,-0.6585,0.57425,1.4065,4.4905,7.8345,8.3515,8.859,-2.72,-3.0955,-0.53475,-0.103,1.29,5.156,8.60425,9.312,10.06325,-3.1465,-0.01975,-0.49025,0.174,2.491,5.32375,7.706,9.56525,-2.93025,-1.91875,-2.33625,0.5665,1.70775,5.313,8.78,9.385,-2.43675,-1.60075,-0.2155,0.349,1.6455,-6.6115,-8.98775,-5.7345,-68.5725,2.8291709418775,3.0878564240787,3.29618255109435,3.12377836215717,3.33524241378203,2.88202381503018,3.3194662802982,2.6644024432467,3.41198960970157,408.033032559649,414.991714180474,411.301269426779,414.989181560455,410.400418041044,415.341073353155,411.452529949992,415.353869441296,411.317337529075,1968.23131212997,1960.35925341647,1958.53215178091
