DOY2,HR2,CO2,FC,H,LE,TA,T_SONIC,T_SONIC_SIGMA,RH,VPD,PA,NETRAD,PPFD_IN,TS,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA
1,0.25,382.34089,-0.37229495,-54.42203625,-4.553730125,-5.208744475,-5.4182691,0.05622941125,22.4022825,0.916374575,91.755017,-68.955635,0,0.250416675,0.85784166,0.09957050925,0.286252805,0.3015263875,0.09293250625
1,0.75,381.206295,-0.890372525,-55.24750325,-5.365630625,-5.2902725,-5.4518465,0.057671125,23.29731,0.82055861,91.76088,-69.56782175,0,0.45599998,0.8154982,0.060485905,0.271965,0.27665685,0.09651869
1,1.25,382.03637,0.018383276,-53.248686,-4.59339695,-4.898516225,-5.0049787,0.058560044,22.88661,0.979990725,91.77522925,-67.5736795,0,0.460499995,0.5884653975,0.08200657175,0.2219789675,0.298819455,0.08717614575
1,1.75,373.328205,-0.78085145,-59.895176,-3.783417,-4.8761238,-4.8044618,0.0636433105,22.7311825,0.9631174,91.80914775,-62.527094,0,0.438333385,0.785296135,0.0871217945,0.241663355,0.298229595,0.0934256065
1,2.25,380.33549,-0.663355,-60.2434255,-4.717460175,-4.927851675,-4.807875475,0.0738475685,22.237124,1.00440884,91.8499625,-65.734148,0,0.4179166825,0.3959953925,0.08575520975,0.263311015,0.32829118,0.08878710725
1,2.75,380.00349,-0.2744560925,-66.5026215,-5.07293965,-4.9870694,-4.7511958,0.076286969,21.60292375,0.924544925,91.84615525,-68.263884,0,0.4258333175,0.82492733,0.1030784275,0.2579402125,0.327214035,0.09283537775
1,3.25,381.4527475,-1.0085193,-51.0442015,-4.2385221,-5.3392405,-5.164502875,0.07001696375,21.56605625,0.95670512,91.83316625,-73.2950695,0,0.4584999525,0.8770186,0.060643945,0.2153204,0.2188510125,0.08324473375
1,3.75,379.84248,-0.9079075,-77.41017375,-6.43923345,-5.364005875,-5.55004325,0.07631684375,21.44665625,0.90869992,91.8167975,-83.985169,0,0.46199997,0.5148329,0.1058771625,0.252835525,0.293021175,0.08725972
1,4.25,378.37273,-1.38941075,-57.54797,-13.38187735,-5.31639325,-5.665132,0.05082345,21.7879425,0.91674155,91.80269875,-73.426074,0,0.465499935,0.72233015,0.08739290625,0.2591619125,0.2827219375,0.08254350625
1,4.75,379.80785,-0.846602425,-62.22145875,-2.53895335,-5.4950337,-5.3796121,0.0643479,21.20386,0.9103491875,91.797619,-72.83773675,0,0.42599994,0.73364829,0.079582511,0.2574377,0.26395537,0.089653475
1,5.25,379.93683,-1.806685,-45.83795,-4.633491,-5.5370853,-5.33037505,0.07819410175,21.899529,0.86165861,91.788975,-70.1177885,0,0.414583275,0.957176755,0.101796537,0.3636681175,0.36775505,0.108404415
1,5.75,380.296935,-1.74858,-54.74776,-5.50346095,-5.62547375,-5.332498425,0.07490604025,21.53383625,0.7745296875,91.7727925,-70.43992975,0,0.745499935,0.418921465,0.09360043325,0.28577527,0.370084415,0.0789530305
1,6.25,380.393755,-0.3095845,-53.47452475,-3.5738851,-5.698055,-5.724129925,0.0748167315,21.25214375,0.788896675,91.753345,-68.51016825,0,0.748999935,0.3879897075,0.09946470725,0.28171327,0.3345876625,0.0840666215
1,6.75,380.537015,-0.0854290480000001,-49.3918335,-4.033191,-6.05764475,-6.0648501,0.06676464875,21.58177,1.052814375,91.743025,-72.16609875,0,0.751333245,0.6622535825,0.0938998955,0.300645905,0.305869455,0.07696712075
1,7.25,380.322515,-1.714997,-48.20468075,-5.3509438,-6.13315725,-6.1383246,0.070741286,21.047268,1.1041198,91.73637325,-72.966428,0.4628041,0.7444165775,0.94437652,0.11073374,0.3278459,0.37361084,0.1129475
1,7.75,380.34352,-0.2190913,-56.68353,-3.287366375,-5.8488058,-6.0105142,0.066425818,21.308831,1.0866886,91.72962275,-62.45379,5.5681242,0.74116661,1.0395514,0.094848208,0.25421948,0.26185656,0.10771032
1,8.25,381.0770625,-0.5574693,-43.87272325,-0.775886994999999,-6.15007775,-6.337104425,0.05498013675,21.43656175,1.097198975,91.73324575,-65.824476,19.301664,0.245833314,1.243585425,0.1057226975,0.3249349575,0.3083317225,0.12443192
1,8.75,380.3364125,-0.75527725,-44.12578925,2.4554868,-6.85832825,-6.6832032,0.048875165,24.6330445,1.279968025,91.7179245,-72.5581255,34.307108,0.1509583275,0.93036441,0.099611318,0.3055129,0.30762551,0.110978833
1,9.25,382.01644,-1.3934205,-42.75192975,2.033488875,-7.24450675,-7.519690375,0.06583010475,25.850915,1.245182,91.734286,-85.938918,46.416172,0.2,1.0422920525,0.1178727025,0.269474285,0.3205361,0.129285475
1,9.75,382.3718625,-0.926236175,-33.55979,1.2060788,-6.478699,-7.23870055,0.062154744,26.441885,1.2086395,91.7298475,-67.8675985,67.56056825,0.236,0.9010144075,0.118000405,0.2819681425,0.3200390775,0.13924336
1,10.25,382.62257,-0.5325826,-31.1392235,-2.13984005,-5.961752625,-6.730549075,0.0665505865,26.336699,1.201634475,91.746194,-66.8898035,87.0144125,0.288,1.09594185,0.1410573725,0.3495041525,0.36058982,0.1334934925
1,10.75,383.70532,-1.114283,-31.0066385,1.2653961875,-5.565362,-6.04660895,0.05645078,25.85949,1.2205285,91.7211505,-125.66349825,82.6521775,0.3,1.5204661,0.111021975,0.314516905,0.35024972,0.14293735
1,11.25,384.079575,-0.99711725,-31.559429,-0.406928,-5.27101575,-5.78831335,0.063843506,26.155185,1.317661,91.6690825,-94.933968,98.3449235,0.3,1.33967905,0.129164745,0.35082034,0.33026487,0.14524972
