DOY2,HR2,G_1_2_1,G_1_2_2,G_1_2_3,T_BOLE_1_1_1,T_BOLE_1_1_5,T_BOLE_1_1_7,T_BOLE_2_1_1,T_BOLE_2_1_4,T_BOLE_2_2_6,T_BOLE_2_2_1,T_BOLE_2_2_3,CO2_1_1_1,H2O,CO2_1_2_1,CO2_1_3_1,CO2_1_4_1,CO2_1_5_1,USTAR,LE,H,FC,SC,G_1,SLE,SH,NEE,TA_1_3_1,RH_1_1_1,TA_1_6_1,RH_1_2_1,TA_1_10_1,RH_1_3_1,TA_1_4_1,TA_1_11_2,TA_1_11_1,TA_1_9_1,TA_1_8_1,TA_1_8_2,TA_1_7_1,TA_1_6_2,TA_1_5_1,TA_1_1_1,TA_1_1_2,WS_1_2_1,NETRAD_1_2_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_IN_1_1_3,SW_OUT_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_1_2,PPFD_DIF,PPFD_OUT,PPFD_BC_IN,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_3_2,TS_1_3_3,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,PA,TA_1_2_1,TA_1_2_2,T_SONIC_1_1_1,WS_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TA_1_3_2
1,0.25,-3.904,-3.929,-5.8795,-0.02279,-0.06053,-0.06707,-0.349925,-0.3092,-0.3214,-0.3591,-0.3525,380.875,5.01325,384.25,385.25,384.15,391.2,0.074005,-0.73785,-36.9175,0.115925,-0.211825,-4.942,-0.9969,-2.839,0.8098,0.00397,87.82,-0.435275,96.57,-0.5627,100,-0.4533,0.6458,0.143175,0.1853,0.0758375,-0.247375,-0.219325,-0.369075,0.2366,-0.08468,0.004175,0.4079,-44.4775,-45.2275,0,0,0,0,13.305,14.04,0.6512,0,1.5025,1.444,0.04889,1.907,0.42685,0.727,1.28,1.862,3.051,4.575,97.01,19.64,17.6225,1.595,0.80155,271.2,305.5,0.2664
1,0.75,-3.836,-3.949,-5.8445,-0.0302,-0.05283,-0.06055,-0.352525,-0.287025,-0.323825,-0.4736,-0.4058,374.15,5.425,384.25,385.25,384.15,391.2,0.0759725,-0.5353,-39.43,0.0678725,-0.21985,-4.859,-2.598,-2.854,0.6473,-0.02904,87.81,-0.413025,96.7275,-0.5838,100,-0.430925,0.617,0.12265,0.1339,0.070415,-0.29945,-0.29355,-0.3846,0.125725,-0.09322,0.051825,0.39135,-51.445,-50.09,0,0,0,0,13.3,14.04,0.6481,0,1.4975,1.441,0.08235,1.8995,0.4344,0.7311,1.282,1.863,3.04,4.57,97,20.125,18.145,1.562,0.7848,267.8,305.45,0.219
1,1.25,-3.919,-3.967,-5.886,-0.0213,-0.05645,-0.05486,-0.346275,-0.311,-0.32225,-0.50285,-0.392,377.2,5.1575,384.25,385.25,384.15,391.2,0.072315,-0.9142,-33.3725,0.1052,-0.300375,-4.653,-3.6595,-3.3615,0.6812,-0.1797,87.74,-0.4233,96.935,-0.56095,100,-0.553075,0.5787,0.1354,0.1259,0.0444875,-0.25515,-0.309,-0.619025,0.0572825,-0.2551,-0.05484,0.44955,-50.05,-45.58,0,0,0,0,13.315,14.04,0.64715,0,1.4975,1.4515,0.1182,1.909,0.4266,0.7512,1.297,1.857,3.044,4.575,96.99,20.5375,18.515,1.44225,0.84265,270.8,305.55,-0.1244
1,1.75,-3.919,-3.983,-5.9925,-0.02628,-0.04722,-0.05129,-0.422875,-0.2945,-0.33835,-0.528625,-0.451975,377.15,5.14325,384,385.3,383.8,390.5,0.06997,-0.7858,-39.9575,0.088265,-0.342575,-4.59,-2.129,-3.189,0.7944,-0.236,87.67,-0.48985,96.835,-0.5621,100,-0.479325,0.6087,0.151325,0.1308,-0.01423,-0.32175,-0.3747,-0.585975,0.053705,-0.3617,-0.14775,0.4506,-42.165,-51.9675,0,0,0,0,13.34,14.04,0.6449,0,1.496,1.464,0.1546,1.918,0.4294,0.7656,1.315,1.865,3.043,4.58,96.98,20.715,18.835,1.58225,0.82595,265.9,305.7,-0.00903
1,2.25,-3.964,-4.0065,-6.0585,-0.0132,-0.0452,-0.04714,-0.4101,-0.381525,-0.36525,-0.451,-0.5079,377.075,5.13375,384.425,385.45,384.225,390.25,0.06607,-0.6741,-35.31,0.08575,-0.46745,-4.587,-2.457,-3.11,0.88035,-0.2447,87.68,-0.64005,96.695,-0.63805,100,-0.54645,0.6033,0.09133,0.11275,-0.04477,-0.39025,-0.4765,-0.7349,-0.026715,-0.3293,-0.06043,0.4643,-41.3425,-51.0425,0,0,0,0,13.345,14.04,0.64255,0,1.4975,1.468,0.2006,1.9305,0.43005,0.7882,1.335,1.871,3.054,4.588,96.98,20.885,19.055,1.501,0.821725,263.7,305.3,-0.09691
1,2.75,-3.972,-4.0745,-6.0565,-0.03176,-0.05061,-0.04371,-0.464525,-0.3845,-0.369675,-0.354625,-0.5124,377.075,5.132,384.1,384.9,384.3,390.9,0.06695,-0.5595,-32.155,0.08006,-0.488725,-4.42,-2.161,-2.659,0.85,-0.1626,87.39,-0.576475,96.705,-0.5934,100,-0.58095,0.5921,0.132425,0.12665,0.00419,-0.41355,-0.3388,-0.728175,0.010745,-0.3765,-0.06971,0.53,-44.7575,-51.5775,0,0,0,0,13.34,14.04,0.640075,0,1.4915,1.4755,0.2337,1.928,0.4384,0.8039,1.339,1.882,3.059,4.594,97.01,20.935,19.195,1.437,0.88295,261.9,305.2,-0.01119
1,3.25,-3.988,-4.0845,-6.0375,-0.03233,-0.04477,-0.04052,-0.41185,-0.421325,-0.376625,-0.4198,-0.497425,377.1,5.05275,384,385.05,384.825,390.675,0.0644125,-0.72135,-35.7225,0.09597,-0.444125,-4.474,-2.207,-2.428,0.903275,-0.02961,87.25,-0.5805,96.445,-0.69215,100,-0.585075,0.5916,0.0015325,-0.010985,-0.15315,-0.34985,-0.312875,-0.643825,-0.0160375,-0.319675,-0.01111,0.494675,-42.555,-55.435,0,0,0,0,13.365,14.04,0.638775,0,1.5105,1.4905,0.3654,1.9395,0.45215,0.8681,1.368,1.905,3.081,4.597,97,20.4,18.9425,1.42625,0.871,263.1,305.7,0.03161
1,3.75,-4.022,-4.083,-6.062,-0.03084,-0.05169,-0.03624,-0.430125,-0.437975,-0.3951,-0.520075,-0.5268,377.35,5.03325,384.3,384.8,385,389.85,0.07225,-0.71985,-39.2525,0.1178,-0.452475,-4.403,-2.309,-3.044,0.9041,-0.1632,87.18,-0.7107,96.06,-0.66755,100,-0.641225,0.5969,-0.054375,-0.041665,-0.1179,-0.4325,-0.3726,-0.6369,-0.063225,-0.3374,-0.10915,0.4822,-50.84,-50.305,0,0,0,0,13.36,14.04,0.6366,0,1.5165,1.496,0.4561,1.939,0.4631,0.924,1.391,1.928,3.092,4.611,97,19.885,18.205,1.329,0.889,259.7,305.7,-0.03668
1,4.25,-3.971,-4.089,-6.106,-0.05176,-0.05002,-0.0321,-0.454425,-0.422675,-0.391425,-0.617175,-0.499925,377.1,5.024,384.45,385.1,384.25,391,0.07495,-0.647325,-38.43,0.05857,-0.3611,-4.696,-2.037,-2.815,0.79355,-0.2869,87.5,-0.634575,95.735,-0.7313,100,-0.6974,0.5737,-0.0866775,-0.061245,-0.196,-0.531775,-0.4433,-0.8822,-0.00178,-0.6368,-0.1646,0.476325,-48.16,-54.0325,0,0,0,0,13.2975,14.04,0.635075,0,1.5145,1.4855,0.4703,1.931,0.4604,0.9594,1.398,1.949,3.11,4.612,97.01,19.49,17.895,1.51,0.8397,262.1,305.45,-0.1977
1,4.75,-3.9895,-4.13325,-6.11675,-0.0952675,-0.0510775,-0.0379975,-0.451025,-0.44635,-0.388425,-0.78445,-0.501275,377.2,5.04975,384,384.925,384,390.4,0.07038,-0.793375,-37.17,0.069645,-0.41495,-4.76575,-1.982,-3.048,0.7866,-0.375975,88.405,-0.7261,96.13,-0.765125,100,-0.8152,0.574375,-0.16065,-0.138925,-0.23485,-0.54455,-0.6354,-0.8027,-0.0614125,-0.6626,-0.22245,0.45645,-53.1725,-52.095,0,0,0,0,13.31,14.04,0.6336,0,1.52075,1.504,0.491325,1.943,0.457075,0.963925,1.406,1.94825,3.106,4.6195,97.0125,19.21,17.415,1.474,0.8592,259.9,305.15,-0.061505
