DOY2,HR2,FC,SC,LE,SLE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,NETRAD
1,0.25,-0.389810521061979,-0.055435584152889,-0.32351046287121,-1.64801419279575,0.0965810397114577,-38.92228731271,-5.08417735049303,0.303964876314841,417.329767713434,0.387460379533299,417.663514395268,0.725084125227401,417.04022284164,1.34036449308224,421.251374086652,1.17396836739929,420.238855875229,1.4837283731105,418.459522799203,0.662753980899846,419.388069594585,1.0438728112283,419.935727969673,0.657591641355894,420.836285787879,1.21147419417029,421.743717813948,0.656111762658602,420.503868543396,0.785921997381671,0.975317669493305,-25.2671474761299,0.311517499190947,0.6625,0.4,0.24,0.13,-26.72185,-26.48625,-27.20885,-26.056375,-28.96785,-30.95655,97.36632,72.595,0.17375,-24.02,-24.5275,-24.11,-10.945,0.1,-3.035,0.6,-1.0425,-1.3125,190.525,201.925,247.15,248.075,0.0875,-0.09,-0.16,0.01,-0.03,0.07,-0.03,-0.01,-0.1975,-8.192,-7.666,-4.25575,-2.6045,-0.9645,0.167,0.1255,-0.09325,-0.088,-15.60275,-14.6715,-9.855,-5.42075,-2.13,-0.7995,-0.04825,-0.066,0.13875,-12.991,-11.69975,-7.2945,-3.07675,-1.0565,0.10425,-0.004,-0.02225,-0.0995,-10.99825,-9.8945,-7.88875,-5.51075,-3.4915,-2.31,-1.124,-0.57325,-0.293,-9.49475,-8.77825,-5.5205,-0.90475,-2.67275,-1.258,-0.01875,-0.078,-0.0875,-12.444,-4.5735,-29.3925
1,0.75,-0.345341476840608,-0.133517139792347,0.262082317629979,-2.00120775089859,0.08979488465271,-37.7308054266259,-8.02988051794273,0.316886731773142,417.44108900025,0.360202519310602,417.890914117778,0.74671272073895,417.522750574943,1.03295904804283,420.864768565467,1.06172102789724,422.628849186904,1.47748117831145,419.067070550409,0.661012389296094,417.56365864577,0.972763672073205,419.733073094583,0.654716218064021,418.322839660773,0.962653728462505,422.225291015027,0.668208453754424,422.541761313433,0.938091106461849,0.95333441155029,-25.3346706986507,0.324648647354044,0.63,0.45,0.26,0.13,-27.142,-26.7325,-27.0849,-26.17305,-29.592575,-30.64945,97.3138125,72.935,0.16755,-24.09,-24.5225,-24.25,-10.9475,0.1,-2.905,0.6,-1.0725,-1.35,191.025,200.675,247.025,247.775,0.09,-0.09,-0.15,0.01,-0.03,0.07,-0.03,-0.01,-0.1825,-8.3555,-7.64125,-4.23775,-2.6115,-0.9665,0.166,0.125,-0.09325,-0.088,-15.4965,-14.7415,-9.9055,-5.436,-2.12975,-0.80025,-0.04925,-0.0645,0.13875,-12.95825,-11.66725,-7.32375,-3.085,-1.05575,0.105,-0.00425,-0.02175,-0.0995,-11.04975,-9.90325,-7.89975,-5.51125,-3.49225,-2.3145,-1.1395,-0.575,-0.293,-9.531,-8.743,-5.5655,-0.908,-2.6795,-1.25825,-0.02,-0.0785,-0.089,-14.3845,-5.034,-26.82
1,1.25,-0.0736399908365469,-0.241390614668479,-0.752177878418132,-1.04519169468559,0.0967718658883219,-47.6854210288099,-7.03182334245752,0.285532767962379,416.335327220896,0.380183806449444,416.234135926046,0.869997635013272,416.012717715381,0.987011800979605,421.804930693629,1.13724368434624,421.29179101219,1.21073265486164,419.735927500258,0.717147486345532,417.241292032778,0.981884858250798,420.819564470406,0.755534854991325,418.92206525466,0.795320379587503,422.163744162006,0.748468768353855,417.82385966323,0.725923860490999,1.12837236985229,-25.788047911124,0.312799128630345,0.7975,0.49,0.2575,0.1375,-26.94875,-26.87575,-26.66535,-26.6106,-29.171675,-30.392925,97.3363275,72.7725,0.17025,-24.34,-24.68,-24.1325,-10.9425,0.1,-2.87,0.6,-1.09,-1.2925,193,201.625,247.025,247.45,0.09,-0.09,-0.15,0.01,-0.03,0.08,-0.03,-0.0125,-0.25,-8.3325,-7.56725,-4.256,-2.624,-0.9675,0.167,0.13375,-0.09325,-0.088,-15.57325,-14.79275,-9.8935,-5.48575,-2.13,-0.80125,-0.051,-0.0645,0.138,-13.06475,-11.62275,-7.35475,-3.0945,-1.05525,0.106,-0.004,-0.0215,-0.0995,-11.088,-9.952,-7.92175,-5.51225,-3.496,-2.318,-1.141,-0.5775,-0.293,-9.53625,-8.71025,-5.62525,-0.91125,-2.68725,-1.25925,-0.02125,-0.07825,-0.049,-13.29425,-4.99425,-26.78
1,1.75,-0.451452693369678,-0.0856184239547028,-0.482432098004552,-0.632495011340372,0.100834552987655,-54.4544176400776,-4.91242468318693,0.324572597131495,416.214922137737,0.349469823704653,417.190941177385,0.826604530908841,417.898401517628,1.06762245881142,421.677263645395,1.18238350812213,422.446493551282,1.01866702980263,418.878042328692,0.669297921030303,418.407469337721,0.949288702794989,419.301446873041,0.740811045026555,418.112963201923,0.858780439066861,421.477786031272,0.739515084418768,421.238104528938,0.83980729500796,0.993558265705274,-25.8998042903726,0.313000884197552,0.65,0.46,0.27,0.12,-27.255875,-27.03025,-26.786575,-26.62625,-28.575875,-29.941875,97.3410325,73.285,0.164925,-24.69,-24.98,-24.1775,-10.82,0.1,-2.915,0.6,-1.0425,-1.295,192.55,203.075,247.1,247.6,0.09,-0.09,-0.16,0.01,-0.03,0.07,-0.03,-0.045,-0.1775,-8.2975,-7.664,-4.2545,-2.63625,-0.96625,0.166,0.13275,-0.09325,-0.0635,-15.54175,-14.683,-9.81075,-5.4825,-2.12975,-0.8025,-0.05225,-0.0645,0.13875,-13.1615,-11.5545,-7.342,-3.10375,-1.05525,0.106,-0.00425,-0.02225,-0.0995,-11.15775,-9.97975,-7.94125,-5.526,-3.5005,-2.32225,-1.1415,-0.57925,-0.29325,-9.50625,-8.696,-5.616,-0.915,-2.69425,-1.26025,-0.02325,-0.07825,-0.089,-14.488,-4.99275,-27.135
1,2.25,-0.101966608308703,-0.213959027087674,-0.21751571412367,-0.721293821007146,0.0895340859341498,-51.6358138834025,-5.41634898494815,0.291967408559436,417.062491424889,0.372966689757997,417.573272853112,0.741749687574842,418.116420772355,1.15010554635866,422.351004976467,1.08266729623653,422.613571664085,1.0318757551884,419.41547782019,0.651991769871553,418.526063253098,1.04388861691588,419.186209574992,0.658743116657976,420.441974203397,0.962783056571806,421.872048267737,0.669974082137453,423.149925261934,0.775577264712325,1.15771088309471,-26.0334565151125,0.311831456724642,0.66,0.49,0.26,0.12,-27.05485,-27.014,-26.77835,-26.7576,-29.03535,-30.120175,97.3357075,73.005,0.1657,-24.34,-25.085,-24.205,-10.825,0.1,-2.715,0.6,-0.9625,-1.21,193.125,203.55,247.15,246.625,0.09,-0.09,-0.16,0.01,-0.035,0.07,-0.03,-0.045,-0.18,-8.3235,-7.61625,-4.27475,-2.6495,-0.964,0.166,0.1345,-0.0755,-0.06375,-15.643,-14.5215,-9.7215,-5.47275,-2.13,-0.80275,-0.0525,-0.0645,0.1385,-13.1985,-11.5655,-7.314,-3.10825,-1.0605,0.106,-0.004,-0.02,-0.0995,-11.22425,-10.0135,-7.9465,-5.5395,-3.505,-2.32575,-1.143,-0.58175,-0.2945,-9.48025,-8.77175,-5.6075,-0.918,-2.70175,-1.2615,-0.0615,-0.07825,-0.0895,-13.879,-5.00125,-25.585
1,2.75,-0.143949164276297,-0.310586467951869,0.136627912791417,-0.556411428305644,0.0793386718098203,-52.9168683673643,-5.07464189261472,0.286188513042982,416.579051296022,0.38066655396602,417.926011257944,0.72787700787141,417.135257854991,1.13234716478522,422.095501422987,1.07609794961179,420.154842606638,1.31111523255776,419.175614517737,0.604752378025635,420.287204374126,0.996826104358108,419.701837791401,0.68807523230417,419.2105409,0.91774383368697,421.621822743616,0.691229739885598,421.793091761538,0.763226641663419,1.08221584219096,-25.8043903648133,0.31948909670064,0.6675,0.46,0.27,0.12,-26.5361,-26.8575,-26.451425,-26.19785,-28.604775,-30.07545,97.31645,72.8975,0.1703,-24.18,-24.5725,-24.18,-11.1425,0.1,-2.6225,0.675,-1.02,-1.1825,193.575,204.025,247.4,246.45,0.09,-0.09,-0.16,0.01,-0.04,0.07,-0.03,-0.0125,-0.19,-8.29625,-7.6235,-4.2935,-2.65675,-0.96275,0.166,0.133,-0.05675,-0.0625,-15.63325,-14.4805,-9.6075,-5.4635,-2.1305,-0.80375,-0.05425,-0.0645,0.138,-13.19175,-11.58575,-7.29425,-3.1095,-1.061,0.107,-0.004,-0.0195,-0.0995,-11.1875,-10.03225,-7.946,-5.55275,-3.50825,-2.33025,-1.1445,-0.5835,-0.29475,-9.495,-8.7165,-5.61825,-0.9215,-2.70975,-1.26175,-0.0625,-0.07825,-0.126,-14.277,-5.20375,-28.1725
1,3.25,-0.503954965540483,-0.0632947126684349,0.171902371914639,-0.999530106818398,0.0957220910185754,-48.359021240993,-5.35682812437645,0.305319233472092,416.49228506088,0.367113526698745,416.695427024463,0.71652804099914,417.634203059534,0.825210905271294,421.089425245635,1.05081638858886,421.940572115323,0.892623891480513,417.778660295793,0.589917476522381,417.923708483871,0.766386760503341,419.968736061278,0.656656160186605,418.769485823798,0.881993063941152,421.082295079077,0.656861012448499,421.135049021403,0.746619128047106,1.01541849630225,-25.2863977739481,0.309453371017474,0.7725,0.4925,0.27,0.13,-26.66395,-26.27425,-26.4296,-26.604975,-28.691825,-29.59715,97.30242,73.1925,0.1773,-23.91,-24.4,-23.7675,-11.415,0.1,-2.62,0.6,-1.01,-1.2725,192.8,204.2,247.425,246.475,0.09,-0.09,-0.155,0.01,-0.04,0.07,-0.03,-0.01,-0.1825,-8.3205,-7.60025,-4.28475,-2.65875,-0.96125,0.166,0.133,-0.05775,-0.06375,-15.68975,-14.48625,-9.47875,-5.43025,-2.13125,-0.80475,-0.0555,-0.0645,0.13875,-13.2,-11.6025,-7.28425,-3.10875,-1.061,0.107,-0.00425,-0.0225,-0.09925,-11.12175,-10.04375,-7.9415,-5.5705,-3.50825,-2.33375,-1.146,-0.59775,-0.295,-9.48525,-8.644,-5.66325,-0.92675,-2.71625,-1.263,-0.06425,-0.07825,-0.12625,-12.364,-5.02525,-25.93
1,3.75,-0.25514272675008,-0.15100959486821,-0.637027577496725,-0.216919284272302,0.101774002298815,-37.8090310420777,-4.92534613595372,0.319620740516411,416.777041172024,0.339719559617238,416.690436480771,0.673014628664274,417.291235089228,0.820271160655577,420.69427568278,1.04883248459638,420.604546129242,1.08190923472822,418.737155974147,0.619641596293584,418.08329048671,0.892970723449169,419.678920757117,0.657284267204952,419.793608187299,0.810786815360278,421.310629542702,0.639447216202421,420.230846939317,0.687822231397219,0.975457497370604,-25.6301872248132,0.297725060610731,0.7125,0.44,0.25,0.1225,-26.4544,-26.3505,-26.74345,-27.28125,-28.9122,-29.77,97.28903,73.0825,0.1761,-24.04,-24.095,-24.03,-11.4825,0.1,-2.59,0.6,-1.0225,-1.2825,191.625,202.875,247.375,246.675,0.09,-0.09,-0.16,0.01,-0.03,0.07,-0.03,-0.005,-0.2425,-8.347,-7.64225,-4.29075,-2.66075,-0.9665,0.166,0.13275,-0.0575,-0.0635,-15.71225,-14.60525,-9.5195,-5.3925,-2.13175,-0.80575,-0.05625,-0.0645,0.139,-13.20275,-11.678,-7.28175,-3.106,-1.05425,0.107,-0.004,-0.022,-0.09975,-11.0615,-10.066,-7.93425,-5.589,-3.509,-2.338,-1.13175,-0.6075,-0.29475,-9.42875,-8.5845,-5.698,-0.93375,-2.71775,-1.2635,-0.02875,-0.07825,-0.126,-13.993,-5.44175,-29.38
1,4.25,-0.387879427704517,-0.207794417856965,-0.414185853315643,-0.855114391148907,0.0904756216742784,-33.1287146589516,-1.30428701906136,0.298242151572761,416.110093487381,0.362687472584145,416.561032899931,0.735723455646223,417.931064851733,1.00235111467899,420.203201748975,1.01408220153497,422.489831528571,1.11052609337112,419.503099493763,0.680614660157392,420.017520216117,0.839687906878961,418.789838622712,0.671516374101228,420.559996501608,0.832292243434689,421.664517373066,0.606655690358406,421.049448298387,0.730565305005152,1.03633349437482,-24.7855288325318,0.312679648542576,0.685,0.5,0.27,0.14,-26.939,-26.8045,-26.947725,-27.2886,-28.863425,-30.10425,97.26568,73.59,0.1682,-24.17,-24.42,-24.28,-11.465,0.2,-2.805,0.7,-0.985,-1.3325,190.6,204.65,247.475,246.45,0.08,-0.09,-0.155,0.01,-0.04,0.07,-0.03,-0.0075,-0.25,-8.36675,-7.62525,-4.31025,-2.663,-0.97125,0.166,0.133,-0.0575,-0.0635,-15.495,-14.5815,-9.48575,-5.4075,-2.1325,-0.80675,-0.0575,-0.0645,0.139,-13.28675,-11.761,-7.28675,-3.10275,-1.0545,0.104,-0.004,-0.0205,-0.103,-11.001,-10.08975,-7.91825,-5.602,-3.50925,-2.3415,-1.13225,-0.61575,-0.2945,-9.344,-8.5315,-5.678,-0.935,-2.719,-1.26425,-0.03075,-0.07825,-0.126,-13.70275,-5.709,-23.055
1,4.75,-0.100948087837046,-0.171067431974311,-0.853709870552883,-0.62695912422999,0.0869380427679832,-31.6138219481122,-3.83870334630154,0.321435660128791,415.73746484803,0.394386113183942,416.578153164136,0.74341310194618,416.113295309909,0.84895870302797,420.593856027325,1.05983021551465,419.773613598651,0.618244191829698,418.950073860824,0.701411696283193,417.794025065323,0.856399527659698,419.538956293349,0.658567961401468,419.489672518234,0.81988048498471,421.424830896693,0.659348836521554,420.361259954818,0.69507618028259,1.20358114181616,-25.1478696945902,0.330975400136825,0.665,0.44,0.26,0.13,-26.8716,-26.80125,-26.789475,-26.889375,-28.9886,-30.6017,97.257525,73.34,0.17005,-24.31,-24.83,-24.2075,-11.4325,0.1,-2.5725,0.6,-1.06,-1.31,191.175,202.875,247.95,246.125,0.08,-0.09,-0.15,0.01,-0.04,0.07,-0.03,-0.0125,-0.2325,-8.367,-7.5325,-4.34175,-2.66425,-0.97775,0.166,0.133,-0.0575,-0.0635,-15.38775,-14.5465,-9.429,-5.42275,-2.133,-0.807,-0.0585,-0.0645,0.139,-13.38125,-11.819,-7.288,-3.09875,-1.05625,0.105,-0.00425,-0.02175,-0.09975,-10.98975,-10.08275,-7.892,-5.60175,-3.5115,-2.346,-1.13325,-0.6105,-0.295,-9.25875,-8.47525,-5.654,-0.93325,-2.7195,-1.26475,-0.03125,-0.07825,-0.048,-13.4455,-5.54325,-22.715
