DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,CO2_1_5_2,H2O_1_5_2,CO2_1_5_3,H2O_1_5_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_2_3_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,0.0906391830442105,-2.07449252859089,0.160629252910648,-35.091053365343,-3.64138154054498,0.412132687056193,415.113284327353,2.91651477418706,419.518370791345,3.21902010779197,417.183874665456,3.30392316859534,418.01020566905,3.13705553002711,417.968949940063,3.42554978542159,420.246134559794,3.03532694047617,417.805224703767,3.29771435584491,420.022719032508,3.02293214932841,417.858072647059,419.819825192912,2.89906192473631,418.205278770371,2.21616754039354,0.99746324514877,-10.0364294953985,0.119553652871039,0.875,0.68,0.61,-10.01,-10.062,-10.178875,-10.9685,-10.91315,-14.061,77.9395475,72.15,0.47415,-14.4875,-14.18,-12.25,-8.52,0,-2.79,0.7,-0.93,-0.17,217.5,256.2,271.3,275.4,-0.41,-0.72,-0.26,-0.4,-0.26,-0.57,0.06,-0.08,-0.04,-2.30625,-2.076,-1.7315,-1.213,-0.746,-0.19875,-0.017,-1.783,-1.5145,-1.256,-0.52275,-3.645,-3.125,-2.6085,-1.658,-1.24275,-0.3065,0.052,-2.36,-2.0525,-1.502,-0.91575,-0.832,-0.014,0.2055,0.541,-4.162,-4.032,-3.449,-2.83525,-2.368,-1.74975,-1.2285,-2.133,-0.71775,-46.47
1,0.75,0.0863321497577073,-1.17093706231093,0.139375196768244,-31.2251182628374,-3.53295603984006,0.424184854135759,415.14160942978,2.84018304877119,419.294691443833,3.18435203522894,417.110328240476,3.26220772860823,419.584368751791,3.12164650087797,417.714098754445,3.12637446258145,420.482589892783,3.08119921390689,418.31296887598,3.21664472082828,420.383350360549,3.04301669054882,417.840837896367,419.229567671402,2.94728958876498,418.413882152542,2.82169980167402,1.0134569796698,-10.2718654007834,0.129843253826119,0.805,0.67,0.59,-10.05885,-10.191,-10.2521,-11.26655,-10.84945,-13.9738,77.9606,72.5075,0.52865,-15.4275,-14.96,-13.05,-8.48,0,-2.92,0.7,-0.92,-0.3,213.5,253.9,268.5,274.6,-0.42,-0.72,-0.26,-0.41,-0.26,-0.57,0.05,-0.08,-0.05,-2.31575,-2.1105,-1.7365,-1.2225,-0.7895,-0.19975,-0.0195,-1.783,-1.51375,-1.25925,-0.5175,-3.61,-3.105,-2.599,-1.6565,-1.229,-0.299,0.05075,-2.35675,-2.04875,-1.50125,-0.9175,-0.8315,-0.03225,0.192,0.53,-4.178,-4.021,-3.452,-2.8285,-2.365,-1.7485,-1.2255,-2.098,-0.715,-47.57
1,1.25,0.0798519724353301,-1.15275181906451,0.147716655503551,-37.5705283979689,-3.36608713906814,0.453812336511748,414.884069361433,2.88206977746805,418.971946167404,3.08883832110105,417.203364980062,2.73174412174833,418.96961121601,3.07282050129427,417.525702868732,2.67605975134182,419.799360941978,3.05047915822175,417.888269998338,3.2222691079696,420.535932924778,2.93420524962756,417.825638189753,419.592761076145,2.81326576584866,418.184090945205,2.23308884243863,1.06322808482304,-10.3221304897327,0.130015482510277,0.89,0.66,0.5675,-10.264,-10.22625,-10.2183,-10.9685,-11.154375,-14.38165,77.9599175,72.275,0.476675,-15.69,-15.61,-13.2925,-8.2825,0.1,-3.2375,0.775,-1,-0.2,203.875,253.525,271.525,275.475,-0.41,-0.72,-0.26,-0.41,-0.26,-0.57,0.06,-0.08,-0.05,-2.31975,-2.1125,-1.7305,-1.20525,-0.80475,-0.1975,-0.0195,-1.82775,-1.52075,-1.2685,-0.518,-3.60175,-3.09975,-2.5885,-1.657,-1.24225,-0.311,0.0505,-2.352,-2.0415,-1.502,-0.9215,-0.83175,-0.03325,0.1895,0.5275,-4.14225,-3.9435,-3.44425,-2.833,-2.36425,-1.744,-1.251,-2.17475,-0.6865,-49.5125
1,1.75,0.232570923165172,-2.13023695016274,0.142019913239585,-28.1355964815179,-4.45473782324521,0.413593761469301,414.676328060233,2.8882732074814,419.268342190585,3.09417163885127,417.164845630008,3.35049073953461,419.642727714984,3.0744078339011,417.626506777571,3.23597717881801,419.69998296682,3.05190918216953,418.037954132757,3.06168811540036,418.640358446734,2.97718569453549,417.684749698412,419.515657972756,2.97120079975318,417.838664990826,2.97763599626991,0.915531784504243,-10.442729275072,0.138725117785693,0.75,0.62,0.5775,-10.3314,-10.2945,-10.3768,-11.09515,-10.6824,-14.593075,77.9832525,72.74,0.477225,-16.42,-16.075,-13.765,-9.055,0.1,-3.01,0.7,-0.97,-0.18,210.65,254.525,271.45,275.025,-0.42,-0.72,-0.26,-0.4,-0.26,-0.57,0.05,-0.08,-0.05,-2.333,-2.142,-1.732,-1.22,-0.823,-0.207,-0.01875,-1.82425,-1.5235,-1.2745,-0.52575,-3.6135,-3.108,-2.581,-1.658,-1.242,-0.30325,0.054,-2.35,-2.04,-1.50325,-0.9225,-0.83425,-0.069,0.1755,0.505,-4.156,-3.9645,-3.405,-2.82325,-2.362,-1.7295,-1.23275,-2.179,-0.65225,-49.21
1,2.25,0.133730394020039,-2.74569682906496,0.135797237953823,-23.6461550287941,-3.21908108556996,0.421048008424156,414.710907677764,3.01088310359246,420.514908565381,3.08188902485077,417.140221403877,3.04013831328281,419.294766749006,3.08752277869101,417.719603611836,2.5296489911814,420.496401924049,2.9963278271463,417.522097989385,2.95602981447339,419.852603085659,3.00365455877366,417.67205217492,419.57737990778,2.95638923034548,419.022494862295,2.2439530561174,1.04544593080497,-10.827188224469,0.123221250554977,0.81,0.6675,0.59,-10.159775,-10.36575,-10.489675,-11.119925,-10.61275,-14.496825,77.908035,73.32,0.4969,-16.31,-15.81,-13.58,-9.035,0,-3.1125,0.7,-0.9525,-0.175,209.875,254.875,269.95,274.775,-0.42,-0.72,-0.26,-0.4,-0.2625,-0.57,0.06,-0.08,-0.05,-2.337,-2.119,-1.728,-1.207,-0.756,-0.199,-0.0215,-1.77675,-1.524,-1.264,-0.53075,-3.652,-3.12925,-2.593,-1.662,-1.244,-0.311,0.04875,-2.354,-2.048,-1.5025,-0.918,-0.833,-0.0535,0.188,0.515,-4.21725,-3.99425,-3.45175,-2.82475,-2.361,-1.74025,-1.259,-2.132,-0.6715,-49.2675
1,2.75,0.104300980981926,-2.55379848562079,0.166247220859854,-36.3205686476097,-3.12662014495347,0.481398977821892,415.019051871519,3.00949944091443,420.209851690655,3.150920604555,417.103395737583,3.29896742444454,420.690567060452,3.0548570768466,417.222434955556,3.31684758637507,422.11110014596,3.10021048564755,417.674643753195,3.31344288914913,420.929613747882,3.11823150382325,417.421966213265,418.95731976364,2.97448512509118,418.686993155117,1.80078876218748,0.953612946201598,-10.7752381111521,0.130108760009878,0.73,0.6375,0.52,-9.984775,-10.5275,-10.395375,-10.974875,-10.82605,-14.180175,77.92393,73.005,0.48815,-15.91,-15.2525,-13.185,-9.215,0,-3.25,0.7,-0.96,-0.16,210.225,254.975,270,273.3,-0.42,-0.72,-0.26,-0.41,-0.2625,-0.57,0.0575,-0.08,-0.0425,-2.34675,-2.136,-1.7285,-1.2125,-0.754,-0.1975,-0.01875,-1.78025,-1.524,-1.261,-0.52575,-3.6555,-3.133,-2.592,-1.66425,-1.237,-0.3,0.0545,-2.359,-2.0465,-1.503,-0.918,-0.83175,-0.0545,0.1865,0.514,-4.233,-3.98075,-3.4705,-2.82475,-2.3595,-1.74,-1.134,-2.245,-0.693,-48.335
1,3.25,0.145420808864413,-0.591349675369084,0.155965037644564,-35.8389645376845,-5.76326975521297,0.452728971758188,414.988255144727,2.86365495845794,420.728899081321,3.1355112375435,417.165399015247,3.03762857689607,419.94558513849,3.05298449864246,417.547015901442,2.88462025135153,420.371824697774,3.01608457133325,418.70564317073,2.69097360766365,420.830178592481,2.88421614145525,417.542762839674,418.897525644122,2.81971003130358,418.385336009515,2.40556456574599,0.962554652308346,-10.9440938693826,0.135278354971935,0.82,0.7,0.55,-10.63515,-10.861,-10.340975,-10.9892,-10.9037,-14.2371,78.0241125,73.08,0.436425,-15.87,-15.3,-13.2,-9.36,0,-3.24,0.6,-0.96,-0.19,210.5,254.8,268,273.2,-0.42,-0.7175,-0.26,-0.4,-0.27,-0.57,0.06,-0.08,-0.04,-2.348,-2.111,-1.7225,-1.2095,-0.746,-0.194,-0.015,-1.804,-1.533,-1.2615,-0.513,-3.6285,-3.1365,-2.58325,-1.665,-1.2405,-0.307,0.049,-2.35925,-2.042,-1.50225,-0.911,-0.829,0.031,0.1985,0.53575,-4.24,-3.995,-3.452,-2.845,-2.36975,-1.7385,-1.19225,-2.277,-0.715,-49.33
1,3.75,0.183174810423596,-2.81137419747517,0.160607817068101,-35.1334947198997,-1.37654044681469,0.512088837469541,415.623833703543,2.90252013880443,420.337863073203,3.07211448984627,417.136837665594,2.2604626407575,420.726735555385,3.06319572890096,417.980574669935,2.15798038927177,419.717523576922,3.03109249029675,418.728197797519,2.22603176529301,419.458093393173,2.94958049406585,417.928182542317,419.83180400862,2.69722379231278,418.677137527778,1.78494654492249,1.0939359018257,-11.0573769314057,0.131614048946442,0.885,0.71,0.62,-10.56785,-10.956,-10.480175,-10.90705,-10.6882,-14.2519,78.0331525,73.98,0.4069,-15.13,-14.88,-12.61,-8.84,0,-2.89,0.7,-0.95,-0.24,206.4,254.2,267.6,273.6,-0.42,-0.72,-0.26,-0.4,-0.26,-0.57,0.06,-0.08,-0.04,-2.35875,-2.11425,-1.727,-1.2125,-0.75,-0.199,-0.01775,-1.801,-1.536,-1.262,-0.511,-3.669,-3.142,-2.581,-1.67125,-1.2375,-0.294,0.05925,-2.37625,-2.04075,-1.503,-0.918,-0.8295,0.03475,0.19825,0.534,-4.2665,-4.0115,-3.46925,-2.849,-2.3695,-1.737,-1.217,-2.21025,-0.6975,-47.06
1,4.25,0.131365993281361,-2.19761692194937,0.158641201702334,-26.4762866586583,-3.67645174131972,0.456868853558207,415.611878664601,2.92193832129205,420.930715143016,3.01945920041963,417.373417803798,3.33496384655355,420.923672961059,2.96530842815547,418.220875013132,3.45475146229828,420.762268987183,2.98167610685473,418.437970130112,3.31229564084752,420.91283642033,2.87155408570212,418.369948632952,418.751507736342,2.73092636093026,418.710140984277,2.24295885873098,1.01313981090382,-10.843725318633,0.127019109444727,0.8125,0.65,0.54,-10.5095,-11.03,-10.362475,-10.7515,-10.728125,-14.1804,78.0310325,74.915,0.4076,-16.83,-15.02,-12.62,-9.04,0,-3.03,0.6,-0.99,-0.27,209.1,254.5,267.3,272.8,-0.42,-0.72,-0.26,-0.41,-0.26,-0.57,0.05,-0.08,-0.04,-2.37,-2.099,-1.7255,-1.21125,-0.738,-0.2065,-0.015,-1.786,-1.514,-1.259,-0.5105,-3.6485,-3.1485,-2.5735,-1.67,-1.2415,-0.3065,0.06,-2.38625,-2.04025,-1.50325,-0.919,-0.831,0.035,0.19725,0.53375,-4.254,-4.015,-3.451,-2.831,-2.359,-1.736,-1.248,-2.14325,-0.68025,-46.555
1,4.75,0.147496936133844,-2.28311703261484,0.145675112235822,-26.8410193135901,-3.27972354410948,0.422263952351074,414.95560971213,2.90790027772927,420.894124734508,2.94098008299504,416.971600661983,2.83468346534989,421.736394643635,2.97472008603334,417.724574993202,2.57127961634587,421.803775229281,2.97775683544787,417.519663088232,3.04368117530794,421.5558433419,2.91442428670896,417.37700407371,419.36964368586,2.69201276055858,419.619462380336,2.29992465620777,0.959893094384944,-10.8157404194092,0.121820423356039,0.8,0.63,0.53,-10.3935,-10.765,-10.245925,-10.8706,-10.500425,-13.9248,78.03069,73.88,0.40795,-15.62,-14.93,-13.06,-8.8,0,-2.86,0.7,-0.94,-0.28,220.8,253.2,266.7,273.6,-0.41,-0.72,-0.26,-0.41,-0.27,-0.57,0.06,-0.08,-0.05,-2.383,-2.1,-1.723,-1.212,-0.728,-0.191,-0.016,-1.792,-1.507,-1.26075,-0.50925,-3.6615,-3.155,-2.566,-1.6705,-1.242,-0.306,0.047,-2.38975,-2.03975,-1.5025,-0.92,-0.8305,0.0245,0.196,0.53275,-4.239,-4.031,-3.45,-2.832,-2.359,-1.734,-1.23125,-2.2515,-0.6665,-45.9875
