DOY2,HR2,T_CANOPY,CO2,CO2_SIGMA,FC,H2O,H2O_SIGMA,H,LE,PA,RH,T_SONIC,T_SONIC_SIGMA,TA,VPD,LW_IN,LW_OUT,NETRAD,PPFD_IN,SW_IN,SW_OUT,TS,TAU,U_SIGMA,USTAR,V_SIGMA,W_SIGMA,WS
1,0.25,-32.02530525,389.64895,19.7566829705,-2.717239,0.29576725,0.5439234685,-37.9287125,-6.97518525,95.5769125,72.05957875,-24.876375,0.04300259475,-26.119153875,0.007722525,154.25912625,203.04293375,-69.28404825,0,-3.4544609,-0.44366997375,-11.632425,-0.347508625,0.234120950375,0.0317515,0.187192451125,0.03990177675,0.6578755
1,0.75,-32.132638,389.516575,19.74910501325,-1.14180225,0.3310579,0.575457681025,-39.4919,-7.20863,95.41861,72.30058575,-25.193,0.0384577491,-26.155066125,0.00760145,154.23814875,202.41029125,-69.090890625,0,-3.21767895,-0.3158893425,-11.745325,-0.3356732,0.2050964777,0.03521,0.183384766,0.0350291664,0.5524437
1,1.25,-32.300498,389.6168,19.7553554525,-2.372193,0.293958175,0.542245775925,-37.20533,-8.75657,95.35155,71.875734,-25.45065,0.03614379275,-26.731551625,0.007345275,153.91100875,201.8731725,-69.634693125,0,-3.39672545,-0.32993048125,-11.82185,-0.32550545,0.17927587815,0.03807,0.18806903995,0.0258369807,0.716459
1,1.75,-32.39333275,389.5924,19.7560168835,-0.987816925,0.25827075,0.50787709915,-44.8671875,-5.91938875,95.3124375,71.33493975,-25.664625,0.041551833125,-27.40608675,0.00735965,153.31590125,201.3353275,-68.541002875,0,-3.43808135,-0.31372777875,-11.88895,-0.332210125,0.206031702125,0.04895,0.18235463575,0.03984545275,0.738963
1,2.25,-32.59246825,389.7503,19.75471560475,-1.2694255,0.405666,0.6369951291,-45.24299,-5.98018175,95.27066,72.28558075,-25.7465,0.0351419083,-27.18634925,0.0081563,152.95422375,200.94906625,-67.2896055,0,-3.3374078,-0.29391018875,-11.95115,-0.3306178,0.2035429491,0.03992,0.2028046597,0.0339916058,0.5988934
1,2.75,-32.76824825,389.67505,19.75619583375,-1.171021,0.3190706,0.5629525976,-42.36237,-6.682619,95.2523375,70.30538775,-25.264125,0.041453233125,-26.899303125,0.00832825,153.0368175,200.29434,-66.22083675,0,-3.429748825,-0.214250115,-11.997025,-0.292857,0.21082956425,0.03145,0.156603303875,0.039490923125,0.5147705
1,3.25,-32.6467485,389.38675,19.73815645,-2.324255,0.270271725,0.5199334499,-45.42258,-7.297731,95.4521975,69.19668225,-25.942825,0.03873566525,-27.549774375,0.0085229,151.69996125,198.87708,-65.836855,0,-3.335329875,-0.42155348875,-12.05295,-0.309502525,0.196707644475,0.0410425,0.1823321673,0.0380078133,0.486937075
1,3.75,-32.649371375,389.453525,19.7529693595,-1.27227775,0.264413,0.513497205,-43.028215,-6.580065,95.221535,68.602135,-26.035775,0.0390515264,-27.696880875,0.008731675,151.81705125,199.0470425,-65.221926125,0,-3.3793958375,-0.32521817,-12.070125,-0.326609225,0.204622169125,0.0446379,0.172974776475,0.0346464267,0.525941675
1,4.25,-32.623077625,389.97495,19.7662968755,-2.043104,0.2381022,0.48729124435,-46.327175,-6.2697155,95.191045,70.4732555,-25.4696,0.04267201925,-27.71234025,0.0086276,151.29642625,199.2831925,-67.2833825,0,-3.15887445,-0.3287161175,-12.10665,-0.325959,0.19187318895,0.041765,0.1817556515,0.03139187415,0.80851575
1,4.75,-32.8273855,389.981975,19.7593439295,-2.64184925,0.26245885,0.50995333905,-50.05453,-5.345661,95.16032,70.22621725,-25.895,0.0388981436,-28.204346,0.008442,151.61297625,196.8662225,-65.80679,0,-3.26791175,-0.39892249375,-12.1502553125,-0.3392026,0.2140923386,0.0389,0.186409301,0.0341392724,0.65173
1,5.25,-32.8410635,390.2569,19.76926944475,-2.59639975,0.1246685,0.35211019865,-49.34264,-4.87462375,95.2387525,70.609614,-25.94255,0.034172256625,-28.498681125,0.008368025,151.73437,196.3514875,-65.409945,0,-3.30044735,-0.2529493775,-12.1215405625,-0.32752525,0.203729500875,0.047989175,0.20217772665,0.037815341,0.514432025
1,5.75,-33.03429275,390.431875,19.77389543775,-2.2061395,0.118415,0.344129301625,-42.96631,-4.844926,95.245175,70.40849425,-26.08525,0.03967605,-28.757149375,0.008546,152.6185125,196.61189375,-65.03110875,0,-3.19474005,-0.34678577,-12.118825,-0.3251695,0.21356021375,0.03945,0.16888751275,0.03522929125,0.54710575
1,6.25,-32.832283,390.39505,19.7711392115,-0.95531505,0.091322,0.29956606575,-55.60286,-5.76340175,95.21345,71.115439375,-26.8202,0.042584037975,-28.485071375,0.0084608,152.9129175,195.34588,-64.883708875,0,-3.459691725,-0.26877349,-12.17455,-0.307363125,0.221228421,0.042005,0.183042152925,0.036330276425,0.6133644
1,6.75,-33.1881355,390.43275,19.77229094375,-0.9654795,0.144610425,0.3797338654,-44.86295,-6.88660475,95.18578,70.575516,-27.1093,0.0395598979,-28.834733875,0.008303275,152.75119,196.0535775,-65.758127125,0,-3.3558940375,-0.311249245,-12.2642,-0.3334311,0.1831879656,0.03633,0.1786607461,0.0305798409,0.8126402
1,7.25,-32.96666375,390.908,19.78486756,-3.58064,0.1382691,0.3681182486,-34.91174,-3.593938,95.170275,70.1749615,-27.0165,0.03784623725,-29.007977,0.00826765,149.84185,195.5093925,-66.638677,0,-3.115818225,-0.313443711125,-12.3652,-0.4388675,0.17638069,0.035725,0.15994083675,0.03398311275,0.959037
1,7.75,-32.747322,390.7018,19.778148144,-1.450196,0.0977108,0.3121182333,-42.25567,-7.3912875,95.14681,70.4918695,-26.52835,0.042605213975,-28.416039875,0.008472975,150.388575,197.6970925,-64.333525375,0.356287022075,-2.0713497,0.149848465,-12.43935,-0.383208425,0.199408927475,0.0405425,0.186063001075,0.038496606825,0.874919175
1,8.25,-32.449968125,390.67915,19.779979196,-1.22633625,0.1341719,0.36605789805,-32.63768,-7.04601625,95.18745,69.8307255,-26.98675,0.04230138125,-28.7718665,0.008803825,151.84898375,197.241595,-55.65220625,7.237832745725,3.1720911,0.82128425,-12.52,-0.362711,0.19150148975,0.044025,0.182340217,0.044154141,0.7586835
1,8.75,-31.583606,390.96725,19.7883676925,-2.3175025,0.154140225,0.392632111525,-33.72306,-4.558903,95.2306,68.46503675,-26.5643,0.0339881082,-28.59652725,0.00848865,151.416275,199.2989875,-39.4049345,30.966073776,15.58326075,2.73532295,-12.659475,-0.4052561,0.2368364099,0.0365797,0.167444319,0.0430343478,0.5950627
1,9.25,-30.4362875,390.789075,19.78516107125,-3.32080375,0.21375575,0.4617679087,-33.6404,-6.5048175,95.26362,67.053667,-26.5579,0.0404549936,-27.6256395,0.0085821,152.6629,203.8560575,-32.236143375,50.656339222,27.250383625,3.936781325,-12.572675,-0.4031706,0.2237047346,0.03638,0.1838677653,0.0440951575,0.8892027
1,9.75,-28.96788175,390.9363,19.791792546,-3.43284,0.280667025,0.5296424887,-47.06755,-3.9725355,95.32663,65.5214955,-25.8626,0.0562952699,-26.807392375,0.009138425,153.96211875,208.1167625,-22.85692575,74.5859341165,42.47530325,5.55394055,-12.34807946875,-0.4156685,0.2760957448,0.07477,0.2175591815,0.0548204861,0.8340451
1,10.25,-27.6676945,391.2666,19.794207766,-3.43877,0.3056376,0.55291455625,-32.052295,-2.065324,95.34303,63.262978125,-25.161,0.0583679047,-25.91840375,0.0105205,155.049785,212.4175675,-18.3507060125,94.377598875,55.020863375,8.0747131,-12.2199378125,-0.4343078,0.2304469907,0.05228,0.221236596,0.0610550725,0.7767679
1,10.75,-27.704825375,391.671225,19.8053403995,-2.6268045,0.3353658,0.5782270607,-30.5675775,1.311122,95.3939925,61.984565125,-23.745225,0.060663004,-24.9486665,0.010714975,154.9759325,216.14536,-26.254074375,117.3553625225,65.64864475,9.994988175,-11.90025,-0.40593235,0.234677635025,0.0618225,0.21902987485,0.082018377525,0.747282575
