DOY2,HR2,FC,CO2,H,LE,G_1_1_1,G_1_2_1,G_2_1_1,G_2_2_1,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,TAU,PA,RH,VPD,TA,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_2_2_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,0.082421,376.40649415,-18.663636,-0.210169,-6.7465,-4.5805,-2.461,-2.746,3.623,0.358916,0.796756,0.665016,0.4434765,-0.173607,100.1499975,75.015003,0.238855,-24.265,-20.656326,0.0213565,-1.299,-1.7995,-1.132,-0.604,0.8185,2.8955,4.494,-0.961,-0.146,1.0935,3.1,4.5955,0,0.531,184.505211,209.355591
1,0.75,0.101937,376.25709535,-16.695829,-0.200298,-6.773,-4.5495,-2.4515,-2.743,3.635,0.3768085,0.729223,0.602418,0.412352,-0.1671095,100.1499975,74.575001,0.235995,-24.46,-20.8271255,0.021322,-1.299,-1.798,-1.135,-0.605,0.821,2.898,4.4955,-0.964,-0.1545,1.087,3.096,4.595,0,0.455,185.372917,210.5648195
1,1.25,0.143904,376.7927856,-16.09621,-0.011929,-6.789,-4.567,-2.4425,-2.7415,3.668,0.372907,0.762921,0.559002,0.437614,-0.183347,100.199997,74.8649975,0.235375,-24.4949995,-20.488426,0.019264,-1.294,-1.796,-1.1415,-0.606,0.8235,2.8985,4.4955,-0.9635,-0.156,1.0755,3.0915,4.5965,0,0.506,185.826607,209.3832395
1,1.75,0.0948915,376.84768675,-17.495893,-0.041225,-6.7995,-4.5325,-2.433,-2.739,3.842,0.3540575,0.831942,0.586041,0.465767,-0.191286,100.199997,74.965,0.228825,-24.2350005,-20.638931,0.025214,-1.2915,-1.79,-1.143,-0.6085,0.821,2.899,4.495,-0.9605,-0.153,1.083,3.084,4.597,0,0.477,190.9831925,208.7508165
1,2.25,0.118497,376.745636,-18.9830045,-0.1149995,-6.7895,-4.52,-2.423,-2.7385,3.8405,0.3504425,0.7900635,0.5983745,0.4400305,-0.1887065,100.199997,74.5949975,0.226265,-24.255,-20.758156,0.021426,-1.29,-1.785,-1.1385,-0.6105,0.818,2.898,4.4955,-0.9635,-0.153,1.0845,3.083,4.5965,0,0.4625,181.791275,208.5151215
1,2.75,0.1373,377.3463135,-18.258123,-0.148974,-6.728,-4.4665,-2.416,-2.736,3.634,0.323469,0.788988,0.628629,0.420347,-0.178401,100.199997,74.68,0.219785,-24.3150005,-20.836288,0.027733,-1.2925,-1.7745,-1.137,-0.613,0.8165,2.894,4.4955,-0.965,-0.153,1.0895,3.0845,4.595,0,0.419,185.051651,209.225441
1,3.25,0.160118,376.8612976,-19.3211305,-0.0454705,-6.732,-4.4475,-2.405,-2.735,3.592,0.350103,0.728159,0.578024,0.427977,-0.176545,100.199997,74.9500005,0.217675,-24.21,-20.828491,0.0221335,-1.286,-1.7705,-1.14,-0.61,0.8195,2.8905,4.4945,-0.966,-0.157,1.0915,3.0885,4.5925,0,0.4935,187.331673,210.897171
1,3.75,0.141358,377.26594545,-14.914598,0.043638,-6.7715,-4.4435,-2.4045,-2.737,3.531,0.3454695,0.767987,0.5882315,0.439766,-0.1482845,100.1499975,74.889999,0.217645,-24.45,-20.6781235,0.025375,-1.2835,-1.775,-1.1425,-0.6095,0.8185,2.886,4.4915,-0.963,-0.159,1.0905,3.0915,4.589,0,0.4995,186.8319395,208.5462875
1,4.25,0.109922,377.4373474,-14.2722675,-0.0210455,-6.809,-4.443,-2.4115,-2.733,3.472,0.357404,0.7878125,0.615069,0.455487,-0.175495,100.1499975,74.6149975,0.21959,-24.3100005,-20.754623,0.0223925,-1.2805,-1.7755,-1.1465,-0.6105,0.8175,2.883,4.488,-0.9565,-0.152,1.0885,3.094,4.5845,0,0.463,186.9365005,209.615311
1,4.75,0.126958,377.07058715,-13.794127,-0.064142,-6.8065,-4.421,-2.417,-2.733,3.4955,0.373928,0.7996695,0.642,0.4290355,-0.165795,100.1499975,74.169998,0.219805,-24.315,-20.62146,0.023292,-1.2805,-1.777,-1.149,-0.611,0.82,2.8775,4.4865,-0.951,-0.155,1.086,3.096,4.582,0,0.4895,184.516426,209.377861
1,5.25,0.112401,377.3110504,-15.398204,-0.031047,-6.795,-4.4115,-2.424,-2.732,3.6425,0.350207,0.8117725,0.615988,0.4369725,-0.1850905,100.1499975,74.170002,0.220255,-24.29,-20.653564,0.02225,-1.287,-1.7775,-1.152,-0.6105,0.8215,2.8755,4.484,-0.9445,-0.1585,1.0835,3.0955,4.5795,0,0.4365,184.838745,209.8612365
1,5.75,0.10676,376.8140869,-14.941522,-0.0256005,-6.781,-4.4005,-2.431,-2.7305,3.498,0.364139,0.8207015,0.638423,0.4714845,-0.184906,100.199997,74.1150015,0.21844,-24.125,-20.390091,0.0224505,-1.293,-1.7805,-1.15,-0.611,0.824,2.8755,4.4805,-0.9445,-0.1545,1.084,3.092,4.577,0,0.437,188.4281235,208.225029
