DOY2,HR2,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CH4_1_1_1,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CH4_1_2_1,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CH4_1_3_1,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CH4_1_4_1,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,CO2_1_1_1,H2O_1_1_1,FC,SC,NEE,LE,SLE,USTAR,H,SH,V_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_2_2_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,NETRAD,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_3_1_1,PPFD_BC_IN_5_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_3_1_1,G_5_1_1
1,0.25,463.893,20.879,444.502,21.786,2044.203,492.68575,20.6925,468.3695,21.6195,2134.22,512.2625,20.45775,492.317,21.06,2142.47875,598.342,19.2635,570.044,19.735,2247.4415,0.549,21.69875,0.18125,454.12775,21.0335,-0.7335,-1.557,-1.5465,-1.534,-4.22425,0.05,-4.899,-3.7475,0.21,0.36,0.28,0.03,19.91875,19.852,19.235,18.76525,17.00325,101.36,91.93,0.4305,16.32,16.765,16.8425,0.2,-3.8275,1.3,-1.165,363.075,413.4,-55.0025,377.2,405.475,-0.1,-0.1275,-0.15,-0.1625,-0.31,-0.2,0.02,-0.0625,21.8635,22.6755,23.10125,23.487,23.953,24.8655,24.995,26.09975,25.36725,20.957,22.022,23.7675,22.9305,24.3015,25.108,21.912,23.173,22.5585,23.572,24.247,24.836,25.103,24.577,25.24775,21.30725,22.24725,22.7615,23.9225,24.817,25.41625,25.86875,26.31775,26.07975,22.171,23.046,24.047,24.058,24.5565,24.94525,25.558,25.212,25.8455,-19.006,-12.1585,-11.5095
1,0.75,465.108,20.8075,450.119,21.51275,2057.9805,486.634,20.647,476.30725,21.3025,2109.2055,518.885,20.206,500.084,20.758,2176.3955,617.20675,19.035,590.3145,19.4015,2291.8075,0.479,21.493,0.182,456.86,20.754,0.32,-2.27,-0.575,-1.4175,-4.3215,0.05,-6.0775,-2.4275,0.2025,0.37,0.29,0.04,19.57175,19.59025,18.93375,18.60625,16.715,101.337,92.915,0.3015,16.2175,16.62,16.5425,0.2,-4.0025,1.1,-1.44,361.9,411.75,-54.32,377.75,403.975,-0.09,-0.1275,-0.15,-0.17,-0.3075,-0.2,0.02,-0.0725,21.7425,22.5505,23.068,23.4855,23.954,24.8655,24.996,26.1005,25.36475,20.8175,21.9055,23.7075,22.945,24.284,25.106,21.755,23.038,22.5205,23.574,24.2435,24.83525,25.102,24.577,25.248,21.1355,22.1155,22.68575,23.9185,24.81675,25.4165,25.86925,26.31675,26.0795,22.0205,22.903,24,24.049,24.556,24.94525,25.5575,25.211,25.845,-19.314,-12.32,-11.563
1,1.25,470.521,20.65325,455.009,21.1875,2052.118,492.46725,20.5405,491.353,20.81325,2156.1875,521.204,19.9345,497.821,20.715,2215.015,599.9205,18.73525,579.4025,19.2185,2329.0065,0.52075,21.166,0.20475,463.657,20.527,0.6705,-1.61075,-2.354,-2.60725,-3.5535,0.056,-6.021,-2.5505,0.219,0.37,0.3,0.0325,19.36825,19.25775,18.678,18.39,16.527,101.322,92.135,0.2505,16.035,16.4425,16.3275,0.2,-4.075,1.1,-1.325,360.45,410.725,-53.53,375.7,401.85,-0.09,-0.12,-0.15,-0.17,-0.3,-0.2,0.02,-0.06,21.6215,22.408,23.037,23.4785,23.953,24.8645,24.995,26.0995,25.3595,20.623,21.7905,23.6515,22.9415,24.2805,25.106,21.607,22.906,22.49,23.566,24.2475,24.8355,25.102,24.577,25.24825,20.96175,21.97725,22.6005,23.91625,24.817,25.41575,25.87,26.31675,26.0795,21.899,22.771,23.954,24.039,24.556,24.9445,25.5575,25.21,25.845,-19.82525,-13.1235,-11.933
1,1.75,475.883,20.33175,459.405,21.06925,2077.6015,502.485,20.0095,483.6035,20.67325,2161.255,517.641,19.60675,507.001,20.078,2220.611,618.5975,18.37925,593.519,18.96075,2280.462,0.533,20.945,0.196,466.716,20.516,1.951,-2.125,1.204,-2.574,-5.34425,0.054,-5.85925,-3.54325,0.205,0.38,0.3125,0.04,18.97075,19.03825,18.381,17.9995,16.50575,101.3025,93.02,0.1575,15.745,16.1575,16.1375,0.2,-4.085,1.1,-1.37,359.475,408.8,-52.3875,374.75,400,-0.1,-0.13,-0.15,-0.18,-0.31,-0.21,0.02,-0.0625,21.5015,22.2735,23.00525,23.4745,23.954,24.8645,24.995,26.09875,25.356,20.486,21.6625,23.588,22.936,24.2885,25.106,21.386,22.722,22.4315,23.559,24.2485,24.83475,25.104,24.576,25.24825,20.79625,21.8285,22.52275,23.9075,24.8165,25.416,25.87075,26.3165,26.0795,21.7725,22.6655,23.91,24.026,24.556,24.94225,25.558,25.21,25.8445,-20.599,-13.51,-12.7955
1,2.25,474.34075,20.047,460.525,20.65975,2072.914,505.945,19.774,484.96375,20.35925,2139.036,527.78625,19.26,515.94925,19.71125,2172.7895,598.85375,18.138,595.34275,18.076,2301.77175,0.542,20.683,0.186,470.5865,20.11775,1.2145,-3.3735,1.8425,-1.335,-3.2945,0.051,-3.612,-2.043,0.202,0.37,0.3,0.04,18.79275,18.81625,18.19725,17.77375,16.20875,101.2795,93.1425,0.1335,15.74,16.0475,16.2275,0.2,-3.8675,1.1,-1.445,361.725,407.925,-52.3525,375.05,399.025,-0.1,-0.13,-0.1425,-0.1725,-0.3,-0.21,0.02,-0.07,21.3615,22.188,22.9775,23.465,23.955,24.8635,24.994,26.097,25.36125,20.381,21.5675,23.5135,22.9295,24.3075,25.106,21.208,22.5295,22.3745,23.546,24.24875,24.83475,25.105,24.576,25.24925,20.6355,21.68325,22.427,23.89125,24.81675,25.416,25.87025,26.31575,26.0795,21.661,22.561,23.88,24.011,24.5565,24.94175,25.558,25.21,25.8445,-20.837,-13.9475,-13.28925
1,2.75,475.616,19.903,462.63075,20.41725,2091.4465,508.12525,19.779,487.55025,20.09275,2113.625,532.995,19.1205,515.5105,19.45275,2197.24975,603.244,18.0195,588.308,18.082,2356.8325,0.568,20.629,0.206,469.00575,19.9445,0.999,-2.792,-2.964,-1.74475,-4.09275,0.051,-3.313,-2.621,0.212,0.3925,0.3,0.04,18.59375,18.6815,18.089,17.899,16.27025,101.254,91.96,0.1195,15.645,16,16.105,0.2,-4.01,1.1,-1.4125,361.025,407.775,-52.0225,374.575,398.825,-0.0925,-0.1275,-0.15,-0.18,-0.3,-0.21,0.0175,-0.035,21.244,22.095,22.9525,23.4535,23.956,24.8635,24.994,26.097,25.36025,20.295,21.457,23.4465,22.89375,24.3255,25.105,21.1,22.351,22.337,23.51,24.24875,24.834,25.104,24.576,25.24925,20.52775,21.5535,22.368,23.8615,24.81625,25.416,25.868,26.31575,26.078,21.54,22.4605,23.842,23.995,24.5565,24.94175,25.558,25.21,25.844,-20.806,-14.491,-13.8145
1,3.25,473.608,19.462,469.397,20.21,2097.83825,505.277,19.295,497.88,19.786,2195.24,543.0925,18.89025,523.2395,19.20725,2250.115,616.28475,17.791,586.837,17.972,2399.34225,0.572,20.235,0.195,476.41675,19.676,2.62,-2.132,-1.27425,-3.333,-4.371,0.054,-5.826,-2.741,0.216,0.38,0.32,0.04,18.273,18.341,17.665,17.692,16.1595,101.23325,92.875,0.0575,15.66,15.94,15.955,0.2,-3.91,1.2,-1.445,361.5,406.5,-51.87,374.4,398.65,-0.1,-0.12,-0.15,-0.18,-0.31,-0.21,0.02,-0.065,21.10875,22.02975,22.9255,23.43525,23.9565,24.8625,24.994,26.0975,25.35925,20.148,21.3905,23.374,22.877,24.3315,25.104,21.012,22.1795,22.2955,23.48775,24.243,24.8335,25.1035,24.575,25.24925,20.407,21.471,22.293,23.851,24.816,25.4155,25.868,26.315,26.07875,21.393,22.36375,23.7965,23.9825,24.55425,24.94175,25.55725,25.2195,25.844,-20.83675,-14.70375,-13.968
1,3.75,475.869,19.251,468.352,19.922,2087.264,502.656,19.03775,502.048,19.678,2151.28025,543.67475,18.502,519.559,19.0955,2211.01625,610.13875,17.494,599.1255,18.0465,2321.868,0.52,20.152,0.205,471.342,19.4615,-1.24225,-4.21625,-0.74925,-0.889,-2.98725,0.055,-3.96275,-1.4125,0.227,0.375,0.29,0.04,18.1815,18.193,17.539,17.302,15.94225,101.221,93.745,0.031,15.6,15.86,15.7325,0.2,-3.8,1.1,-1.375,361.65,406.35,-51.085,374.45,397.5,-0.1,-0.12,-0.15,-0.18,-0.3,-0.21,0.015,-0.075,21.01725,21.95075,22.846,23.42125,23.95675,24.8615,24.994,26.09675,25.35775,20.0635,21.3125,23.299,22.869,24.3365,25.102,20.876,22.027,22.251,23.4825,24.2435,24.8335,25.104,24.575,25.2495,20.3,21.391,22.259,23.832,24.816,25.4155,25.867,26.314,26.07875,21.26575,22.28325,23.75025,23.97175,24.55375,24.9395,25.558,25.209,25.8435,-21.3395,-14.828,-14.3025
1,4.25,480.908,19.09325,473.47025,19.703,2106.999,514.832,18.658,501.2465,19.2815,2153.103,546.823,18.3275,522.402,18.802,2218.936,619.952,17.41175,608.8415,17.631,2324.553,0.55,19.897,0.2015,476.296,19.355,-1.07575,-3.205,-3.026,-1.471,-3.536,0.054,-5.1075,-2.176,0.214,0.39,0.29,0.04,18.07825,18.1395,17.47,17.29425,15.731,101.21625,93.99,0.05,15.45,15.59,15.52,0.1,-3.88,1,-1.395,361.25,405.65,-50.23,374.225,396.85,-0.1,-0.13,-0.15,-0.185,-0.31,-0.21,0.015,-0.07,20.975,21.8685,22.819,23.41375,23.954,24.8615,24.994,26.09675,25.356,19.98125,21.20425,23.2355,22.864,24.327,25.102,20.729,21.859,22.20325,23.465,24.2445,24.83275,25.104,24.575,25.2505,20.193,21.265,22.216,23.803,24.8165,25.4155,25.865,26.314,26.07875,21.1525,22.2205,23.703,23.96,24.55325,24.93725,25.557,25.209,25.8435,-21.512,-14.63375,-14.4765
1,4.75,483.1605,18.97475,472.716,19.379,2088.207,523.789,18.686,517.3135,18.99175,2188.38,552.705,18.36025,535.508,18.696,2198.413,631.6045,17.3825,603.1345,17.498,2233.6845,0.5645,19.755,0.218,477.177,19.074,-2.5115,-5.074,-11.506,-1.467,-3.54625,0.051,-5.272,-3.3395,0.2215,0.39,0.31,0.04,17.84475,17.8435,17.247,17.1845,15.50075,101.22275,93.53,0.0675,15.3,15.545,15.475,0.2,-3.84,1.2,-1.365,360.9,405.5,-50.165,373.7,396.6,-0.1,-0.13,-0.15,-0.19,-0.3,-0.21,0.01,-0.08,20.90225,21.78175,22.791,23.399,23.95675,24.8605,24.994,26.09575,25.3545,19.84925,21.0705,23.1665,22.857,24.3275,25.102,20.567,21.6685,22.189,23.4225,24.245,24.8335,25.104,24.575,25.25075,20.076,21.169,22.158,23.749,24.8165,25.415,25.864,26.3135,26.07875,21.08225,22.157,23.65375,23.94725,24.55325,24.9365,25.55725,25.208,25.843,-21.523,-14.641,-15.51075
1,5.25,484.99,18.8395,476.272,19.3265,2084.0135,526.522,18.4255,509.6665,19.153,2170.1685,550.7095,18.14025,545.9155,18.50525,2275.6755,615.0135,17.2515,593.41475,17.30875,2335.1005,0.55,19.542,0.224,475.28925,19.0955,0.1775,-2.056,-0.9005,-2.59475,-3.65975,0.052,-8.201,-2.014,0.209,0.395,0.3,0.04,17.798,17.794,17.21,16.9865,15.407,101.2375,94.395,0.0625,15.115,15.58,15.495,0.2,-3.915,1.2,-1.33,359.55,404.15,-49.875,373.2,395.15,-0.1,-0.12,-0.15,-0.17,-0.3,-0.21,0.01,-0.07,20.82825,21.68575,22.761,23.38325,23.95725,24.86,24.994,26.09575,25.35275,19.73175,21.02875,23.091,22.842,24.3265,25.104,20.41,21.49,22.17775,23.38025,24.2455,24.83375,25.104,24.575,25.2515,19.972,21.053,22.096,23.723,24.8165,25.415,25.863,26.314,26.0785,21.0245,22.07625,23.604,23.93275,24.552,24.9355,25.55725,25.21,25.843,-21.8175,-14.654,-15.365
1,5.75,490.519,18.6165,480.88,19.118,2113.6935,527.0575,18.5065,526.692,18.775,2242.46125,555.9605,18.0175,537.423,18.492,2275.396,639.817,17.0865,608.553,17.245,2394.59725,0.555,19.4895,0.217,476.34475,18.818,0.0445,-1.70575,-4.5035,-2.912,-3.0525,0.0525,-5.24925,-3.27425,0.2255,0.4,0.28,0.04,17.725,17.6465,16.972,16.877,15.329,101.2475,93.57,0.082,15.04,15.46,15.265,0.2,-3.98,1.2,-1.43,359.3,403.2,-49.39,372.1,394.6,-0.1,-0.12,-0.15,-0.19,-0.31,-0.22,0.01,-0.075,20.751,21.6695,22.745,23.37175,23.9575,24.859,24.994,26.09475,25.3525,19.62725,20.91525,23.0085,22.824,24.3215,25.103,20.238,21.326,22.14075,23.347,24.24025,24.83525,25.104,24.575,25.25175,19.876,20.953,22.031,23.699,24.8175,25.415,25.862,26.313,26.0785,20.95675,22.02825,23.55575,23.9195,24.55125,24.93475,25.557,25.222,25.842,-22.13475,-14.964,-15.652
1,6.25,491.5285,18.504,480.034,19.25425,2127.895,531.68475,18.31175,518.0885,18.6665,2203.61975,563.381,17.8485,538.59075,18.35575,2291.16825,640.4725,16.889,624.013,17.163,2370.31175,0.573,19.3145,0.2185,485.176,18.641,2.07,-2.077,4.1695,-3.501,-2.8675,0.056,-9.87,-2.579,0.2355,0.4,0.29,0.03,17.44,17.4795,16.9505,16.77575,15.0705,101.27575,94.2,0.0585,14.97,15.28,15.185,0.3,-3.96,1.2,-1.4,359,401.75,-48.675,371.85,392.9,-0.1,-0.12,-0.14,-0.18,-0.31,-0.22,0.01,-0.07,20.63525,21.59025,22.74125,23.3565,23.95975,24.8585,24.994,26.09475,25.354,19.521,20.8405,22.927,22.816,24.3015,25.1,20.063,21.187,22.118,23.3355,24.247,24.83525,25.104,24.575,25.25125,19.86,20.871,21.96,23.672,24.817,25.4145,25.859,26.3125,26.0785,20.876,21.94775,23.50825,23.907,24.551,24.934,25.557,25.221,25.842,-22.1065,-15.326,-15.721
