DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,G,TS_1_1_1,TS_1_2_1,RH_1_1_1,PA_1_1_1,CO2,VPD_1_1_1,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O
1,0.25,0.604625,8.66127499999999,8.7026,2.383625,39.1083999999999,18.952575,2.76294999999997,6.321775,6.66972499999999,100,95.935875,396.32815,6.0725,-3.36797500000001,0.267724999999997,0.134799999999999,1.195775,2.464975,330.062175,349.12695,13.857
1,0.75,0.5945,8.871,8.0142,6.84199999999999,21.531975,48.7486,2.61407499999997,6.2476,6.59882499999999,100,95.82915,391.61035,5.9,-4.483225,0.954399999999993,-0.135525000000002,0.927674999999997,2.421975,326.70935,348.055075,13.63975
1,1.25,0.66995,8.345475,8.0062,6.48945000000001,29.561025,36.9969999999999,1.97639999999998,6.165575,6.51782499999999,100,95.8857,397.1924,5.8225,-4.05005,1.13459999999999,-0.197725000000001,0.980224999999995,2.66685,329.56125,348.99005,13.238
1,1.75,0.579675,8.342,7.7584,3.768675,17.793,38.9966,1.05557499999998,6.0422,6.4282,100,95.899375,392.7904,5.8185,-4.22517500000002,1.24902499999999,-0.15815,1.2747,2.697125,329.978425,348.678775,14.0483
1,2.25,0.574425,8.97597499999999,8.3794,2.842775,17.5393,22.966075,0.520974999999988,5.82855,6.3376,100,95.9171,396.730875,6.58,-4.54835000000001,0.739799999999997,0.0630749999999978,0.95815,2.423775,334.8405,350.843525,13.485375
1,2.75,0.56315,8.54175,7.1722,3.6455,25.298025,38.8907999999999,0.908324999999992,5.61995,6.2324,100,95.97255,397.188375,5.45,-3.733175,0.797574999999991,0.00187499999999996,1.0667,2.64065,330.321425,352.6729,14.320675
1,3.25,0.56035,8.89875,8.0398,4.51975,25.563875,39.3008,1.24237499999999,5.4318,6.12825,100,95.981625,397.97215,5.18,-3.239625,1.396175,0.237399999999998,1.0575,2.266525,324.121875,352.742125,14.278125
1,3.75,0.597499999999999,8.92775,7.1604,4.55369999999999,30.8586,21.2,0.0337249999999927,5.257425,6.01855,100,95.956175,423.31715,5.4805,-3.470375,1.508175,-0.000225000000000009,1.169975,2.398625,321.424475,351.977275,13.69
1,4.25,0.644,8.548525,7.1592,2.7064,28.320225,35.087,-0.352600000000009,5.08065,5.909925,100,95.9418,404.82845,5.06,-3.27615000000001,1.449925,-0.131,1.112025,2.258575,319.691575,350.235725,14.317875
1,4.75,0.5861,7.544225,7.4354,4.59865,27.5802499999999,25.1216,-0.784250000000017,4.956325,5.83815,100,95.9642,402.42955,4.2,-3.6504,1.30027499999999,0.193149999999998,1.368275,2.63115,323.384725,350.5646,14.621625
1,5.25,0.57145,7.31375,7.4256,5.56955,28.30685,47.771,-0.212725000000004,4.907125,5.78045,100,95.938675,403.48015,3.715,-2.51655000000001,1.33814999999999,0.154149999999999,1.455275,2.484775,323.089925,350.451,14.580175
1,5.75,0.618625,7.31947499999999,7.2962,3.78119999999999,28.4822499999999,46.8722,-1.177425,4.85905,5.708875,100,95.9251,406.25115,3.675,-3.205475,1.44065,-0.054000000000001,1.524425,2.565275,322.065625,349.346675,16.43785
1,6.25,0.6802,7.26687499999999,7.018,1.17455,25.58325,90.9083999999999,-1.1734,4.8063,5.637425,100,95.94155,401.2519,3.6405,-2.92707500000001,0.899349999999996,0.167624999999999,1.5405,2.661225,322.350725,347.027975,14.6828
1,6.75,0.6016,7.18852499999999,6.7954,5.19284999999999,28.488,27.597925,-1.402475,4.75305,5.56485,100,95.97895,404.03825,3.57024999999998,-3.62930000000002,1.2828,-0.0256250000000009,1.550325,2.5303,318.6092,347.40385,13.9374
1,7.25,0.567625,7.00782499999999,6.6326,4.0485,17.3762,39.9043499999999,-0.563175000000016,4.7175,5.49117499999999,100,95.9651,422.0799,4.06125,-2.6399,4.14302499999999,1.23985,1.610225,2.71355,323.84985,346.149125,14.3253
1,7.75,0.617374999999998,6.787675,6.7426,3.24045,40.4056499999999,20.66125,-1.17795,4.7052,5.41487499999999,100,95.962075,575.5684,3.5925,-0.523875000000015,54.5240749999999,37.2871499999999,7.93187499999999,8.67507499999999,324.02195,343.88565,13.8657
1,8.25,0.5285,7.1905,6.3319,5.15825,32.802,56.4137499999999,-0.640800000000006,4.627025,5.3145,100,95.994525,482.349,4.65624999999999,11.440725,161.006275,125.50825,40.1828999999999,30.2527999999999,325.0192,348.054075,13.8087
1,8.75,0.640125,8.266025,7.16965,6.2265,76.8895,47.6567499999999,3.62132499999997,4.660525,5.22929999999999,100,96.06055,402.44105,5.15,37.888225,309.32675,213.971025,102.629825,63.7082999999999,325.071675,350.9165,14.555
1,9.25,0.593475,9.12227499999999,7.7079,5.18875,104.9256,46.05,7.59989999999999,4.7389,5.1561,100,96.135725,402.14915,6.311,85.915025,468.47525,307.212975,164.72825,95.354125,324.742475,359.546575,14.550625
1,9.75,0.639025,11.496975,8.17345,4.58054999999999,138.4829,76.4981999999998,11.196175,4.773425,5.1095,100,96.19025,400.5829,7.527,134.548,620.084525,393.065025,231.668025,128.098725,324.16815,374.5265,14.197125
1,10.25,0.6972,13.127,8.4734,4.255625,149.175,58.6255,18.11505,4.810975,5.064525,100,96.20625,398.74165,8.62225,192.85825,798.398225,484.932,340.706725,167.938225,315.018025,393.69135,14.28585
1,10.75,0.71825,13.6625,8.74,2.44275,181.65845,84.86305,27.6279,4.87005,5.04275,100,96.198525,396.37,9.691,237.264,899.550025,546.720275,338.825525,184.909,319.38875,404.86645,14.4066
1,11.25,0.7177,14.587,9.4019,8.279275,239.93075,95.475975,36.712325,5.146,5.046425,99.86,96.173325,392.3602,11.79,269.935,991.131,598.60925,386.419024999999,212.852775,325.843975,421.2531,14.215675
1,11.75,0.735925,15.95675,9.39365,2.02125,217.261125,80.23685,43.04175,5.450725,5.0575,97.5201,96.138275,392.340125,12.948,298.121,1060.6425,626.59875,376.010275,200.279,326.912675,431.6918,14.057725
1,12.25,0.744175,17.761,9.193725,7.35230000000001,258.0257,95.149975,46.686,5.7964,5.091,99.5801,96.1156,392.3677,15.189,306.3422,1105.82,656.7708,419.292,211.5028,317.9564,441.958,14.09465
1,12.75,0.714375,18.958,9.10155,7.83359999999998,240.748375,88.000325,46.7424,6.182,5.1804,98.33,96.1012,392.5523,16.198,309.82,1122.3,668.2102,447.59375,218.9288,325.5172,445.374,14.4552
1,13.25,0.7522,20.1028,9.2308,1.144125,274.629875,86.8475,48.0946,6.5394,5.3156,100,96.0892,391.894875,17.0965,300.6308,1107.4408,661.67,419.973675,214.574,332.5146,451.6266,14.888875
