DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,NETRAD,PPFD_IN,PPFD_OUT,PPFD_BC_IN,TA,RH,WS,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,PA
1,5.25,0.325,0.419,6.165,-31.614,0.4425,0.0265,414.0495,458.042,-18.235,0,0,0,-3.737,91.1,1.185,-0.122,-0.4,0.28,1.0615,2.8805,2.955,-0.588,-0.4,-0.674,1.487,1.8495,2.0075,-1.601,-2.595,98.5865
1,5.75,0.288,0.387,5.274,-28.543,0.438,0.0445,410.402,458.041,-19.83,0,0,0,-3.808,91.15,1.292,-0.1255,-0.3955,0.2595,0.9385,2.898,2.9395,-0.571,-0.425,-0.727,1.42,1.816,2.246,-1.6015,-2.722,98.602
1,6.25,-0.214,-0.235,9.0205,-27.638,0.45,0.0675,429.6,458.497,-19.35,0,0,0,-3.885,91.4,1.245,-0.127,-0.3905,0.285,0.9595,2.8955,3.0125,-0.6095,-0.381,-0.74,1.544,1.8875,2.4455,-1.6765,-2.73,98.6355
1,6.75,-0.059,0.23,7.102,-30.979,0.4645,0.047,430.415,459.027,-17.325,0,0,0,-3.9955,90.992,1.285,-0.1425,-0.313,0.232,0.8635,2.9115,3.0285,-0.571,-0.382,-0.6605,1.691,1.8225,2.122,-1.675,-2.717,98.677
1,7.25,0.161,0.011,5.988,-37.1275,0.433,0.027,425.768,458.934,-17.3865,0,0,0,-4.224,91.0415,1.301,-0.1545,-0.331,0.26,0.866,2.817,2.865,-0.577,-0.43,-0.759,1.726,1.8765,2.259,-1.7795,-2.761,98.6995
1,7.75,0.4635,0.157,6.448,-33.869,0.436,0.041,431.3055,459.31,-14.5725,8.41,7.21,7.45,-4.093,91.25,1.318,-0.143,-0.402,0.144,0.9065,2.902,2.8905,-0.581,-0.424,-0.68,1.617,1.761,2.256,-1.8045,-2.797,98.723
1,8.25,0.525,0.2,7.913,-21.782,0.438,0.01,414.454,459.611,-6.894,27.889,8.215,7.45,-4.209,90.95,1.2575,-0.2135,-0.366,0.165,0.989,2.9195,2.918,-0.625,-0.423,-0.7295,1.5,1.742,2.583,-1.857,-2.751,98.746
1,8.75,0.2835,0.073,10.578,-11.058,0.4745,-0.0315,431.709,458.891,6.411,82.1125,10.96,7.62,-3.8495,90.6,1.3485,-0.19,-0.399,0.147,0.996,3.0325,3.048,-0.6345,-0.398,-0.41,0.976,1.683,2.1465,-1.8235,-2.751,98.7835
1,9.25,0.0705,0.07,14.845,-2.97,0.51,-0.0365,420.296,459.547,24.3,147.4,15.2425,8.495,-3.49,88.75,1.4,-0.1775,-0.343,0.1095,1.156,2.9215,3.048,-0.637,-0.44,-0.5915,1.067,1.666,2.487,-1.8205,-2.75,98.806
1,9.75,-0.319,-0.1645,17.257,6.1835,0.534,-0.054,426.366,458.241,47.795,242.2,21.6965,9.04,-3.1785,87.175,1.507,-0.168,-0.326,0.154,1.1625,2.8895,3.023,-0.6065,-0.398,-0.416,0.817,1.3005,2.6235,-1.7885,-2.7495,98.826
1,10.25,-0.518,-0.662,24.629,35.2295,0.589,-0.067,420.642,456.127,71.8,297.2935,24.9875,9.305,-2.932,85.1,1.6155,-0.1765,-0.296,0.131,1.224,3.027,3.064,-0.638,-0.432,-0.3115,1.007,1.561,1.8935,-1.8795,-2.75,98.861
1,10.75,-0.469,-0.2965,33.3265,52.528,0.605,-0.025,429.4205,454.653,88.4345,366.7,29.9195,9.43,-2.638,82.85,1.6255,-0.1995,-0.3615,0.154,1.0545,2.901,3.0685,-0.6115,-0.427,-0.239,0.7325,1.514,2.256,-1.779,-2.644,98.877
1,11.25,-0.778,-0.511,33.501,88.494,0.586,0.005,428.679,452.508,112.457,422.781,32.115,9.635,-2.418,81,1.7185,-0.0585,-0.323,0.213,1.14,2.9705,3.1245,-0.663,-0.3985,0.1625,1.158,1.615,2.805,-1.7785,-2.567,98.888
1,11.75,-0.891,-0.909,37.1155,111.5835,0.602,-0.0205,429.612,450.759,133.1,457.75,34.085,10,-2.3775,79.6,1.675,-0.148,-0.445,0.1485,1.103,2.9805,3.067,-0.692,-0.378,0.1295,0.794,1.447,2.362,-1.7715,-2.5415,98.892
1,12.25,-0.986,-0.5965,40.064,124.89,0.561,-0.0205,429.16,450.313,135.6,489.4,34.785,10.425,-2.048,77.9415,1.767,-0.1875,-0.373,0.214,1.1115,2.93,3.073,-0.669,-0.404,0.107,0.453,1.6,2.612,-1.7495,-2.518,98.871
1,12.75,-0.642,-0.94,40.341,122.72,0.5455,-0.045,424.274,449.885,146.4,526.1,36.38,9.84,-2.018,77.95,1.6975,-0.282,-0.412,0.1185,1.115,2.891,3.0925,-0.6665,-0.3805,0.469,1.1475,1.4475,2.802,-1.641,-2.383,98.852
1,13.25,-0.81,-1.45,44.608,112.84,0.5555,0.0315,430.9115,451.875,132.25,491.4715,33.595,10.35,-1.811,77.6,1.6975,-0.2995,-0.4215,0.1265,1.097,3.048,3.0265,-0.6545,-0.3775,0.41,1.068,1.6015,2.953,-1.602,-2.3745,98.813
1,13.75,-0.598,-0.5955,42.016,103.252,0.5725,-0.005,430.61,452.373,116.65,469.4425,32.61,10.555,-1.625,77.175,1.7185,-0.295,-0.426,0.0765,1.0885,3.0015,2.907,-0.6155,-0.39,0.614,0.5605,1.5175,2.7275,-1.6015,-2.3795,98.791
1,14.25,-0.696,-0.747,36.4225,77.8175,0.5685,0.002,430.312,452.8285,103.9,424.196,29.37,9.815,-1.7335,77.5,1.6605,-0.241,-0.4415,0.0965,1.1255,3.003,2.9685,-0.6545,-0.4035,0.384,0.3305,1.468,2.968,-1.599,-2.3455,98.766
1,14.75,-0.8275,-0.732,40.228,74.548,0.582,-0.035,429.8495,453.1265,84.15,363.8275,26.2955,9.62,-1.7805,77.25,1.7475,-0.2145,-0.4185,0.1585,1.162,3.021,3.049,-0.6275,-0.352,0.508,0.2745,1.572,2.8765,-1.563,-2.381,98.7075
1,15.25,-0.7005,-0.683,30.588,38.405,0.563,-0.001,431.077,453.8665,65.005,272.25,21.57,9.285,-1.944,77.508,1.787,-0.1755,-0.383,0.1235,1.162,2.9895,2.975,-0.658,-0.4145,0.425,0.2885,1.955,2.7575,-1.584,-2.3105,98.7355
1,15.75,-0.625,-0.482,24.246,15.4255,0.519,-0.031,429.4915,452.89,37.17,205.95,17.32,9.305,-1.9485,79.95,1.5925,-0.182,-0.341,0.117,1.0735,3.073,2.989,-0.6735,-0.4345,0.656,0.5975,1.582,2.77,-1.5235,-2.2015,98.743
1,16.25,-0.179,-0.254,20.6835,-4.614,0.499,-0.001,400.992,452.2075,12.095,119.6,12.735,8.895,-2.024,81.1335,1.491,-0.17,-0.339,0.1085,1.031,3.055,3.0605,-0.648,-0.338,0.516,0.1465,1.608,3.065,-1.4995,-2.187,98.72
1,16.75,0.02,-0.016,14.621,-15.925,0.4245,0.0385,430.422,451.9215,-3.7185,55.695,9.385,7.46,-2.183,82.4,1.326,-0.0905,-0.3595,0.1785,1.075,3.072,3.07,-0.685,-0.367,0.446,0.23,1.622,2.811,-1.5035,-2.1975,98.755
1,17.25,-0.066,-0.0605,10.622,-22.584,0.4165,0.022,425.817,451.884,-14.0535,16.94,0,0,-2.461,84.0915,1.194,-0.137,-0.319,0.156,1.21,3.073,3.169,-0.7,-0.296,0.258,0.4625,1.625,2.1,-1.434,-2.2145,98.747
1,17.75,0.213,0.161,9.903,-28.933,0.4055,0.0315,426.4265,451.9915,-19.3475,0,0,0,-2.8345,85.3,1.186,-0.147,-0.3,0.076,1.1015,3.0215,3.083,-0.6685,-0.31,0.65,1.4425,1.085,2.5095,-1.432,-2.3165,98.688
1,18.25,0.166,0.151,7.719,-28.9855,0.381,0.0335,431.245,452.0805,-21.275,0,0,0,-2.9775,85.85,1.1265,-0.037,-0.331,0.122,1.093,3.03,3.134,-0.6805,-0.28,0.33,1.4885,1.171,3.025,-1.439,-2.286,98.706
1,18.75,0.214,0.115,7.7105,-28.221,0.4015,0.01,427.922,453.0245,-20.785,0,0,0,-3.0525,86.85,1.146,-0.016,-0.39,0.15,1.1285,3.0095,3.008,-0.687,-0.297,0.0405,1.4365,1.267,2.936,-1.453,-2.3425,98.723
1,19.25,0.26,0.303,8.6795,-24.9975,0.369,0.003,414.754,452.899,-19.06,0,0,0,-3.2145,87.225,1.167,-0.0915,-0.372,0.171,1.089,2.91,2.912,-0.678,-0.34,-0.2555,1.5285,1.11,2.6535,-1.5905,-2.4275,98.758
1,19.75,0.22,0.1355,12.911,-36.678,0.426,0.0185,419.727,453.5445,-19.78,0,0,0,-3.3085,87.65,1.116,-0.078,-0.348,0.1065,1.0505,2.9715,2.7295,-0.6385,-0.3405,-0.3825,1.8095,1.407,2.478,-1.6,-2.498,98.7715
1,20.25,0.249,0.152,10.584,-31.278,0.463,0.017,414.144,454.901,-19.917,0,0,0,-3.433,88.3,1.188,-0.1365,-0.401,0.077,1.0115,2.8815,2.7315,-0.66,-0.382,-0.404,2.008,1.606,2.2775,-1.6,-2.5665,98.798
1,20.75,0.3475,0.275,13.666,-26.5755,0.439,0.022,429.772,456.098,-17.145,0,0,0,-3.3785,89.05,1.2075,-0.043,-0.3425,0.119,1.046,2.845,2.7715,-0.6165,-0.3865,-0.429,2.013,1.735,2.0075,-1.601,-2.5665,98.833
1,21.25,-0.0645,-0.096,9.349,-29.549,0.423,0.004,429.192,457.1095,-17.987,0,0,0,-3.4615,89.75,1.2395,-0.108,-0.388,0.1355,1.0825,2.858,2.7195,-0.613,-0.416,-0.47,2.004,1.6875,2.273,-1.601,-2.5665,98.819
1,21.75,0.129,0.0945,11.024,-32.16,0.418,0.013,410.147,457.5445,-17.99,0,0,0,-3.606,89.25,1.266,-0.1335,-0.362,0.1705,1.0175,2.855,2.7095,-0.6445,-0.395,-0.554,2.024,1.8565,1.795,-1.6045,-2.5665,98.809
1,22.25,0.265,0.091,11.3595,-32.638,0.445,0.042,416.268,457.0555,-16.525,0,0,0,-3.559,89.1,1.24,-0.132,-0.4045,0.1565,0.9825,2.8435,2.75,-0.699,-0.37,-0.184,2.1255,1.9065,2.191,-1.69,-2.624,98.82
1,22.75,0.143,0.17,11.831,-34.3505,0.434,0.035,427.922,456.746,-17.38,0,0,0,-3.6665,89.5,1.218,-0.212,-0.382,0.181,1.05,2.85,2.734,-0.6645,-0.3555,-0.2655,2.267,1.9105,2.348,-1.6625,-2.736,98.818
1,23.25,0.2165,0.22,9.881,-31.957,0.421,-0.013,425.6005,456.4495,-16.86,0,0,0,-3.7545,89.4,1.1955,-0.172,-0.3905,0.1125,1.1095,2.7535,2.7305,-0.63,-0.3675,-0.373,2.2085,1.889,2.089,-1.7605,-2.5935,98.797
1,23.75,0.283,0.317,8.072,-35.023,0.435,-0.025,424.597,456.597,-18.365,0,0,0,-3.7625,89.3,1.2635,-0.171,-0.3865,0.1295,0.9355,2.7705,2.722,-0.6365,-0.4005,-0.193,2.2045,1.971,1.9695,-1.7575,-2.708,98.787
2,0.25,0.2375,0.2535,9.512,-24.256,0.36,0.038,385.928,398.0045,-25.5595,0,0,0,-4.667,89.1,0.999,-1.61,-0.886,-0.396,0.1,1.705,1.909,-1.6705,-1.587,-0.7055,0.1965,0.1645,0.992,-1.0675,-0.733,98.97
2,0.75,0.281,0.239,12.37,-22.3935,0.364,0.013,386.17,397.7315,-25.36,0,0,0,-4.708,89.75,1.0165,-1.661,-0.886,-0.449,0.112,1.677,1.9215,-1.6795,-1.553,-0.8835,0.2395,0.127,1.015,-1.071,-0.733,98.9955
2,1.25,0.22,0.097,10.015,-19.523,0.3655,0,386.296,398.284,-22.985,0,0,0,-4.872,89.25,0.9965,-1.665,-0.919,-0.439,0.069,1.644,1.857,-1.709,-1.564,-0.7175,0.249,0.079,1.2185,-1.1125,-0.733,99.0025
2,1.75,0.2285,0.1835,7.863,-22.272,0.3885,0.025,385.9295,398.3225,-21.2845,0,0,0,-5.07,89.2,1.031,-1.687,-0.9,-0.441,0.094,1.64,1.832,-1.683,-1.537,-0.705,0.278,-0.147,1.2435,-1.131,-0.733,99.018
2,2.25,0.282,0.1395,10.066,-25.7025,0.3635,0.0335,386.86,399.14,-21.0095,0,0,0,-5.171,89,0.9885,-1.68,-0.896,-0.463,0.078,1.618,1.8715,-1.6775,-1.555,-0.8385,0.26,-0.191,1.252,-1.164,-0.7335,98.9905
2,2.75,0.191,-0.02,13.277,-25.745,0.42,0.015,386.405,400.557,-22.445,0,0,0,-5.149,89.4,0.958,-1.705,-0.932,-0.472,0.05,1.64,1.8175,-1.6695,-1.576,-0.925,0.211,-0.3315,1,-1.243,-0.734,99.0045
2,3.25,0.246,0.272,8.156,-21.3755,0.368,0.018,386.6155,400.1785,-23.2,0,0,0,-5.36,89.75,0.983,-1.71,-0.908,-0.472,0.073,1.6,1.8705,-1.7065,-1.575,-0.6865,0.15,-0.177,1.001,-1.3195,-0.7335,99.0105
2,3.75,0.3205,0.226,8.909,-22.121,0.364,0.024,386.571,400.326,-22.56,0,0,0,-5.4,89.65,1.065,-1.75,-0.928,-0.482,0.091,1.6,1.8285,-1.6525,-1.5605,-0.624,0.0955,-0.202,1.2065,-1.427,-0.8455,99.005
2,4.25,0.456,0.271,8.343,-21.508,0.332,0.034,387.274,400.4455,-22.97,0,0,0,-5.6115,89.6,0.9905,-1.724,-0.92,-0.485,0.105,1.596,1.8125,-1.699,-1.559,-0.654,0.0605,-0.096,1.029,-1.59,-0.893,99.001
2,4.75,0.293,0.204,6.142,-23.115,0.3215,0.0275,387.0045,399.9625,-22.715,0,0,0,-5.764,89.8,0.9905,-1.728,-0.903,-0.484,0.104,1.656,1.8895,-1.689,-1.569,-0.7385,0.099,-0.21,0.94,-1.6985,-0.9185,98.9975
2,5.25,0.235,0.214,5.489,-19.74,0.325,0.0365,386.5095,399.875,-24.042,0,0,0,-5.8165,90.05,0.949,-1.754,-0.901,-0.489,0.089,1.618,1.842,-1.677,-1.597,-0.6245,0.0405,-0.149,0.9295,-1.65,-1.004,99.0015
2,5.75,0.233,0.194,5.9385,-21.509,0.355,0.0305,387.325,400.4295,-27.021,0,0,0,-5.6615,89.6,0.965,-1.803,-0.923,-0.471,0.087,1.633,1.912,-1.702,-1.592,-0.546,0.0625,-0.213,1.0805,-1.6235,-0.977,98.999
2,6.25,0.167,0.208,7.5505,-21.889,0.291,-0.001,386.346,401.033,-25.8495,0,0,0,-5.6655,89.8,0.956,-1.831,-0.978,-0.429,0.077,1.661,1.867,-1.702,-1.591,-0.497,0.081,-0.217,0.886,-1.6465,-1.014,98.9965
2,6.75,0.204,0.245,5.4805,-19.451,0.329,-0.021,386.2365,401.8135,-23.86,0,0,0,-5.5895,89.25,0.984,-1.871,-0.966,-0.467,0.135,1.651,1.899,-1.6755,-1.561,-0.5085,5e-04,-0.1245,0.985,-1.6125,-0.9875,98.998
2,7.25,0.235,0.2355,4.7445,-22.0985,0.2855,-0.012,386.104,400.956,-21.19,0,3.769,0,-5.73,89.2,0.985,-1.742,-0.97,-0.51,0.111,1.667,1.9115,-1.689,-1.603,-0.564,0.0505,-0.3265,0.85,-1.6285,-1.1,99.0175
2,7.75,0.362,0.432,4.764,-17.4125,0.289,-0.034,386.245,400.242,-7.505,33.835,8.42,7.32,-5.8835,89.5,0.948,-1.661,-0.989,-0.473,0.066,1.675,1.976,-1.7335,-1.5965,-0.7015,0.254,0.115,1.0915,-1.6645,-1.1,99.044
2,8.25,0.315,0.2585,9.456,-6.4745,0.339,0.001,387.146,398.812,11.16,100.75,12.375,7.445,-5.3915,88.25,1.078,-1.533,-1.021,-0.477,0.093,1.708,2.088,-1.6775,-1.5465,-0.9625,0.3345,0.418,1.1435,-1.6705,-1.145,99.056
2,8.75,0.4035,0.532,15.074,12.1905,0.4265,-0.0335,386.7235,397.14,41.73,206.6,18.455,7.45,-5.264,87.6,1.1625,-1.686,-1.008,-0.516,0.119,1.721,2.1115,-1.6775,-1.574,-1.114,0.2375,0.179,0.804,-1.6925,-1.2105,99.0855
2,9.25,0.434,0.397,24.511,36.833,0.436,-0.118,385.8635,396.7815,81.185,325.9,25.31,8.415,-4.902,84,1.226,-1.517,-1.112,-0.538,0.147,1.727,2.063,-1.7165,-1.597,-1.2505,0.3635,0.089,0.654,-1.645,-1.101,99.078
2,9.75,0.371,0.595,27.5145,83.2,0.4945,-0.023,385.42,395.994,126.4,454,31.53,9.155,-4.191,80.7,1.3695,-1.313,-1.143,-0.525,0.162,1.684,2.303,-1.684,-1.584,-1.1925,0.522,0.217,0.5995,-1.4365,-1.0645,99.081
2,10.25,0.605,0.636,31.859,116.204,0.509,-0.036,385.515,396.562,157.2,541.5,37.3,9.31,-3.6965,78,1.4915,-1.195,-1.118,-0.424,0.13,1.582,2.3335,-1.681,-1.609,-0.9745,0.483,0.218,0.8995,-1.5215,-1.018,99.045
2,10.75,0.793,0.87,34.773,151.011,0.5335,-0.043,384.676,395.792,190.3,654.3,42.9,9.625,-3.2145,76.15,1.6015,-1.051,-1.197,-0.5,0.132,1.554,2.303,-1.69,-1.5525,-0.861,0.501,-0.105,1.091,-1.4235,-0.999,99.023
2,11.25,1.0895,1.0225,36.945,174.1125,0.5845,-0.038,385.353,395.8125,241.2955,803,44.435,10.545,-2.665,73.55,1.614,-1.058,-1.12,-0.499,0.087,1.595,2.286,-1.6945,-1.586,-1.1725,0.378,-0.073,1.149,-1.34,-0.9175,99.019
2,11.75,1.12,1.102,37.253,185.7665,0.587,0,384.9365,395.3215,269,809.5,44.25,10.505,-2.554,71.9,1.6845,-0.804,-1.105,-0.534,0.132,1.654,2.364,-1.6845,-1.5375,-1.1825,0.4,-0.203,1.256,-1.2475,-0.8565,99.0365
2,12.25,1.242,1.1685,44.402,189.78,0.616,-0.024,384.9155,394.9995,250.6,802,43.03,11.18,-2.038,70.8,1.722,-0.658,-1.151,-0.526,0.132,1.551,2.368,-1.6935,-1.608,-1.055,0.3565,-0.2985,1.0935,-1.1885,-0.8035,99.023
2,12.75,1.219,1.302,39.541,177.2795,0.6,-0.008,385.385,394.2505,267.65,839,43.13,11.53,-1.804,69.03,1.757,-0.599,-1.184,-0.542,0.132,1.641,2.3895,-1.6805,-1.58,-0.7615,0.237,-0.1575,1.5765,-1.0945,-0.63,98.9945
2,13.25,1.115,1.0945,46.1195,192.462,0.5905,-0.033,385.424,393.627,263.25,781.7035,42.085,12.025,-1.6455,68.865,1.753,-0.466,-1.201,-0.502,0.122,1.738,2.3815,-1.6565,-1.609,-0.6835,0.5825,0.0905,1.8795,-1.0085,-0.6415,98.978
2,13.75,0.9585,1.0345,42.191,188.083,0.646,-0.046,384.6985,393.832,245.3,793.557,39.555,11.585,-1.4785,69.55,1.824,-0.411,-1.167,-0.515,0.079,1.508,2.3795,-1.6825,-1.5745,-0.406,0.6785,-0.073,1.235,-0.858,-0.55,98.961
2,14.25,0.695,0.678,42.6245,158.6275,0.6095,0.0235,384.8065,393.359,225.45,711,37.515,10.885,-1.4375,70.35,1.771,-0.371,-1.174,-0.529,0.102,1.637,2.375,-1.7065,-1.635,-0.9265,0.3415,-0.301,0.6255,-0.772,-0.55,98.944
2,14.75,0.933,1.133,42.2425,137.749,0.653,-0.004,384.596,392.802,178.35,571.7,32.21,9.94,-1.4425,69.615,1.749,-0.421,-1.131,-0.501,0.123,1.506,2.414,-1.6775,-1.61,-0.264,0.5095,-0.137,0.7955,-0.7355,-0.543,98.942
2,15.25,0.783,0.791,37.77,120.462,0.625,-0.017,384,393.22,145.55,479.3,28.375,9.855,-1.691,68.8,1.806,-0.371,-1.193,-0.509,0.126,1.607,2.353,-1.692,-1.6085,-0.684,0.644,0.15,0.7215,-0.712,-0.485,98.9455
2,15.75,0.534,0.611,30.034,84.461,0.607,-0.008,384.286,393.1815,109.686,382.937,24.705,9.275,-1.651,69.96,1.716,-0.372,-1.221,-0.503,0.08,1.598,2.356,-1.695,-1.6065,-0.1315,0.5375,-0.143,0.194,-0.697,-0.5315,98.931
2,16.25,0.444,0.384,30.836,53.394,0.589,0.032,384.645,393.8225,62.39,280.7,18.995,8.765,-1.858,71.5,1.662,-0.386,-1.151,-0.549,0.175,1.642,2.3155,-1.662,-1.579,-0.477,0.6545,0.035,0.1325,-0.6115,-0.533,98.9135
2,16.75,0.281,0.187,27.0285,25.7175,0.5995,0.013,384.667,393.819,27.27,166.6,14.484,7.505,-2.0265,73.6,1.576,-0.505,-1.041,-0.595,0.111,1.634,2.283,-1.6795,-1.591,-0.748,0.5145,-0.2235,0.2855,-0.604,-0.4555,98.889
2,17.25,0.171,0.14,20.972,1.882,0.524,0.055,384.2725,394.2315,1.053,77.3,10.41,7.45,-2.3125,75.95,1.495,-0.525,-1.022,-0.625,0.108,1.774,2.255,-1.682,-1.562,-1.093,0.545,0.0645,0.346,-0.605,-0.4145,98.882
2,17.75,0.1015,-0.015,14.497,-16.255,0.465,0.059,384.836,393.413,-17.62,23.524,0,0,-2.715,78.4,1.304,-0.785,-1.105,-0.611,0.095,1.835,2.1605,-1.6605,-1.6,-0.834,0.234,0.4865,0.482,-0.534,-0.3945,98.914
2,18.25,0.083,-0.0715,12.424,-23.6215,0.4075,0.035,384.955,393.9315,-27.315,0,0,0,-2.9925,81.5,1.169,-0.75,-1.036,-0.539,0.102,1.908,2.097,-1.66,-1.5,-0.536,0.104,0.036,0.279,-0.5905,-0.401,98.937
2,18.75,0.019,-0.004,9.776,-21.747,0.3855,0.044,385.0275,393.996,-32.0535,0,0,0,-3.218,81.6,1.096,-0.843,-1.009,-0.543,0.126,1.948,2.04,-1.633,-1.557,-0.565,0.368,-0.034,0.1365,-0.5575,-0.368,98.915
2,19.25,0.0605,0.0765,9.454,-22.813,0.381,-0.002,385.153,395.051,-32.6025,0,0,0,-3.47,82,1.123,-0.982,-0.959,-0.507,0.126,1.838,2.159,-1.6485,-1.5665,-1.2555,0.494,-0.2765,0.4075,-0.6545,-0.367,98.917
2,19.75,0.238,0.0545,9.454,-20.957,0.4155,0.036,385.113,395.851,-30.712,0,0,0,-3.763,82.7,1.0415,-1.297,-0.914,-0.458,0.093,1.866,2.059,-1.6555,-1.5815,-1.087,0.4245,-0.086,0.288,-0.625,-0.4805,98.9555
2,20.25,0.082,0.0545,8.835,-22.5445,0.373,0.005,384.946,395.795,-32.975,0,0,0,-3.8625,84.3,1.0885,-1.417,-0.899,-0.473,0.133,1.768,1.949,-1.6615,-1.5635,-0.9435,0.2415,0.094,0.6805,-0.7115,-0.55,98.9655
2,20.75,0.004,0.004,11.287,-25.083,0.373,0.019,385.001,396.105,-24.805,0,0,0,-3.9185,85.15,1.1275,-1.433,-0.904,-0.44,0.103,1.783,2.056,-1.623,-1.583,-0.878,0.313,0.182,0.711,-0.7115,-0.55,98.9535
2,21.25,0.156,0.1315,12.434,-26.879,0.3695,0.013,384.9785,396.125,-31.77,0,0,0,-3.9045,85.6,1.064,-1.487,-0.867,-0.385,0.12,1.783,1.995,-1.7105,-1.589,-0.853,0.3015,0.206,0.863,-0.8715,-0.5475,98.934
2,21.75,0.165,0.218,11.336,-26.844,0.3475,0.0015,385.15,395.488,-31.98,0,0,0,-4.0065,85.9,0.997,-1.4425,-0.898,-0.4335,0.089,1.698,1.9395,-1.6595,-1.5655,-0.79,0.2095,0.1175,0.872,-0.875,-0.5015,98.921
2,22.25,0.2035,0.15,9.434,-24.288,0.3795,0.023,384.86,395.641,-29.505,0,0,0,-4.072,85.9,0.9955,-1.482,-0.9125,-0.401,0.077,1.683,1.9565,-1.6595,-1.608,-0.8735,0.2395,0.1365,0.8385,-0.8685,-0.5435,98.919
2,22.75,0.0625,0.091,10.098,-22.969,0.328,0.047,384.9195,396.64,-29.02,0,0,0,-4.315,86.7,1.0515,-1.5285,-0.9245,-0.373,0.1165,1.689,1.952,-1.666,-1.543,-0.769,0.424,0.016,0.916,-0.8505,-0.463,98.9305
2,23.25,0.05,0.11,8.45,-26.493,0.376,0.0105,385.0225,395.6355,-27.52,0,0,0,-4.486,87.8,1.1205,-1.5435,-0.8935,-0.446,0.0815,1.631,1.916,-1.679,-1.531,-0.8125,0.2645,-0.0695,0.8415,-0.8855,-0.448,98.947
