DOY2,HR2,NEE,FC,LE,H,USTAR,SC,CO2_1_1_1,CO2_1_2_1,H2O,NETRAD,PPFD_IN,PPFD_OUT,TA,RH,WS,PA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,G_1_1_1,G_2_1_1,W_SIGMA,V_SIGMA
1,0.25,-1.93775,-3.852825,-2.6808,-82.1355,0.040575,-2.56495,377.831,272.7925,1.02455,-82.015,0,0,-16.97,60.978,0.157875,96.991475,-3.97015,-3.623175,-2.2874,-1.0112,0.498975,2.8474,-3.519725,-3.440525,-2.3824,-1.314,0.5819,2.387375,-14.012,-14.03175,0.041025,0.174825
1,0.75,-1.888,-2.8773,-4.522375,-83.4193,0.06255,-1.6394,375.500825,273.1,1.019875,-82.005,0,0,-16.984,60.388,0.177525,96.929125,-3.891875,-3.522625,-2.27175,-0.9925,0.3884,2.85155,-3.5734,-3.31975,-2.476925,-1.316575,0.5833,2.3459,-13.825,-14.17575,0.04841,0.16616
1,1.25,-2.335625,-3.175625,-2.7564,-84.4445,0.042475,-1.0062,375.62345,273.3,1.003375,-81.2375,0,0,-17.242,61.612,0.237925,96.8829,-4.0046,-3.48675,-2.384375,-1.0385,0.4994,2.88215,-3.5389,-3.306825,-2.5706,-1.3094,0.6216,2.2991,-13.704,-14.11925,0.00373000000000005,0.0110200000000002
1,1.75,-2.135875,-2.33095,-2.33385,-82.5285,0.044675,-0.892925,376.8074,273.3,0.963,-83.005,0,0,-17.552,61.59,0.2342,96.853025,-3.836325,-3.50155,-2.329825,-0.8642,0.387,2.835525,-3.4946,-3.3136,-2.4958,-1.3,0.495925,2.3992,-13.772,-14.6945,0.0551025,0.1806075
1,2.25,-2.0101,-2.9986,-3.091,-85.320275,0.0465,-0.926075,376.936175,273.2,0.99575,-81.9025,0,0,-17.744,61.028,0.15905,96.850575,-3.81465,-3.37855,-2.47995,-0.915375,0.3722,2.87265,-3.49995,-3.32385,-2.492175,-1.3027,0.5405,2.367475,-13.987,-15.0035,0.02823,0.100225
1,2.75,-2.4315,-2.9912,-3.67275,-84.844225,0.046575,-0.871225,376.6088,273.3,0.998125,-83.3025,0,0,-18.026,61.786,0.202925,96.8597,-4.030225,-3.567925,-2.526875,-0.91565,0.3577,2.80825,-3.517375,-3.3975,-2.48805,-1.3104,0.55015,2.30125,-14.024,-15.19825,0.0438625,0.1641875
1,3.25,-1.70665,-2.7115,-5.157,-84.67855,0.045,-0.931875,375.768325,273.9,0.997,-82.61,0,0,-17.978,61.698,0.215375,96.9,-4.033525,-3.39715,-2.425025,-0.85415,0.481375,2.8433,-3.535175,-3.428625,-2.50805,-1.190625,0.57315,2.299975,-14.002,-15.17525,0.0376925,0.127455
1,3.75,-2.2354,-2.5986,-4.632675,-84.101825,0.04795,-1.0668,376.12,274.7375,0.974125,-82.71,0,0,-18.152,62.614,0.1855,96.9,-3.9508,-3.7019,-2.37065,-0.8925,0.415875,2.82155,-3.52705,-3.4171,-2.568125,-1.26775,0.690025,2.357,-14.283,-14.94125,0.0554225,0.16179
1,4.25,-1.878175,-3.069625,-2.60705,-77.36025,0.04395,-1.1778,376.6172,275.0375,0.963625,-81.31,0,0,-18.434,62.506,0.25575,96.9,-4.309,-3.36135,-2.4005,-0.939525,0.47745,2.863975,-3.5243,-3.393525,-2.5855,-1.3014,0.57255,2.47555,-14.481,-14.7285,0.0353075,0.105055
1,4.75,-2.624125,-2.931,-3.1562,-79.194475,0.0428,-1.040725,376.865725,275.56,0.9428,-81.405,0,0,-18.536,61.432,0.280075,96.9,-4.2765,-3.68425,-2.46675,-0.9366,0.3696,2.832625,-3.50065,-3.4548,-2.4731,-1.265,0.614,2.488125,-14.773,-14.61925,0.04103,0.12021
1,5.25,-2.77,-3.2634,-6.33465,-81.55975,0.04045,-0.93865,377.04175,275.55,0.9661,-80.405,0,0,-18.702,62.776,0.252725,96.929575,-4.394325,-3.806375,-2.39625,-0.88705,0.4751,2.85205,-3.645825,-3.50085,-2.58625,-1.299275,0.620075,2.4697,-14.872,-14.51,0.045565,0.1832225
1,5.75,-2.2562,-2.8069,-3.0496,-89.388925,0.036475,-1.24775,376.9215,276.255,0.9931,-80.825,0,0,-18.83,62.76,0.220075,96.944975,-4.44265,-3.860775,-2.44095,-0.9644,0.3309,2.8763,-3.735,-3.651,-2.496125,-1.18915,0.6904,2.42425,-15.034,-14.4435,0.0408475,0.155735
1,6.25,-2.8566,-3.37165,-2.858,-85.2932,0.03845,-1.08925,375.0475,276.34,1.0114,-81.505,0,0,-18.776,63.248,0.214975,96.9597,-4.399625,-3.813125,-2.3266,-0.9408,0.48575,2.83785,-3.899725,-3.583625,-2.5431,-1.29015,0.6051,2.460075,-15.178,-14.33425,0.04528,0.1463075
1,6.75,-2.372275,-2.8715,-3.555,-85.6042,0.032,-1.69575,376.25525,276.065,1.0183,-81.0025,0,0,-18.684,64.14,0.1895,96.91935,-4.3242,-3.62645,-2.3518,-0.96135,0.490125,2.829,-3.8364,-3.555425,-2.5916,-1.253175,0.5697,2.399775,-15.282,-14.468,0.03784,0.157065
1,7.25,-2.5727,-3.60195,-3.6051,-88.0955,0.036,-1.2959,375.6204,275.9275,1.0011,-79.9205,0,0,-19.234,65.274,0.29925,97,-4.40955,-3.8032,-2.3086,-1.03355,0.408,2.8488,-3.8275,-3.64745,-2.59205,-1.31035,0.5697,2.4728,-15.442,-14.8045,0.052125,0.1676625
1,7.75,-2.869,-3.041575,-2.5663,-75.526125,0.0316,-1.31365,374.7311,274.545,0.9842,-76.0205,0,0,-19.516,65.948,0.28775,97,-4.56375,-3.7892,-2.3086,-0.9084,0.4316,2.8335,-3.9084,-3.62175,-2.6096,-1.26755,0.5925,2.403375,-15.278,-15.17725,0.0454,0.1634
1,8.25,-2.887,-3.1603,-3.3245,-72.629075,0.046,-1.46735,375.250125,275.425,0.8787,-56.7,0,0,-18.802,64.574,0.26395,97,-4.44825,-3.7942,-2.377525,-0.98835,0.3634,2.8709,-3.93385,-3.706275,-2.677075,-1.2805,0.639775,2.4085,-15.373,-15.45975,0.0265,0.1306
1,8.75,-2.695,-3.259,-2.342,-57.46,0.057425,-1.36755,373.622,275.545,0.930625,-29.90785,13.92725,0.460225,-18.08,62.298,0.31015,97.1,-4.502975,-3.7825,-2.39215,-0.9698,0.34475,2.834625,-4.0396,-3.67925,-2.6828,-1.2934,0.678625,2.4034,-15.395,-15.765,0.028065,0.12566
1,9.25,-2.481075,-3.95195,-0.865775,-46.9019,0.10185,-1.19655,374.87695,275.845,0.9836,-16.23425,24.362,1.4619,-17.482,60.11,0.34565,97.1,-4.497,-4.12275,-2.41675,-0.844,0.327375,2.813625,-4.07525,-3.759875,-2.7175,-1.2558,0.5805,2.4654,-15.054,-15.654,0.00911000000000013,0.0145349999999999
1,9.75,-2.402225,-3.056475,-1.8275,-40.3105,0.14885,-1.267525,376.204575,275.28,0.9882,-3.808525,38.87975,1.63845,-16.84,57.318,0.4413,97.114175,-4.4936,-3.8574,-2.5156,-0.883125,0.44645,2.839875,-4.12495,-3.6866,-2.712425,-1.305225,0.5971,2.466675,-14.518,-15.14925,0.1709125,0.302525
1,10.25,-2.331,-4.457975,-0.41325,-39.486175,0.14285,-1.4898,376.295775,275.09,1.0015,-3.292525,49.6525,2.02265,-16.01,54.21975,0.531275,97.12205,-4.3844,-3.7078,-2.5037,-1.034,0.4832,2.863675,-4.142675,-3.8138,-2.7075,-1.409975,0.5588,2.458225,-14.147,-14.572,0.21966,0.33817
1,10.75,-2.6483,-3.4813,-1.152,-41.04875,0.16575,-1.4489,375.911575,274.7,1.00765,1.20940000000001,61.257,2.907025,-15.404,51.84,0.5621,97.208325,-4.112,-3.73625,-2.42975,-0.92825,0.408,2.88335,-4.0675,-3.88835,-2.707,-1.34475,0.6118,2.4729,-13.43,-13.90575,0.269075,0.4074
1,11.25,-2.7341,-2.92975,-1.8361,-19.5726,0.199,-1.3246,376.86445,274.8925,0.92535,-0.357774999999999,69.1735,2.984625,-14.904,49.738,0.715925,97.183725,-4.09675,-3.58745,-2.4167,-0.985525,0.316625,2.8659,-4.00675,-3.7716,-2.7404,-1.28375,0.619225,2.46,-12.687,-13.05525,0.308525,0.4619375
1,11.75,-2.8505,-5.7875,-0.653,-22.9614,0.2373,-1.119375,376.11885,274.895,0.9528,3.9717,75.51425,3.056525,-14.616,47.556,0.85965,97.1504,-4.0741,-3.415425,-2.2938,-0.9508,0.3458,2.838175,-3.91775,-3.7507,-2.7545,-1.3766,0.618875,2.393775,-11.86,-12.58925,0.3131375,0.4204375
1,12.25,-2.52725,-3.9188,-0.53275,-21.4798,0.2736,-1.254425,375.6619,274.855,0.9544,5.1962,79.228525,3.115275,-14.298,45.454,0.840075,97.1225,-3.94,-3.2962,-2.3856,-0.9463,0.4529,2.87895,-3.952,-3.6399,-2.846025,-1.30055,0.5835,2.446,-11.045,-12.21975,0.2778125,0.458875
1,12.75,-2.2769,-2.6782,-1.5116,-30.1132,0.28075,-1.45965,375.377475,274.79,1.0101,8.05615,84.655,3.68855,-14.108,45.00275,0.783875,97.1,-3.639375,-3.267175,-2.3818,-0.990575,0.45155,2.8737,-3.755775,-3.557975,-2.71375,-1.396,0.614075,2.38675,-10.42125,-11.596,0.2835375,0.433725
1,13.25,-2.13325,-3.5564,-0.35395,-28.87825,0.2782,-1.4258,375.2493,273.9,0.976375,6.73395,86.8223,3.37525,-13.747,45.49,0.846325,97.0792,-3.6735,-3.16375,-2.36685,-1.07445,0.415275,2.8915,-3.73375,-3.5139,-2.6839,-1.24325,0.5419,2.4021,-10.16625,-11.26525,0.23753,0.40573
1,13.75,-2.599,-4.8663,-1.3153,-36.73275,0.28055,-1.595425,375.349475,274.085,0.99425,2.2632,77.4715,2.91195,-13.549,44.655,0.79325,97.048875,-3.78595,-3.2096,-2.309175,-1.01525,0.55725,2.8745,-3.666575,-3.4534,-2.624,-1.351775,0.54425,2.446,-10.07,-10.8735,0.2317625,0.40815
1,14.25,-2.63015,-4.352975,-1.8679,-34.6074,0.2811,-1.4464,375.222,273.3775,1.022625,-1.270575,63.86025,2.66125,-13.4595,45.23125,0.762525,97.01555,-3.5046,-2.976475,-2.26955,-0.980525,0.3937,2.9061,-3.6272,-3.40775,-2.644,-1.32975,0.6216,2.4194,-10.034,-10.67625,0.27765,0.41222
1,14.75,-1.94395,-2.583425,-1.214375,-34.710775,0.220275,-1.4036,375.06035,273.4775,1.024875,-3.081025,52.5915,2.07725,-13.4635,47.039,0.756925,96.99305,-3.3546,-2.8537,-2.2818,-0.9925,0.4716,2.8745,-3.58275,-3.34725,-2.57125,-1.32925,0.6048,2.44085,-10.3375,-10.711,0.24765,0.406
1,15.25,-1.498,-2.359375,-2.131625,-35.92975,0.215475,-1.1668,374.49775,273.7475,1.00285,-8.93525,36.8535,1.57525,-13.46275,48.2025,0.752975,97.015525,-3.364975,-2.8987,-2.2246,-1.0501,0.4047,2.82675,-3.564125,-3.29035,-2.538225,-1.261375,0.609,2.3225,-10.72,-10.6045,0.24665,0.401325
1,15.75,-1.7316,-3.9488,-1.3808,-40.0015,0.2085,-1.1945,375.0955,273.555,1.0651,-17.04,26.83225,1.4659,-13.64,47.985,0.70475,97.02715,-3.35155,-3.0313,-2.1801,-1.06135,0.54,2.8965,-3.488925,-3.31175,-2.5075,-1.421975,0.643,2.3196,-10.544,-10.56225,0.217625,0.335625
1,16.25,-2.032,-2.244,-1.786875,-51.7488,0.173625,-1.134,375.057,273.8625,1.113625,-40.18625,16.45875,0.976925,-13.6985,49.22775,0.624325,97.1,-3.35565,-3.0342,-2.1974,-1.1321,0.5317,2.8095,-3.53515,-3.203,-2.50835,-1.291975,0.6003,2.40205,-10.314,-10.62875,0.18886,0.323035
1,16.75,-2.7024,-3.4748,-2.222,-70.6075,0.126925,-0.988425,375.313725,273.4775,1.140675,-66.9305,0,0,-14.03,51.1695,0.4626,97.101575,-3.3812,-2.91555,-2.1621,-0.8371,0.5032,2.859475,-3.5555,-3.201,-2.4541,-1.29085,0.5986,2.3667,-11.154,-10.77725,0.144135,0.280475
1,17.25,-2.31185,-2.35265,-2.4827,-81.1792,0.0699,-0.753,374.9405,273.77,1.159325,-79.505,0,0,-14.76475,54.61475,0.351975,97.0225,-3.56275,-2.98275,-2.2407,-1.0555,0.45315,2.823875,-3.44425,-3.185525,-2.495575,-1.32585,0.453875,2.2925,-11.39975,-10.97975,0.08141,0.197275
1,17.75,-2.011625,-2.5142,-4.8974,-80.37985,0.04,-1.08175,374.6215,273.4775,1.140775,-81.8075,0,0,-15.25425,56.02025,0.25245,97.1,-3.47215,-2.878775,-2.1488,-1.1484,0.4559,2.86475,-3.46235,-3.2045,-2.487025,-1.352225,0.59475,2.2921,-11.759,-11.6585,0.041765,0.171635
1,18.25,-1.47395,-3.29325,-3.7473,-89.8015,0.03195,-0.653,374.8705,273.7325,1.095575,-82.7,0,0,-15.60225,57.553,0.173075,97.1225,-3.57065,-2.9838,-2.14595,-1.010425,0.439375,2.8704,-3.535125,-3.19225,-2.445,-1.313075,0.58005,2.2441,-11.98125,-12.42725,0.032745,0.180895
1,18.75,-2.006,-2.1378,-2.640625,-81.4686,0.035,-0.79175,374.8075,273.185,1.0729,-81.9025,0,0,-16.017,57.33475,0.22995,97.1225,-3.513975,-3.022525,-2.17515,-0.93765,0.248125,2.895,-3.45645,-3.182575,-2.459675,-1.4215,0.54935,2.3054,-12.09175,-12.6625,0.047225,0.15011
1,19.25,-1.4986,-2.26335,-2.94925,-82.2577,0.0305,-1.115475,375.687775,273.255,1.04695,-83.5025,0,0,-16.12,57.475,0.2812,97.2,-3.71305,-3.1611,-2.1691,-0.9972,0.3442,2.838425,-3.4145,-3.2345,-2.45895,-1.34565,0.5821,2.3939,-12.1675,-12.5165,0.04193,0.14674
