DOY2,HR2,CO2_1_1_1,H2O_1_1_1,FC_1_1_1,G_1_1_1,G_1_1_2,H_1_1_1,LE_1_1_1,SH_1_1_1,WS_1_1_1,USTAR_1_1_1,TAU_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,PA_1_1_1,RH_1_1_1,TA_1_1_1,VPD_1_1_1,T_SONIC_1_1_1,TS_1_1_1,TS_1_2_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,NETRAD_1_1_1,PPFD_IN_1_1_1,PPFD_IN_1_2_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,NEE_1_1_1
1,0.25,410.41575,2.254525,-0.5336842,-43.5925,-53.54,-102.21151,-8.263558425,-29.1585625,1.11394125,0.024462,-1.46438625,0.153912,0.10284475,0.0593716,98.611925,39.0115,-5.339375,0.092171,-1.41215,4.2445,7.5855,4.7945,5.4905,9.255,-103.0275,0,0.000675,0.098575,0.091375,241.47,329.1975,-0.5336842
1,0.75,410.997975,2.2715075,-0.03326745,-43.0625,-53.265,-85.47588,-7.07623,-29.5821725,1.123745025,0.034636425,-1.584563175,0.14111635,0.16586725,0.0479477,98.442465,39.048,-5.4335,0.080067525,-1.38315,4.174,7.56675,4.82975,5.52325,9.25,-103.505,0,0.000675,0.098575,0.032625,240.58,327.075,-0.03326745
1,1.25,411.220925,2.2157,0.004271175,-44.7675,-53.27,-68.7104025,-13.36573425,-33.62896,0.89449275,0.0390531,-1.596855,0.11697675,0.15722765,0.0412193,98.4702025,38.80225,-5.5284,0.028540925,-1.6863,4.08525,7.5365,4.859,5.55175,9.2475,-102.8025,0,0.000675,0.098575,0.0915,239.88,325.5925,0.004271175
1,1.75,411.049775,2.198015,-0.0655665,-44.97,-53.125,-80.45512,-11.40230075,-28.4326625,0.568249575,0.033892775,-1.335319875,0.14010675,0.14649985,0.0497296,98.5140925,39.11025,-5.6403,0.075951125,-1.9429,4.0425,7.512,4.88325,5.57825,9.245,-101.825,0,0.000675,0.098575,0.11325,238.7425,324.12,-0.0655665
1,2.25,411.516575,2.18825,-0.5086143,-43.9125,-53.23,-90.1426,-9.06193245,-36.0739675,0.59810925,0.042900825,-1.36017455,0.170396775,0.14938145,0.04092345,98.5142,39.55125,-5.7731,0.009412375,-2.18235,3.985,7.48775,4.91025,5.60175,9.2525,-101.365,0,0.000675,0.098575,0.11325,238.085,322.9075,-0.5086143
1,2.75,411.24845,2.2596725,-0.24653225,-43.1075,-53.88,-79.49682,-6.8357024,-20.457575,0.662386375,0.037119875,-1.1665593,0.13497225,0.1629305,0.0419494,98.53076,42.136,-6.0098,0.056194475,-2.5868,3.927,7.46625,4.88475,5.62725,9.245,-101.8125,0,0.000675,0.092753125,0.132,237.16,322.3475,-0.24653225
1,3.25,411.28305,2.2266925,0.15861255,-41.725,-54.385,-80.28108,-17.7518506,-30.681235,0.61209125,0.040871,-1.38737725,0.23034655,0.1726252,0.0641786,98.5601275,43.724,-6.1001,0,-2.7073,3.875,7.45175,4.8125,5.655,9.2325,-103.51,0,0.000675,0.08693125,0.099625,235.96,321.8075,0.15861255
1,3.75,411.565525,2.229855,-0.19920835,-41.8675,-54.625,-78.87099,-9.1399155,-29.3085875,1.024677725,0.051096475,-1.35560375,0.143768675,0.186387625,0.06156385,98.604525,43.7295,-6.0813,0.041636875,-2.8227,3.811,7.43675,4.74575,5.685,9.2125,-106.665,0,0.000675,0.081109375,0.057,234.77,323.005,-0.19920835
1,4.25,411.6645,2.2030025,0.124494075,-41.805,-56.23,-76.86838,-17.11915,-31.3779525,0.82503535,0.043838975,-1.291208075,0.182498,0.1456825,0.0635537,98.6235225,41.521,-6.1558,0.0411339,-3.24085,3.75475,7.425,4.676,5.71525,9.2025,-106.855,0,0.000675,0.0752875,0.10525,234.0625,322.0175,0.124494075
1,4.75,410.09285,2.20918,0.0692598,-41.786,-57.44025,-97.05651,-6.853598475,-24.23686,0.8522969,0.057905775,-1.480744375,0.1735215,0.1799863,0.0661874,98.638445,43.72025,-6.1603,0.041292,-3.5302,3.697025,7.385875,4.57335,5.725175,9.17325,-106.13,0,0.000675,0.069465625,0.11975,233.7425,321.1425,0.0692598
1,5.25,406.054,2.23932,-0.596755,-41.78575,-59.3515,-68.11179785,-7.673812,-37.76738,0.912844,0.049505,-1.3956056,0.20548,0.18628,0.07400165,98.66708,44.319,-6.2328,0.0141992,-3.6448,3.657675,7.3711,4.510375,5.759375,9.1605,-105.855,0,0.000675,0.06364375,0.119625,232.235,320.0725,-0.596755
1,5.75,410.3712,2.26616,-0.2924268,-41.5115,-59.35725,-86.521385,-10.390831,-25.68748,1.068235,0.0602686,-1.4286842,0.199252,0.160236,0.1107267,98.7127,45.19075,-6.4367,0.0424336,-3.83065,3.61345,7.36765,4.4517,5.7605,9.14775,-104.21,0,0.000675,0.057821875,0.0455,231.235,319.385,-0.2924268
1,6.25,408.052,2.21958,0.07011715,-40.8675,-59.2025,-81.4754,-14.0928132,-24.31404,0.9435508,0.0474302,-2.0344666,0.1537344,0.1603046,0.0717681,98.73828,47.45925,-6.533,0.0281264,-4.148,3.563225,7.348975,4.397675,5.707625,9.13775,-102.6475,0,0.000675,0.052,0.0718,230.9625,318.3475,0.07011715
1,6.75,390.6902,2.130975,-0.144729025,-40.2655,-58.94675,-82.057445,-9.55917265,-35.59528,1.1740468,0.0595284,-1.8163864,0.1945098,0.131833,0.0537326,98.7401,46.53075,-6.6259,0,-4.60505,3.516975,7.33585,4.342275,5.65675,9.12875,-102.1225,0,0.000675,0.0554,0.0894,230.6175,317.705,-0.144729025
1,7.25,390.8636,2.03588,0.11148965,-40.25725,-58.862,-74.5965175,-6.19330245,-33.6025175,0.9457452,0.054506,-1.5451148,0.208937,0.189338,0.0526701,98.70534,46.54575,-6.6262,0.0276432,-4.9281,3.474225,7.319025,4.28805,5.6066,9.127,-97.25,0,0.350325,0.214,0.229825,230.6875,316.55,0.11148965
1,7.75,387.3208,2.08292,-0.534331925,-40.215,-58.0125,-64.58726335,-8.42099045,-32.78576,1.1714488,0.0527044,-1.769248,0.1998372,0.1798912,0.08004625,98.75332,47.38075,-6.6927,0,-5.1357,3.41945,7.30845,4.241825,5.55845,9.128,-57.923,0,4.379,3.86805,0.9778,231.2575,317.805,-0.534331925
1,8.25,385.5634,2.13026,-3.6851746,-39.8925,-54.29825,-41.898545,-15.840775,-25.30014,0.957302,0.0767634,-1.9187366,0.2516928,0.2374096,0.13390275,98.76728,48.63875,-6.4664,0.0137592,-4.6896,3.3763,7.2967,4.211975,5.515025,9.12625,-12.97725,0,9.1485,7.20135,2.154725,232.475,320.7,-3.6851746
1,8.75,405.8062,2.15448,-7.4701185,-39.30775,-52.413,-44.633190525,-32.002736375,-16.37316,0.6663222,0.1388676,-1.8536606,0.34887,0.272705,0.219004,98.7746,47.37725,-6.259,0.0329984,-3.664,3.3429,7.2864,4.197125,5.478425,9.12725,9.09675,4.888,20.8515,16.09425,2.152875,234.73,325.56,-7.4701185
1,9.25,407.4576,2.1557,-7.659490525,-38.54575,-52.078,-36.1458413,-4.76862,-11.41018,0.6580298,0.1556848,-1.814049,0.34281,0.3380168,0.2849065,98.79024,43.87,-5.0516,0.0220602,-2.9886,3.30555,7.27685,4.192575,5.449,9.1255,8.8278,14.110525,21.141,13.71925,1.573625,237.885,330.755,-7.659490525
