DOY2,HR2,FC,LE,H,SW_IN,TA,TS_1,RH,USTAR,PA,SW_OUT,NETRAD,PPFD_IN,TS_2,WS,G_1,G_2,G_3,G_4,SG_1,SG_2,CO2
1,0.25,0.7673835,0.790258,2.3003005985,0,-15.33266667,-0.245,80.3113,0.11872175,99.925,1.2151,0.481733333,0.0097504,-0.392,0.8631261825,-2.8395,-3.513,-4.983333333,-4.98875,-3.2535,-5.02,457.2625
1,0.75,0.68441775,0.775212,1.873405,0,-14.72433333,-0.222,80.408,0.12097,99.925,1.27273,0.328033,0.00945738,-0.384,0.797337869,-2.6178,-3.136758621,-4.7431,-5.41503,-3.053879311,-5.112665,456.4415
1,1.25,0.5849195,0.66655625,1.4633503135,0,-14.282,-0.214633333,80.1023,0.11566075,99.925,1.2471,0.951,0.0127634,-0.3884,0.633701523,-2.77127,-3.465466667,-5.0343,-5.55833,-3.209,-5.239615,456.76
1,1.75,0.4274495,1.1151775,3.06756,0,-14.0529166675,-0.2256,80.160075,0.121016,99.95,1.29134166675,1.48445833325,0.011437825,-0.37975,0.80388471825,-2.996225,-3.55159999975,-5.1955575,-5.679505,-3.32282916675,-5.57625875,457.087
1,2.25,0.510636252,0.9501365,3.0386525,0,-15.2675,-0.2405,80.63335,0.115032,99.95,1.25505,0.8148,0.01030495,-0.392,0.67514,-2.966735,-3.69805,-5.14708,-5.6888,-3.34645,-5.604885,457.02
1,2.75,0.51372875,0.932042235,2.20360051,0,-14.84375,-0.249,80.61325,0.12113625,99.9650000025,1.3997725,0.51005,0.012003525,-0.433,0.80905940825,-2.91714166675,-3.67348333325,-5.1174475,-5.7662175,-3.32022500025,-5.60719125,456.38
1,3.25,0.80868475,0.98761260625,1.7115997525,0,-14.211,-0.242,80.526,0.128630323,99.9,1.34443,0.5329,0.0157,-0.433,0.8520889595,-2.88237,-3.55813,-5.16957,-5.7372,-3.242283333,-5.616335,457.0875
1,3.75,0.59868425,1.35202,1.75874,0.00253,-14.867,-0.225,80.3267,0.127132389,99.9,1.2130975,0.190533,0.014632,-0.397,0.728415,-2.8994,-3.49623,-5.13427,-5.7958,-3.23595,-5.633235,457.264
1,4.25,0.50358269,1.4352225,2.2455325,0,-14.637,-0.239,80.423,0.12247975,99.95,1.12797,0.370666667,0.0148,-0.418,0.95879925,-2.9106,-3.47843,-5.0812,-5.8437,-3.511565,-5.6474,456.942
1,4.75,0.69345463,0.823423,1.3248425,0,-14.449,-0.256,80.258,0.11886,99.90666667,1.26567,1.33,0.0117349,-0.426,0.70934,-2.9244,-3.51073,-5.08253,-5.82663,-3.378398422,-5.653435,456.214
1,5.25,0.57262325,0.95460325,4.01166,0,-14.5011666675,-0.26371666675,80.9834,0.124985,99.9,1.200775,0.8055415,0.009124775,-0.4475,0.72434993,-2.9033925,-3.5019225,-5.1456075,-5.8844275,-3.19899250025,-5.623895,457.904
1,5.75,0.545692,1.16698,2.01315,0,-14.2189999975,-0.2575,80.7724,0.12239125,99.9,1.114965,0.97444975,0.01005451,-0.41925,0.71219621575,-2.93394416675,-3.5669525,-5.15733,-5.9360725,-3.38795541675,-5.7442475,457.845
1,6.25,0.651666,0.46716125,1.962871283,0,-14.63625,-0.2565,80.861425,0.12433315525,99.9,1.06241416675,1.2782825,0.0151527,-0.4235,0.74514475,-2.94606916675,-3.61099999975,-5.17222,-5.9589675,-3.254455,-5.639695,455.96
1,6.75,0.665624181,0.990365,2.840445,0,-13.3585,-0.2375,80.915675,0.12209225,99.9,1.07193250025,1.15394999975,0.02334005,-0.43125,0.75591725,-2.930745,-3.59421666675,-5.1888725,-5.95726750025,-3.2396945835,-5.64901625,456.03325
1,7.25,0.541023,1.90218,1.85417234075,0,-13.16,-0.237,80.145,0.1191395,99.82335,1.127,0.524666667,0.0235,-0.415,0.886348,-2.97787,-3.712266667,-5.19887,-5.99923,-3.336316667,-5.673135,455.32
1,7.75,0.6290655,1.12875656275,1.65586,0,-14.009,-0.227,79.901,0.111708,99.80835,0.98480025,0.5321,0.0143994,-0.414,0.84869475,-3.040033333,-3.841433333,-5.236166667,-5.98057,-3.3691,-5.707535,455.5325
1,8.25,0.5848745,1.09528,1.8737659815,0,-14.014,-0.221,80.2643,0.11429225,99.8,1.00787,0.5629,0.0241,-0.4086,0.82169625,-3.02757,-3.909933333,-5.1813,-5.9581,-3.351415,-5.70808,455.5845
1,8.75,0.395992067,0.76615,2.121385,0,-14.16025,-0.24875,80.5543,0.107643,99.785825,1.228375,0.575192,0.021347225,-0.41575,0.805756074,-3.006265,-3.9447325,-5.2627325,-5.9737325,-3.36753625,-5.7145,456.7645
1,9.25,0.708336427,1.60365,1.0133166965,0,-13.845,-0.23,79.879983335,0.120649,99.8,1.285185,0.6948,0.1317999485,-0.4255,0.79349875,-3.0031333335,-4.0677,-5.3636516665,-6.03445,-3.5123566665,-5.8258279395,457.474
1,9.75,0.4929345,0.896498479,1.70004,0.6273,-13.631,-0.227,79.68785,0.1120065,100,2.5181,0.5928165,1.52974,-0.40045,0.8511196545,-2.991465,-4.096633333,-5.3609,-6.0456833335,-3.586535,-5.8142758335,455.576
1,10.25,0.3921426145,1.4051775,2.5870825,2.6689575,-13.6935,-0.23228333325,79.229825,0.10873375,99.979975,6.76911666675,-0.93991675025,6.287555,-0.4035,0.9505645545,-2.958683333,-4.074708333,-5.32068583325,-5.94189166675,-3.53905416675,-5.8129325,455.55
1,10.75,0.5576355,1.27617,2.795735,7.923745,-13.66575,-0.2596166665,79.412825,0.13420117475,99.925,16.4709,-1.9968325,17.33,-0.42975,0.931093,-2.953725,-4.1046275,-5.27388083325,-5.98774999975,-3.56151875,-5.805135,458.534
1,11.25,0.506577,1.03963535225,1.28142,25.64035,-13.526,-0.28116666675,78.85005,0.11713,99.9015,40.6020000025,-2.4794425,37.71952,-0.44675,0.876691155,-2.933395,-4.1424725,-5.22378333325,-6.0008,-3.5783225,-5.75328375,461.9315
1,11.75,0.651109,1.76077,1.65871075,37.0150583325,-13.18775,-0.3124,78.7704,0.128031,99.90515,47.344175,-2.81277500025,52.62725,-0.45175,0.99759,-2.9594,-4.1919775,-5.1812225,-6.01854249975,-3.59637,-5.68049875,458.005
1,12.25,0.4936220195,1.87037827975,2.48589,47.2566,-12.679,-0.32042499975,78.9534416675,0.10704225,99.913775,62.435675,-4.8556175,65.858375,-0.45430000025,0.91020017625,-2.94148916675,-4.22007,-5.15366666675,-5.9873425,-3.58776625,-5.685767481,458.1765
1,12.75,0.69075225,1.49174,1.73573,51.654025,-12.541,-0.32925,78.604025,0.1155235,99.902425,69.1839,-5.84161,75.7741816675,-0.4745,0.958407,-3.03605,-4.1931925,-5.13918083325,-6.0404,-3.43582625,-5.60134125,457.71475
1,13.25,0.45172,1.219425787,1.638549127,57.7213250025,-12.44,-0.313925,78.4343249975,0.122569105,99.898325,69.9744,-3.76213,81.726675,-0.45125,1.008015,-2.9559475,-4.1137,-5.0697825,-5.91610583325,-3.3226930315,-5.5165225,459.745
1,13.75,0.433038,0.961669,0.817857,49.69766667,-12.529,-0.251,78.427,0.1171025785,99.9,61.108,-2.1209,67.3219,-0.426,1.031548848,-2.946133333,-4.1236,-5.0954,-5.865866667,-3.46323,-5.51395,457.16
1,14.25,0.55085,0.8960755,1.3711225,39.17365,-12.5925,-0.2015,78.496833335,0.11366825,99.9,47.803333335,-0.1102,58.03955,-0.396,1.04884364775,-2.9541833335,-4.0583,-5.10392,-5.8376666665,-3.2648825,-5.3720658335,456.23
1,14.75,0.493573,0.776031,0.3785305,26.8377,-12.365,-0.18,79.08533333,0.114804165,99.90665,36.86633333,-0.935433,44.9909,-0.359,0.939575,-2.936333333,-3.98807,-5.1146,-5.9169,-3.073666667,-5.413383334,457.246
1,15.25,0.658784,0.812397017,2.455763799,13.659925,-12.9675,-0.1665,79.3562,0.110797474,99.9,21.6745750025,-0.0551417,27.418775,-0.34975,0.9517,-2.9477975,-3.96546083325,-5.170225,-5.90194,-3.43158,-5.3223195655,454.52
1,15.75,0.583933171,0.57689175,1.9836375,4.63155,-13.1475,-0.16404166675,79.8339,0.107085199,99.9,10.0129825,2.204935,10.785625,-0.3195,0.835487,-2.96358916675,-3.93440833325,-5.182075,-5.8557775,-3.61527625,-5.2928475,455.47
1,16.25,0.44047,0.471309,1.90779,1.2393925,-13.72575,-0.1465083335,80.138275,0.116992,99.9025,3.3658,3.01051916675,4.09125575025,-0.3175,0.872401933,-2.9587,-3.88123083325,-5.180805,-5.8505725,-3.58455185675,-5.592490525,456.1225
1,16.75,0.81595,0.630485,1.547925,0.052241675,-14.0310833325,-0.16234999975,80.0274999975,0.1213325,99.90335,1.10433,2.8285275,0.5311385,-0.33192500025,0.7662816895,-2.9450725,-3.83609249975,-5.179765,-5.850465,-3.34981625,-5.69179999975,457.655
1,17.25,0.62363381375,0.210547,1.62122,0,-15.49075,-0.1545,80.469175,0.112303,99.905,0.88148325,2.748375,0.03915405,-0.33527499975,0.8261015,-2.9207175,-3.79899166675,-5.16631,-5.8222925,-3.31876875,-5.590498317,456.51
1,17.75,0.90161146975,0.466772,2.45787,0,-14.75375,-0.17,80.0313250025,0.12172775,99.95,0.8481915,2.29056,0.0064547075,-0.3345,0.7670025,-2.894325,-3.75471666675,-5.17417,-5.7987,-3.52548996675,-5.53528,457.007
1,18.25,0.98538775,0.14787525,1.275666428,0,-14.9139999975,-0.1985,79.6254249975,0.11526469575,99.94835,1.00646675,2.32404249975,0.01140865,-0.3575,0.81640875,-2.897715,-3.70107499975,-5.1596975,-5.75048,-3.52670062225,-5.5412075,455.75
1,18.75,0.796359606,0.75501925,2.23493,0,-15.1794166675,-0.19725,79.954475,0.109355,99.915,1.098115,2.30195,0.011963125,-0.383,0.8706650485,-2.8972675,-3.63897500025,-5.19225749975,-5.7633675,-3.48378575625,-5.57585051275,456.065
1,19.25,0.76101475,0.22729775,1.2244275,0,-15.94925,-0.20820000025,79.985825,0.1011855,99.93,1.0803975,2.1243525,0.0085100775,-0.40125,0.789227,-2.8887925,-3.5937075,-5.2514325,-5.7402275,-3.51297396325,-5.44686875,456.18
