DOY2,HR2,G_1_1_1,G_1_2_1,H,WS,USTAR,U_SIGMA,V_SIGMA,W_SIGMA,T_SONIC,T_SONIC_SIGMA,TAU,RH,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,PPFD_IN,PPFD_OUT
1,0.25,-1.3977,-1.254925,-1.574898119,7.94458680675,0.5946041575,2.1596008570125,2.0877099343625,0.8071997618,1.6924313375,0.873860703875,-0.00565625,93.1125,1.609525,0.0360000000000001,-0.43145,0.596975,-1.06715,-2.03185,-0.200125,0.885675,296.33,303.83,0.766325000000001,0.343
1,0.75,-1.40915,-1.237375,-2.70052357300001,7.8424498738,0.562191514,2.15283164464,2.03628513482,0.79069073512,1.4853771,0.912709597019999,-0.01104,94.0975,1.554975,0.04055,-0.44145,0.562,-1.06445,-1.40235,-0.15,0.766975,297.5575,303.3325,0.8244,0.327325
1,1.25,-1.4241,-1.21555,-1.000928717,7.1661812826,0.5253133892,1.96995250698,1.87982857294,0.7069101742,1.42446,0.923316691819999,-0.006372,94.525,1.719025,0.0330000000000001,-0.429175,0.576,-1.0742,-0.538599999999999,-0.0286999999999995,0.78155,298.4725,303.525,0.634050000000001,0.322075
1,1.75,-1.4271,-1.219,-5.7980403036,8.1133181936,0.5430183502,1.95683826806,2.06528145854,0.70399998666,1.8428588,0.840517023899999,-0.00499600000000001,94.4925,1.971425,0.0269750000000001,-0.416725,0.5877,-1.063475,-0.3866,-0.129599999999999,0.885700000000001,302.4025,304.045,0.974525,0.3374
1,2.25,-1.4271,-1.20985,-4.376291848875,7.836896810625,0.52812635725,1.9788633962125,2.154141658425,0.70194709315,1.7391789375,0.753589324225,-0.00933125,94.46,2.211575,0.0215250000000002,-0.400775,0.602975,-1.0685,-0.885074999999999,-0.180399999999999,0.790675,301,304.11,0.690725000000001,0.358
1,2.75,-1.422375,-1.2337,-3.576530667875,7.954983523375,0.579350396375,1.9096215219625,2.092496098475,0.6758593987875,1.733650825,0.8436522621875,-0.00718625,94.3925,1.955025,0.034225,-0.4098,0.6393,-1.066725,-0.322824999999999,-0.120499999999999,0.840875,300.685,305.9575,0.876175000000002,0.3482
1,3.25,-1.429125,-1.2457,-6.33836554080002,7.3678179696,0.476892004,1.84700457432,1.96339386786,0.64578141866,2.13017704,0.894124818859999,-0.011024,94.325,1.475575,0.0287500000000002,-0.4198,0.586,-1.05525,-0.0831499999999994,-0.242824999999999,0.872375,297.075,304.9575,0.953525000000001,0.327
1,3.75,-1.422375,-1.2541,-16.435237106,7.644597723,0.5288385194,1.93715591728,2.10053161626,0.6933411585,2.06324748,0.827829552699999,-0.010352,94.6625,1.611325,0.0303000000000001,-0.420225,0.5877,-1.059475,1.48145000000001,0.0109500000000009,0.868275,298.53,306.025,0.711725,0.29595
1,4.25,-1.431825,-1.2541,-10.84664474295,6.57999607005,0.48595918695,1.90451505253,2.026982256145,0.65761473039,1.65022065,0.93987313738,-0.0078885,94.3275,1.6692,0.0504750000000001,-0.40175,0.57795,-1.08575,0.83075000000001,-0.254125,1.14085,296.3825,306.6525,0.783450000000001,0.316875
1,4.75,-1.4244,-1.2541,-8.73534465020001,6.84274058435,0.4473214134,1.71703142188,1.78526839682,0.648030393025,1.389673905,0.88420099482,-0.0123985,94.225,1.7124,0.017225,-0.416475,0.569,-1.076175,-0.4036,-0.272675,0.790075,296.65,304.4025,0.973125000000001,0.3374
1,5.25,-1.412925,-1.23925,-6.23208967370001,6.3517403302,0.43515894485,1.80597028279,1.83240511326,0.62100110567,1.149232505,0.87857971594,-0.006027,93.7625,1.75185,0.0257500000000001,-0.4012,0.592,-1.072175,-0.58805,-0.2769,0.894500000000001,291.95,301.9975,0.788,0.244025
1,5.75,-1.415625,-1.234525,-3.38001142175,7.37192844295,0.46986472345,1.688579361325,1.64272727935,0.614197984095,1.024892535,0.954108196244999,-0.0078435,93.7625,1.592325,0.0426750000000001,-0.426725,0.596475,-1.048425,-0.687,-0.26745,0.953125,292.975,302.33,1.00845,0.3012
1,6.25,-1.415625,-1.2514,-4.28515040845001,7.5064999279,0.48035774625,1.767049923355,1.740066292795,0.650749436865,0.929070755,0.654452681435,-0.0051555,93.695,1.238325,0.0262500000000001,-0.41875,0.58745,-1.094325,-0.5829,0.326200000000004,1.0772,292.3675,303.0275,0.860800000000001,0.32135
1,6.75,-1.42375,-1.24195,-5.44517562430001,8.2777507335,0.5349758932,1.86255713572,1.722027942765,0.700284048785,1.39712147,0.663998661375,-0.0058765,93.46,1.584475,0.00722500000000004,-0.421275,0.619225,-1.093175,-0.554075,-0.0420249999999995,0.81205,292.6275,304.865,0.9364,0.301875
1,7.25,-1.45195,-1.256125,10.2812741376,7.96687999825,0.5182051839,1.902515936515,1.955920336455,0.67984363167,1.381393335,0.810950595755,-0.005217,93.6625,1.320125,0.0169750000000001,-0.423975,0.596975,-1.0796,-0.650099999999999,-0.1868,1.0783,293.625,302.7475,0.936725,0.3322
1,7.75,-1.438475,-1.256125,-5.21841415035001,7.692809921,0.4816268562,1.72265868996,1.67814640213,0.63028896408,1.10739937,0.781404838965,-0.00896100000000001,93.865,1.646525,0.027225,-0.4212,0.592175,-1.10765,-0.617199999999999,3.195575,5.626975,294.3275,303.4925,7.9619,8.879
1,8.25,-1.43325,-1.256125,-2.0178048641,7.58894422075,0.50568222515,1.813803449295,2.09188725826,0.62532715302,0.991227255,0.702221120955,-0.00727300000000001,93.9325,1.903575,0.038275,-0.407525,0.58665,-1.081625,1.95192500000001,70.337,53.12475,296.55,304.3875,68.979,85.5525
1,8.75,-1.430975,-1.256125,-0.185532028150002,7.63089854305,0.4857516183,1.85417648108,1.68965182106,0.683673123615,1.48984574,0.64322640018,-0.00662650000000001,93.9325,1.79635,0.0297500000000001,-0.433725,0.59175,-1.1015,42.624,184.41,127.6875,292.5525,304.3,217.175,244.8025
1,9.25,-1.401325,-1.258825,-3.34605469114999,7.67438563125,0.581614100775,2.1066131882975,1.8765729835675,0.7651342532,1.49032808,0.6409312448675,-0.00878824999999999,94.1,2.5353,0.01195,-0.421025,0.573725,-1.095375,84.462,306.385,210.6225,294.22,306.8,388.9625,439.66
1,9.75,-1.361075,-1.25815,-0.564956123024997,8.0538313736,0.538380660825,1.816422743935,1.86037737262,0.707023101365,1.5548087775,0.6653188178075,-0.014949,93.56,2.746025,0.00397500000000001,-0.42575,0.605175,-1.08475,98.86,388.5025,268.055,298.7875,307.665,528.2775,582.095
1,10.25,-1.362375,-1.226775,0.722118107400002,6.825453935125,0.45338716965,1.92060950802,1.645280628545,0.60264589638,1.72857448,0.5772836726075,-0.013025,93.8325,3.015975,0.0207250000000001,-0.423475,0.587525,-1.12035,97.8,462.6225,317,300.815,308.6325,691.945,740.095
1,10.75,-1.33885,-1.199775,2.8776324222,7.10851362095,0.41330818875,1.61770918819,1.453171526165,0.56921093182,1.83274284,0.610137247445,-0.025605,93.9325,3.116675,0.0147750000000001,-0.433475,0.579975,-1.109125,117.0075,548.4775,350.955,301.39,309.23,858.125,925.25
1,11.25,-1.3238,-1.1871,1.303691292325,6.7240761313,0.416118487525,1.6015199406375,1.6447298334375,0.548210339155,2.0472926175,0.4842189786725,-0.0150705,94.03,3.73395,0.0180250000000001,-0.425,0.571925,-1.07555,128.95,526.4775,397.15,303.1,309.065,878.475,905.125
1,11.75,-1.328525,-1.219375,3.630222509225,6.93327379665,0.44124468045,1.7138191269825,1.631695529775,0.6152963044575,2.5078871,0.41042407905,-0.018915,94.6925,3.701725,0.017225,-0.4177,0.572425,-1.11175,172.8,563.8275,407.8,303.69,311.245,916.225,948.3
1,12.25,-1.328525,-1.26055,2.8545928686,7.881417014,0.539163354,2.1560467386,2.02367197908,0.72628708624,2.67777372,0.40504148808,-0.023,94.8925,3.83565,0.00777500000000008,-0.4355,0.5712,-1.065675,155.18,593.59,454.48,302.4,311.8975,920.975,1012.45
1,12.75,-1.299925,-1.26325,1.3659741506,7.2884614086,0.4670024884,1.74289795076,2.18443074552,0.61882620048,3.02959252,0.6497662683,-0.01786,94.73,3.965675,0.013975,-0.41875,0.573,-1.092975,170.59,588.78,434.32,298.4925,311.265,909.975,999.65
1,13.25,-1.2944,-1.263575,4.25131400599999,7.5013531114,0.4741949058,1.76339127392,2.02391240934,0.64070574122,3.37588274,0.649592275359999,-0.010364,94.9325,4.2812,0.00250000000000006,-0.420775,0.5825,-1.0937,173.875,583.8575,403.1525,298.5075,310.765,904.075,953.45
1,13.75,-1.294725,-1.263575,3.119861113575,7.222172187175,0.444595841225,1.64079868317,1.73824441699,0.6232000041975,3.40793537,0.50811422816,-0.0197,94.63,4.71305,0.003,-0.419725,0.58445,-1.053325,116,526.15,413.3,298.87,310.7925,862.675,912.325
1,14.25,-1.28985,-1.26085,4.6763312034,7.552839008,0.4739413018,1.91466352216,1.84593690042,0.58693510042,3.40684598,0.535298177279999,-0.01934,93.8,4.8228,0.00949999999999994,-0.44165,0.6055,-1.0754,64.9194999999997,469.34,366.05,294.105,309.865,766.55,787.325
1,14.75,-1.2902,-1.26085,1.1214672625,8.22989549975,0.501839244375,1.8825806908,1.8298194244625,0.70629725985,3.3503834125,0.5353765467125,-0.0171125,93.21,4.75285,0.00544999999999996,-0.42255,0.5956,-1.08415,39.6964999999999,410.125,317.565,298.51,310.205,672.085,682.35
1,15.25,-1.28985,-1.26085,1.67944703679999,8.3950182768,0.4933847856,1.78691945856,1.96066158886,0.71710989176,3.3970567,0.4179210676,-0.01794,93.92,4.48435,0.0245499999999998,-0.4485,0.57845,-1.0619,26.2674999999999,339.645,259.99,293.7,308.21,543.62,550.365
1,15.75,-1.28335,-1.26085,1.14459467079999,7.5245961792,0.5199264274,1.83508006392,1.80865302212,0.70638419942,3.21213318,0.57696060676,-0.0284,93.88,4.2255,0.0369999999999999,-0.4241,0.58105,-1.07995,10.3605,258.73,194.985,297.33,306.875,405.87,408.51
1,16.25,-1.2937,-1.26085,5.44792460559999,7.3387072306,0.4446721546,1.77314382318,1.8289516893,0.66235176758,3.0791834,0.46423533918,-0.02176,93.645,4.01925,0.0174,-0.42205,0.6099,-1.07505,1.91899999999999,182.435,136.985,299.37,306.69,285.895,279.185
1,16.75,-1.31395,-1.2638,-2.99471845165,6.594868893575,0.412415112125,1.748253321955,1.7669494876725,0.612562768545,3.0256628075,0.553118626965,-0.00672225,93.135,3.74565,0.0319499999999999,-0.4406,0.59355,-1.07835,-1.712,91.125,65.153,294.015,305.57,129.185,129.12
1,17.25,-1.325,-1.26315,-0.705687739849999,7.12390398625,0.4562493348,1.6932292468775,1.6792216224875,0.682730021295,3.0045826075,0.66763539107,-0.0088415,93.035,2.96395,0.0143999999999999,-0.4399,0.57455,-1.05035,-1.70295,20.2345,14.704,295.625,304.25,25.795,29.332
1,17.75,-1.27495,-1.26315,0.0568803066500008,7.6630693009,0.48423898405,2.126287468805,2.1716746926725,0.721579278495,2.8210349925,0.66282359965,-0.008598,92.35,2.755,0.0164999999999999,-0.42655,0.58005,-1.0614,-1.5121,-0.0582000000000004,1.19255,295.505,304.57,1.40945,1.4668
1,18.25,-1.25965,-1.26315,1.05319140275,7.62038220725,0.48504687525,1.8288042777125,1.8850697915,0.67724312135,2.6470113875,0.8887141232375,-0.0080475,92.045,2.5988,0.04405,-0.42955,0.576,-1.071,-1.7185,-0.1171,0.82495,298.245,307.05,1.1278,0.30685
1,18.75,-1.25865,-1.25795,-0.420943964,7.815809657375,0.484121238875,1.8557687861875,1.8539935222125,0.6910740708125,2.5612988,0.766694997875,-0.01077,92.09,2.39264999999999,0.02105,-0.4241,0.582,-1.05455,-1.6074,-0.19455,0.823199999999998,297.55,307.585,1.0743,0.3016
1,19.25,-1.25865,-1.25795,0.229392300875,7.695147285,0.542736438375,1.9897360661125,1.9056187172875,0.73229202655,2.8415058625,0.828705561325,-0.00763375,93.275,2.15694999999999,0.02,-0.42655,0.5726,-1.05385,-1.1128,-0.242950000000001,0.803199999999999,295.69,303.895,0.939549999999999,0.3692
1,19.75,-1.259,-1.25795,-0.305832676625,7.357018568625,0.52767659125,2.0385649936625,1.99002533205,0.710659531575,2.8054296375,0.827153428975,-0.008755,93.29,2.27274999999999,0.0355999999999999,-0.4446,0.576,-1.0932,-0.981100000000003,-0.26255,0.736549999999999,296.78,303.79,0.790149999999999,0.35945
1,20.25,-1.25965,-1.256,-1.3290684982,7.3413323034,0.4592642308,1.88599517846,1.78551181802,0.69084063244,2.82968932,1.01092871576,-0.006424,93.04,2.15649999999999,0.0199999999999998,-0.456,0.57315,-1.09485,-1.33985,-0.22575,0.896749999999999,296.92,303.235,0.827199999999999,0.31725
1,20.75,-1.25965,-1.2534,2.0041925664,7.2408851858,0.4290840234,1.72301105006,1.66357525352,0.61104260032,2.61205104,0.929689321439999,-0.00720800000000001,93.395,2.2763,0.0208999999999999,-0.449,0.5651,-1.0524,-1.13145,-0.286,0.80985,296.535,302.505,0.793299999999998,0.327
1,21.25,-1.25965,-1.25795,-13.40100008425,7.63668506545,0.479973365775,1.8415294014675,1.7802424761975,0.671254876955,2.4316334775,0.87662541174,-0.006145,93.225,2.33375,0.006,-0.40605,0.55845,-1.04275,-1.0199,-0.027,0.80445,295.8,302.705,0.886349999999998,0.29185
1,21.75,-1.31135,-1.25795,-2.46843714180001,7.4300839068,0.4784423856,1.82429346638,1.6850981046,0.68027158518,1.91209986,0.86174725806,-0.004098,93.285,2.05335,0.01,-0.4476,0.566,-1.0598,-0.48755,0.0185499999999999,0.843949999999999,296.01,302.845,0.830349999999998,0.3326
1,22.25,-1.33215,-1.25795,-0.625643595200009,7.76592929775,0.5391373159,2.09559854956,1.942514416335,0.77097373351,1.7496333,0.831790664509999,-0.00812300000000001,92.97,2.2954,0.0145499999999999,-0.40955,0.5721,-1.06695,-0.571700000000002,0.000349999999999765,0.8855,294.295,303.935,0.753749999999999,0.3326
1,22.75,-1.39455,-1.25795,0.8339176602,7.8055403192,0.5534078246,2.16180628128,2.05911369584,0.79953224104,2.1679869,0.85408334726,-0.00870600000000001,92.98,2.1664,0.0275499999999999,-0.4441,0.56405,-1.0587,-0.596300000000003,0.0506499999999983,0.77,292.42,303.61,0.6386,0.3326
1,23.25,-1.39,-1.24885,-4.8290296282,7.7211813382,0.5482250476,2.0719763298,1.98628440564,0.79624266454,2.2477791,0.874780127319999,-0.003128,94.775,1.96575,0.0129999999999999,-0.42395,0.59705,-1.06365,-1.0372,-0.136800000000001,0.7529,291.055,304.275,0.509149999999999,0.3326
1,23.75,-1.39,-1.24885,-5.49536104600001,7.7408003484,0.587274994,1.99391568584,1.94391040464,0.79579754812,2.05905704,0.935990419159999,-0.00715000000000001,93.175,1.7678,0.00999999999999989,-0.42655,0.576,-1.0666,-0.9149,-0.0995500000000002,0.87625,290.755,303.255,0.548349999999998,0.35835
2,0.25,-0.105,1.005925,21.41918977295,7.61266477385,0.47575989325,1.73550686106,1.67348615772,0.636614349015,-5.080091405,0.88952568025,-0.003819,91.6575,2.87215,-0.244325,-0.561325,0.1941,-0.560625,8.76475,0.242925,1.209775,300.3125,307.4625,0.372525,0.26735
2,0.75,-0.105,1.01505,23.1560604577,8.0214793169,0.48546070875,1.771633516795,1.756066626085,0.657233417095,-4.96114233,0.874999047545,-0.0028845,92.7525,2.9181,-0.27085,-0.557225,0.1795,-0.5962,7.77769999999999,0.1447,0.992075,301.8075,307.28,0.310925,0.210875
2,1.25,-0.135775,1.015075,14.2090497444,7.3862634998,0.4518054414,1.77100900434,2.09021044402,0.6320557859,-4.66938114,0.947603142800001,-0.006686,93.1225,2.79005,-0.277325,-0.5809,0.177575,-0.6523,8.23029999999999,0.40315,0.723,303.105,306.3675,0.0593249999999998,0.22795
2,1.75,-0.0997500000000003,0.983725,2.8849701524,6.7695587288,0.4073809479,1.73657385397,1.72651581892,0.56425340003,-4.779359925,0.7216655831,-0.006669,93.305,2.8945,-0.274325,-0.590325,0.185825,-0.619225,6.925525,0.387074999999999,0.7259,300.3975,307.7175,0,0.251825
2,2.25,-0.1349,0.9823,1.855715646,6.97728492275,0.4419444295,1.652786019775,2.1495416436625,0.528371517925,-5.1167659125,0.6406915605875,-0.0044575,93.115,2.74445,-0.25085,-0.574225,0.167575,-0.646875,6.196975,0.359599999999999,1.080925,300.55,308.6475,0,0.250275
2,2.75,-0.149625,0.815225,1.07784406960001,7.0038871258,0.4901233324,2.04977529126,2.03253866796,0.64666095804,-3.2001505,0.664739132,-0.00427999999999999,93.935,2.599025,-0.267325,-0.584425,0.19935,-0.666475,6.286925,0.653424999999998,0.895324999999999,300.7,308.9875,0,0.24395
2,3.25,-0.188100000000001,0.8119,1.498142052,7.5723090952,0.4962472808,2.09625161626,1.8771199177,0.62889768324,-3.12635194,0.75359092816,-0.00449599999999999,94.2725,2.496925,-0.259075,-0.569825,0.20725,-0.679475,7.54045,0.775274999999999,1.0833,300.7875,309.1525,0.0593249999999998,0.258675
2,3.75,-0.164850000000001,0.774375,-0.697682433675001,7.5995409273,0.487734865725,1.76702346431,1.85755574095,0.6119964021775,-3.2922908525,1.347185421045,-0.004783,94.0575,2.5545,-0.252425,-0.561125,0.175675,-0.6814,6.92722499999999,0.185849999999999,0.736625,303.0725,310.91,0.118125,0.2884
2,4.25,-0.190925000000001,0.763925,-0.549529314375,7.1423605625,0.42719261625,1.6984782080875,1.75286343855,0.5809499433,-3.4364918375,1.1401036845125,-0.00774375,94.225,2.60925,-0.2656,-0.545475,0.167725,-0.705275,7.47239999999999,1.081575,0.97495,298.7275,311.925,0.0593249999999998,0.305675
2,4.75,-0.193775000000001,0.763925,9.52616188987498,7.97984913135,0.549115543425,2.30197965133,2.113505985555,0.7829166577825,0.378724007499996,0.69902508458,-0.0146825,94.1775,2.4152,-0.26065,-0.557425,0.1825,-0.72905,4.920875,0.436175,0.7747,296.8825,311.86,0.0293999999999999,0.3044
2,5.25,-0.222275000000001,0.763925,6.02242620875,8.0597823372,0.5405962927,2.048334252235,1.955607236115,0.747154590375,-0.749744799999997,0.790045179545,-0.01625,94.6575,2.152825,-0.249075,-0.5655,0.170575,-0.743875,4.279125,0.782624999999999,0.821575,298.505,311.355,0.056,0.3044
2,5.75,-0.243650000000001,0.763925,-0.877123010350001,7.996208637,0.492089312475,1.7416121889475,2.03276042024,0.6501292509525,-3.96644256,1.1457675850375,-0.00549005000000001,94.7,2.391425,-0.247325,-0.565325,0.176,-0.733525,3.37655,0.343875,0.766325,302.2025,312.4125,0.144725,0.328275
2,6.25,-0.203225000000001,0.763925,34.3848904478,8.476472199825,0.469335973,1.7388855676475,1.7712643825125,0.6529998922175,-4.19337243,1.070700836645,-0.011658,94.605,2.80595,-0.274325,-0.5819,0.165825,-0.7642,3.87267499999999,0.25315,0.672525,300.5725,312.375,0.0859249999999999,0.3044
2,6.75,-0.236300000000001,0.763925,0.069124707400003,7.6707648784,0.4679104174,1.78952479412,1.93461160334,0.6310645152,-4.1967966,0.70490569002,-0.00681,94.6525,2.758275,-0.2635,-0.569325,0.187575,-0.761375,2.47005,0.284249999999999,1.136775,305.925,310.555,1.05105,1.1359
2,7.25,-0.243650000000001,0.763925,5.641921881375,6.22272201525,0.392165289375,1.559257111875,1.5344177479,0.572558869375,-4.0267189625,0.7449523601625,-0.0153125,94.9,3.0664,-0.251925,-0.589475,0.181075,-0.76895,0.828649999999999,14.2275,17.10375,305.5125,309.205,23.3715,25.174
2,7.75,-0.243650000000001,0.763925,1.829353704,7.1351764872,0.4890388942,1.9544507043,1.74798328946,0.68703675226,-0.693686019999994,0.67836230258,-0.0113,94.91,2.9037,-0.261,-0.5655,0.186,-0.753525,12.09245,100.99375,77.7625,301.07,308.415,112.815,114.8175
2,8.25,-0.243650000000001,0.763925,15.4200856807,7.58220510865,0.466298024725,1.8018042092625,1.62257453747,0.6690319389775,-0.513534307500003,1.0727662855425,-0.0133975,94.8,3.1632,-0.23525,-0.550575,0.18935,-0.710025,20.2275,240.8,175.2675,293.09,309.0175,348.58,363.8625
2,8.75,-0.241550000000001,0.763925,6.85784086217499,6.9265164101,0.380437649025,1.60275813776,1.6512324070025,0.586377519705,-3.1459881775,0.41153002872,-0.01097775,94.005,3.77755,-0.2435,-0.560325,0.190575,-0.70505,106.825,328.4625,246.3825,296.9425,311.135,486.6975,505.085
2,9.25,-0.192200000000001,0.772475,0.569311802,8.2858653695,0.490710351,1.7538306807,1.9107877961,0.61690778065,-3.61759045,0.46984740775,-0.01485,93.615,4.038525,-0.274,-0.5595,0.1714,-0.6986,123.8325,434.61,329.4525,294.55,313.585,700.0825,707.0925
2,9.75,-0.188525000000001,0.815225,7.678150777,8.182426199,0.460399037,1.56611267385,1.7373906756,0.61879268265,-3.27272135,0.64170018975,-0.0116,93.0825,3.82465,-0.279425,-0.56425,0.16915,-0.6889,121.98,533.0175,381.4775,290.63,317.51,905.7,905.2
2,10.25,-0.188525000000001,0.815225,1.661471075425,8.129803143425,0.453563052625,1.72498241716,1.7143847370275,0.6258710281525,-3.12398723,0.468806526299999,-0.01563,92.8775,4.26185,-0.261925,-0.55165,0.172675,-0.633825,104.92,595.5975,411.86,289.8875,317.0575,969.375,974.625
2,10.75,-0.170150000000001,0.8147,8.37023744015,7.05326339495,0.4831129731,2.018117447965,2.037179510195,0.664831580485,-2.076660625,0.623445775395,-0.0094785,93.3875,4.4879,-0.261,-0.5709,0.1741,-0.627325,97.2079999999999,680.5225,422.68,292.9225,318.73,988.4,1026.8
2,11.25,-0.133400000000001,0.84225,13.53533426875,6.513154690875,0.534223376875,1.9853733814,2.0297475724375,0.64340837925,-1.9655627375,1.1722789425875,-0.0082075,93.4775,4.681,-0.257175,-0.567575,0.172825,-0.615825,79.84875,703.2775,450.7125,291.31,318.8675,1079.425,1096.775
2,11.75,-0.133400000000001,0.866,14.98278795625,6.666897080625,0.451414321,1.923560555175,2.2160329558875,0.6612580175125,-1.6851023625,0.6909076083375,-0.01033875,92.7925,4.72315,-0.26065,-0.58825,0.180575,-0.6028,77.75075,762.6625,455.4575,296.595,319.2525,1152.225,1180.325
2,12.25,-0.133400000000001,0.866,16.796721255,7.12844647575,0.513473704625,2.18968453335,2.0108798156875,0.6763924195625,-1.26940185,0.5742812867625,-0.00496125,92.6,4.653975,-0.262425,-0.570575,0.187575,-0.56615,89.0925,725.8075,477.5225,292.3475,319.91,1188.75,1198.05
2,12.75,-0.123425000000001,0.866,15.1864073325,6.705176320375,0.457980011625,1.880074871525,2.0624097067625,0.6392697032875,-0.8279399125,0.870971796075,-0.011225,91.41,5.00495,-0.249425,-0.557575,0.172675,-0.5378,89.1825,726.835,480.6125,296.02,320.9675,1188.875,1200.525
2,13.25,-0.0854250000000012,0.866,29.404985804,6.4748929492,0.4493828696,1.67005986714,1.7895229948,0.61364178214,-0.46337822,0.867635583719999,-0.006898,92.9,4.94225,-0.269425,-0.568425,0.180925,-0.490975,101.1325,709.595,459.7175,304.2425,320.1575,1153.5,1158.325
2,13.75,-0.0840000000000012,0.866,23.55840056,7.588359522125,0.53176196225,2.062652776925,2.066621401025,0.753125154675,-0.0048468375,0.5564714522,-0.011575,92.2575,4.7211,-0.256675,-0.582325,0.17125,-0.520925,83.875,654.1825,436.425,304.18,319.71,1094.45,1080.35
2,14.25,-0.0840000000000012,0.866,16.80719903125,7.926113206875,0.52565811875,1.8903604855625,1.9744355019125,0.715088496275,0.45925785,0.9539496335375,-0.00803,90.1625,4.57505,-0.26575,-0.544975,0.16915,-0.492725,74.8335,591.2525,407.965,301.6,319.6,993.7,978.075
2,14.75,-0.0835250000000012,0.866,8.587978988975,7.22038790445,0.511939684375,2.0598282436925,1.9872240070575,0.71625835011,0.759448815,0.75450502696,-0.00834200000000001,91.355,4.773025,-0.2656,-0.56685,0.177575,-0.47375,60.264,531.875,382.44,302.9075,319.205,903.875,890.9
2,15.25,-0.0835250000000012,0.8681,5.79761000159998,7.1135922399,0.49467383875,1.985033784635,1.826038673455,0.71747916056,0.61980661,0.33296734853,-0.007193,92.125,4.61765,-0.2635,-0.588425,0.179,-0.45975,56.18,428.8225,338.6,304.5775,318.3525,780.9225,766.5775
