DOY2,HR2,USTAR,TA,WS,FC,H,LE,TS_1,RH,PA,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,LW_IN,LW_OUT,H2O,G_1_1_1,G_2_1_1,G_3_1_1,G_4_1_1,CO2,FCH4,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1
1,0.25,0.0010364214,-39.136875,0,-0.894947006625,-66.005002215,-4.686124306,-11.27305,44.10476,84.22835,0.06309,-78.097,-0.148226065,-3.2490088,-0.231775,-0.86585,128.740775,161.74525,0.4686607696,-13.6200175,-27.008625,-17.702125,-8.6433,360.33018997,-14.61905905,-4.658792,-4.22917435,-3.70850335,-2.5765266,-2.27107065,-7.1961651,-5.0684894,-4.0186364,-3.35248295,-3.01838545,-6.58555585,-6.15432785,-4.99023605,-4.4431303,-4.15379895,-4.08889035,-3.8268032,-3.6799434,-2.8781556,-2.557063
1,0.75,0.001128879725,-39.3028,0,-0.98039075,-56.15626626225,-13.6270753385,-11.2913,41.91300125,89.5808,0.06192,-76.6988,-0.21478126,-3.789933825,-0.280525,-0.73535,127.547225,161.59125,0.3962206616,-13.563304,-27.116,-17.6488,-8.62188,356.81460086,-7.6923967,-4.575454525,-4.109623575,-3.619262575,-2.45688835,-2.14347655,-7.178609575,-5.0874496,-3.878150625,-3.19291485,-2.8351839,-6.4565781,-5.997232025,-4.749956025,-4.23637475,-3.973818125,-3.981253475,-3.61171185,-3.46482015,-2.6242971,-2.330335225
1,1.25,0.000840356825,-39.045,0,-1.08958586845,-88.0630657845,-6.409391063225,-11.31145,43.3175255,91.72153225,0.06192,-73.119725,-0.1742988975,-3.991348925,-0.26715,-1.040725,128.545,159.64125,0.408157806575,-13.539272,-27.194,-17.622,-8.61306,356.11401355,-14.321955775,-4.431399925,-4.0552952,-3.62098305,-2.425633475,-2.121638675,-7.27521865,-4.898694475,-3.81968775,-3.0956757,-2.7311701,-6.58992545,-6.09307865,-4.581160625,-4.11317595,-3.913281225,-3.9299825,-3.585672275,-3.307455825,-2.500714625,-2.2692726
1,1.75,0.000898879725,-39.4502,0,-0.9893614089,-80.593252516,-5.814891840625,-11.33625,45.787375,91.90715675,0.0472558374,-76.91455,-0.22103888,-3.702730075,-0.309725,-1.3723,128.03325,161.16825,0.528492271775,-13.516464,-27.2714,-17.605,-8.61614,359.817299495,-4.87279365,-4.564795675,-4.151157075,-3.706971375,-2.53833665,-2.1861019,-7.324139,-4.9518415,-3.82163305,-3.10939525,-2.810758925,-6.6646017,-6.1381675,-4.66523925,-4.295804125,-4.017911275,-3.957246675,-3.614664925,-3.3280585,-2.724410375,-2.472862275
1,2.25,0.001254669925,-38.964042,0,-0.96531202425,-54.11606215725,-7.54410323885,-11.35335,45.10692875,91.9564005,0.0606375,-75.259225,-0.157512885,-3.719948375,-0.282775,-1.144825,128.39125,161.4235,0.4316840471,-13.499832,-27.2988,-17.6156,-8.621,357.8903762325,-9.69162365,-4.582283725,-4.155266475,-3.593172475,-2.5580795,-2.263772925,-7.30797295,-5.079721875,-3.714451775,-3.0987924,-2.84266265,-6.6701051,-6.163420425,-4.639227,-4.3766874,-4.0288404,-3.971870525,-3.60615215,-3.450113625,-2.677276575,-2.40138545
1,2.75,0.0007812536,-39.06167,0,-1.10472389335,-83.342111976,-7.2178731232,-11.37215,45.406346,88.8832,0.060725,-74.382625,-0.1615954025,-3.669162375,-0.26435,-1.239275,128.45025,163.2995,0.5476544201,-13.500704,-27.2922,-17.6554,-8.6329,360.99880716,-0.931899025,-4.57835135,-4.0415285,-3.53511155,-2.307592925,-2.070479975,-7.293226025,-5.204361775,-3.6195803,-3.049535,-2.84841635,-6.608997575,-6.1355285,-4.781493575,-4.400243675,-4.064882925,-4.00640035,-3.6442412,-3.56847995,-2.77702705,-2.537966575
1,3.25,0.0010096726,-38.9132,0,-1.05126902075,-75.2188867465,-11.499284421,-11.3958,46.6212595,91.772925,0.064547357725,-72.54155,-0.175034765,-3.830512875,-0.274525,-0.887575,128.7175,163.94475,0.4146478712,-13.497024,-27.2642,-17.685,-8.64438,357.61228621,-3.7218357375,-4.576943475,-4.04090265,-3.48379125,-2.2392487,-1.9610694,-7.2180408,-5.139326275,-3.631571525,-2.97650235,-2.801578175,-6.6335614,-6.1746464,-4.815888025,-4.410256325,-4.106847425,-3.915148575,-3.57337385,-3.58285655,-2.807797775,-2.646186925
1,3.75,0.00081864035,-39.271392,0,-1.07866235125,-78.0672754675,-18.504746658,-11.41355,42.411977,91.05092,0,-80.43595,-0.28800762,-3.61291065,-0.267775,-0.750925,128.35325,163.392,0.5770310671,-13.481672,-27.2516,-17.7068,-8.64726,357.40788935,-6.51177245,-4.61935015,-4.09294225,-3.41388395,-2.265262675,-1.890271225,-7.144186925,-5.23281305,-3.6850153,-2.853897425,-2.62999175,-6.712865025,-6.22411705,-4.8411351,-4.28266655,-4.0345378,-3.97292275,-3.489207775,-3.448248625,-2.638376675,-2.44380455
1,4.25,0.0008545286,-39.088056,0,-1.1296542623,-80.346578148,-4.8831412432,-11.4324,44.139775,91.81933,0.0640241432500001,-75.6676,-0.2741668175,-3.77521575,-0.2773,-1.2479,127.3305,162.73525,0.478109533175,-13.465792,-27.2384,-17.7436,-8.64366,357.527042985,-15.1905759,-4.695880975,-4.0811882,-3.358481825,-2.282907275,-1.922537925,-7.098219675,-5.189706075,-3.74303405,-2.89508015,-2.665616775,-6.6931082,-6.204994475,-4.76249905,-4.385870725,-4.0246143,-3.987002925,-3.570220775,-3.4002222,-2.752027825,-2.60707955
1,4.75,0.00068265605,-38.83718,0,-1.8281143464,-68.02859590575,-14.905664848,-11.4537,46.367475,91.7445025,0.029165649625,-70.90165,-0.50010544,-3.599996675,-0.274675,-1.164725,127.9325,163.21625,0.554108537625,-13.452876,-27.2554,-17.775,-8.64204,359.999277385,-7.854233175,-4.5838539,-3.973457075,-3.43820295,-2.31043235,-2.015535975,-7.036466925,-5.083695075,-3.77430155,-3.0322548,-2.8332739,-6.73945415,-6.1698012,-4.77130705,-4.33729965,-4.182347125,-4.08220795,-3.67181925,-3.48236025,-2.849419175,-2.612357425
