DOY2,HR2,FC,H,LE,TAU,TA,RH,NETRAD,SW_IN,SW_OUT,PPFD_IN,PPFD_OUT,APAR,FAPAR,WS,USTAR,PA,G,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1
1,11.25,-2.9575,-25.235,2,-0.356898,-18.475,52.6225,-28.78,51.8925,4.8,105.065,7.9225,0,0,0.974,0.01,96.916,-16.01,-4.7,-3.055,-0.5775,1.4
1,11.75,-1.95,-21.56,2.5625,-0.39214075,-17.975,51.425,-28.395,53.285,4.82,123.925,8.27,0,0,0.88425,0.01,96.8325,-13.7,-4.5175,-2.975,-0.575,1.4
1,12.25,-2,-22.265,2.425,-0.41199925,-17.6,48.5375,-32.8625,50.525,4.925,124.285,7.575,0,0,0.874,0.01,96.92075,-15.1,-4.4175,-2.875,-0.575,1.4
1,12.75,-2.67,-30.2425,3.6275,-0.44394625,-17.3175,47.255,-37.4225,50.5925,4.6,120.08,7.5,0,0,0.9795,0.05,96.9105,-14.835,-4.245,-2.775,-0.575,1.4
1,13.25,-1.8575,-27.95,2.375,-0.447188,-17.1725,46.355,-36.7025,44.625,3.95,101.3,7.4,0,0,0.999,0.034,96.883,-14.725,-4,-2.7,-0.5725,1.4
1,13.75,-1.7,-33.0875,2.9,-0.4041535,-17,45.925,-37.075,39.675,3.525,86.51,6.4,0,0,1.212,0.06,96.93125,-15.225,-3.8725,-2.6,-0.575,1.4
1,14.25,-1.3425,-28.9,3,-0.4294,-16.95,46.625,-35.575,32.325,3.4,70.625,6.325,0,0,1.1385,0.06,96.851,-18.4075,-3.8,-2.575,-0.5,1.4
1,14.75,-1.5,-36.9,1.31,-0.43197425,-16.75,46.275,-39.175,26.925,2.325,56.78,4.125,0,0,1.13,0.05,96.8315,-25.125,-3.775,-2.5,-0.575,1.4
1,15.25,-1.225,-39.755,0.7525,-0.39969125,-16.825,46.475,-48.045,17.625,1.7,37.845,2.7,0,0,1.1695,0.05,96.826,-31.525,-3.775,-2.475,-0.575,1.4
1,15.75,-1.0875,-46.45,0.1375,-0.353175,-17.0725,48.455,-58.6975,6.41,0.4275,0,0,0,0,1.0715,0.02,96.8615,-41.8875,-3.8,-2.4725,-0.5725,1.4
1,16.25,-0.3,-51.725,-1.115,-0.3562025,-17.145,50.2275,-71.125,0,0,0,0,0,0,1.2085,0.025,96.826,-49.575,-3.9725,-2.445,-0.6,1.4
1,16.75,-0.35,-53.74,-2.8225,-0.3711465,-17.5725,51.775,-75.1175,0,0,0,0,0,0,0.9915,0.01775,96.823,-54.6875,-4.145,-2.3725,-0.6,1.4
1,17.25,-0.65,-60.54,-3.72,-0.3456125,-17.8725,54.72,-74.0175,0,0,0,0,0,0,0.9285,0.01,96.9315,-54.925,-4.2,-2.3725,-0.6,1.4
1,17.75,-0.745,-54.865,-3.7375,-0.3810855,-18.345,56,-73.8175,0,0,0,0,0,0,0.899,0.01,96.7715,-55.545,-4.4,-2.4,-0.6,1.4
1,18.25,-0.3,-53.67,-3.77,-0.370118,-18.7,57.8,-76.305,0,0,0,0,0,0,0.8,0.01,96.8,-56.74,-4.5,-2.5,-0.6,1.4
1,18.75,-0.53,-51.8225,-4.7,-0.386501,-18.8675,57.5975,-75.225,0,0,0,0,0,0,0.61,0.01,96.79675,-54.0625,-4.6675,-2.5675,-0.6,1.4
1,19.25,-0.45,-51.9375,-4.265,-0.36460025,-19.4675,59.495,-73.5,0,0,0,0,0,0,0.649,0.01,96.82125,-50.5025,-4.7675,-2.5675,-0.6,1.4
1,19.75,-0.2,-55.035,-4.455,-0.387278,-19.67,60.56,-73.28,0,0,0,0,0,0,0.564,0.01,96.83,-48.06,-4.87,-2.6,-0.6,1.4
1,20.25,-0.1,-50.7375,-4.075,-0.38647425,-19.97,60.93,-73.83,0,0,0,0,0,0,0.554,0.01,96.83625,-46.45,-4.9,-2.6,-0.6,1.4
1,20.75,-0.495,-46.6125,-5.46,-0.36511,-20.41,60.12,-72.49,0,0,0,0,0,0,0.7145,0.01,96.7225,-44.64,-5,-2.6,-0.6,1.4
1,21.25,-0.3,-46.235,-4.025,-0.348334,-20.3,60.3,-73.7,0,0,0,0,0,0,0.55,0.01,96.76,-44.71,-5.07,-2.7,-0.6,1.4
1,21.75,-0.4,-42.235,-4.255,-0.388095,-20.44,59.13,-74.17,0,0,0,0,0,0,0.70325,0.01,96.71,-44.82,-5.14,-2.77,-0.6,1.4
1,22.25,-0.3,-47.68,-4.84,-0.36188,-20.64,60.8,-72.41,0,0,0,0,0,0,0.549,0.01,96.67625,-44.12,-5.17,-2.87,-0.67,1.4
1,22.75,-0.2,-47.075,-3.84,-0.32748,-20.14,60.91,-74.8,0,0,0,0,0,0,0.48,0.01,96.68,-44.5325,-5.17,-2.95,-0.6,1.4
1,23.25,-0.4,-48.04,-5.21,-0.29811275,-20.38,60.2,-73.9425,0,0,0,0,0,0,0.6025,0.01,96.62825,-43.8,-5.17,-2.9725,-0.67,1.4
1,23.75,-0.3,-46.21,-5.12,-0.298666,-20.6725,60.065,-72.8425,0,0,0,0,0,0,0.5085,0.01,96.584,-48.05,-5.1725,-3.0725,-0.6725,1.32
2,0.25,-0.255,-54.88,-5.03,-0.30331,-20.48,55.005,-78.66,0,0,0,0,0,0,0.58625,0.01,94.10825,-53.95,-5.545,-3.3,-1.6,0.1
2,0.75,-0.6,-50.0825,-3.5975,-0.314155,-21.1475,55.9,-76.945,0,0,0,0,0,0,0.536,0.01,94.0585,-54.45,-5.54,-3.3,-1.6,0.1
2,1.25,-0.345,-55.1,-4.4875,-0.28467,-21.09,55.73,-77.8275,0,0,0,0,0,0,0.61675,0.01,93.8515,-51.6175,-5.5,-3.4,-1.6,0.1
2,1.75,-0.3,-47.325,-4.6,-0.33691,-21.4475,55.7775,-80.2525,0,0,0,0,0,0,0.4235,0.01,93.675,-52.49,-5.5,-3.4,-1.6,0.1
2,2.25,-0.4,-44.525,-3.79,-0.32132,-21.235,56.505,-79.405,0,0,0,0,0,0,0.537,0.01,93.4925,-59.755,-5.5,-3.445,-1.6,0.1
2,2.75,-0.4725,-41.445,-4.21,-0.270027,-21.5,56.85,-76.8175,0,0,0,0,0,0,0.45,0.01,93.318,-57.1,-5.495,-3.5,-1.6,0.1
2,3.25,-0.5,-42.9175,-4.375,-0.25886,-21.65,56.7,-79.8775,0,0,0,0,0,0,0.42675,0.01,93.047,-57.9,-5.495,-3.5475,-1.6,0.1
2,3.75,-0.685,-47.43,-3.02,-0.27075125,-21.9375,56.52,-81.68,0,0,0,0,0,0,0.55675,0.01,92.9105,-57.985,-5.535,-3.69,-1.6,0.1
2,4.25,-0.5,-41.14,-3.95,-0.263651,-22,57.9675,-80.56,0,0,0,0,0,0,0.4705,0.01,92.80325,-58.14,-5.6425,-3.69,-1.6,0.1
2,4.75,-0.5,-47.2475,-4.06,-0.2807345,-21.8475,59.305,-79.8375,0,0,0,0,0,0,0.3935,0.01,92.654,-56.77,-5.64,-3.685,-1.6,0.1
2,5.25,-0.6,-44.15,-5.8875,-0.33884775,-21.98,57.61,-79.98,0,0,0,0,0,0,0.5225,0.000750000000000011,92.4725,-56.9025,-5.6425,-3.685,-1.6,0.1
2,5.75,-0.7825,-43.69,-4.12,-0.315418,-22.095,58.32,-79.77,0,0,0,0,0,0,0.357,0,92.354,-54.4125,-5.59,-3.745,-1.6,0.1
2,6.25,-0.7,-41.86,-4.205,-0.287164,-22.295,59.7575,-80.475,0,0,0,0,0,0,0.497,0,92.1845,-57.6325,-5.59,-3.745,-1.6,0.1
2,6.75,-0.4,-46.9375,-3.31,-0.275765,-22.6,59.3725,-77.085,0,0,0,0,0,0,0.44,0.01,92.36775,-59.0225,-5.635,-3.745,-1.645,0.1
2,7.25,-1.25,-51.98,-3.275,-0.28609,-22.59,58.7525,-60.6125,0,0,0,0,0,0,0.3365,0.01,94.07225,-53.69,-5.68,-3.8,-1.645,0.1
2,7.75,-1.12,-40.015,-1.335,-0.330994,-22.195,57.815,-53.1,9.6425,1.0475,13.18,1.85,0,0,0.533,0.01,94.70375,-40.8075,-5.69,-3.8,-1.645,0.1
2,8.25,-2.4775,-32.745,-0.727499999999999,-0.347263,-21.4475,56.0775,-49,21.6225,2.7475,38.9,5.65,0,0,0.42,0.01,96.221,-33.385,-5.7,-3.8,-1.645,0.1
2,8.75,-2.6375,-30.56,-0.4075,-0.391508,-20.69,54.12,-58,38.2925,4.7475,57.7,8.05,0,0,0.574,0.01,96.6895,-22.3325,-5.645,-3.9,-1.645,0.1
2,9.25,-2.465,-28.725,0.2,-0.3596295,-19.2475,52.305,-85,37.965,5.5425,80.7,10.9,0,0,0.677,0.01,96.95425,-20.195,-5.535,-3.9,-1.645,0.1
2,9.75,-2.71,-23.48,1,-0.37929175,-18.7,49.44,-99.4025,50.1,5.85,102.1625,12.0675,0,0,0.731,0.01,96.99,-16.595,-5.3,-3.9,-1.64,0.1
2,10.25,-2.1225,-23.81,1.6,-0.427388,-17.945,47.03,-87.47,54.3,8.4,124.6925,14.6,0,0,1.01,0.01075,96.94,-15.845,-5.02,-3.8,-1.6425,0.1
2,10.75,-3.15,-23.64,2.475,-0.36674,-17.245,45.61,-79.815,67.45,8,145.2575,13.4675,0,0,0.82675,0.02,96.9055,-13.39,-4.8,-3.8,-1.64,0.1
2,11.25,-2.5,-26.935,2.82,-0.3696605,-16.4425,44.6,-68.1775,67,9.2,138.765,15.0875,0,0,0.966,0.0215,96.90975,-12.57,-4.475,-3.7,-1.6375,0.1
2,11.75,-1.75,-33.18,3.3,-0.3700805,-16.025,41.9725,-74.6975,74.7575,10.9675,177.345,17.17,0,0,1.054,0.03175,96.915,-9.6425,-4.3,-3.64,-1.6375,0.1
2,12.25,-1.7,-36.5725,4.4875,-0.410234,-16.1275,40.635,-73.8875,65.73,8.9575,136.48,13.93,0,0,1.176,0.05,96.921,-10.525,-4,-3.54,-1.64,0.1
2,12.75,-1.755,-32.01,4.8525,-0.4013945,-15.94,39.46,-59.21,66.5725,8.005,113.08,13.8725,0,0,1.27,0.05,96.8355,-9.42,-3.7375,-3.54,-1.64,0.1
2,13.25,-1.8,-36.8875,4.76,-0.403314,-15.6,37.92,-63.735,63.425,7.8175,126.18,13.19,0,0,1.067,0.022,96.8075,-11.12,-3.54,-3.34,-1.64,0.1
2,13.75,-1.34,-39.65,4.3675,-0.393123,-15.285,37.9875,-75.61,56.03,8.2,121.235,14.25,0,0,1.4405,0.071,96.8075,-10.54,-3.48,-3.24,-1.64,0.1
2,14.25,-1.4125,-35.335,4.27,-0.402302,-15.12,37,-81.21,45.855,7.1875,95.4275,11.95,0,0,1.12425,0.0215,96.8395,-13.24,-3.42,-3.08,-1.6375,0.1
2,14.75,-1.2,-35.8125,3.155,-0.4080985,-15.07,36.905,-69.86,39.955,4.9575,90.105,10.165,0,0,1.446,0.0415,96.875,-17.28,-3.38,-3.09,-1.645,0.1
2,15.25,-1.23,-42.69,2.4725,-0.4047285,-15.185,36.9875,-60.93,36.63,4.2,71.025,9.41,0,0,1.46,0.07,96.72525,-24.4975,-3.385,-2.985,-1.7,0.1
2,15.75,-1.31,-39.705,1.8,-0.3924025,-15.08,36.9775,-55.69,24.4875,3.51,51.775,7.2675,0,0,1.529,0.07,96.73675,-38.295,-3.4425,-2.9425,-1.7,0.1
2,16.25,-0.84,-49.9425,0.26,-0.33786125,-15.19,38.8,-59.945,16.8,1.9525,24.145,4.4675,0,0,1.30075,0.04225,96.74625,-46.68,-3.445,-2.845,-1.7,0.1
2,16.75,-0.915,-56.49,-0.4725,-0.33239,-15.8,38.8,-71.515,3.82,0.0525,0,0,0,0,1.38175,0.032,96.675,-59.09,-3.5,-2.8,-1.7,0.1
2,17.25,-0.5,-59.275,-2.865,-0.333448,-16.5,41.3,-77.14,0,0,0,0,0,0,1.2745,0.032,96.357,-68.455,-3.4425,-2.8,-1.7,0.1
2,17.75,-0.5075,-62.025,-3.12,-0.30537625,-17,43.625,-83.9375,0,0,0,0,0,0,1.011,0.01,95.8405,-74.5125,-3.6,-2.8,-1.7,0.1
2,18.25,-0.3,-60.0425,-3.71,-0.342857,-17.3375,47.4125,-83.25,0,0,0,0,0,0,0.79,0.01,95.752,-72.6625,-3.735,-2.835,-1.7,0.1
2,18.75,-0.71,-64.01,-3.5175,-0.321253,-17.79,48.81,-81.58,0,0,0,0,0,0,0.73,0.01,95.64625,-68.2125,-3.9,-2.8,-1.7,0.1
2,19.25,-0.62,-65.3075,-3.56,-0.3135135,-18.5125,48.8475,-81.14,0,0,0,0,0,0,0.771,0.01,95.60375,-65.06,-4.02,-2.8,-1.7,0.1
2,19.75,-0.43,-69.2,-3.58,-0.360177,-18.7125,51.6575,-79.5,0,0,0,0,0,0,0.681,0.01,95.36675,-62.255,-4.18,-2.9,-1.7,0.1
2,20.25,-0.2,-58.25,-3.8625,-0.32703875,-18.955,53.195,-79.8,0,0,0,0,0,0,0.64875,0.01,95.236,-60.6225,-4.34,-2.94,-1.7,0.1
2,20.75,-0.68,-55.95,-3.68,-0.2559475,-18.79,53.295,-79.7775,0,0,0,0,0,0,0.5265,0.01,95,-61.115,-4.5,-3,-1.7,0.1
2,21.25,-0.5,-51.98,-3.435,-0.29373125,-18.8,53.245,-79.5625,0,0,0,0,0,0,0.421,0.01,94.8695,-58.35,-4.7425,-3.0425,-1.6425,0.1
2,21.75,-0.4,-53.795,-5.615,-0.285783,-19.445,51.795,-79.22,0,0,0,0,0,0,0.51025,0.01,94.756,-57.08,-5,-3.14,-1.6,0.1
2,22.25,-0.6475,-56.64,-3.995,-0.261002,-20.0425,51.6325,-78.24,0,0,0,0,0,0,0.413,0.01,94.6175,-55.535,-5.2,-3.1425,-1.6,0.1
2,22.75,-1.1025,-56.3425,-3.2225,-0.28995,-20.245,54.03,-77.14,0,0,0,0,0,0,0.466,0,94.4775,-54.395,-5.28,-3.2,-1.6,0.1
2,23.25,-0.3475,-54.5125,-4.0075,-0.300378,-20.5275,53.515,-78.28,0,0,0,0,0,0,0.3795,0,94.317,-54.595,-5.38,-3.2425,-1.6,0.1
2,23.75,-0.3,-47.975,-3.66,-0.27652,-20.9,54.335,-78.425,0,0,0,0,0,0,0.4665,0,94.196,-54.285,-5.38,-3.24,-1.6,0.1
3,0.25,-0.535,-55.585,-2.45,-0.4014,-10,49.18,-79.92,0,0,0,0,0,0,0.43625,0.01,94.1405,-73.08,-1.6525,-0.7,-0.5,0.5
3,0.75,-0.5525,-54.48,-2.3525,-0.38422675,-10.32,49.22,-81.42,0,0,0,0,0,0,0.46,0.01,93.901,-70.92,-1.6525,-0.7,-0.5,0.5
3,1.25,-0.29,-54.4875,-2.55,-0.3813055,-10.875,49.5375,-82.83,0,0,0,0,0,0,0.423,0.01,93.80225,-71.2125,-1.6525,-0.7525,-0.5,0.5
3,1.75,-1.145,-50.8875,-2.03,-0.394953,-11.0125,50.5625,-81.03,0,0,0,0,0,0,0.3565,0,93.642,-66.925,-1.6525,-0.8,-0.5,0.5
3,2.25,-0.7,-45.65,-1.705,-0.308639,-11.0625,52.4125,-81.6575,0,0,0,0,0,0,0.38875,0.01,93.4725,-66.1375,-1.6525,-0.8525,-0.5,0.5
3,2.75,-0.5,-48.365,-2.91,-0.332424,-11.225,54.6375,-79.9075,0,0,0,0,0,0,0.36,0.01,93.1875,-60.9625,-1.6525,-0.8525,-0.5,0.5
3,3.25,-0.565,-46.68,-2.1,-0.3161155,-11.2,54.26,-78.78,0,0,0,0,0,0,0.45,0.00575000000000001,92.93,-60.3125,-1.805,-0.8525,-0.5,0.5
3,3.75,-0.65,-46.68,-3.665,-0.314,-11.36,52.32,-78.155,0,0,0,0,0,0,0.403,0.00550000000000001,92.72675,-58.58,-1.9575,-0.9,-0.5,0.5
3,4.25,-0.6,-47.8425,-4.5,-0.298883,-11.46,52.72,-77.12,0,0,0,0,0,0,0.37,0.01,92.582,-59.26,-2.1525,-0.9525,-0.5,0.5
3,4.75,-0.495,-46.3,-4.11,-0.3293395,-11.7,51.96,-77.5,0,0,0,0,0,0,0.41625,0,92.54,-61.82,-2.3,-1.005,-0.5,0.5
3,5.25,-0.3,-48.22,-3.99,-0.31522275,-11.7575,52.2075,-78.625,0,0,0,0,0,0,0.47,0.00575000000000001,92.43625,-57.9,-2.3,-1.05,-0.5,0.5
3,5.75,-0.4875,-43.46,-3.3875,-0.31411325,-11.815,51.48,-76.8775,0,0,0,0,0,0,0.51625,0.01,92.397,-59.4475,-2.45,-1.05,-0.5,0.5
3,6.25,-0.3,-41.6625,-3.81,-0.35051225,-11.615,52.2425,-65.8225,0,0,0,0,0,0,0.39625,0.01,92.379,-58.6725,-2.5,-1.1,-0.5,0.5
3,6.75,-2,-41.7875,-0.4125,-0.3424435,-11.455,52.3,-52.255,1.625,0,0,0,0,0,0.3,0.01,93.19575,-46.5475,-2.5,-1.2,-0.5,0.5
3,7.25,-1.945,-32.9875,0.355,-0.36062875,-11.1,49.16,-25.81,12.345,1.2,20.34,1.745,0,0,0.4295,0.01,94.195,-38.295,-2.55,-1.2,-0.5,0.5
3,7.75,-2.3,-24.135,0.695,-0.343021,-10.355,47.95,-30.175,21.03,2.145,43.78,4.1,0,0,0.653,0.0255,96.645,-27.51,-2.5,-1.15,-0.5,0.5
3,8.25,-2.2075,-20.2775,1.65,-0.4104995,-9.81,45.69,-21.505,36.18,3.2,67.68,6.345,0,0,0.5665,0.03525,96.855,-25.295,-2.3,-1.15,-0.5,0.5
3,8.75,-2.46,-13.5425,4.525,-0.43067,-8.6525,41.5,-8.4775,43.175,4.1475,84.9,7.6425,0,0,0.7665,0.01,96.9655,-17.73,-2.1,-1.15,-0.45,0.5
3,9.25,-2.5125,-16.775,3.225,-0.4159465,-8.3,38.245,3.59,48.345,4.345,113.46,8.435,0,0,0.8265,0.04,97.0425,-15.755,-1.95,-1.15,-0.45,0.5
3,9.75,-1.4,-15.14,4.9975,-0.466825,-7.755,36.54,6.93,51.03,4.845,108.76,8.945,0,0,0.886,0.01,97.318,-16.485,-1.75,-1.1,-0.45,0.5
3,10.25,-1.73,-11.6725,10.9,-0.43919,-7.565,34.4,11.63,58.035,4.545,130.1,9.36,0,0,0.766,0.01,97.24125,-13.3575,-1.55,-1.05,-0.5,0.1
3,10.75,-1.4,-6.455,9.825,-0.465062,-7.2575,32.59,11.385,65.2,4.995,151.0625,9.8025,0,0,0.84,0.01,97.33125,-13.655,-1.45,-1.05,-0.5,0.1
3,11.25,-2.2375,-7.705,12.005,-0.45804,-6.8525,30.8,13.145,71.8875,5.39,161.1125,10.8175,0,0,0.8685,0.01,97.256,-11.875,-1.35,-1.05,-0.5,0.1
3,11.75,-2.035,-8.22,12.525,-0.493395,-6.3525,29.69,17.645,71.475,7.4375,170.6875,12.48,0,0,1.053,0.01,97.277,-15.11,-1.3,-1,-0.5,0.1
3,12.25,-2.0475,-9.225,12.7725,-0.492295,-6.005,28.8425,15.37,64.28,6.3375,144.325,11.5225,0,0,1.193,0.01,97.37,-11,-1.2,-1,-0.5,0.1
3,12.75,-1.6,-8.335,13.96,-0.49075325,-5.85,27.5,19.8,71.1,6.65,142.54,11.7,0,0,0.933,0.01,97.34,-19.5,-1.1,-1,-0.5,0.1
3,13.25,-1.615,-10.55,10.755,-0.491527,-5.55,26.45,22.35,73.3,6.65,150.7,12.9,0,0,1.033,0.01,97.265,-21.5,-1.1,-0.8475,-0.5,0.1
3,13.75,-1.24,-9.8875,9.305,-0.487181,-5.45,26,13.7,69.75,6.55,141.445,10.6,0,0,1.15725,0.01,97.24875,-27.75,-1.0475,-0.795,-0.5,0.1
3,14.25,-1.1,-14.665,9.58,-0.52102825,-5.5,26,10.9,62.65,6.05,138.275,11.7,0,0,0.97375,0.01,97.264,-33.6,-1,-0.7475,-0.5,0.1
3,14.75,-0.855,-17.2025,8.56,-0.5182795,-5.4,25.8325,2.85,38.9,4.2,78.9375,8.35,0,0,1.2885,0.01,97.35125,-47.6625,-1,-0.7475,-0.5,0.1
3,15.25,-1.245,-28.8,9.9125,-0.4811015,-5.4575,25.8425,2.4325,38.295,3.1475,81.7325,7.2375,0,0,1.3755,0.0555,97.30125,-51.65,-0.85,-0.75,-0.5,0.1
3,15.75,-1.02,-35.82,8.105,-0.4832485,-5.4,25.2475,-4.6025,29.785,2.9475,58.19,5.9475,0,0,1.0335,0.01,97.3265,-68.105,-0.8,-0.65,-0.5,0.1
3,16.25,-0.6,-40.3825,6.025,-0.4217315,-5.7,26.145,-16.5,19.77,2.09,42.7875,4.4,0,0,1.6095,0.06,97.3735,-90.005,-0.7,-0.6,-0.5,0.1
3,16.75,-0.7,-46.06,2.63,-0.416045,-6.11,26.095,-30.7,14.145,1.245,27.09,2.245,0,0,1.3265,0.05,97.334,-108.305,-0.7,-0.55,-0.5,0.1
3,17.25,-0.1,-57.16,2.6075,-0.406555,-6.5,27.89,-51.6,4.84,0.3,0,0,0,0,1.3495,0.03,97.325,-131.535,-0.7,-0.55,-0.5,0.1
3,17.75,-0.485,-58.5075,0.3625,-0.3652675,-6.71,29.8,-72.71,0,0,0,0,0,0,1.0365,0.03,97.28275,-137.98,-0.65,-0.55,-0.5,0.1
3,18.25,0,-65.3125,-0.8,-0.3800655,-7.11,31.225,-85.3,0,0,0,0,0,0,1.1365,0.01,96.992,-136.9,-0.95,-0.7,-0.5,0.5
3,18.75,-0.3,-56.87,-0.55,-0.3714255,-7.3575,33.24,-86.3525,0,0,0,0,0,0,0.7425,0.01,96.673,-132.405,-0.9525,-0.7,-0.5,0.5
3,19.25,-0.2225,-61,-0.715,-0.404115,-7.3,37.085,-85.005,0,0,0,0,0,0,0.4825,0.01,96.36075,-120.6,-0.9525,-0.7,-0.5,0.5
3,19.75,-0.33,-61.575,-1.74,-0.39134,-7.5,39.5,-84.98,0,0,0,0,0,0,0.569,0.01,96.09125,-107.14,-1,-0.6525,-0.5,0.5
3,20.25,-0.2,-57.5725,-1.57,-0.35527075,-7.98,40.54,-83.54,0,0,0,0,0,0,0.51,0.01,95.7625,-101.74,-1,-0.7,-0.5,0.5
3,20.75,-0.15,-58.61,-0.795,-0.3769955,-8.0625,43.825,-85,0,0,0,0,0,0,0.616,0.01,95.47425,-88.55,-1,-0.655,-0.5,0.5
3,21.25,-0.3,-61.775,-1.04,-0.40821,-8.5875,44.225,-83.83,0,0,0,0,0,0,0.5865,0.01,95.215,-84.25,-1,-0.7,-0.5,0.5
3,21.75,-0.3725,-56.085,-1.485,-0.354295,-8.925,45.8,-83.3175,0,0,0,0,0,0,0.51,0.01,95.00075,-84.2625,-1.055,-0.7,-0.5,0.5
3,22.25,-0.2,-54.65,-0.88,-0.367625,-8.925,47.0625,-79.8725,0,0,0,0,0,0,0.5165,0.01,94.76525,-80.725,-1.155,-0.655,-0.5,0.5
3,22.75,-0.3,-58.475,-0.8075,-0.387975,-9.15,49.125,-82.175,0,0,0,0,0,0,0.47,0.01,94.6025,-83.85,-1.155,-0.655,-0.5,0.5
3,23.25,-0.2575,-61.81,-1.2,-0.35188325,-9.295,49.935,-81.92,0,0,0,0,0,0,0.4095,0.01,94.4215,-77.095,-1.255,-0.6,-0.5,0.5
3,23.75,-0.69,-53.65,-1.515,-0.34182725,-9.4625,48.6125,-79.015,0,0,0,0,0,0,0.32625,0.00475,94.0735,-75,-1.255,-0.655,-0.5,0.5
