DOY2,HR2,WS_1_1_1,T_SONIC_1_1_1,USTAR_1_1_1,U_SIGMA_1_1_1,V_SIGMA_1_1_1,W_SIGMA_1_1_1,T_SONIC_SIGMA_1_1_1,TAU_1_1_1,CO2_1_1_1,H2O_1_1_1,PA_1_1_1,NETRAD_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,LW_IN_1_1_1,LW_OUT_1_1_1,TA_1_1_1,RH_1_1_1,WS_2_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,H_1_1_1,LE_1_1_1,FC_1_1_1
1,0.25,0.1926655,15.45175,0.059038455,0.21398165,0.198458,0.04913464,0.0367119,-0.59204425,291.8744,17.3750375,91.33935,-103.158,-3.584,0.121,342.65,394.85,15.42,86.0555,0,17.3998,18.04025,18.94620833375,19.5683125,20.69708333375,21.4021875,21.445,-34.18275,-1.90375,1.9075
1,0.75,0.237483875,15.32954,0.04121284,0.2090779,0.207124675,0.05000103,0.0365605775,-0.552162625,291.3155,17.056,91.28814,-123.968025,-3.491125,0.066275,330.255,393.0675,15.50675,87.2563475,0.006825,17.2822,17.945125,18.82989583375,19.4315625,20.5833749975,21.359875,21.46125,-29.221,-8.15325,1.56075
1,1.25,0.2126071,15.2305775,0.04969733,0.182417525,0.183038925,0.0486511075,0.04515116,-0.6207732,291.723125,17.16429,91.24412,-143.403475,-3.422375,0.024125,330.3875,391.8875,15.50575,88.418535,0.00105,17.136,18.447875,18.71022916625,19.37625,20.49545833,21.3058125,21.4725,-31.00525,-4.8315,-3.44
1,1.75,0.2377815,15.1698575,0.0546213,0.224167325,0.208621375,0.0415587925,0.0361930675,-0.64209685,289.982575,17.21117,91.2041125,-143.648525,-3.3863,0.04575,331.5375,391.6925,15.49875,87.716725,0,16.9446,18.3135,18.605625,19.3034375,20.41083333625,21.2811875,21.47125,-31.7075,-33.75625,1.358
1,2.25,0.2066178,15.135475,0.05508345,0.19800655,0.1738205,0.043504755,0.03677165,-0.637268425,292.606625,17.15803,91.194895,-135.9414,-3.304425,0.1808,330.2775,391.4525,15.59025,88.83357,0,16.8295,17.468375,18.480375,19.2216875,20.33383333625,21.2375625,21.46875,-29.612,-13.0775,0.946000000000001
1,2.75,0.233067,15.0263125,0.0411605875,0.17532195,0.184141675,0.0456425,0.0372014525,-0.6462028,291.7302,17.1297425,91.1803825,-158.78405,-3.2137,0.131925,327.8075,390.5725,15.53775,89.0982675,0,16.743,17.41775,18.38977083375,19.25391666625,20.26858333,21.1993125,21.4675,-26.395,-11.619,-1.70375
1,3.25,0.157647975,14.8800275,0.0383934525,0.1690265,0.183459275,0.05377501,0.0367865625,-0.5602828,286.32855,17.190685,91.174,-129.367925,-3.370825,0.183725,327.59,389.385,15.47,88.675035,0,16.6255,17.3231875,18.33429166625,19.15852083375,20.21758333,21.183875,21.46,-27.4525,-24.39,-0.64025
1,3.75,0.17352,14.8001325,0.03818285,0.147459025,0.165025825,0.0455544,0.0360667575,-0.5229516,293.384125,17.161375,91.1787775,-105.800975,-3.435475,0.19525,327.815,388.5575,15.53,87.9755,0,16.504,17.2215,18.24814583375,18.9835,20.16733333375,21.1136875,21.47625,-28.215,-8.268,1.36
1,4.25,0.217950625,14.669995,0.0469170275,0.17691,0.18722615,0.035885245,0.0377534575,-0.55418745,293.6384,17.1871375,91.194545,-109.294675,-3.14425,0.08995,326.8175,388.415,15.61,89.36863,0,16.449125,17.1006,18.138566667,18.983633333,20.077999997,21.06215,21.473,-27.7375,-9.14075,-13.06625
1,4.75,0.4152515,14.56465,0.0429484625,0.144660525,0.173022,0.0521481175,0.03350915,-0.6110659,288.259,17.4057,91.21205,-155.318,-3.006,0.097,330.3,387.85,15.715,89.815,0.0035,16.35885,17.00695,18.101283333,18.8821,20.033366664,21.0525,21.491,-26.62625,-13.254,-10.54925
1,5.25,0.2577735,14.589,0.0526619825,0.1629905,0.158913975,0.0408933,0.03339465,-0.6016578,293.011,17.55765,91.2444,-129.655,-2.846,0.187,331.5,388.3,15.76,89.965,0,16.3177,16.9521,18.0345,18.865816667,19.975066664,21.0163,21.481,-22.493,-18.58475,-10.46
1,5.75,0.2617805,14.6561,0.0336295,0.1728485,0.1724885,0.04701225,0.03711095,-0.591428,295.1222,17.5071,91.26495,-113.663,0.01,0.5015,333.45,390.1,15.715,90.2,0,16.281625,16.9272,18.000133333,18.818083333,19.929,20.99125,21.481,-28.597,-24.5775,-7.185
1,6.25,0.232666225,14.982725,0.0445301875,0.18076545,0.179962625,0.053831335,0.042785495,-0.5580338,295.156375,17.4153,91.2856,-69.4805,5.5082,1.64745,332.8825,392.455,15.8545,90.426605,0,16.514625,17.0126,17.966216667,18.736216667,19.850500003,20.97025,21.505,-28.643,-16.3775,-10.27
1,6.75,0.232400275,15.52755,0.086703815,0.1935264,0.19595145,0.103873575,0.0430500575,-0.489352125,295.7381,17.57061,91.3209875,-8.394025,16.718,2.86195,332.18,396.1175,15.96,87.1237575,0.0214,16.896875,17.2459,18.040583333,18.6094,19.796833333,20.92625,21.487,-12.84625,-1.762,-1.32375
1,7.25,0.3032829,15.84605,0.0977609,0.25583785,0.2797511,0.1399431,0.04927391,-0.6040726,294.8298,17.871165,91.356915,11.7845,30.1595,4.9045,338.12,399.34,16.2195,82.863775,0.156,17.4213,17.5682,18.235316667,18.69355,19.79733333,20.91305,21.523,-13.99625,13.08,-7.9325
1,7.75,0.6185195,16.0907025,0.10638405,0.3310761,0.2948496,0.1875042,0.053452955,-0.6480394,290.122,18.08074,91.4057775,24.976,41.46925,6.76275,348.175,402.3425,16.695,75.562775,0.322,18.000725,18.1209,18.484866667,18.8202,19.759,20.87505,21.502,-7.564,14.77575,-10.0725
