DOY2,HR2,USTAR,NEE,FC,SC,H,SH,LE,SLE,CO2,H2O,TA,TS_1_1_1,TS_1_2_1,TS_1_3_1,NETRAD,RH,SW_IN,SW_OUT,T_CANOPY,G,TS_1_4_1,VPD,WS,LW_IN,LW_OUT,PPFD_IN,PA
1,0.25,0.089212625,-0.368634,-0.386361,-0.028994,-17.368796,-0.47494825,-0.257786,-0.09369825,406.9411435,1.505487375,-14.3397275,-1.86532,-1.619329,-1.273966,-36.58093,74.206755,0,-1.104618,-17.125135755,-10.455143,-0.9720208,0.2115038415,0.5386519,209.55025,244.83035,0,98.043265
1,0.75,0.078057,-0.45102375,-0.417678,-0.022460375,-16.477129,-0.586415875,-0.3150975,-0.105525,406.72823275,1.4705265,-15.024385,-1.866614,-1.66941325,-1.19959175,-36.2753075,74.27667,0,-1.1025315,-17.43424469,-10.477823,-0.984037075,0.2159976095,0.595778975,207.5187,241.36965,0,98.0372
1,1.25,0.08773,-0.374686,-0.3365645,-0.027963,-17.6151115,-0.6670925,-0.294409,-0.1374805,406.421836,1.5574515,-14.915795,-1.870542,-1.576177,-1.23866625,-39.3531075,74.79098,0,-1.0532505,-17.872606605,-10.528638,-1.0426065,0.2112736095,0.5943001,208.9268,241.2181,0,98.0571875
1,1.75,0.086372,-0.35556425,-0.360095,-0.0200905,-18.1128535,-0.576903625,-0.2537065,-0.15491725,405.894478,1.494555,-14.8825275,-1.863072,-1.71468175,-1.268929,-39.1457,75.166705,0,-1.062708,-17.658415,-10.838485,-1.07100825,0.2069369195,0.578209525,211.0901,243.492025,0,98.0295825
1,2.25,0.08549075,-0.3696545,-0.34344075,-0.02000125,-19.08090775,-0.527423,-0.1485815,-0.1113825,407.59028125,1.5561025,-15.03389,-1.854081,-1.73153675,-1.2912505,-37.8152225,75.327805,0,-1.085853,-17.998894875,-11.085403,-1.07217625,0.2086223145,0.5880415,209.3562,243.9455,0,98.036765
1,2.75,0.08457825,-0.340434,-0.34279375,-0.03267075,-18.517198375,-0.526099,-0.236677625,-0.118173,407.889791,1.506984,-15.187695,-1.862257,-1.7162695,-1.3037235,-40.2404725,76.27119,0,-1.1607035,-17.73016,-10.976211,-1.0825855,0.2086869935,0.649040875,207.7874,243.74225,0,98.0423875
1,3.25,0.08491575,-0.35292,-0.355836625,-0.03769,-17.36604975,-0.549293875,-0.3097815,-0.10814175,407.9617545,1.52840275,-15.4331825,-1.848435,-1.741603,-1.3050695,-40.9254325,75.86397,0,-1.159825,-18.10009205,-11.3279185,-1.11308075,0.209476568,0.56089495,203.25165,240.460975,0,98.0317675
1,3.75,0.0796215,-0.303737,-0.312826,-0.0243885,-18.4488165,-0.595748,-0.364034,-0.122035,407.9032065,1.425526125,-15.634695,-1.914706,-1.706003,-1.3182075,-41.78529,76.20359,0,-1.154943,-17.2044246,-11.7175805,-1.11042375,0.211168376,0.5726844,202.6825,241.8394,0,98.0273375
1,4.25,0.08093575,-0.3354405,-0.3406725,-0.024801,-17.56361225,-0.5006705,-0.24871475,-0.086978,407.5201625,1.5344695,-15.849445,-1.916443,-1.696813,-1.361651,-44.3377475,76.49503,0,-1.1687155,-17.25995011,-12.149557,-1.08432225,0.204271161,0.560609225,201.8103,241.241625,0,98.0022475
1,4.75,0.08061425,-0.3485565,-0.35964075,-0.019009,-17.405101,-0.538125,-0.3091565,-0.1246075,407.863625,1.43433,-16.0873625,-1.948625,-1.72348775,-1.394571,-40.538095,76.11264,0,-1.142886,-17.78279905,-12.316415,-1.0871,0.203960449,0.584851125,205.0342,240.07205,0,98.0145525
