DOY2,HR2,FC,CO2,CO2_SIGMA,LE,H2O,H2O_SIGMA,H,T_SONIC,T_SONIC_SIGMA,WS,USTAR,W_SIGMA,U_SIGMA,V_SIGMA,TA,VPD,RH,PA,TS_1_1_A,TS_1_2_A,TS_1_3_A,TS_1_4_A,TS_1_5_A,G_1_1_A,NETRAD,SW_IN_1_1_1,PPFD_IN,PPFD_OUT,SW_IN_1_1_2,SW_OUT,LW_IN,LW_OUT,PPFD_DIF
1,0.25,2.4996,427.145344,4.20043775,2.9971,9.6466045,0.1834105,-3.20775,13.28325,0.5072955,1.5539,0.15383,0.186387,0.481726,0.451597,8.378125,1.804,97.172,100.48,10.045,10.3255,10.9285,11.5215,12.1315,-6.83352,-11.9455,0,0,0,0,0,343.365,354.875,0
1,0.75,2.3051,426.246078,4.88479625,3.1729,9.64222975,0.20729775,-3.230975,13.216,0.520394,1.56535,0.1568325,0.19021675,0.492689,0.4580305,8.35255,1.867125,97.3715,100.47,9.97165,10.278,10.89425,11.52525,12.13225,-6.8293,-12.7965,0,0,0,0,0,343.255,354.2,0
1,1.25,2.357975,426.12140875,4.403564,2.226875,9.42763175,0.19149625,-3.88945,13.1,0.50004,1.517125,0.15564,0.18244325,0.48136525,0.4448035,8.22375,1.8369,97.298,100.45,9.906175,10.235,10.845,11.50825,12.13525,-6.715625,-15.4865,0,0,0,0,0,344.14,353.965,0
1,1.75,2.2685,426.205845,4.525192,3.2188,9.50464225,0.175963,-2.7591,13.122,0.4965705,1.5295,0.15647,0.18932,0.479437,0.454852,8.20075,1.881925,97.075,100.46,9.904225,10.20125,10.784,11.48325,12.134,-7.080475,-13.9875,0,0,0,0,0,344.14,354.19,0
1,2.25,2.3052,427.26097175,3.89556675,3.719525,9.36645,0.15213125,-3.316,13.006,0.48622,1.574925,0.15367,0.1813305,0.47058175,0.463786,8.2,1.84905,96.882,100.49,9.8617,10.16025,10.73425,11.449,12.133,-6.9848,-12.2235,0,0,0,0,0,344.07,354.2125,0
1,2.75,2.3032,427.39951125,4.425125,3.3219,9.26562725,0.157356,-3.46585,12.942,0.50457225,1.5624,0.151975,0.183087,0.4866625,0.4737665,8.01825,1.8224,96.7,100.4925,9.8367,10.123,10.713,11.432,12.145,-6.945875,-10.85525,0,0,0,0,0,344.43,353.695,0
1,3.25,2.1641,425.975149,4.257936,3.65615,9.1984735,0.17031,-2.4355,12.85025,0.490803,1.576425,0.150485,0.18367075,0.466135,0.465502,8.0355,1.8514,96.629,100.4925,9.76935,10.10025,10.65425,11.41725,12.143,-7.009425,-13.132,0,0,0,0,0,344.1825,353.19,0
1,3.75,2.2592,425.9529245,3.9832805,3.4778,9.16360425,0.165199,-4.41615,12.9105,0.4796975,1.5535,0.15531,0.186218,0.466433,0.458901,8.015,1.8548,96.9945,100.47,9.7639,10.06,10.633,11.383,12.137,-7.053025,-12.68875,0,0,0,0,0,344.3125,353.3775,0
1,4.25,2.17765,426.66766975,4.468883,3.466,9.226027,0.159466,-3.4675,12.78,0.5089305,1.589325,0.1577825,0.18403875,0.478322,0.45816725,7.99075,1.9276,96.735,100.4725,9.7033,10.02,10.607,11.353,12.133,-6.979125,-13.343,0,0,0,0,0,343.095,353.55,0
1,4.75,2.2105,426.3980225,5.2009765,3.8145,9.019803,0.18076275,-3.3377,12.601,0.50974725,1.557825,0.147555,0.17487775,0.4733125,0.4518345,7.9,1.98795,96.825,100.48,9.6867,9.9867,10.59,11.343,12.13,-6.9859,-11.55725,0,0,0,0,0,343.3525,353.64,0
1,5.25,2.167375,426.368433,4.45540225,3.89085,8.91599,0.196814,-3.725425,12.51425,0.5176435,1.52265,0.15061,0.180313,0.4590255,0.462601,7.8635,1.9361,96.581,100.4725,9.638825,9.95295,10.5485,11.3335,12.13175,-7.3233,-11.5285,0,0,0,0,0,343.235,352.3575,0
1,5.75,2.2892,426.410291,4.0300845,4.2294,8.833797,0.17888725,-3.09735,12.4475,0.49977,1.5383,0.15306,0.1788015,0.466433,0.4440215,7.8,2.0088,96.7,100.47,9.598575,9.90135,10.5195,11.32075,12.11775,-7.5687,-13.6325,0,0,0,0,0,342.6875,351.945,0
1,6.25,2.2262,427.64989875,3.927247,4.2288,8.75135925,0.177161,-3.65555,12.57975,0.486258,1.542125,0.14833,0.1821125,0.44941875,0.4409195,7.799225,1.97145,96.764,100.4925,9.5314,9.8583,10.49,11.307,12.109,-7.595575,-14.80525,0.006777,0.0125,0,0.006777,0.323295,342.1525,351.935,0.676
1,6.75,2.179175,426.757089,4.05874975,4.385975,8.815844,0.1591305,-3.611125,12.5005,0.513916,1.5184,0.15021,0.169664,0.453145,0.442561,7.7072,2.0748,96.46125,100.5,9.47945,9.82385,10.433,11.29475,12.10225,-7.4739,-12.41925,0.45297,0.8771125,0.19685,0.48209,2.3218,342.51,351.92,0.99
1,7.25,2.01745,427.103174,3.9101445,4.14725,8.8227105,0.15518925,-3.6429,12.4135,0.504658,1.5217,0.1484025,0.1730895,0.47150475,0.446373,7.54925,1.93885,96.3,100.5,9.471825,9.774325,10.394,11.261,12.091,-7.55925,-8.3249,3.582,10.473,1.015,4.2198,3.3133,341.57,351.4525,9.24
1,7.75,1.6398,425.8251305,3.99513625,6.746675,8.787198,0.1789275,-2.38945,12.2075,0.49108775,1.51285,0.153615,0.178306,0.4755785,0.4592875,7.702,2.0663,96.0655,100.52,9.47515,9.7475,10.3655,11.227,12.083,-7.1809,-0.627,42.14125,78.727,7.77045,41.91775,15.436,341.37,352.9325,55.93
1,8.25,0.9725,423.900701,3.292719,16.7845,9.144042,0.25057875,2.1259,12.3285,0.3903455,1.50525,0.16606,0.1969555,0.497703,0.4417575,8.12115,2.50605,95.1935,100.54,9.51,9.77125,10.362,11.2225,12.0745,-6.1402,24.64025,115.3725,224.0975,21.88,115.42,28.525,343.125,356.855,108.5
1,8.75,0.23442,422.383585,2.8452065,35.259,9.496952,0.3331915,19.4775,12.774,0.443892,1.437425,0.1741,0.2065815,0.52368075,0.497531,9.11945,3.114525,93.7015,100.58,9.6502,9.8514,10.3905,11.2085,12.075,-3.763,64.9765,200.8075,411.21,43.574,202.0225,48.4215,344.6375,364.395,171.4
1,9.25,-0.214,419.273945,2.923166,50.183,9.8178215,0.38419,36.622,13.6205,0.5536645,1.3539,0.17833,0.217463,0.551462,0.54313,10.575,3.9914,91.339,100.6,9.83,9.96825,10.4165,11.1805,12.065,-0.952065,120.095,282.675,578.245,60.637,284.9275,61.69025,343.3925,374.7475,233.7
1,9.75,-0.60642,417.511113,2.699525,60.325,10.237666,0.41483975,54.948,14.554,0.56815,1.378675,0.1977925,0.22951275,0.6381535,0.65894025,11.90825,5.0073,90.1975,100.6175,10.0955,10.1615,10.5205,11.189,12.062,2.84053,166.8475,358.745,730.105,71.17075,360.825,70.616,345.9475,385.32,303.4
1,10.25,-0.860915,418.35174275,2.325458,70.1705,10.434243,0.41972275,73.021,15.125,0.59097825,1.63705,0.220025,0.261093,0.683903,0.762498,12.6525,5.9733,88.783,100.64,10.442,10.3745,10.578,11.193,12.08225,7.39735,207.2675,420.845,847.845,81.97775,421.285,79.7275,345.9775,395.525,358.45
1,10.75,-1.1055,415.69955,2.356822,76.862,10.6674685,0.417772,91.109,15.7805,0.650246,1.8302,0.237685,0.2812565,0.73166175,0.84350025,13.304,6.287075,86.65775,100.62,10.853,10.585,10.675,11.191,12.071,11.482,243.76,472.68,957.13,93.892,472.68,89.759,345.82,402.66,396.1
1,11.25,-1.07935,414.4671995,2.215704,78.678,10.825427,0.4280125,107.9025,16.019,0.675685,1.89455,0.2431125,0.2903165,0.7745185,0.87594775,13.63825,6.5662,85.3155,100.6,11.326,10.8775,10.805,11.2165,12.0615,15.336,269.645,513.46,1039.6,100.095,513.28,97.0645,346.645,410.05,438.625
1,11.75,-1.164125,413.750291,1.948962,79.593,10.947444,0.439416,118.76,16.419,0.725572,1.973075,0.2496375,0.2988905,0.79057075,0.943617,14.0255,6.718825,85.39275,100.55,11.747,11.2455,10.948,11.221,12.059,18.668,282.575,531.175,1077.7,102.995,530.1775,98.989,346.02,416.3,451.9
1,12.25,-0.8805675,413.124418,2.0703345,80.9985,10.985012,0.4245885,125.38,16.83175,0.744701,2.0687,0.26259,0.317427,0.814966,0.967212,14.35275,6.95185,84.6465,100.51,12.2025,11.548,11.0865,11.257,12.0765,20.972,284.6975,535.435,1089,104.8225,534.5675,98.6445,346.63,419.975,465.55
1,12.75,-1.1566,413.2844555,1.875862,80.62075,11.12508,0.414591,122.2,17.09,0.732751,2.0546,0.26972,0.31903,0.855663,0.990495,14.797,7.36085,83.325,100.48,12.597,11.91,11.225,11.312,12.075,22.22,272.235,524.8825,1070.35,105.19,524.26,98.879,346.15,423.22,429.5
1,13.25,-0.926115,413.12848575,1.72955525,76.945,11.19186675,0.41648925,120.33,17.4445,0.711442,2.094125,0.2743175,0.32008025,0.8513595,0.9848625,15.316,7.7132,81.5625,100.44,12.871,12.197,11.378,11.343,12.074,22.9375,251.715,505.3325,1024.875,101.1975,500.8425,98.114,344.93,423.3,424.7
1,13.75,-0.890625,413.025836,1.6920005,73.934,11.25497,0.3879605,111.65,17.6325,0.683579,2.059675,0.27071,0.319308,0.8585875,0.993382,15.593,8.11825,80.6,100.42,13.0655,12.4145,11.57275,11.387,12.08,22.83375,223.93,470.795,948.55,97.645,466.9575,96.183,343.08,423.2,408.1
1,14.25,-0.689685,413.216458,1.641081,68.5685,11.373039,0.37368,95.916,17.9115,0.61716675,2.05595,0.2623,0.317694,0.8099935,0.9501185,15.798,8.26495,78.9,100.4,13.153,12.5345,11.685,11.4905,12.0695,20.382,180.57,414.9725,834.355,88.9315,409.665,88.8315,339.45,420.03,370
1,14.75,-0.6554375,413.96504875,1.6881365,57.411,11.30022575,0.349037,74.032,17.99625,0.52966525,2.015875,0.2494725,0.30181075,0.78596425,0.9386495,15.955,8.3344,79.49825,100.4,13.234,12.61225,11.8215,11.5475,12.07425,17.48325,131.6,349.835,698.6625,75.842,346.21,78.244,339.51,414.41,310.775
1,15.25,-0.36616,413.066288,1.4422215,46.604,11.45812125,0.313983,51.09025,18.02775,0.42023775,1.9798,0.24094,0.288584,0.739966,0.857735,15.8245,8.1412,80.2,100.38,13.126,12.564,11.92075,11.5755,12.09725,14.1623,83.42275,274.23,556.1725,65.316,270.6725,67.692,338.0325,408.41,262.125
1,15.75,0.0279855,413.07717,1.259469,33.717,11.559954,0.275849,26.113,17.986,0.288823,1.853325,0.2171125,0.2708085,0.663916,0.7575055,15.33675,7.727075,81.35725,100.38,12.98325,12.5195,11.98,11.63,12.07625,10.896,37.02375,193.9175,392.8275,49.95075,186.885,56.18925,338.5825,399.0475,191.475
1,16.25,0.6435025,413.7162155,1.46093225,20.36225,11.6632985,0.2402005,5.231525,17.8335,0.27249125,1.666925,0.1943175,0.24034,0.6098685,0.6341765,14.85,7.1975,83.475,100.37,12.717,12.413,11.989,11.667,12.087,6.9691,0.986,112.425,219.865,28.449,109.835,39.108,338.205,388.0125,116.9
