DOY2,HR2,TA,RH,WS,PA,PPFD_IN,PPFD_OUT,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT,VPD,T_CANOPY,TS_1,TS_2,TS_3,TS_4,G,SG
1,0.25,-17.86125,80.513675,13.96675,102.265,0.01235,0.3071,5.64503617499998,2.37751749999999,2.1209925,265.375,276.117,0.3229135,-8.33988250000002,-1.7915025,-1.61347,-1.4181,-0.9999605,-2.779855,0.216611
1,0.75,-17.938,80.2027,13.9815,102.3325,0.0466749999999999,0.249425,9.20549999999996,3.4389075,2.49766,263.8195,274.88275,0.3130275,-8.58577000000002,-1.79073,-1.612525,-1.4173275,-1.00045725,-2.779855,0.182905
1,1.25,-17.9755,80.01495,14.1025,102.3325,0.105325,0.0923499999999999,11.0411195,3.6667625,3.1374525,258.61075,271.648,0.3179275,-9.14954000000002,-1.7905275,-1.612655,-1.417695,-1.00045725,-2.7761425,0.187301
1,1.75,-17.950125,80.200725,13.8605,102.3325,0.0942249999999999,0.08235,15.4004624999999,3.199065,2.707495,267.4305,270.868,0.3213715,-9.78254500000002,-1.790055,-1.612525,-1.4175975,-1.000675,-2.7761425,0.21192525
1,2.25,-17.764125,80.43485,13.82925,102.3325,0.152075,0.112575,16.3163874999999,1.94951,1.3385675,272.4365,269.70725,0.3323635,-9.96553250000002,-1.78965,-1.61212,-1.417125,-1.00045725,-2.7685125,0.18657075
1,2.75,-17.6845,81.9689,14.368,102.33,0.0267000000000001,0.2129,15.17875,1.387625,1.61085,273.135,270.385,0.328176,-10.0815,-1.79019,-1.61229,-1.41722,-1.00089,-2.75047,0.187595
1,3.25,-17.4955,80.9529,13.994,102.4,0.1123,0.136,16.3926025,3.05776,0.84299425,272.5175,269.351,0.331792,-10.28084,-1.78961,-1.6121,-1.4175,-1.000989,-2.75652,0.208705
1,3.75,-17.401,82.3303,13.748,102.4,0.0796,0.1416,15.41276125,2.33687774999999,2.3130975,271.76975,267.01325,0.332417,-10.890835,-1.7897,-1.61168,-1.41731,-1.001301,-2.7637,0.181146
1,4.25,-17.248,82.5288,12.833,102.4,0.0688000000000001,0.1772,17.3198875,2.10984599999999,1.9802125,273.54875,264.493,0.336537,-11.3840775,-1.78942,-1.61201,-1.41759,-1.00161,-2.76202,0.18994
1,4.75,-17.206,82.6191,12.95,102.43,0.0604000000000001,0.1929,18.189135,2.05812724999999,2.636555,273.4055,263.509,0.348428,-12.0358525,-1.78902,-1.61161,-1.41719,-1.00161,-2.76762,0.1676625
1,5.25,-17.3385,83.4511,13.107,102.36,0.0134,0.1428,17.3292775,2.6150125,2.707065,271.612,262.1785,0.333568,-12.5538925,-1.78899,-1.61158,-1.4171,-1.001511,-2.76927,0.183494
1,5.75,-16.976,84.3636,13.676,102.4,0.00900000000000004,0.1153,15.8185615,3.82815,1.28855,269.685,262.495,0.331792,-12.81425,-1.78871,-1.6113,-1.41712,-1.002001,-2.77477,0.171768
1,6.25,-16.7285,84.8198,13.402,102.33,0.0115000000000002,0.1829,15.798785,2.60135,0.211425,261.53,261.325,0.351239,-12.696,-1.7891,-1.61181,-1.41709,-1.00231,-2.77477,0.165908
1,6.75,-16.439,83.4717,13.07,102.43,-0.00659999999999999,0.0974000000000001,16.159,2.20226875,1.750555,261.04375,258.233,0.349237,-12.64695,-1.78891,-1.61178,-1.41681,-1.002491,-2.77807,0.160041
1,7.25,-15.921,83.9572,12.601,102.36,0.1156,0.2776,17.44451,2.160686,1.7397375,259.38325,257.622,0.332581,-12.975325,-1.78881,-1.61168,-1.41739,-1.0028,-2.77422,0.15623225
1,7.75,-15.735875,82.7235,12.8625,102.365,0.1055,0.20525,19.03211,2.4769,2.37949,258.342,257.182,0.33450225,-12.79985,-1.78845,-1.611125,-1.4172525,-1.0027,-2.7869,0.15813675
1,8.25,-15.6965,82.84325,13.02625,102.365,0.08425,0.2402,19.522075,4.727615,4.58279,256.7625,256.1315,0.33328,-12.59485,-1.788425,-1.6116025,-1.4174,-1.0022275,-2.7906125,0.1530095
1,8.75,-17.155,81.316,14.2725,102.37,0.3253,0.4461,23.051425,34.5316,21.482,251.312,255.34325,0.3369325,-12.78405,-1.78864,-1.611705,-1.417755,-1.00225,-2.81034,0.145092
1,9.25,-17.09175,81.73975,14.7615,102.37,0.0972999999999992,0.27345,29.648,64.3106,33.5664,249.032,254.73,0.340249,-12.7204,-1.78869,-1.611845,-1.41765,-1.002055,-2.80484,0.1430375
1,9.75,-16.96325,81.43195,15.342,102.37,0.49435,0.41095,53.822,115.002,58.2278,256.042,258.412,0.341816,-12.178,-1.78835,-1.611755,-1.41809,-1.002145,-2.813915,0.1351265
1,10.25,-17.0605,80.68365,15.041,102.305,2.10095,2.197075,85.25925,164.89875,83.30125,251.12375,262.3275,0.35246175,-10.4083125,-1.78939,-1.612495,-1.418495,-1.00195,-2.81199,0.13190375
1,10.75,-17.12225,80.65805,15.1285,102.305,7.7044,7.4771,109.353,212.40075,103.84575,255.78175,268.3495,0.352842,-8.15611500000001,-1.791095,-1.6139,-1.41969,-1.00195,-2.81749,0.13410125
1,11.25,-17.161875,81.06745,14.649,102.23,16.223,15.6555,133.5325,241.2425,120.925,253.5175,271.1575,0.345298,-8.0056,-1.79232,-1.61497,-1.4208225,-1.00205,-2.812955,0.13673775
1,11.75,-17.5225,80.75155,15.7865,102.21,20.1125,19.2065,140.055,264.774,132.18025,256.46825,273.48575,0.349188,-7.53319750000002,-1.7934,-1.61624,-1.421655,-1.00186,-2.819205,0.1368845
1,12.25,-17.57475,81.18345,16.0635,102.21,32.463,29.9895,145.11175,288.48925,141.688,249.131,275.40625,0.352054,-6.92007500000001,-1.795,-1.617555,-1.422255,-1.001755,-2.819205,0.1409865
1,12.75,-17.17775,81.4097,15.541,102.21,44.537,39.738,144.954,285.938,146.718,254.876,296.962,0.3497405,-1.48711999999999,-1.796545,-1.6187,-1.42375,-1.0013,-2.82278,0.1723575
1,13.25,-16.6695,81.54555,15.571,102.175,36.523,31.0145,153.08,309.548,151.194,254.448,295.376,0.352856,-1.81247999999999,-1.79795,-1.6203,-1.424595,-1.001495,-2.826355,0.166784
1,13.75,-16.399,81.6969,15.654,102.175,36.2315,30.91,139.762,291.87,151.476,248.002,288.882,0.355849,-2.31920199999999,-1.798745,-1.6213,-1.4257,-1.0016,-2.81364,0.16341125
1,14.25,-14.0605,83.026225,14.983,102.1625,40.345,32.837,127.246,272.116,147.606,247.366,286.498,0.402015,-3.29663999999999,-1.800345,-1.6222,-1.42605,-1.00121,-2.81199,0.184667
1,14.75,-16.3075,81.4841,15.0605,102.175,16.8195,14.5955,114.468,253.394,119.984,261.23,290.98,0.340194,-3.27999999999999,-1.801995,-1.623745,-1.425595,-1.00121,-2.813915,1.26422299999999
1,15.25,-16.382,81.0991,15.255,102.175,8.76779999999999,7.90264999999999,105.568,227.118,105.654,252.534,287.216,0.345287,-3.35362,-1.803505,-1.6248,-1.424895,-1.00121,-2.806765,0.17353
1,15.75,-16.628,80.7511,15.025,102.175,2.927,2.6059,94.942,190.412,86.4442,250.042,282.838,0.3409575,-4.31556,-1.804895,-1.624045,-1.4244,-1.00095,-2.806765,0.182616
1,16.25,-16.8655,80.7317,14.681,102.205,0.77635,0.813449999999999,73.4564,141.096,62.978,250.806,281.714,0.3346695,-4.56484,-1.80409,-1.623045,-1.424155,-1.000755,-2.80869,0.2043015
1,16.75,-17.13825,80.94215,14.4045,102.205,0.0282999999999996,0.2294,49.7362,95.9076,38.1854,252.31,281.628,0.330672,-4.62064,-1.8027,-1.62206,-1.4237,-1.000755,-2.79405,0.2019605
1,17.25,-17.29875,81.22705,14.1335,102.205,0.132599999999999,0.376749999999999,10.5744,39.0354,20.7924,259.984,283.602,0.333104,-4.77662,-1.801455,-1.62145,-1.422805,-1.000455,-2.790475,0.187008
1,17.75,-17.14125,80.85615,14.1465,102.17,-0.00430000000000005,0.0927,0.487704000000003,10.3288,9.1436,264.782,284.916,0.3419365,-4.92304,-1.8,-1.620395,-1.422245,-1.000455,-2.7924,0.206066
1,18.25,-17.132,80.77385,13.336,102.235,0.0291999999999996,0.1692,2.7010075,3.735335,3.7394,278.79025,285.66,0.3381635,-5.09498,-1.79891,-1.619695,-1.42175,-1.000755,-2.78855,0.2183755
1,18.75,-17.0385,80.9863,13.928,102.235,0.231499999999999,0.274549999999999,2.82980499999999,2.4199925,2.1365425,282.13975,288.4885,0.3455615,-4.997725,-1.79805,-1.61894,-1.42149,-1.00056,-2.795765,0.1931645
