DOY2,HR2,FC,LE,USTAR,H,SH,V_SIGMA,CO2_1_1_1,H2O_1_1_1,CO2_1_1_2,H2O_1_1_2,CO2_1_1_3,H2O_1_1_3,CO2_1_2_2,H2O_1_2_2,CO2_1_2_3,H2O_1_2_3,CO2_1_3_2,H2O_1_3_2,CO2_1_3_3,H2O_1_3_3,CO2_1_4_2,H2O_1_4_2,CO2_1_4_3,H2O_1_4_3,CO2_1_6_2,H2O_1_6_2,CO2_1_6_3,H2O_1_6_3,WS_1_1_1,T_SONIC,T_SONIC_SIGMA,WS_1_2_1,WS_1_3_1,WS_1_4_1,WS_1_5_1,WS_1_6_1,TA_1_1_1,TA_1_1_2,TA_1_2_1,TA_1_3_1,TA_1_4_1,TA_1_5_1,TA_1_6_1,PA,RH,VPD,T_CANOPY_1_1_1,T_CANOPY_1_2_1,T_CANOPY_1_3_1,T_CANOPY_1_4_1,T_CANOPY_2_4_1,SW_DIF,SW_IN_1_1_1,SW_IN_1_1_2,SW_IN_1_1_3,SW_OUT,LW_IN,LW_OUT,LW_BC_IN,LW_BC_OUT,PPFD_IN_1_1_1,PPFD_IN_1_2_1,PPFD_IN_1_3_1,PPFD_IN_1_4_1,PPFD_IN_1_5_1,PPFD_IN_1_6_1,PPFD_OUT,PPFD_BC_IN_1_1_1,PPFD_BC_IN_2_1_1,PPFD_BC_IN_3_1_1,TS_1_1_1,TS_1_2_1,TS_1_3_1,TS_1_4_1,TS_1_5_1,TS_1_6_1,TS_1_7_1,TS_1_8_1,TS_1_9_1,TS_2_1_1,TS_2_2_1,TS_2_3_1,TS_2_4_1,TS_2_5_1,TS_2_6_1,TS_2_7_1,TS_2_8_1,TS_2_9_1,TS_3_1_1,TS_3_2_1,TS_3_3_1,TS_3_4_1,TS_3_5_1,TS_3_6_1,TS_3_7_1,TS_3_8_1,TS_3_9_1,TS_4_1_1,TS_4_2_1,TS_4_3_1,TS_4_4_1,TS_4_5_1,TS_4_6_1,TS_4_7_1,TS_4_8_1,TS_4_9_1,TS_5_1_1,TS_5_2_1,TS_5_3_1,TS_5_4_1,TS_5_5_1,TS_5_6_1,TS_5_7_1,TS_5_8_1,TS_5_9_1,G_1_1_1,G_2_1_1,G_3_1_1,NETRAD
1,0.25,8.9515408270119,48.4828431267912,1.07610129206106,2.65827053054268,13.576496876363,1.46669352408073,437.158565084911,18.8112009276094,448.677568323707,15.2113395878971,436.839040892074,14.590064342508,446.998614122897,15.2203930443568,436.814546339657,14.7336735717437,451.032988453808,15.2140853317782,435.952575355693,14.8315691904461,451.836827004515,15.3202492477193,445.333216029888,11.4252114190856,451.81789597287,15.7592878977217,443.642260331661,14.5481862977572,5.09073876420596,16.7849135426863,0.462332617741646,4.01575,3.21,1.6115,1.39175,0.65,15.16082,15.22985,15.2143825,15.5120775,15.3064225,15.2261375,14.358385,99.051328,97.307,6.93805,14.49175,14.05175,13.698,13.7625,13.862,1.8025,-0.0200000000000026,3.2025,-0.59925,1.492,387.5425,391.1225,389.835,389.1375,0.14,0.20875,0.15,0.16075,9.792,0.23025,0.41,0.17025,1.112,0.23,12.12535,12.166425,11.475575,11.3693,11.4143,11.58765,11.91255,12.6704,13.2296,12.1724,12.3528,11.958725,11.401675,11.391425,11.78965,12.0741,12.80415,13.1582,12.230125,12.29335,11.929025,11.731425,11.497975,11.7612,12.126575,12.48105,13.081425,12.1122,12.1234,11.716225,11.55665,11.689475,11.970375,12.220475,12.6748,13.006075,12.265525,12.288525,11.766125,11.73085,11.549825,11.840075,12.088525,12.682,13.190025,2.06195,2.4007,20.275225,8.15599999999999
1,0.75,5.61568512494561,41.4399638871728,0.904814311995628,9.21420939214501,8.94194367520461,1.75412219711868,434.717510694344,18.0933010542668,445.106264889623,15.74376922669,436.948302438719,17.1604524080689,442.243128630425,15.7797245206052,439.11392969258,17.6249549711359,443.772713351909,15.789154979032,438.836167631522,15.0729358192025,443.307712914155,15.7820394941949,443.144775365676,12.3374014360078,446.540639982662,15.7791167978028,450.631867455395,17.1906859190012,5.07493368175408,16.4831057975382,0.43672220413155,3.96425,3.08875,1.46575,1.3315,0.70025,14.94678,14.918025,14.9975225,15.1712975,15.0915175,14.966665,14.4770975,99.0572435,98.12325,6.7252425,14.683,13.94675,13.73275,13.59725,13.91325,1.7,-0.0180000000000001,3.1025,-0.56,1.6215,387.0125,391.125,389.515,387.9775,0.14,0.191749999999999,0.15,0.16,9.33575,0.24025,0.4,0.17025,1.11225,0.23,11.780875,12.052075,11.44715,11.3151,11.4214,11.58465,11.9096,12.6711,13.2276,11.8233,12.0658,11.92075,11.396125,11.38475,11.78565,12.07115,12.8032,13.1581,12.015525,11.9779,11.8767,11.7215,11.487475,11.7669,12.127325,12.479125,13.07945,11.82135,12.05805,11.7022,11.55135,11.6809,11.9664,12.219875,12.6758,13.004075,12.1966,11.960225,11.721025,11.6852,11.541225,11.837075,12.084525,12.680075,13.18905,2.25265,3.527125,26.3206,6.791
1,1.25,5.4861182800126,34.0374100933123,0.911109392439717,5.73418521132798,7.5411505937259,1.74912850262642,436.397499075842,18.5044180227036,443.84427476777,16.1930040291797,436.23285519037,13.6196643905846,442.784277887012,16.0412112510003,437.371666630829,13.7822761514988,443.414285974377,16.1584759404919,438.456752004418,13.8865477173902,443.762104246328,16.1560176381038,436.736488519493,10.6127806131872,449.213593644298,16.0148273652655,447.33038317605,13.4949476636715,4.83168293821961,15.7467046163253,0.360269489921494,3.697,3.0225,1.3405,1.3405,0.631,14.3948225,14.2986,14.44817,14.7218625,14.4367725,14.552855,13.9110175,99.03827325,98.819,6.64549,14.661,13.8635,13.58125,13.5835,13.55975,1.6025,-0.05125,3.1025,-0.58925,1.564,386.8225,388.515,389.4425,386.455,0.14,0.186249999999999,0.15,0.16,9.06725,0.23,0.40025,0.17,1.102,0.23,11.71795,11.81235,11.41645,11.31935,11.4277,11.58165,11.90665,12.6721,13.22465,11.820025,11.814725,11.8774,11.4005,11.3799,11.77935,12.06915,12.80225,13.1575,12.0494,11.788275,11.828825,11.72055,11.476975,11.772625,12.127175,12.47625,13.0794,11.802425,11.980175,11.7051,11.554,11.6733,11.96245,12.2193,12.6758,13.0011,12.140575,11.77805,11.675475,11.6452,11.53265,11.8331,12.081525,12.678125,13.18905,2.156075,3.124675,25.0329,5.77625
1,1.75,4.04735208203267,37.4839362889148,0.810526140238282,2.43671434774481,13.1958058376859,1.45224590426108,436.54851693985,18.4919800122844,444.515034880114,16.440248352631,437.687558846513,17.6511102080458,445.408009185465,16.4674120770594,435.800155360947,17.4478224881319,445.501558271759,16.4661630910784,441.139761477102,13.2158105238183,444.206997236665,16.4472279713309,435.920770354605,12.612267008635,449.944267746009,16.0889068598903,444.225570518013,17.1590708668181,4.89011083391638,15.7009077729966,0.41114558427222,3.71275,2.7825,1.403,1.2005,0.58025,13.973895,13.83815,13.99475,14.1966625,13.960245,14.1575175,13.5384925,99.0446265,99.3165,6.16556,14.5405,14.13225,13.824,13.81275,14.09075,1.6,-0.015,3.1,-0.579,1.62525,386.5675,387.7725,388.64,385.1575,0.13,0.176249999999999,0.15775,0.16,8.83449999999999,0.23,0.41025,0.17,1.1495,0.23,11.7732,11.741775,11.4213,11.3287,11.4351,11.57765,11.90375,12.6721,13.22405,11.886,11.7678,11.825575,11.41185,11.37495,11.77535,12.0662,12.8013,13.1579,12.1288,11.844675,11.772825,11.7296,11.46645,11.77735,12.128075,12.474325,13.07875,11.81105,11.8984,11.71715,11.560675,11.667625,11.9604,12.2179,12.676825,12.999125,11.9899,11.760075,11.61875,11.6122,11.526025,11.830075,12.08045,12.67525,13.190025,2.0787,3.1385,24.324625,4.3025
1,2.25,2.75650526089345,26.7815913291851,0.842755020958704,-2.2864321208963,12.982358340281,1.58945167573226,438.410131051125,18.4590267490725,447.114833379327,16.5280311610432,440.374175362868,11.9539275910503,447.697210799522,16.490314295761,440.380350423928,12.7341692535166,447.542481538271,14.7827566945957,438.978429117609,13.11530394595,450.871291855067,16.4692362734014,436.868155780187,11.0437466772755,448.57710115712,16.0304094289893,452.499591270879,13.3155494527556,5.10715958003736,15.2175178348997,0.572192420303277,3.93475,3.19875,1.35675,1.13175,0.69025,13.8093275,13.74315,13.8804725,14.0000075,13.8091675,13.7682,13.299865,99.0541785,99.9,5.7924275,14.44575,13.97175,13.92725,13.9085,13.891,1.705,-0.08,3.105,-0.56975,1.8285,385.55,388.7225,392.94,385.535,0.14,0.186249999999999,0.16,0.16,8.70524999999999,0.22025,0.4,0.17,1.1295,0.23,11.7755,11.787025,11.445175,11.3393,11.43345,11.57465,11.89985,12.67235,13.22205,11.95725,11.819275,11.74225,11.428225,11.36395,11.7737,12.06325,12.799375,13.1578,12.090925,11.8983,11.7667,11.74665,11.46585,11.783075,12.128,12.4724,13.078975,11.64605,11.7778,11.7374,11.571375,11.662875,11.956425,12.2169,12.678725,13.00005,11.98525,11.8152,11.634675,11.5865,11.519375,11.827075,12.079375,12.673275,13.187125,2.11765,2.7177,23.8093,3.88175000000001
1,2.75,6.10350333514956,45.2945906029668,0.955530389232877,2.70770875807591,9.35642662277556,1.61867906409904,441.327196617723,18.4380110348863,448.324956214581,14.8843162045657,440.074351937891,13.0013856726307,453.723871918645,14.9142837745907,438.999486847459,13.3321663546647,445.475954940937,14.8742871626557,439.177137967525,13.3682474343672,447.14086902004,14.8653415081854,437.939136958135,11.2131782794448,452.282294163002,14.5250114611676,444.703322996441,13.7538666522599,5.28981215404661,15.1379945698304,0.669310438799234,4.5925,3.545,1.60075,1.162,0.731,13.95069,13.903575,13.9584475,13.9534625,13.811115,13.757835,13.28594,99.079958,100.2315,5.740825,14.3715,13.911,13.8475,13.84825,13.86,1.8,-0.108,3.3025,-0.53975,1.6325,384.6625,388.81,386.38,385.33,0.1305,0.180749999999999,0.16,0.16075,8.51174999999999,0.23,0.4005,0.17,1.12925,0.23,11.612875,11.6612,11.360775,11.35095,11.42905,11.571975,11.89695,12.674025,13.22005,11.855,11.805425,11.676475,11.44465,11.358275,11.7707,12.06125,12.7984,13.15765,11.952325,11.76095,11.6514,11.76175,11.47195,11.7878,12.125075,12.4705,13.0779,11.506975,11.666775,11.706325,11.585075,11.6573,11.953425,12.21695,12.678675,13,11.87985,11.7521,11.566475,11.5622,11.512725,11.82405,12.079275,12.671375,13.189075,2.0895,2.88105,23.0711,5.08499999999998
1,3.25,5.85090356196834,79.6233675814318,0.86853846720563,4.13298633545577,11.5416272559684,1.53153485646629,438.887747843717,18.5190351381735,455.515879561025,15.1847275573091,447.189099800429,12.0897838192521,455.472409809786,15.0657875368235,438.296404235598,12.8528909930351,456.180518804174,15.021032941587,438.971531105733,13.3017944098672,456.103944064795,15.029227774808,437.426287720638,10.9037637813815,455.390610658861,14.5585581651608,449.069843234032,13.9143688797615,4.68720833160187,15.2724527770068,0.395671623286215,3.8815,3.11375,1.2965,1.084,0.66025,13.961785,13.89155,14.0210275,14.2589425,14.0733925,13.961125,13.1624425,99.104035,99.537,6.09611,14.174,13.695,13.6015,13.5335,13.72125,1.7075,-0.04875,3.1075,-0.53,1.665,383.6125,387.275,387.9075,384.4475,0.13,0.162999999999999,0.15775,0.16075,8.12574999999999,0.23,0.4,0.17,1.12675,0.23,11.707825,11.5953,11.26365,11.3353,11.42275,11.567975,11.89405,12.6747,13.2167,11.99365,11.736575,11.634,11.42095,11.351625,11.7667,12.058275,12.79745,13.15755,12.06705,11.69125,11.577725,11.73015,11.478,11.793525,12.121175,12.4676,13.07775,11.5873,11.611625,11.609175,11.547225,11.650575,11.9504,12.215925,12.678625,12.99995,12.033625,11.66615,11.4666,11.5456,11.5051,11.820075,12.0782,12.668475,13.19005,1.4554,2.87324999999999,16.84565,5.00875
1,3.75,9.39156525279429,57.8302168666345,0.877450721702168,31.7627088754856,14.8444486648334,1.39299746551168,436.915354459217,18.6309561677476,454.986518305091,15.5631042863587,437.879256447084,12.0210963778754,452.112914814389,15.5701779686763,437.065040508621,13.0473415852362,457.83144250959,15.5403647718961,438.390313286745,13.2039694647612,458.993384673222,15.4700090997813,437.46290061978,10.654809496695,454.812153427046,14.87799687194,455.373628182214,12.9197440285005,4.78398274707193,15.2957888826573,0.521164217788863,3.67175,2.83125,1.403,1.18075,0.641,13.9491025,13.98935,13.9963575,14.3670325,14.094175,14.1156125,13.39413,99.09904525,99.829,6.431,14.392,14.0305,13.7745,13.68775,13.84675,1.7025,0.0104999999999998,3.2,-0.56,1.343,385.35,387.51,390.5575,386.83,0.13025,0.170749999999999,0.16,0.16,7.88749999999999,0.22025,0.41,0.17,1.11475,0.23025,11.843975,11.54345,11.189575,11.3004,11.41545,11.564975,11.8911,12.6757,13.21475,12.00165,11.67095,11.60085,11.366475,11.34205,11.7623,12.056275,12.79695,13.157225,12.21855,11.63435,11.5459,11.6719,11.47405,11.79825,12.117275,12.465675,13.07645,11.731125,11.625025,11.502925,11.50055,11.641975,11.946425,12.21585,12.679525,13.000875,12.1739,11.6292,11.3898,11.5308,11.496475,11.81705,12.077125,12.666525,13.18905,1.869,2.158,19.21915,4.8885
1,4.25,4.97815036113201,33.4902368723322,0.870415832652627,17.4662785372817,11.3536829712031,1.47278737890013,440.337916744695,18.6301149675657,458.656186793461,15.7491807944795,442.753578363075,12.2647580790382,456.904878345289,15.4389947719087,444.692325890032,12.9316071869759,449.910633232844,15.5776239461139,446.421387700631,13.4192233295186,453.222570966919,15.5324021471029,442.96166053155,11.4961737187682,448.596194610959,15.062106030964,445.810765793846,14.2068559636263,4.61945809102505,14.9961158694378,0.469780682061673,3.81075,2.99,1.553,1.2715,0.7105,13.76217,13.81315,13.817975,14.095935,13.922175,13.9608175,13.335365,99.1082475,98.358,6.31124,14.29525,13.9025,13.6355,13.52975,13.639,1.705,-0.0134999999999999,3.105,-0.60925,1.24925,385.745,386.7975,390.455,386.135,0.13,0.170749999999999,0.16,0.16,7.84174999999999,0.22025,0.41,0.17,1.11375,0.23,11.9331,11.63395,11.16555,11.26085,11.40535,11.5616,11.8872,12.67595,13.21275,12.073525,11.7997,11.567125,11.3111,11.32955,11.7671,12.053275,12.79605,13.157175,12.3924,11.741225,11.513525,11.61085,11.4791,11.802025,12.113375,12.463775,13.0763,11.8901,11.74465,11.405675,11.452925,11.6325,11.943425,12.214725,12.680425,13.00085,12.246025,11.769575,11.35605,11.5154,11.4869,11.81405,12.078,12.6646,13.18805,1.608,1.704,19.08035,6.02475
1,4.75,7.22226752247105,32.5961632213991,0.883254000861516,8.31675181029814,10.0087387965612,1.47612205056508,438.399357343912,18.7012299757353,444.402591957106,16.0348937258473,439.065904872528,12.2128417811457,444.322093006104,15.9090429708827,434.403350935508,13.4334969626741,445.088791414943,15.948796809494,439.293618311321,13.520109692674,445.769578514683,15.9156070358245,443.570821910007,11.4648257122842,446.437907125069,15.2710632539061,446.613884444156,13.150474683642,4.98231661479773,14.875864839358,0.49900503181505,4.0155,3.125,1.4675,1.2805,0.72075,13.877395,13.61455,13.91431,14.234465,13.945525,13.9501275,13.413985,99.10408575,97.8635,6.1431925,14.4715,13.933,13.622,13.496,13.65425,1.7,-0.0470000000000003,3.1,-0.58875,1.57275,391.81,387.31,390.4475,387.305,0.13,0.165249999999999,0.15775,0.16,7.78374999999999,0.22025,0.40025,0.17,1.14175,0.23025,11.975325,11.761475,11.14165,11.22815,11.3933,11.5586,11.8843,12.6753,13.21075,12.06895,11.93315,11.532575,11.26075,11.3151,11.771875,12.051275,12.795725,13.15725,12.36585,11.882275,11.483825,11.5537,11.485125,11.7973,12.07095,12.460875,13.07525,12.035375,11.86995,11.326075,11.409275,11.6208,11.940425,12.213575,12.68135,12.999825,12.2119,11.91195,11.32345,11.502,11.475375,11.811025,12.0779,12.6617,13.188025,1.45065,1.6317,18.7656,6.77
