DOY2,HR2,USTAR,WS,TA,T_SONIC,RH,SW_IN,SW_OUT,NETRAD,G,H,LE,FC,TS
1,0.25,0.11,0.73,10.1675,10.59,68.3525,-3.31,1.95,-51.27,3.21,0.065,0.82,0.28,6.77
1,0.75,0.13,0.6625,10.47,10.715,66.29,-3.515,1.885,-46.985,0.61,0.1925,1.2625,0.16,6.78
1,1.25,0.13,0.69,10.4425,10.75,66.875,-3.54,2.03,-44.79,5.94,-0.595,0.9525,0.215,6.62
1,1.75,0.12,0.67,10.34,10.6425,69.46,-3.45,1.87,-46.175,4.83,0.9,0.735,0.195,6.715
1,2.25,0.11,0.71,9.875,10.33,64.165,-3.6175,2.0325,-48.6025,4.235,0.9625,1.585,0.26,6.54
1,2.75,0.12,0.69,10.1325,10.425,63.2425,-3.595,1.9425,-49.645,3.66,0.7725,2.385,0.3875,6.535
1,3.25,0.12,0.7,10.315,10.6,63.8725,-3.63,1.94,-49.95,0.96,0.0375,1.34,0.2,6.605
1,3.75,0.125,0.75,10.285,10.275,63.0425,-3.255,1.89,-43.495,4.11,0.5575,1.5025,0.185,6.46
1,4.25,0.13,0.705,9.92,10.015,62.9875,-3.43,1.9925,-43.7925,3.63,1.33,1.3475,0.28,6.53
1,4.75,0.14,0.6775,10.03,10.0775,63.05,-3.1875,1.9525,-48.1225,2.45,0.9675,2.07,0.27,6.5
1,5.25,0.14,0.7,10.02,10.2,62.9775,-3.715,1.99,-52.09,7.25,1.355,1.9,0.2025,6.54
1,5.75,0.13,0.69,9.795,10.06,63.29,-3.7175,1.86,-47.5575,6.81,0.77,1.625,0.255,6.68
1,6.25,0.13,0.6875,9.925,10.2675,60.585,-3.5,1.92,-47.82,6.945,0.78,1.05,0.15,6.675
1,6.75,0.12,0.72,10.02,10.15,60.5,-3.37,1.965,-48.17,7.805,0.3975,1.035,0.16,6.615
1,7.25,0.1075,0.68,10,10.215,61.045,4.06,2.985,-42.94,6.395,0.83,0.95,0.15,6.805
1,7.75,0.11,0.67,10,10.405,58.815,57.93,27.02,-8.455,9.865,-0.035,2.0125,0.1775,6.72
1,8.25,0.14,0.6625,10.855,11.3825,59.705,136.045,36.9025,37.935,10.205,2.14,4.09,0.25,6.635
1,8.75,0.18,0.5875,11.59,12.14,59.14,221.805,31.33,97.97,12.7,8.74,8.14,0.11,6.74
1,9.25,0.25,0.71,12.6525,13.0775,55.47,305.3525,36.0125,165.9,11.075,27.2,33.5975,-0.43,6.735
1,9.75,0.3875,0.91,13.5775,14.07,55.46,375.6625,41.1875,234.88,11.725,53.3575,41.42,-0.64,6.865
1,10.25,0.5,1.39,13.845,14.35,58.915,445.41,46.26,292.22,16.415,100.985,65.5425,-2.125,6.79
1,10.75,0.57,1.3675,14.1825,14.6525,58.5625,502.36,50.24,346.23,14.35,151.0975,88.35,-2.055,6.875
1,11.25,0.605,1.45,14.72,15,58.925,541.33,52.32,379.62,7.35,180.1375,99.325,-3.04,6.77
1,11.75,0.65,1.585,14.66,14.97,58.41,571.555,54.085,408.8575,11.965,198.495,97.1175,-3.1725,6.995
1,12.25,0.6525,1.5425,14.7125,14.95,59.8125,573.1325,53.5675,410.72,16.785,199.255,107.16,-3.4775,6.885
1,12.75,0.66,1.4225,14.735,15.1725,60.425,563.5275,50.04,394.1,8.16,189.055,97.115,-1.94,6.905
1,13.25,0.66,1.425,14.92,15.095,64.05,540.36,43.78,376.28,19.75,194.4925,104.63,-2.39,6.955
1,13.75,0.645,1.3075,14.8425,15.06,61.445,503.155,38.295,342.835,21.365,181.9675,84.9325,-2.195,7.18
1,14.25,0.615,1.235,14.965,15.255,61.745,445.04,30.35,294.885,17.215,152.805,95.56,-0.97,7.245
1,14.75,0.57,1.18,14.845,14.9575,64.6425,368.465,23.19,231.5925,20.325,117.7,73.315,-1.14,7.245
1,15.25,0.54,1.085,14.405,14.68,68.675,247.23,15.545,126.13,21.44,72.58,59.5475,-1.03,7.27
1,15.75,0.47,0.99,14.065,14.36,71,86.725,12.015,15.95,17.73,38.835,36.38,-0.43,7.45
1,16.25,0.365,0.9425,13.495,13.7825,70.6425,49.095,8.885,-1.63,14.84,17.0275,17.89,0,7.355
1,16.75,0.24,0.76,12.89,13.3075,71.16,17.62,2.9175,-21.305,12.85,2.76,5.76,0.44,7.345
1,17.25,0.18,0.72,12.295,12.63,77.0175,-0.24,1.23,-30.08,11.595,-0.0125,1.7925,0.335,7.355
1,17.75,0.16,0.895,11.68,12.155,79.295,-2.7,1.49,-42.385,16.6525,0.685,0.98,0.37,7.39
1,18.25,0.12,0.7,11.31,11.77,81.1025,-2.505,1.715,-45.48,7.895,1.1975,2.5025,0.27,7.345
