DOY2,HR2,USTAR,TA_1_1_1,WS,FC,H,LE,RH,CO2,VPD,NETRAD,PPFD_IN,SW_IN,PPFD_OUT,SW_OUT,H2O_1_1_1
1,0.25,0.04435,-34.95925,0.362125,-0.07995,-49.249275,-1.390225,63.110975,364.7858,0.10725,-51.357725,-7.893525,-4.281025,-0.09315,-0.842575,0.1856
1,0.75,0.050675,-34.972475,0.505825,-0.06345,-47.50225,-1.403975,63.3201,364.7379,0.11,-52.79215,-7.9651,-3.888325,-0.097475,-0.967125,0.172875
1,1.25,0.04235,-35.154975,0.3466,-0.060775,-56.3044,-1.876425,62.866625,364.771,0.10725,-51.547825,-7.8635,-3.763275,-0.0966,-0.65195,0.1716
1,1.75,0.04265,-35.7544,0.56995,-0.0836,-47.1656,-1.1359,62.708125,364.77545,0.10725,-51.437325,-7.6234,-3.9262,-0.0956,-0.6805,0.1645
1,2.25,0.03065,-35.544875,0.3796,-0.1084,-50.7078,-1.593,63.848625,364.8004,0.1,-50.269675,-7.4256,-3.901575,-0.1307,-0.565275,0.1628
1,2.75,0.038675,-35.571325,0.339475,-0.041,-56.4964,-1.1692,63.6241,364.74195,0.10725,-52.38245,-8.49135,-4.093425,-0.1005,-0.673525,0.1752
1,3.25,0.037675,-36.39265,0.350975,-0.0747,-49.2276,-0.9223,62.1557,364.713475,0.1,-53.91845,-8.42375,-3.950425,-0.099525,-0.694775,0.159
1,3.75,0.046,-36.599125,0.34705,-0.0466,-45.0558,-2.7162,63.2238,364.633225,0.09725,-54.59745,-8.4022,-4.14975,-0.0985,-0.784,0.1584
1,4.25,0.0395,-36.57965,0.21845,-0.093125,-56.505,-1.90275,63.6895,364.9524,0.1,-52.73045,-8.28505,-4.0994,-0.11815,-0.674625,0.1591
1,4.75,0.0482,-36.954475,0.290975,-0.03,-46.64725,-0.845625,62.93225,364.966,0.1,-52.456875,-7.8732,-3.99215,-0.126,-0.6649,0.15755
1,5.25,0.04305,-37.097125,0.328825,-0.035125,-47.48225,-0.871375,63.694,364.991,0.0975,-48.1285,-7.933775,-3.677175,-0.114125,-0.667925,0.14925
1,5.75,0.04135,-36.926175,0.30365,-0.053875,-44.517875,-1.304625,63.3275,364.9668,0.0975,-48.819175,-8.280725,-3.76,-0.119175,-0.65305,0.136
1,6.25,0.04635,-36.72205,0.314375,-0.096,-48.1228,-0.548125,62.68675,365.0236,0.0975,-48.75445,-8.0342,-3.759,-0.1163,-0.547625,0.1305
1,6.75,0.034675,-36.465475,0.335675,-0.0772,-48.247,-1.6684,62.5245,365.02025,0.0975,-47.879975,-8.1185,-3.751375,-0.1172,-0.43495,0.13125
1,7.25,0.0464,-36.9171,0.2743,-0.04085,-51.531075,-0.73295,61.64825,364.9974,0.0975,-50.69825,-8.25605,-3.648075,-0.1512,-0.5292,0.1403
1,7.75,0.0384,-37.149175,0.3891,-0.1271,-48.188875,-0.87865,60.98,365.025225,0.09,-50.8164,-7.683475,-3.53135,-0.11815,-0.7373,0.140575
1,8.25,0.038,-37.02545,0.4522,-0.09125,-42.028125,-0.623,61.89225,365.1445,0.0975,-49.795475,-7.266925,-3.43325,-0.0397,-0.538625,0.14035
1,8.75,0.0381,-37.2641,0.4574,-0.171675,-36.150425,-0.8465,61.42725,365.0465,0.09,-45.158425,-5.43775,-2.35555,0.60665,0.11145,0.128075
1,9.25,0.0447,-36.760825,0.4221,-0.2465,-39.847,-1.4565,61.392,364.870225,0.0975,-38.812225,2.49905,2.01465,4.0117,1.682,0.27265
1,9.75,0.0603,-36.273475,0.5108,0.0295,-23.053,-2.9695,61.288,364.695275,0.0975,-31.4224,14.852275,7.389475,12.392375,4.5982,0.3025
