DOY2,HR2,T_CANOPY_1_1_1,CO2_1_1_1,FC_1_1_1,H2O_1_1_1,G,H,LE,PA_1_1_1,RH_1_1_1,T_SONIC_1_1_1,T_SONIC_SIGMA_1_1_1,TA_1_1_1,NETRAD,LW_IN_1_1_1,LW_OUT_1_1_1,SW_IN_1_1_1,SW_OUT_1_1_1,TS_1,TAU_1_1_1,U_SIGMA_1_1_1,USTAR_1_1_1,V_SIGMA_1_1_1,W_SIGMA,WS_1_1_1,NEE
1,0.25,9.4544715,384.542,3.016305,10.94955,-1.19914373333333,-10.99185,-3.12098,101.092435465331,80.6136,10.279,0.15907075,9.4544715,-49.7931525,290.918351239821,341.335890874097,0.1708167,0.653059,13.7660675,-0.0222264,0.201741,0.051425025,0.200533,0.0336646,0.173502,3.016305
1,0.75,9.071657,389.61625,2.884485,10.7213,-1.68594245833333,-11.3348,-2.167305,101.098925783656,81.8231,9.72900000000004,0.16767,9.071657,-48.251525,296.178047938457,339.953147361034,0.1708167,0.64789005,13.6521383333333,-0.0227418,0.2029585,0.047213,0.1849605,0.0327817,0.188562,2.884485
1,1.25,8.66151675,391.54525,2.77757,10.67555,-2.2002421,-10.5527,-3.1344275,101.078575783656,81.5659,9.30450000000003,0.16016625,8.66151675,-47.642835,296.152654924338,336.91889055671,0.143703406666667,0.7038911,13.5457866666667,-0.0193747,0.1868595,0.0470867,0.18526075,0.03251715,0.18227075,2.77757
1,1.75,8.320239,396.38075,3.032855,10.566025,-2.5410147625,-8.94749,-2.55211,101.052466861323,82.5403,8.9725,0.17116225,8.320239,-46.50062,297.16335778751,336.294367559466,0.116590113333333,0.66296575,13.4736641666667,-0.0236418,0.19303325,0.044673625,0.18481075,0.0325047,0.19282375,3.032855
1,2.25,8.09692475,393.909,3.13413,10.50175,-2.83939605,-11.828375,-2.9190625,101.046841861323,83.0016,8.72300000000001,0.1657905,8.09692475,-47.042995,297.064107157093,334.569643732179,0.08947682,0.6125003,13.3827733333333,-0.0193955,0.193707,0.049563,0.197476,0.0337412,0.184795,3.13413
1,2.75,7.843925,397.205,3.161075,10.4142,-3.29934198333333,-10.725675,-2.30348,101.007091861323,83.58525,8.346,0.170822,7.843925,-45.545965,300.570095421554,334.857213011314,0.1274332275,0.686354175,13.2757216666667,-0.0187379,0.189082,0.0466203,0.183092,0.0318663,0.19293975,3.161075
1,3.25,7.517296,397.47825,2.6708575,10.3778,-3.60305413666667,-9.53874,-1.8306525,100.996775783656,83.891275,8.113,0.155637,7.517296,-44.042465,300.903893108156,334.637021209412,0.2650801,0.6726133,13.1908233333333,-0.0216088,0.18656,0.0452566,0.175735,0.0337813,0.191562,2.6708575
1,3.75,7.458924,397.213,2.7693975,10.370725,-3.898910815,-8.61878,-1.4652325,100.986325783656,83.657625,7.68550000000002,0.1536425,7.458924,-44.616495,300.391455038858,334.059414705645,0.24338525,0.63593535,13.0742483333333,-0.017607,0.184878,0.041652,0.189839,0.032555,0.19589675,2.7693975
1,4.25,7.33643325,392.701,2.8118275,10.312175,-4.17363002333333,-9.737865,-2.72262,101.020854852995,84.550425,7.49400000000003,0.1605955,7.33643325,-43.28428,303.294256603893,334.48839610392,0.26960325,0.585968275,12.9960166666667,-0.0137276,0.1904645,0.0440262,0.1927435,0.0339156,0.198211,2.8118275
1,4.75,7.141553,393.3035,2.9715175,10.247675,-4.45168125333333,-9.6612,-2.946085,101.0117,84.2692,7.58075000000001,0.162351,7.141553,-43.618165,304.736679366395,332.889164106571,0.185601025,0.602405675,12.9273466666667,-0.015921775,0.1849395,0.04645465,0.20360025,0.03608795,0.19254375,2.9715175
1,5.25,7.1343005,392.51,3.18809,10.239025,-4.77595498333333,-9.554675,-2.46352,101.018004852995,84.9046,7.38050000000001,0.146353,7.1343005,-42.53126,303.844820797607,331.997510386536,0.1727686,0.607953725,12.88536,-0.01765545,0.2046175,0.0500981,0.19501775,0.036031825,0.19320875,3.18809
1,5.75,6.94106425,392.0775,2.44632,10.22765,-5.058124625,-9.7790025,-2.37275,101.02225,84.64075,7.35250000000003,0.149338,6.94106425,-34.435925,306.549137389079,331.64976023682,1.912935,0.98042405,12.8386533333333,-0.017853125,0.197978,0.0487062,0.201145,0.035570825,0.18310425,2.44632
1,6.25,7.225112,390.11425,1.9869125,10.3291,-5.29714968975,-8.039525,-1.4273075,101.02655,85.03015,7.84075000000003,0.15327175,7.225112,-16.404535,309.700075470851,335.148327489665,13.11068,2.769613,12.7848583333333,-0.0211572,0.1907005,0.0508331,0.204796,0.0413148,0.166216,1.9869125
1,6.75,8.677943,387.5465,1.35929,10.4059,-5.54899401666667,-3.3481775,-0.567655,101.04175,84.047225,9.20150000000001,0.216443,8.677943,4.311411,313.641556671769,348.405964399624,35.11274,6.445024,12.71163,-0.0288399,0.2029715,0.055605725,0.199793,0.072311675,0.1776485,1.35929
1,7.25,11.03719,378.824,-0.3211505,10.70835,-5.48939965,8.26165,6.89789,101.062546557471,83.2117,11.838,0.24640475,11.03719,29.7681125,314.95914711249,364.842077794783,67.897995,11.993035,12.7390416666667,-0.0511376,0.266605,0.0802595,0.26111175,0.12966025,0.28495325,-0.3211505
