DOY2,HR2,CO2,CO2_SIGMA,H2O,H2O_SIGMA,FC,LE,H,WS,USTAR,TAU,U_SIGMA,V_SIGMA,W_SIGMA,PA,TA_1_1_1,RH_1_1_1,TA_1_2_1,RH_1_2_1,TA_1_3_1,RH_1_3_1,VPD,T_SONIC,T_SONIC_SIGMA,TS_1_1_1,NETRAD,SW_IN,SW_OUT,LW_IN,LW_OUT
1,0.25,366.090385,0.17196675,0.0177024848,0.0072576058,-2.47020975,-13.426693,-61.580483,0.5206703425,0.0306772165,-0.204477515,0.1830116825,0.2014869025,0.01915829125,86.3281895,-7.300554075,0.3332311125,-6.8928072,0.4319006125,-7.6884884,54.898315,2.6173125,-6.358316075,0.03937781025,-4.34118075,-103.819845,0.4397950725,0.11965552,190.96963,284.3164325
1,0.75,366.68976,0.24261142,0.1285785325,0.02179585625,-0.83131731,-12.8417377,-41.81659875,0.5857511575,0.0279568345,-0.1808506875,0.2238964275,0.204762445,0.03044345575,86.32398925,-7.1785354,2.9543928,-5.69065305,2.736825775,-7.7388383,54.718686,3.0734644,-6.213269675,0.0448204215,-4.496733125,-103.56933,0.4397950725,0.1985208,191.330255,283.63506
1,1.25,364.78755,0.223420535,0.02332648545,0.00517844135,-0.768931425,-8.3804526,-38.4458405,0.769073285,0.043403286,-0.2535635575,0.2512595775,0.2118296875,0.0333004075,86.31477475,-7.656547475,0.365647125,-11.4685503,0.7362572575,-7.9376191,58.785085,2.23810375,-6.81421355,0.04817629,-4.631158875,-103.85455,0.4397950725,0.12774444,191.147345,282.7689275
1,1.75,365.418425,0.15462286,0.0356470015,0.01599168175,-1.554396,-11.08366625,-32.09653,0.66916005,0.04327483525,-0.23002806,0.165672645,0.2149512625,0.02330349025,86.31568125,-7.530235475,0.70126462,-7.122605175,0.69839236,-7.5373407,58.373547,3.0006661,-6.5675675,0.051495855,-4.6977741,-102.95689,0.4397950725,0.15252224,190.687205,281.496305
1,2.25,362.792325,0.1802259975,0.065446559,0.019673761,-1.03962758,-12.3085934,-36.278606,0.5265417425,0.035945695,-0.16703063,0.1932394775,0.16955164,0.03223653225,86.33094925,-7.95947895,1.1231115375,-6.8077103,1.15962306,-8.0860246,59.529351,3.04828025,-6.94790675,0.0501563795,-4.7462796,-103.613805,0.4397950725,0.1988708075,190.14575,280.17116
1,2.75,358.1365,0.14166798,0.03977542675,0.01809965125,-1.50541755,-10.59642,-62.13370075,0.7574869475,0.03529444075,-0.220831495,0.2027402175,0.1410365575,0.02736869425,86.351511,-8.178361675,0.75397451,-7.17157425,0.771402645,-8.3518461,60.774613,2.97949925,-7.106463425,0.052927535,-4.7853274,-102.710443,0.4397950725,0.076483327,188.958005,279.438445
1,3.25,366.2706625,0.1398764375,0.01418691445,0.006191523225,-1.2942876375,-6.91005575,-39.650804,0.6407750825,0.03754210025,-0.1461010625,0.185469775,0.2337237,0.026888871,86.3638475,-8.34287945,0.2947850425,-8.161239,0.502114685,-8.4849065,58.041654,2.936355775,-7.354582625,0.05882761,-4.8506212,-102.694265,0.4397950725,0.0877847165,188.97683,278.605735
1,3.75,365.3957125,0.1693567125,0.03780485625,0.008770690225,-7.6163352,-3.47286025,-44.2007825,0.77551225,0.047913125,-0.225258815,0.24231,0.204075,0.02140942,86.359905,-8.839472,0.663468145,-6.9248161,0.6902340275,-8.923821125,57.4374435,2.9183703,-7.859358,0.04549259925,-5.00554,-101.64759,0.4397950725,0.09007777375,190.65495,277.4772675
1,4.25,364.44534,0.21848346,0.012620924,0.011322434,-1.945333375,-34.15953525,-34.750917,0.80069825,0.036095025,-0.1519319,0.2086054,0.23388385,0.023725365,86.360005,-9.06372,0.24059315,-8.942217,0.31243577,-9.4831217,55.825648,3.1394885,-8.0463535,0.04234325525,-5.153629,-99.60564,0.4397950725,0.05652360825,190.38848,276.90498
1,4.75,364.7528,0.1267890875,0.02417717825,0.014169055,-1.942619625,-5.5622352,-48.257458,0.4828083175,0.0304794925,-0.16979386,0.19451012,0.1707752325,0.03253238825,86.36610925,-9.1773014,0.3988542975,-7.152588525,0.54035177,-9.5141769,54.28484725,2.9983298,-8.179387125,0.04755353225,-5.270433175,-98.7442675,0.4397950725,0.15171666425,190.3833875,276.38145
1,5.25,364.84966,0.143579165,0.0154905185,0.007438976,-3.05627839,-14.78496975,-36.74640975,0.6842935075,0.0226895625,-0.1566591325,0.211429915,0.1181402425,0.01976565125,86.37872625,-9.239653775,0.40188495,-8.325370525,0.422587275,-9.354906025,55.1555675,3.04715495,-8.1789406,0.050032994,-5.331477025,-99.24586675,0.4397950725,0.13780553,189.9751125,275.9348475
1,5.75,365.914575,0.15524191,0.01886995075,0.01290239075,-2.3398879,-2.632358525,-45.8910015,0.6613915,0.032942258,-0.17074182,0.179062145,0.1736519925,0.0160474935,86.379207,-9.710078125,0.3998294275,-8.98314565,0.5523858375,-9.7949047,55.421299,2.9461467,-8.735560975,0.0410787915,-5.4178753,-98.774036,0.4397950725,0.11613751,189.01012,275.10362
